numerator,1
denominator,1140
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-1458383595659162958274133184506910164980905414345908946126618260814011*x-3261044857164453357021182302361318549276803600418787164023495880474843)/2
"(1, 1)",(1458383595659162958274133184506910164980905414345908946126618260814011*x-3261044857164453357021182302361318549276803600418787164023495880474843)/2
"(2, -4)",2127782111622917711312283443893749178992815715570988238264159300859324056836989544931*x+4757865442896889369164416178081401798330675270207686699254705696255517832536412295646
"(2, -2)",16246551366501240494708643537342948891814250879471536679755011340563044043744140*x+36328393255438848476642953699147334749426855879900144662806923115422347412471820
"(2, 0)",-792332561912710868419589682862197289402712183893830985280644698435412448460
"(2, 2)",-16246551366501240494708643537342948891814250879471536679755011340563044043744140*x+36328393255438848476642953699147334749426855879900144662806923115422347412471820
"(2, 4)",-2127782111622917711312283443893749178992815715570988238264159300859324056836989544931*x+4757865442896889369164416178081401798330675270207686699254705696255517832536412295646
"(3, -5)",516984931375693624856764143022858553853826449582015626916523512720522680016852260194759110*x+1156013449899114812605636911661613359473222628936210902321125820118750500551224516441543890
"(3, -3)",1625232663309025098481565562114704797852272449456165455217830180238513324082852947589930*x+3634130714412005926357233247936681759431480675951362336346819713289819067912858090170090
"(3, -1)",-67429730597063238427700541657592956630313318136206848217825734200283644040416856258*x-150777588415215601582723735282299402387150078054284064041942936779215590727145674198
"(3, 1)",67429730597063238427700541657592956630313318136206848217825734200283644040416856258*x-150777588415215601582723735282299402387150078054284064041942936779215590727145674198
"(3, 3)",-1625232663309025098481565562114704797852272449456165455217830180238513324082852947589930*x+3634130714412005926357233247936681759431480675951362336346819713289819067912858090170090
"(3, 5)",-516984931375693624856764143022858553853826449582015626916523512720522680016852260194759110*x+1156013449899114812605636911661613359473222628936210902321125820118750500551224516441543890
"(4, -8)",-47407446814539342558417291150603720778807522168294398061268492331640728624873042302317966689880*x-106006273717015835352482821880549622199168496812220835377826970195958506470626690682669896628080
"(4, -6)",82927998925274778739847133926019712988994506229811663334560099669321284326209345606325701896*x+185432642834943908072616055333895027840228480435594726408168617391729999736264654989772544092
"(4, -4)",227545459070772841794434634618067865889724309675879877871826863302409134928939440217385164672*x+508807114453643855349278661778232113977403517314375730898893501994212358084786744560200331136
"(4, -2)",334401824857302420269292105691088860259502505168727790670677127515906211819330131541986920*x+747745211821895819110945545532476981673691090245798807137469628701693181791411509605671780
"(4, 0)",685137743102466364989412279196340821852853919467135735481897322668497108136639870768800
"(4, 2)",-334401824857302420269292105691088860259502505168727790670677127515906211819330131541986920*x+747745211821895819110945545532476981673691090245798807137469628701693181791411509605671780
"(4, 4)",-227545459070772841794434634618067865889724309675879877871826863302409134928939440217385164672*x+508807114453643855349278661778232113977403517314375730898893501994212358084786744560200331136
"(4, 6)",-82927998925274778739847133926019712988994506229811663334560099669321284326209345606325701896*x+185432642834943908072616055333895027840228480435594726408168617391729999736264654989772544092
"(4, 8)",47407446814539342558417291150603720778807522168294398061268492331640728624873042302317966689880*x-106006273717015835352482821880549622199168496812220835377826970195958506470626690682669896628080
"(5, -11)",(-12417739003697873615402464863675916252269462399773017336437583188898066587767287390255968295584268855*x-27766908539118957781141180604112327612023829802763396031221866706223579868169555081478451308790351513)/2
"(5, -9)",196760078011645323909222806181192512220973075946200882523275012583692730628185605508289939749990190*x+439968909692200601530091115736131267222963088582328714039269928549771114126569288787441003942471622
"(5, -7)",234249408990764349806531486653117992512706007229370442556977817133222046845927060338886104423050*x+523797602192499492358621168841073448961968832985379075811423767869277204948433709952595552586830
"(5, -5)",(-987505084188027433017069209207585269832574073630944840510476011707825614256007182369540019141975*x-2208128496371080542542757337553858374609823771762520600141842251658559372646378741795246949853175)/2
"(5, -3)",36190001383491984127628231985020362285588644303467177842746030027163300512386879316921427709925*x+80923303196607091106067908446381595248152354906858514039922680633732055383639971842541080907795
"(5, -1)",63732348297104512410669931647753976868412264916561918762844709857518691932565599155913243180*x+143203555996327197023650733109074690084082469098243016638307420309168881305446179538676942492
"(5, 1)",-63732348297104512410669931647753976868412264916561918762844709857518691932565599155913243180*x+143203555996327197023650733109074690084082469098243016638307420309168881305446179538676942492
"(5, 3)",-36190001383491984127628231985020362285588644303467177842746030027163300512386879316921427709925*x+80923303196607091106067908446381595248152354906858514039922680633732055383639971842541080907795
"(5, 5)",(987505084188027433017069209207585269832574073630944840510476011707825614256007182369540019141975*x-2208128496371080542542757337553858374609823771762520600141842251658559372646378741795246949853175)/2
"(5, 7)",-234249408990764349806531486653117992512706007229370442556977817133222046845927060338886104423050*x+523797602192499492358621168841073448961968832985379075811423767869277204948433709952595552586830
"(5, 9)",-196760078011645323909222806181192512220973075946200882523275012583692730628185605508289939749990190*x+439968909692200601530091115736131267222963088582328714039269928549771114126569288787441003942471622
"(5, 11)",(12417739003697873615402464863675916252269462399773017336437583188898066587767287390255968295584268855*x-27766908539118957781141180604112327612023829802763396031221866706223579868169555081478451308790351513)/2
"(6, -12)",-4742429904597492153930069749239798174373114224314219476600697696452309701211511198330048368034992859060*x-10604395645207834882172350712391699772589989919266605859413216619245238980460696196372416191351617949960
