numerator,1
denominator,1140
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-33907432132686215995968245611557911489253601432767544417*x-75819323191146995822873672356285292023628912468439664321)/2
"(1, 1)",(33907432132686215995968245611557911489253601432767544417*x-75819323191146995822873672356285292023628912468439664321)/2
"(2, -4)",49470953840774949550049244685242707491799150560927133680146822870445657*x+110620415699727094553808830932408618439704243287234465289548379139312762
"(2, -2)",90516772914898683652115469836364978425217362378543913535779936580*x+202401657341625104442763027875430472493733644029590270625641081540
"(2, 0)",-20318328885167560537423522532221136150777379878336153984437620
"(2, 2)",-90516772914898683652115469836364978425217362378543913535779936580*x+202401657341625104442763027875430472493733644029590270625641081540
"(2, 4)",-49470953840774949550049244685242707491799150560927133680146822870445657*x+110620415699727094553808830932408618439704243287234465289548379139312762
"(3, -5)",13257400199493949092813510199874228757023378149859787804730680909285583438170*x+29644448050987743192588490239311028101967163624674893312990119362590370802830
"(3, -3)",44388590429793423659458476770099102007012972637387435228115302165615120710*x+99255905626414633474968146999110495532231757930989317246922031094722916230
"(3, -1)",-2137590145436023698770477873688591418077071580905029446585441618004326*x-4779716138273651701828236121491830088360272878810728813617049222373506
"(3, 1)",2137590145436023698770477873688591418077071580905029446585441618004326*x-4779716138273651701828236121491830088360272878810728813617049222373506
"(3, 3)",-44388590429793423659458476770099102007012972637387435228115302165615120710*x+99255905626414633474968146999110495532231757930989317246922031094722916230
"(3, 5)",-13257400199493949092813510199874228757023378149859787804730680909285583438170*x+29644448050987743192588490239311028101967163624674893312990119362590370802830
"(4, -8)",-264127998673906571182299302101846429787035608966344367846129027377230123399628360*x-590608159795829401581004889235043339161746780836718937892024103587470914781783760
"(4, -6)",-52678328716421206761678149211211978331935857155480236425262965309670381550878488*x-117792323950997060400007187114672378158975009832818262716299291030837235087362876
"(4, -4)",5846302314823605232581290494831887303301044630331392113212057086972596137536384*x+13072729392959948763247205854824411318415105499205227932092534818267230473681792
"(4, -2)",7915710593999902867802997308988705232165945707337738140914682585294162271240*x+17700067031623641983239095462620153965810596466878737860584078861142571897660
"(4, 0)",15696422631057310535424924613771480991983476649690092952031485295928933600
"(4, 2)",-7915710593999902867802997308988705232165945707337738140914682585294162271240*x+17700067031623641983239095462620153965810596466878737860584078861142571897660
"(4, 4)",-5846302314823605232581290494831887303301044630331392113212057086972596137536384*x+13072729392959948763247205854824411318415105499205227932092534818267230473681792
"(4, 6)",52678328716421206761678149211211978331935857155480236425262965309670381550878488*x-117792323950997060400007187114672378158975009832818262716299291030837235087362876
"(4, 8)",264127998673906571182299302101846429787035608966344367846129027377230123399628360*x-590608159795829401581004889235043339161746780836718937892024103587470914781783760
"(5, -11)",(-288712547070983461773580516024223541700389942679531657542369704159017686855227366785685*x-645580881207826821018633103387532628788810729578744369855027790055007110697167044590811)/2
"(5, -9)",6237436672179841479577173504401437593987555396600745453267661965178786472584527839930*x+13947332404344196898179026650405817385603719516621139418365773881026088897256849488034
"(5, -7)",-34728254229926178416197622363147193259043925802885315799960571767414483417477801650*x-77654737198009546268855619115106208400903128673266906655988432839400852618216429990
"(5, -5)",(-32124665378801814965290111153969623001970298421566926525185255442886885816593710325*x-71832935541434840595929596637934723716717268230886916371879824656008841449054336725)/2
"(5, -3)",845223209046573080497255787662458077426849528706001512965951747393810546837118975*x+1889976551226409156212568266402960744893226727892293393637248636943404126689989865
"(5, -1)",1736280322560829749487197360904400197196997273072834360770278425869048525011460*x+3901283285999548864991025884230867826916189966302938287961556416924837647691924
"(5, 1)",-1736280322560829749487197360904400197196997273072834360770278425869048525011460*x+3901283285999548864991025884230867826916189966302938287961556416924837647691924
"(5, 3)",-845223209046573080497255787662458077426849528706001512965951747393810546837118975*x+1889976551226409156212568266402960744893226727892293393637248636943404126689989865
"(5, 5)",(32124665378801814965290111153969623001970298421566926525185255442886885816593710325*x-71832935541434840595929596637934723716717268230886916371879824656008841449054336725)/2
"(5, 7)",34728254229926178416197622363147193259043925802885315799960571767414483417477801650*x-77654737198009546268855619115106208400903128673266906655988432839400852618216429990
"(5, 9)",-6237436672179841479577173504401437593987555396600745453267661965178786472584527839930*x+13947332404344196898179026650405817385603719516621139418365773881026088897256849488034
"(5, 11)",(288712547070983461773580516024223541700389942679531657542369704159017686855227366785685*x-645580881207826821018633103387532628788810729578744369855027790055007110697167044590811)/2
"(6, -12)",-129525933996784074540656082276341345706540239998099267434478562095244485544647563952523820*x-289628793265960217293309429350029268245808628275617491925649395426286996656205392243016120
"(6, -10)",-10241676748929365759284824274681924943682263701326563908000696945412894288429877045087600*x-22901085414185108322325386470318893377579200859281463372186056502820372054177303662392400
"(6, -8)",236358342700303125906393955094032170665736020682282029695169701320190239896663651484810*x+528513321327068992372951159684046047366004925085891844591636259797324443632759036483840
"(6, -6)",14945339426460857072200481154180189101183998133078163326516659948494369620080647481200*x+33418794904374172692535099816228709023927076193003844689065657392702412792682736095600
"(6, -4)",-1529705842879856979706060511355085722935286494557613550587047646634460073737982117628*x-3420526251136705064771867024978970411963838961612268834500121965396031859553226424416
