numerator,(-3*x+7)/2
denominator,6048000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(21*x+47)/2
"(1, 1)",1
"(2, -4)",(987*x+2207)/2
"(2, -2)",11676*x+26132
"(2, 0)",4221*x+9849
"(2, 2)",1112
"(2, 4)",(-21*x+47)/2
"(3, -5)",202608*x+453054
"(3, -3)",221697*x+496179
"(3, -1)",825552*x+1849812
"(3, 1)",22554*x+129102
"(3, 3)",21114
"(3, 5)",-4221*x+9849
"(4, -8)",548772*x+1227092
"(4, -6)",1885590*x+4217982
"(4, -4)",54800928*x+122649696
"(4, -2)",63110586*x+140770898
"(4, 0)",29224440*x+68190360
"(4, 2)",-5004342*x-5189662
"(4, 4)",5219136
"(4, 6)",-22554*x+129102
"(4, 8)",-11676*x+26132
"(5, -11)",23184*x+51841
"(5, -9)",38823498*x+86812062
"(5, -7)",-172093488*x-384685012
"(5, -5)",(-172240845*x-385491415)/2
"(5, -3)",-9131472*x-24956058
"(5, -1)",413317968*x+932757872
"(5, 1)",80985408*x+220616672
"(5, 3)",-47449017*x-107065083
"(5, 5)",-8201945
"(5, 7)",5004342*x-5189662
"(5, 9)",-825552*x+1849812
"(5, 11)",(-987*x+2207)/2
"(6, -12)",10419759*x+23299299
"(6, -10)",1402773120*x+3136756560
"(6, -8)",-2239235271*x-5007102843
"(6, -6)",-6450350760*x-14436499320
"(6, -4)",-8004465*x-23458173
"(6, -2)",1899241344*x+4182983904
"(6, 0)",-1824271470*x-4256633430
"(6, 2)",-710840592*x-1410048816
"(6, 4)",-58205889*x-131032653
"(6, 6)",-614319120
"(6, 8)",47449017*x-107065083
"(6, 10)",-29224440*x+68190360
"(6, 12)",-221697*x+496179
"(7, -15)",9518355*x+21283689
"(7, -13)",2961193200*x+6621421868
"(7, -11)",4219632144*x+9436225712
"(7, -9)",-2743681248*x-6135076518
"(7, -7)",-4100251155*x-9176752585
"(7, -5)",-9045201312*x-20166553512
"(7, -3)",-5574721950*x-12981849306
"(7, -1)",6633741744*x+14325231782
"(7, 1)",-5477997273*x-11628494683
"(7, 3)",-5303451888*x-12400556316
"(7, 5)",813418956*x+959061348
"(7, 7)",-390500110
"(7, 9)",58205889*x-131032653
"(7, 11)",-80985408*x+220616672
