numerator,(-3*x+7)/2
denominator,84672000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(21*x+47)/2
"(1, 1)",1
"(2, -4)",(987*x+2207)/2
"(2, -2)",2100*x+4700
"(2, 0)",-315*x-735
"(2, 2)",200
"(2, 4)",(-21*x+47)/2
"(3, -5)",-15120*x-33810
"(3, -3)",-14175*x-31725
"(3, -1)",-1008*x-2748
"(3, 1)",-5166*x-11658
"(3, 3)",-1350
"(3, 5)",315*x-735
"(4, -8)",98700*x+220700
"(4, -6)",-243810*x-545178
"(4, -4)",247968*x+554976
"(4, -2)",80850*x+183050
"(4, 0)",-63000*x-147000
"(4, 2)",22050*x+57050
"(4, 4)",23616
"(4, 6)",5166*x-11658
"(4, 8)",-2100*x+4700
"(5, -11)",23184*x+51841
"(5, -9)",-52542*x-117498
"(5, -7)",1117200*x+2498300
"(5, -5)",(-714525*x-1599175)/2
"(5, -3)",-277200*x-619050
"(5, -1)",-2352*x+4592
"(5, 1)",103488*x+231392
"(5, 3)",14175*x+5325
"(5, 5)",-34025
"(5, 7)",-22050*x+57050
"(5, 9)",1008*x-2748
"(5, 11)",(-987*x+2207)/2
"(6, -12)",-666225*x-1489725
"(6, -10)",-3024000*x-6762000
"(6, -8)",389025*x+869325
"(6, -6)",-2835000*x-6345000
"(6, -4)",-1099665*x-2424093
"(6, -2)",-201600*x-549600
"(6, 0)",425250*x+992250
"(6, 2)",-1033200*x-2331600
"(6, 4)",389151*x+766227
"(6, 6)",-270000
"(6, 8)",-14175*x+5325
"(6, 10)",63000*x-147000
"(6, 12)",14175*x-31725
"(7, -15)",-710325*x-1588335
"(7, -13)",3822000*x+8546300
"(7, -11)",4861584*x+10870832
"(7, -9)",17190432*x+38436762
"(7, -7)",-11263875*x-25209625
"(7, -5)",7469280*x+16705080
"(7, -3)",5024250*x+11175150
"(7, -1)",5980464*x+13258742
"(7, 1)",-1324113*x-2393923
"(7, 3)",-730800*x-1157100
"(7, 5)",-124740*x+432180
"(7, 7)",-1072750
"(7, 9)",-389151*x+766227
"(7, 11)",-103488*x+231392
"(7, 13)",-80850*x+183050
"(7, 15)",15120*x-33810
"(8, -16)",11654496*x+26060256
"(8, -14)",-7056*x-15568
"(8, -12)",-48762000*x-109035600
"(8, -10)",1606500*x+3607380
"(8, -8)",15187200*x+33990400
"(8, -6)",-19466748*x-43362828
"(8, -4)",16170000*x+36610000
"(8, -2)",-17283000*x-38867800
"(8, 0)",-7439040*x-17357760
"(8, 2)",-1961400*x-6035800
"(8, 4)",4410000*x+11410000
"(8, 6)",2158884*x+2977812
"(8, 8)",1446400
"(8, 10)",124740*x+432180
"(8, 12)",1033200*x-2331600
"(8, 14)",2352*x+4592
"(8, 16)",-247968*x+554976
"(9, -19)",-11453904*x-25611708
"(9, -17)",-13014225*x-29100675
"(9, -15)",20412000*x+45643500
"(9, -13)",-29323350*x-65558850
"(9, -11)",82000800*x+183319992
"(9, -9)",(-62169849*x-139142043)/2
"(9, -7)",-20008800*x-45048150
"(9, -5)",-34177500*x-76660500
"(9, -3)",1360800*x+3709800
"(9, -1)",14349195*x+30866577
"(9, 1)",-13107024*x-27968178
"(9, 3)",6974100*x+15738300
"(9, 5)",-1764000*x-7203000
"(9, 7)",-2798775*x-8169525
"(9, 9)",-2960469
"(9, 11)",-2158884*x+2977812
"(9, 13)",730800*x-1157100
"(9, 15)",-425250*x+992250
"(9, 17)",277200*x-619050
"(9, 19)",243810*x-545178
"(10, -22)",4636800*x+10368200
"(10, -20)",(-33582675*x-75093175)/2
"(10, -18)",-10508400*x-23499600
"(10, -16)",-56252847*x-125773123
"(10, -14)",223440000*x+499660000
"(10, -12)",-151551225*x-338919525
"(10, -10)",-71452500*x-159917500
"(10, -8)",153315225*x+342815525
"(10, -6)",-55440000*x-123810000
"(10, -4)",(118391679*x+261995891)/2
"(10, -2)",-470400*x+918400
"(10, 0)",35327250*x+82430250
"(10, 2)",20697600*x+46278400
"(10, 4)",(-31247601*x-58659709)/2
"(10, 6)",2835000*x+1065000
"(10, 8)",-3344775*x+7115525
"(10, 10)",-6805000
"(10, 12)",2798775*x-8169525
"(10, 14)",-4410000*x+11410000
"(10, 16)",1324113*x-2393923
"(10, 18)",201600*x-549600
"(10, 20)",(714525*x-1599175)/2
"(10, 22)",-98700*x+220700
"(11, -23)",52486350*x+117363050
"(11, -21)",-51295104*x-114698598
"(11, -19)",279757695*x+625554797
"(11, -17)",-109468800*x-244814800
"(11, -15)",-117085500*x-261880500
"(11, -13)",-3889200*x-8385850
"(11, -11)",25947432*x+58072824
"(11, -9)",151084080*x+337910412
"(11, -7)",101552850*x+226527350
"(11, -5)",-12096000*x-26239500
"(11, -3)",-3898125*x-11016375
"(11, -1)",-79858464*x-178011928
"(11, 1)",7548660*x+9289052
"(11, 3)",-24066000*x-54233250
"(11, 5)",8741250*x+18411750
"(11, 7)",-7954800*x-8131900
"(11, 9)",-2416554*x+8980482
"(11, 11)",2471184
"(11, 13)",3344775*x+7115525
"(11, 15)",1764000*x-7203000
"(11, 17)",1961400*x-6035800
"(11, 19)",-5980464*x+13258742
"(11, 21)",1099665*x-2424093
"(11, 23)",-1117200*x+2498300
"(12, -26)",-2468466*x-5519658
"(12, -24)",-133245000*x-297945000
"(12, -22)",235408950*x+526389150
"(12, -20)",-357073920*x-798456960
"(12, -18)",329143500*x+735990300
"(12, -16)",77805000*x+173865000
"(12, -14)",37506042*x+84172242
"(12, -12)",-334756800*x-749217600
"(12, -10)",-148952160*x-333066720
"(12, -8)",-219933000*x-484818600
"(12, -6)",-109147500*x-247117500
"(12, -4)",-23804928*x-64896768
"(12, -2)",18770850*x+54423450
"(12, 0)",85050000*x+198450000
"(12, 2)",130331250*x+293481450
"(12, 4)",-122000256*x-275315328
"(12, 6)",-29767500*x-77017500
"(12, 8)",77830200*x+153245400
"(12, 10)",3175200*x-7079520
"(12, 12)",-31881600
"(12, 14)",2416554*x+8980482
"(12, 16)",-2835000*x+1065000
"(12, 18)",-6974100*x+15738300
"(12, 20)",7439040*x-17357760
"(12, 22)",-5024250*x+11175150
"(12, 24)",2835000*x-6345000
"(12, 26)",52542*x-117498
"(13, -29)",(2178309*x+4870847)/2
"(13, -27)",18270000*x+40852950
"(13, -25)",350931420*x+784706580
"(13, -23)",-814262400*x-1820750800
"(13, -21)",-601680933*x-1345370943
"(13, -19)",-675122784*x-1509501107
"(13, -17)",-272322750*x-608726650
"(13, -15)",282240*x+329280
"(13, -13)",58055025*x+129932675
"(13, -11)",158349072*x+355999742
"(13, -9)",929837664*x+2079147552
"(13, -7)",-164556000*x-366541000
"(13, -5)",-527387490*x-1176089670
"(13, -3)",-551779200*x-1234640400
"(13, -1)",296854782*x+635052602
"(13, 1)",-308035056*x-661139908
"(13, 3)",3087000*x-45641400
"(13, 5)",44664480*x+49735980
"(13, 7)",18385500*x+25476500
"(13, 9)",-20135808*x+43490112
"(13, 11)",16794099*x+52667657
"(13, 13)",5529050
"(13, 15)",-3175200*x-7079520
"(13, 17)",7954800*x-8131900
"(13, 19)",(31247601*x-58659709)/2
"(13, 21)",13107024*x-27968178
"(13, 23)",17283000*x-38867800
"(13, 25)",-7469280*x+16705080
"(13, 27)",-389025*x+869325
"(13, 29)",-23184*x+51841
"(14, -30)",-142065000*x-317667000
"(14, -28)",-529402125*x-1183779625
"(14, -26)",764400000*x+1709260000
"(14, -24)",661305141*x+1478697297
"(14, -22)",972316800*x+2174166400
"(14, -20)",398742750*x+891591750
"(14, -18)",3438086400*x+7687352400
"(14, -16)",947671725*x+2119380137
"(14, -14)",-2252775000*x-5041925000
"(14, -12)",-118099800*x-267905400
"(14, -10)",1493856000*x+3341016000
"(14, -8)",-1104141675*x-2470692175
"(14, -6)",1004850000*x+2235030000
"(14, -4)",-258733629*x-560010073
"(14, -2)",1196092800*x+2651748400
"(14, 0)",337916250*x+788471250
"(14, 2)",-264822600*x-478784600
"(14, 4)",200134515*x+423278807
"(14, 6)",-146160000*x-231420000
"(14, 8)",5061525*x-93828175
"(14, 10)",-24948000*x+86436000
"(14, 12)",-37661400*x-95537400
"(14, 14)",-214550000
"(14, 16)",-16794099*x+52667657
"(14, 18)",-77830200*x+153245400
"(14, 20)",-8741250*x+18411750
"(14, 22)",-20697600*x+46278400
"(14, 24)",-14349195*x+30866577
"(14, 26)",-16170000*x+36610000
"(14, 28)",11263875*x-25209625
"(14, 30)",3024000*x-6762000
