numerator,(3*x-7)/2
denominator,25200
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-21*x-47)/2
"(1, 1)",1
"(2, -4)",(987*x+2207)/2
"(2, -2)",4200*x+9400
"(2, 0)",840*x+1800
"(2, 2)",-400
"(2, 4)",(21*x-47)/2
"(3, -5)",-38640*x-86400
"(3, -3)",107100*x+239700
"(3, -1)",-25872*x-58212
"(3, 1)",3234*x+9702
"(3, 3)",-10200
"(3, 5)",-840*x+1800
"(4, -8)",-197400*x-441400
"(4, -6)",-177870*x-397782
"(4, -4)",-991872*x-2219904
"(4, -2)",282450*x+643850
"(4, 0)",-336000*x-720000
"(4, 2)",-122850*x-301850
"(4, 4)",94464
"(4, 6)",-3234*x+9702
"(4, 8)",-4200*x+9400
"(5, -11)",-23184*x-51841
"(5, -9)",1219218*x+2726262
"(5, -7)",6056400*x+13543100
"(5, -5)",(-2155125*x-4823375)/2
"(5, -3)",2360400*x+5257350
"(5, -1)",692412*x+1442228
"(5, 1)",1128288*x+2459272
"(5, 3)",267225*x+373275
"(5, 5)",102625
"(5, 7)",122850*x-301850
"(5, 9)",25872*x-58212
"(5, 11)",(-987*x+2207)/2
"(6, -12)",-5033700*x-11255700
"(6, -10)",15456000*x+34560000
"(6, -8)",-10199175*x-22801275
"(6, -6)",-42840000*x-95880000
"(6, -4)",18441780*x+41276772
"(6, -2)",10348800*x+23284800
"(6, 0)",-8568000*x-18360000
"(6, 2)",-1293600*x-3880800
"(6, 4)",-24276*x-1810692
"(6, 6)",4080000
"(6, 8)",-267225*x+373275
"(6, 10)",336000*x-720000
"(6, 12)",-107100*x+239700
"(7, -15)",1815240*x+4059000
"(7, -13)",-13398000*x-29959100
"(7, -11)",-52337124*x-117028012
"(7, -9)",19582752*x+43825752
"(7, -7)",50851500*x+113810500
"(7, -5)",13970880*x+31046400
"(7, -3)",-33195750*x-74272050
"(7, -1)",-11726064*x-25275152
"(7, 1)",-10173408*x-21652288
"(7, 3)",-243600*x+2616300
"(7, 5)",2328480*x+3880800
"(7, 7)",-4843000
"(7, 9)",24276*x-1810692
"(7, 11)",-1128288*x+2459272
"(7, 13)",-282450*x+643850
"(7, 15)",38640*x-86400
"(8, -16)",46617984*x+104241024
"(8, -14)",-31415076*x-70243988
"(8, -12)",71148000*x+159112800
"(8, -10)",-95467680*x-213444000
"(8, -8)",121497600*x+271923200
"(8, -6)",25621848*x+58726008
"(8, -4)",-112980000*x-257540000
"(8, -2)",7864500*x+22732900
"(8, 0)",79349760*x+170035200
"(8, 2)",-53879700*x-121336900
"(8, 4)",49140000*x+120740000
"(8, 6)",-14509656*x-34914168
"(8, 8)",-11571200
"(8, 10)",-2328480*x+3880800
"(8, 12)",1293600*x-3880800
"(8, 14)",-692412*x+1442228
"(8, 16)",991872*x-2219904
