numerator,(4181*x-9349)/2
denominator,20
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(39088169*x+87403803)/2
"(1, 1)",1
"(2, -4)",(3416454622906707*x+7639424778862807)/2
"(2, -2)",4126562235994780*x+9227273673067860
"(2, 0)",-4304093040705*x-9624244840725
"(2, 2)",211141240
"(2, 4)",(-39088169*x+87403803)/2
"(3, -5)",-376194104527543841820*x-841195590458249436450
"(3, -3)",-904522841797680585*x-2022574561460902395
"(3, -1)",487482525319019388*x+1090044064316385048
"(3, 1)",-2740177258317726*x-6127197677282658
"(3, 3)",-46281156930
"(3, 5)",4304093040705*x-9624244840725
"(4, -8)",360677232742127260148340*x+806498810347909429930340
"(4, -6)",-239501425788557315692590*x-535541468771335331533422
"(4, -4)",5403997025029287870048*x+12083704698172123289376
"(4, -2)",-200454633299080815270*x-448230186462690006310
"(4, 0)",-11696247562154374200*x-26153605229097999000
"(4, 2)",-22519751158937290*x-50365950965146890
"(4, 4)",276502950293184
"(4, 6)",2740177258317726*x-6127197677282658
"(4, 8)",-4126562235994780*x+9227273673067860
"(5, -11)",149305563409488533459276*x+333857389202521629825609
"(5, -9)",42607826606185905483614838*x+95273996664955846084820202
"(5, -7)",-1968512348538075665329140*x-4401727425878895949616360
"(5, -5)",(3072275967824488437203875*x+6869817909694514622599625)/2
"(5, -3)",122349893989482668718660*x+273582680000117453988690
"(5, -1)",2590600846839426658272*x+5792759622076692455008
"(5, 1)",507661732684911695968*x+1135166276410449837792
"(5, 3)",-5058093620191127685*x-11303980970476339815
"(5, 5)",78598615551024875
"(5, 7)",22519751158937290*x-50365950965146890
"(5, 9)",-487482525319019388*x+1090044064316385048
"(5, 11)",(-3416454622906707*x+7639424778862807)/2
"(6, -12)",-79058736273484639708264755*x-176780708522740058853651255
"(6, -10)",-1022296529458018740319456800*x-2285924533030246143192198000
"(6, -8)",-441974268440752663858867395*x-988284508539262938805305135
"(6, -6)",-55092349807316270816225400*x-123190239209356654519069800
"(6, -4)",-10864273155479684381458815*x-24293253301781496199424643
"(6, -2)",1013853507108100490361120*x+2267045361026718144179520
"(6, 0)",58357584280144824235650*x+130491528439023162974250
"(6, 2)",-1828571314335643620240*x-4088757885349642615920
"(6, 4)",-54210168382514737611*x-121773507073536909327
"(6, 6)",-2818875952327993200
"(6, 8)",5058093620191127685*x-11303980970476339815
"(6, 10)",11696247562154374200*x-26153605229097999000
"(6, 12)",904522841797680585*x-2022574561460902395
"(7, -15)",-32880795401886845720205400755*x-73523693672881503844091978625
"(7, -13)",-17520497279332619410097409100*x-39177022916187858210622850040
"(7, -11)",44371568664831529786209624576*x+99217843802862882687061467968
"(7, -9)",-4749039151057626455129993448*x-10619174369572745039846545938
"(7, -7)",4907658018833421346933041575*x+10973856940433476155491709525
"(7, -5)",498732266461829516182785240*x+1115199250381100867719831200
"(7, -3)",51095828831890102744256850*x+114253746629299342700540430
"(7, -1)",319969577402645541682196*x+715473682981851223418958
"(7, 1)",-836923529025080979841743*x-1871417886497415758099173
"(7, 3)",-107504799420572189813940*x-240385425023426961891480
"(7, 5)",-1734464273033255597460*x-3852861695768180537100
"(7, 7)",251107081471809096350
"(7, 9)",54210168382514737611*x-121773507073536909327
"(7, 11)",-507661732684911695968*x+1135166276410449837792
"(7, 13)",200454633299080815270*x-448230186462690006310
"(7, 15)",376194104527543841820*x-841195590458249436450
"(8, -16)",472329891388245946223964992544*x+1056161744949210447573381603744
"(8, -14)",226428366576448152957465904384*x+506309219699179401818655757632
"(8, -12)",-159823073076136562761173411600*x-357375255771157776040420523280
"(8, -10)",-151100041364275055172858355140*x-337869963893549086200842422500
"(8, -8)",-58902075922111560159162568960*x-131709045777695091017798603520
"(8, -6)",8092942246207581670672299828*x+18096369000502266613741153428
"(8, -4)",-5465897034213314027173534800*x-12222117326531761989885624400
"(8, -2)",-116339651392013012642641400*x-260143369442039200541570040
"(8, 0)",-21707678007651539484054720*x-48539844769489296493118400
"(8, 2)",-8811841422469921461806280*x-19703882380269681419439560
"(8, 4)",-318468660106647372439600*x-712397242851252320343600
"(8, 6)",44358415559677862573724*x+99602519101435368006012
"(8, 8)",-3013805835832912007680
"(8, 10)",1734464273033255597460*x-3852861695768180537100
"(8, 12)",1828571314335643620240*x-4088757885349642615920
"(8, 14)",-2590600846839426658272*x+5792759622076692455008
"(8, 16)",-5403997025029287870048*x+12083704698172123289376
"(9, -19)",-20933335437842180534826686602044*x-46808361034820439237089227121208
"(9, -17)",10693846031322569154979829936295*x+23912166666953609906259501327885
"(9, -15)",5100674858335259309107202412600*x+11405455714361749610015078098500
"(9, -13)",-9396277214281373935673474156970*x-21010714586565509861394125838870
"(9, -11)",3885187157216426225525517772200*x+8687542588845091655816234510208
"(9, -9)",(2562462195075243201923123211*x+5729839657961572131914848257)/2
"(9, -7)",74927019263946454802003274360*x+167541908425633380095807198130
"(9, -5)",31592914156452643017668492700*x+70643903661447660041971042500
"(9, -3)",-6560786870290509967608558840*x-14670365426001821583137582640
"(9, -1)",1608926047072245925025321355*x+3597668020132793158583871273
"(9, 1)",158487355913152101634578036*x+354388583718928495852453122
"(9, 3)",36271044814432738740741180*x+81104186128316986979519940
"(9, 5)",5943465614744373544222200*x+13291609631464293605148000
"(9, 7)",250277581724877202766445*x+563471430112918825627095
"(9, 9)",65555953646108192019
"(9, 11)",-44358415559677862573724*x+99602519101435368006012
"(9, 13)",107504799420572189813940*x-240385425023426961891480
"(9, 15)",-58357584280144824235650*x+130491528439023162974250
"(9, 17)",-122349893989482668718660*x+273582680000117453988690
"(9, 19)",239501425788557315692590*x-535541468771335331533422
"(10, -22)",31524561797178036720373024142240*x+70491063139383028048200068015160
"(10, -20)",(268528603453365925941145361336625*x+600448211224810989057085869324125)/2
"(10, -18)",88614652204306943649391087719120*x+198148386131331908295742005330480
"(10, -16)",-73150298937003382618489134666433*x-163569040997570169911846994773877
"(10, -14)",-27840837926669579245205601333600*x-62254006154587484348615021086400
"(10, -12)",21950139467661513684591417064695*x+49082003965292191410006155644155
"(10, -10)",408932175220562539669690152500*x+914400141980033133976403017500
"(10, -8)",-3526384166555594737862821070205*x-7885234711197218390981736844945
"(10, -6)",992399599711451001712641938400*x+2219072965797954035420858175600
"(10, -4)",(-29896460684992184595083417581*x-66850518362562192389504932809)/2
"(10, -2)",-39536080365964845369997662720*x-88405363299362266403210670080
"(10, 0)",7701545425101094126433478750*x+17221179496388744540923293750
"(10, 2)",-726455305873491495925479680*x-1624405469466531562574257920
"(10, 4)",(307433854878411579422311911*x+687441468399348781376211659)/2
"(10, 6)",-8436503540964050283629400*x-18813817917738776126070600
"(10, 8)",663109698224067855016955*x+1302326059270125627598695
"(10, 10)",20923577935848698345000
"(10, 12)",-250277581724877202766445*x+563471430112918825627095
"(10, 14)",318468660106647372439600*x-712397242851252320343600
"(10, 16)",836923529025080979841743*x-1871417886497415758099173
"(10, 18)",-1013853507108100490361120*x+2267045361026718144179520
"(10, 20)",(-3072275967824488437203875*x+6869817909694514622599625)/2
"(10, 22)",-360677232742127260148340*x+806498810347909429930340
"(11, -23)",-172055465514689280931770923782130*x-384727716791216073071815289870190
"(11, -21)",-949578790619788914347585633611056*x-2123322725817887669352686673208002
"(11, -19)",27966557072370553578937967949645*x+62535122710448063404435349596447
"(11, -17)",-770188568096452180886200763924240*x-1722193993756892879618255131076640
"(11, -15)",519513090642547573260626625519300*x+1161666585877746272138473606801500
"(11, -13)",54431925264410281920671675409660*x+121713485037409602530869437682030
"(11, -11)",-38381766414389071292675217934152*x-85824238799092348188986291256024
"(11, -9)",12755121282892409003837400973380*x+28521318249801635201820230508312
"(11, -7)",-7901463008606946547283353505070*x-17668208408949729775639118970770
"(11, -5)",1377894989514080541286997341200*x+3081066862348510092876846055500
"(11, -3)",-546449408576333068234710762975*x-1221898023547155747442354286325
"(11, -1)",187142188157515962608683391304*x+418462653101477363385691940128
"(11, 1)",-21044768417755195242622791740*x-47057523177453527490141952548
"(11, 3)",5747561316512077593650302500*x+12851909848732620974136409950
"(11, 5)",-1198730974103113633700602050*x-2680373442934295990316123750
"(11, 7)",-89644762114775202033019460*x-200856071152345075075627080
"(11, 9)",-2426760866080490729201706*x-4773768914610039058897782
"(11, 11)",-1963855938833516161510416
"(11, 13)",-663109698224067855016955*x+1302326059270125627598695
"(11, 15)",-5943465614744373544222200*x+13291609631464293605148000
"(11, 17)",8811841422469921461806280*x-19703882380269681419439560
