numerator,(-4181*x+9349)/2
denominator,9000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-39088169*x-87403803)/2
"(1, 1)",1
"(2, -4)",(3416454622906707*x+7639424778862807)/2
"(2, -2)",14528290653920*x+32486245499040
"(2, 0)",26538604830*x+59342123070
"(2, 2)",-743360
"(2, 4)",(39088169*x-87403803)/2
"(3, -5)",-2319574961917563660*x-5186727293754158280
"(3, -3)",-359517678961771710*x-803905969271467770
"(3, -1)",-2487407982862068*x-5562013337333208
"(3, 1)",-2384562014226*x-5331915488718
"(3, 3)",18395217180
"(3, 5)",-26538604830*x+59342123070
"(4, -8)",-1269827854241964857760*x-2839421401807728105760
"(4, -6)",208417301124709639410*x+466035253001894127762
"(4, -4)",75156042507448793088*x+168054019966519289856
"(4, -2)",-3989642009293996530*x-8921110738665911890
"(4, 0)",-19727737286428800*x-44112560605315200
"(4, 2)",-84321647687090*x-188344800675090
"(4, 4)",-3845462421504
"(4, 6)",2384562014226*x-5331915488718
"(4, 8)",-14528290653920*x+32486245499040
"(5, -11)",-149305563409488533459276*x-333857389202521629825609
"(5, -9)",217408917312319005630378*x+486141118024976172878742
"(5, -7)",7366043041068526006740*x+16470972965018499279160
"(5, -5)",(-12339262809611660615725*x-27591430434526725745575)/2
"(5, -3)",1271267799433703241660*x+2842641217141031655090
"(5, -1)",-68858246483795208012*x-153971719839866499188
"(5, 1)",-2136862197862981432*x-4778165609744219088
"(5, 3)",-13716236997798615*x-30735484490352285
"(5, 5)",315677687783525
"(5, 7)",84321647687090*x-188344800675090
"(5, 9)",2487407982862068*x-5562013337333208
"(5, 11)",(-3416454622906707*x+7639424778862807)/2
"(6, -12)",31423212386991939071813130*x+70264438968727404094712130
"(6, -10)",1724279243691040122297600*x+3855605601085091099020800
"(6, -8)",1200122544256335282374505*x+2683555590287165487084765
"(6, -6)",267251061833022618345600*x+597591541317638281507200
"(6, -4)",-109785968067955382401410*x-245488887575539411334058
"(6, -2)",1849039598140346868480*x+4134578234440013498880
"(6, 0)",488183399502046979400*x+1091611241794938342600
"(6, 2)",1772588018895039360*x+3963532697693412480
"(6, 4)",-589039908166001214*x-1311515925863484438
"(6, 6)",-13674268642924800
"(6, 8)",13716236997798615*x-30735484490352285
"(6, 10)",19727737286428800*x-44112560605315200
"(6, 12)",359517678961771710*x-803905969271467770
"(7, -15)",202739673015175209839994150*x+453339690598011521393815770
"(7, -13)",348709884220772320143116500*x+779739005543728190449592760
"(7, -11)",186769813721916566279977884*x+417629999627178445422890852
"(7, -9)",51374542124411306023815432*x+114876968503110138123851772
"(7, -7)",-19771018206706889088479450*x-44209340694582604077267150
"(7, -5)",-283006570658289708101760*x-632821930071206014082160
"(7, -3)",504628323744939299619750*x+1128383235260557996587930
"(7, -1)",-1642748856022137526796*x-3673297854869985312768
"(7, 1)",-5025869406548995681698*x-11238185555026576362958
"(7, 3)",95723392996086354540*x+214018193773006395480
"(7, 5)",3374374203057485880*x+7559810520509033640
"(7, 7)",1011611375641918100
"(7, 9)",589039908166001214*x-1311515925863484438
"(7, 11)",2136862197862981432*x-4778165609744219088
"(7, 13)",3989642009293996530*x-8921110738665911890
"(7, 15)",2319574961917563660*x-5186727293754158280
"(8, -16)",-6568923933580680343651313664*x-14688560454511714760811300864
"(8, -14)",6018472608458216855561888204*x+13457713873233048651071831052
"(8, -12)",-154929084964064157551817600*x-346431965671488018813160320
"(8, -10)",-295216144662976783238903400*x-660123367521827829976850760
"(8, -8)",-119764093781114841531023360*x-267800654958232674688696320
"(8, -6)",-26579033777606956544395728*x-59432526302988977052676848
"(8, -4)",2965740284028785260540800*x+6631596878694692262550400
"(8, -2)",-699025745626159223284900*x-1563069086211067280577060
"(8, 0)",-102053207592909550264320*x-228197904277950582497280
"(8, 2)",18928417567470063164220*x+42325264153979273409340
"(8, 4)",62681340024675222400*x+140007991029834902400
"(8, 6)",-62950531885213571136*x-139401715646624728608
"(8, 8)",6127894800143482880
"(8, 10)",-3374374203057485880*x+7559810520509033640
"(8, 12)",-1772588018895039360*x+3963532697693412480
"(8, 14)",68858246483795208012*x-153971719839866499188
"(8, 16)",-75156042507448793088*x+168054019966519289856
"(9, -19)",-18216464729295797370630662004*x-40733253444432707637851190168
"(9, -17)",-111113640301960625931509831595*x-248457652942644218513759954985
"(9, -15)",-42669085189763812782175678800*x-95410975022041399088695250400
"(9, -13)",-8366083955597766563902695870*x-18707132430186938266270598370
"(9, -11)",5475536853862818627953034480*x+12243672618542594371234773072
"(9, -9)",(-8949823630120896723709857279*x-20012414023584264676671905373)/2
"(9, -7)",-361147850989992189868071960*x-807551144741583572157354330
"(9, -5)",-10002233831413806364851000*x-22365674774166634876549800
"(9, -3)",-45756410060013458843928240*x-102314443298300963186113440
"(9, -1)",-1664809549920015151070925*x-3722627306789236305974223
"(9, 1)",-320967576956181114730044*x-717705235465142763380778
"(9, 3)",-43864536130865519602680*x-98081743400373449775240
"(9, 5)",5417357611144895481600*x+12114091655015149897200
"(9, 7)",-76169328598468871055*x-151841169369761344605
"(9, 9)",228965025967854793191
"(9, 11)",62950531885213571136*x-139401715646624728608
"(9, 13)",-95723392996086354540*x+214018193773006395480
"(9, 15)",-488183399502046979400*x+1091611241794938342600
"(9, 17)",-1271267799433703241660*x+2842641217141031655090
