numerator,(4181*x-9349)/2
denominator,180000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-39088169*x-87403803)/2
"(1, 1)",1
"(2, -4)",(3416454622906707*x+7639424778862807)/2
"(2, -2)",58151859902990*x+130031511761130
"(2, 0)",-7910242950*x-17687840550
"(2, 2)",-2975420
"(2, 4)",(39088169*x-87403803)/2
"(3, -5)",691385308573695900*x+1545984548615452200
"(3, -3)",-10465565261127570*x-23401715346841590
"(3, -1)",-3832143803268348*x-8568934045139568
"(3, 1)",28865808921774*x+64546107051522
"(3, 3)",535485060
"(3, 5)",7910242950*x-17687840550
"(4, -8)",-5082693707044537070970*x-11365248637761986601970
"(4, -6)",-2522985308578180374870*x-5641566656214094598598
"(4, -4)",-733122219001050801072*x-1639311117501837986064
"(4, -2)",-66564430597070490210*x-148842591699107173330
"(4, 0)",-1219533386566071000*x-2726959490793159000
"(4, 2)",9588418403532070*x+21443761207773270
"(4, 4)",37511208007776
"(4, 6)",-28865808921774*x+64546107051522
"(4, 8)",-58151859902990*x+130031511761130
"(5, -11)",-149305563409488533459276*x-333857389202521629825609
"(5, -9)",334943942077403253649218*x+748957423136825801925582
"(5, -7)",-838130797654488620952420*x-1874117437591557852572480
"(5, -5)",(-641666863865793136388125*x-1434810726513017320704375)/2
"(5, -3)",-81596049109038219505380*x-182454312503133837419070
"(5, -1)",-6617899999731783066252*x-14798074264212155110868
"(5, 1)",-68090724566801817832*x-152255150154616015968
"(5, 3)",-1696795231929488655*x-3789974508263261445
"(5, 5)",16415884403943125
"(5, 7)",-9588418403532070*x+21443761207773270
"(5, 9)",3832143803268348*x-8568934045139568
"(5, 11)",(-3416454622906707*x+7639424778862807)/2
"(6, -12)",914730204367237686148710*x+2045398918037418469081710
"(6, -10)",106591854651810329601942000*x+238346632849225073776836000
"(6, -8)",148224760133795298072849585*x+331440639607767109313694405
"(6, -6)",-10276625093477753976186600*x-22979232288296394579574200
"(6, -4)",-3361755216335727492188430*x-7517113187439820918682598
"(6, -2)",431383081424322635846160*x+964601895108050321458560
"(6, 0)",-178828553038926127347000*x-399872791762956317763000
"(6, 2)",-13679644576869006415080*x-30588637254224925249240
"(6, 4)",-26955094860463308114*x-60101415612421651578
"(6, 6)",525817676109502800
"(6, 8)",1696795231929488655*x-3789974508263261445
"(6, 10)",1219533386566071000*x-2726959490793159000
"(6, 12)",10465565261127570*x-23401715346841590
"(7, -15)",-60429705307669519515264750*x-135124928928228889156876050
