numerator,1
denominator,167076000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(26767*x+59853)/2
"(1, 1)",(-26767*x+59853)/2
"(2, -4)",9510957508*x+21267147519
"(2, -2)",1645816120*x+3680167080
"(2, 0)",62970450
"(2, 2)",-1645816120*x+3680167080
"(2, 4)",-9510957508*x+21267147519
"(3, -5)",10006350842475*x+22374880690575
"(3, -3)",3035720340315*x+6788096145585
"(3, -1)",145109315286*x+340711629198
"(3, 1)",-145109315286*x+340711629198
"(3, 3)",-3035720340315*x+6788096145585
"(3, 5)",-10006350842475*x+22374880690575
"(4, -8)",1169595934045760*x+2615296014733680
"(4, -6)",2580202003497768*x+5769507076438188
"(4, -4)",188536322098176*x+421581218909184
"(4, -2)",11448684058760*x+26575380256020
"(4, 0)",43059105444000
"(4, 2)",-11448684058760*x+26575380256020
"(4, 4)",-188536322098176*x+421581218909184
"(4, 6)",-2580202003497768*x+5769507076438188
"(4, 8)",-1169595934045760*x+2615296014733680
"(5, -11)",(13517866840348585*x+30226869165809733)/2
"(5, -9)",105701701583547810*x+236356190078232918
"(5, -7)",154987597120177250*x+346562802903486570
"(5, -5)",(405891458571483625*x+907603447150558875)/2
"(5, -3)",-782493775493625*x-1708973516851845
"(5, -1)",2673832867734080*x+4140683980524288
"(5, 1)",-2673832867734080*x+4140683980524288
"(5, 3)",782493775493625*x-1708973516851845
"(5, 5)",(-405891458571483625*x+907603447150558875)/2
"(5, 7)",-154987597120177250*x+346562802903486570
"(5, 9)",-105701701583547810*x+236356190078232918
"(5, 11)",(-13517866840348585*x+30226869165809733)/2
"(6, -12)",2157328588404174120*x+4823933373475397910
"(6, -10)",6842328680131542000*x+15299912053231134000
"(6, -8)",6473135854508207040*x+14474371793404590330
"(6, -6)",7520245760424524400*x+16815828053150859600
"(6, -4)",3494348429853287448*x+7812050599730590518
"(6, -2)",214499979441277920*x+491349349196254560
"(6, 0)",233356377915400500
"(6, 2)",-214499979441277920*x+491349349196254560
"(6, 4)",-3494348429853287448*x+7812050599730590518
"(6, 6)",-7520245760424524400*x+16815828053150859600
"(6, 8)",-6473135854508207040*x+14474371793404590330
"(6, 10)",-6842328680131542000*x+15299912053231134000
"(6, 12)",-2157328588404174120*x+4823933373475397910
"(7, -15)",7110983207152331325*x+15900641838052081575
"(7, -13)",8290960577425794970*x+18539151449896358370
"(7, -11)",-292098194711108128096*x-653151419464767400032
"(7, -9)",-246307739485230971379*x-550760826885362918247
"(7, -7)",52687055318452064575*x+117812168789005544925
"(7, -5)",68006308868341377300*x+152057414715174612900
"(7, -3)",17831733747147348210*x+40080039734618505510
"(7, -1)",4072964929791046159*x+8804015248191777123
"(7, 1)",-4072964929791046159*x+8804015248191777123
"(7, 3)",-17831733747147348210*x+40080039734618505510
"(7, 5)",-68006308868341377300*x+152057414715174612900
"(7, 7)",-52687055318452064575*x+117812168789005544925
"(7, 9)",246307739485230971379*x-550760826885362918247
"(7, 11)",292098194711108128096*x-653151419464767400032
"(7, 13)",-8290960577425794970*x+18539151449896358370
"(7, 15)",-7110983207152331325*x+15900641838052081575
"(8, -16)",133982960226424578048*x+299595006892935972864
"(8, -14)",1608053111245512621664*x+3595716068172411094368
"(8, -12)",1861230563702513976960*x+4161838063605414567360
"(8, -10)",-1480175157917926875600*x-3309771843757085952600
"(8, -8)",-2004224261013423554560*x-4481594302478291927040
"(8, -6)",-212319842366771581104*x-474700039992373176792
"(8, -4)",160226209977998569600*x+357202335508351579200
"(8, -2)",39901692996970430080*x+84990432869207171280
"(8, 0)",71119696393863475200
"(8, 2)",-39901692996970430080*x+84990432869207171280
"(8, 4)",-160226209977998569600*x+357202335508351579200
"(8, 6)",212319842366771581104*x-474700039992373176792
"(8, 8)",2004224261013423554560*x-4481594302478291927040
"(8, 10)",1480175157917926875600*x-3309771843757085952600
"(8, 12)",-1861230563702513976960*x+4161838063605414567360
"(8, 14)",-1608053111245512621664*x+3595716068172411094368
"(8, 16)",-133982960226424578048*x+299595006892935972864
"(9, -19)",1833612813324787651182*x+4100082895008857358438
"(9, -17)",-549603718218709918335*x-1228951274623617684045
"(9, -15)",37081611910835674152750*x+82917004948222809561750
"(9, -13)",32904707944910145623370*x+73577163857103837661710
"(9, -11)",9782304201506053685988*x+21873895835096921756148
