numerator,(-377*x+843)/2
denominator,612000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(317811*x+710647)/2
"(1, 1)",1
"(2, -4)",(225851433717*x+505019158607)/2
"(2, -2)",4226886300*x+9451605100
"(2, 0)",120886935*x+270312165
"(2, 2)",26600
"(2, 4)",(-317811*x+710647)/2
"(3, -5)",85908058583880*x+192096258808590
"(3, -3)",-7527282027525*x-16831514299425
"(3, -1)",389464004472*x+870868116252
"(3, 1)",20254075494*x+45291940542
"(3, 3)",-47369550
"(3, 5)",-120886935*x+270312165
"(4, -8)",3003824068436100*x+6716754809473100
"(4, -6)",14393887451589090*x+32185710802234422
"(4, -4)",-499431911558112*x-1116763704381024
"(4, -2)",236809486562550*x+529522113705650
"(4, 0)",-26935419849000*x-60229599291000
"(4, 2)",640844931150*x+1434463082650
"(4, 4)",-3142949184
"(4, 6)",-20254075494*x+45291940542
"(4, 8)",-4226886300*x+9451605100
"(5, -11)",80250321908183544*x+179445175002939041
"(5, -9)",276771446640088878*x+618879768918194502
"(5, -7)",455651337273516600*x+1018867364182268900
"(5, -5)",(498253567201387725*x+1114128846298474825)/2
"(5, -3)",9702527909903400*x+21695511927376350
"(5, -1)",2935791014209968*x+6564628962095792
"(5, 1)",109098677311008*x+243970533798592
"(5, 3)",-5218858164975*x-11608663144275
"(5, 5)",1567766902975
"(5, 7)",-640844931150*x+1434463082650
"(5, 9)",-389464004472*x+870868116252
"(5, 11)",(-225851433717*x+505019158607)/2
"(6, -12)",-5349240391014558675*x-11961265142296108425
"(6, -10)",-19141602244852152000*x-42801923817751986000
"(6, -8)",-3699063370455085425*x-8271357149416972275
"(6, -6)",1773851527695195000*x+3966452597934015000
"(6, -4)",-103655547005748315*x-231780850154672193
"(6, -2)",25801539491755200*x+57693999210703200
"(6, 0)",-33827103194069250*x-75639915099735750
"(6, 2)",473977718540400*x+1060008768817200
"(6, 4)",-127756250759859*x-286323970623273
"(6, 6)",11162933490000
"(6, 8)",5218858164975*x-11608663144275
"(6, 10)",26935419849000*x-60229599291000
"(6, 12)",7527282027525*x-16831514299425
"(7, -15)",61050304108337683425*x+136512630033277745565
"(7, -13)",168287951838061401000*x+376303300104115972900
"(7, -11)",77533583526050112144*x+173370363303405913232
"(7, -9)",-90893251880747267088*x-203243489901362415438
"(7, -7)",-25603208337437381625*x-57250514284826085125
"(7, -5)",11605227590973203280*x+25950077788253447880
"(7, -3)",-4294724475012287250*x-9603295945231585050
"(7, -1)",183857411809174824*x+411117307618231942
"(7, 1)",-57739248374716083*x-129107727312532423
"(7, 3)",-11827969189487400*x-26475170052489300
"(7, 5)",60141266434260*x+207512218738980
"(7, 7)",-161122228855750
"(7, 9)",127756250759859*x-286323970623273
"(7, 11)",-109098677311008*x+243970533798592
"(7, 13)",-236809486562550*x+529522113705650
"(7, 15)",-85908058583880*x+192096258808590
"(8, -16)",-354919789653037618464*x-793624776224118613344
"(8, -14)",2086311185973948440304*x+4665133634055954498832
"(8, -12)",336856645287071394000*x+753234357534426025200
"(8, -10)",54344438158680769500*x+121517857921946472180
"(8, -8)",255282693244430841600*x+570829455576034323200
"(8, -6)",-117924857571016555668*x-263687997708438099228
"(8, -4)",13342816538979510000*x+29835444532230130000
"(8, -2)",2071629494626371000*x+4632301701364402600
"(8, 0)",-5236666558220111040*x-11709575354322423360
"(8, 2)",-424727712258664200*x-949706999677461400
"(8, 4)",-41371790998770000*x-92426170034470000
"(8, 6)",9276890741023644*x+20001651482466612
"(8, 8)",1606506340211200
"(8, 10)",-60141266434260*x+207512218738980
"(8, 12)",-473977718540400*x+1060008768817200
"(8, 14)",-2935791014209968*x+6564628962095792
"(8, 16)",499431911558112*x-1116763704381024
"(9, -19)",10228972935789177965736*x+22872678824430193350492
"(9, -17)",6895072346370263334825*x+15417850476262884142725
"(9, -15)",-24039163230658924374000*x-53753203105966811794500
"(9, -13)",-8409805545076664635050*x-18804896876346131992050
"(9, -11)",6474669716865212982000*x+14477801618768888517192
"(9, -9)",(-907383912393439192959*x-2028972109809479162643)/2
"(9, -7)",-996096950125939976400*x-2227340492864186458950
"(9, -5)",937494109205705017500*x+2096300557192296343500
"(9, -3)",-4056979854387027600*x-9071689155456126600
"(9, -1)",27221564785327508445*x+60869257711922429577
"(9, 1)",-1843657429313808984*x-4122372032560231578
"(9, 3)",-1019802044524007700*x-2280372225928496100
"(9, 5)",78567119826378000*x+181581116517891000
"(9, 7)",-30755548148313825*x-75039982647569325
"(9, 9)",-2855105431824069
"(9, 11)",-9276890741023644*x+20001651482466612
"(9, 13)",11827969189487400*x-26475170052489300
"(9, 15)",33827103194069250*x-75639915099735750
"(9, 17)",-9702527909903400*x+21695511927376350
"(9, 19)",-14393887451589090*x+32185710802234422
"(10, -22)",2134658562757682270400*x+4773241655078178490600
"(10, -20)",(354082402770964582608075*x+791752322232336705155825)/2
"(10, -18)",18335787109175076154800*x+41000066397079828153200
"(10, -16)",-41032039782335051060877*x-91750430208776847039623
"(10, -14)",-29387396341363924680000*x-65712215901018232220000
"(10, -12)",-22852434975080714771175*x-51099598055683011644325
"(10, -10)",6930255046204431142500*x+15496521384785423972500
"(10, -8)",-3201304834895016149325*x-7158335226233718435175
"(10, -6)",-2040976969514460120000*x-4563763238557392930000
"(10, -4)",(1276167960687914480889*x+2853598228868099433691)/2
"(10, -2)",-123866107953595651200*x-276973096076280732800
"(10, 0)",92973086571023109750*x+207894726735736025250
"(10, 2)",-9309099983616787200*x-20816559868202252800
"(10, 4)",(-13022092406489777391*x-29110252843587430909)/2
"(10, 6)",922689468210705000*x+2050352406230445000
"(10, 8)",209537125933980675*x+448393291181914825
"(10, 10)",43612430319935000
"(10, 12)",30755548148313825*x-75039982647569325
"(10, 14)",41371790998770000*x-92426170034470000
"(10, 16)",57739248374716083*x-129107727312532423
"(10, 18)",-25801539491755200*x+57693999210703200
"(10, 20)",(-498253567201387725*x+1114128846298474825)/2
"(10, 22)",-3003824068436100*x+6716754809473100
"(11, -23)",323807255878771906309050*x+724055035752602383895650
"(11, -21)",-73662503640750273569664*x-164714365533543359315598
"(11, -19)",130657660390706286435045*x+292159410414700987418897
"(11, -17)",-301829402903988311366400*x-674911062501490275928400
"(11, -15)",56770982112461751583500*x+126943775152897389133500
"(11, -13)",145705625098710548597400*x+325807682424787943076950
"(11, -11)",34942700700988590432312*x+78134254085149471934424
"(11, -9)",19613442605778796701480*x+43856990937271053904212
"(11, -7)",5149036403052523748550*x+11513595457319233867550
