numerator,(5*x-11)/2
denominator,290400
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-55*x-123)/2
"(1, 1)",1
"(2, -4)",(6765*x+15127)/2
"(2, -2)",30250*x+67650
"(2, 0)",6600*x+14520
"(2, 2)",-1100
"(2, 4)",(55*x-123)/2
"(3, -5)",-805200*x-1800480
"(3, -3)",-4554000*x-10184400
"(3, -1)",-1977360*x-4423188
"(3, 1)",30030*x+139062
"(3, 3)",165600
"(3, 5)",-6600*x+14520
"(4, -8)",-3720750*x-8319850
"(4, -6)",-5671050*x-12681438
"(4, -4)",-215228640*x-481329504
"(4, -2)",-29246250*x-65386750
"(4, 0)",-34287000*x-75431400
"(4, 2)",-508750*x-74250
"(4, 4)",7826496
"(4, 6)",-30030*x+139062
"(4, 8)",-30250*x+67650
"(5, -11)",-416020*x-930249
"(5, -9)",243245310*x+543913062
"(5, -7)",33330000*x+74519500
"(5, -5)",(-1707624875*x-3818870175)/2
"(5, -3)",-1657771500*x-3705482550
"(5, -1)",218698260*x+480620932
"(5, 1)",232867360*x+512823432
"(5, 3)",-52177125*x-56404425
"(5, 5)",31047725
"(5, 7)",508750*x-74250
"(5, 9)",1977360*x-4423188
"(5, 11)",(-6765*x+15127)/2
"(6, -12)",560142000*x+1252515600
"(6, -10)",4183014000*x+9353493600
"(6, -8)",4760014875*x+10643226825
"(6, -6)",14820201000*x+33143358600
"(6, -4)",1819969800*x+4069560792
"(6, -2)",1904826000*x+4162804800
"(6, 0)",1984851000*x+4366672200
"(6, 2)",2669667000*x+5901079800
"(6, 4)",15220920*x-32141208
"(6, 6)",-538916400
"(6, 8)",52177125*x-56404425
"(6, 10)",34287000*x-75431400
"(6, 12)",4554000*x-10184400
"(7, -15)",99033000*x+221444520
"(7, -13)",3596780000*x+8042644500
"(7, -11)",-28423987020*x-63557903068
"(7, -9)",-52203360*x-116192208
"(7, -7)",6468539000*x+14466005400
"(7, -5)",-28646125200*x-64070843760
"(7, -3)",11426538750*x+25486160550
"(7, -1)",6343216880*x+14487846912
"(7, 1)",-8307951960*x-18810264088
"(7, 3)",1862718000*x+3750204300
"(7, 5)",211503600*x+1514676240
"(7, 7)",-235219600
"(7, 9)",-15220920*x-32141208
"(7, 11)",-232867360*x+512823432
"(7, 13)",29246250*x-65386750
"(7, 15)",805200*x-1800480
"(8, -16)",26473122720*x+59195702496
"(8, -14)",-26667018620*x-59629198068
"(8, -12)",-326464215000*x-729995620200
"(8, -10)",-54661068000*x-122234333760
"(8, -8)",371495168000*x+830798284800
"(8, -6)",-51719227560*x-115526080728
"(8, -4)",-317450397000*x-708895415800
"(8, -2)",-81725022500*x-183063734700
"(8, 0)",75438633600*x+165964993920
"(8, 2)",8163820500*x+21229090300
"(8, 4)",-28575481000*x-52361515800
"(8, 6)",-3765274920*x-6539824728
"(8, 8)",-13508915200
"(8, 10)",-211503600*x+1514676240
"(8, 12)",-2669667000*x+5901079800
"(8, 14)",-218698260*x+480620932
"(8, 16)",215228640*x-481329504
"(9, -19)",697509120*x+1559677812
"(9, -17)",203853717375*x+455830758075
"(9, -15)",-242151822000*x-541467352800
"(9, -13)",-217687775250*x-486761289450
"(9, -11)",411409587600*x+919924522272
"(9, -9)",(-429839387505*x-961277175693)/2
"(9, -7)",-250584741000*x-559661092650
"(9, -5)",283473960000*x+634759514400
"(9, -3)",-318531906000*x-709290766800
"(9, -1)",-168652287375*x-385221300123
"(9, 1)",221470079820*x+501420443502
"(9, 3)",-84216132000*x-176754916800
"(9, 5)",-22238106000*x-60040635600
"(9, 7)",-20281523625*x-36244689525
"(9, 9)",7815261591
"(9, 11)",3765274920*x-6539824728
"(9, 13)",-1862718000*x+3750204300
"(9, 15)",-1984851000*x+4366672200
"(9, 17)",1657771500*x-3705482550
"(9, 19)",5671050*x-12681438
"(10, -22)",457622000*x+1023273900
"(10, -20)",(210037859625*x+469658936075)/2
"(10, -18)",-231623931000*x-517926070200
"(10, -16)",1028221307960*x+2299174635912
"(10, -14)",3197333766000*x+7149361859200
"(10, -12)",2244042664875*x+5017757904225
"(10, -10)",-238102438750*x-532483635750
"(10, -8)",-2595952557000*x-5806928241400
"(10, -6)",3367114674000*x+7528957081800
"(10, -4)",(2580449218655*x+5759591167341)/2
"(10, -2)",768079554000*x+1718666078800
"(10, 0)",420153690000*x+924338118000
"(10, 2)",-26424596000*x-87025171200
"(10, 4)",(308869845405*x+596910773591)/2
"(10, 6)",31232701500*x-52592855700
"(10, 8)",39444383000*x+182610258600
"(10, 10)",8658270500
"(10, 12)",20281523625*x-36244689525
"(10, 14)",28575481000*x-52361515800
"(10, 16)",8307951960*x-18810264088
"(10, 18)",-1904826000*x+4162804800
"(10, 20)",(1707624875*x-3818870175)/2
"(10, 22)",3720750*x-8319850
"(11, -23)",-4099081250*x-9165824250
"(11, -21)",-223841064480*x-500523836208
"(11, -19)",-788523628200*x-1763194906088
"(11, -17)",-1085874944000*x-2428114372200
"(11, -15)",3018760998000*x+6750238664400
"(11, -13)",-7447611666000*x-16654133566400
"(11, -11)",-734830671960*x-1643348593656
"(11, -9)",-1162156894800*x-2603201600868
"(11, -7)",-594269948250*x-1312573144850
"(11, -5)",-699395004000*x-1583303198400
"(11, -3)",434031213000*x+975210832200
"(11, -1)",-1329009546480*x-3006124261448
"(11, 1)",934330081300*x+2137829438052
"(11, 3)",-125378286000*x-296174392800
"(11, 5)",528045210000*x+1206333651600
"(11, 7)",-451840334000*x-988869476100
"(11, 9)",115394993670*x+300325418382
"(11, 11)",26721115344
"(11, 13)",-39444383000*x+182610258600
"(11, 15)",22238106000*x-60040635600
"(11, 17)",-8163820500*x+21229090300
"(11, 19)",-6343216880*x+14487846912
"(11, 21)",-1819969800*x+4069560792
"(11, 23)",-33330000*x+74519500
"(12, -26)",-29917195770*x-66896883438
"(12, -24)",-1822884723000*x-4076094191400
"(12, -22)",-1403601548250*x-3138547951950
"(12, -20)",-9203513299200*x-20579659246080
"(12, -18)",10040052330000*x+22450145533200
"(12, -16)",-474507610500*x-1060035830700
"(12, -14)",-15355741116210*x-34336824860118
"(12, -12)",-44275367664000*x-99015822230400
"(12, -10)",4309654958400*x+9635257040640
"(12, -8)",29313812715000*x+65565764437800
"(12, -6)",6694322976000*x+14939041946400
"(12, -4)",-15237962530560*x-33999685429248
"(12, -2)",-10160039909250*x-22872358124550
"(12, 0)",-7836303420000*x-17239867524000
"(12, 2)",4147394006250*x+9644537137950
"(12, 4)",-2143346325120*x-4239194053248
"(12, 6)",877209498000*x+1718329496400
"(12, 8)",-259040067000*x-1645264612200
"(12, 10)",74211324000*x+9248780640
"(12, 12)",1610013369600
"(12, 14)",-115394993670*x+300325418382
"(12, 16)",-31232701500*x-52592855700
"(12, 18)",84216132000*x-176754916800
"(12, 20)",-75438633600*x+165964993920
"(12, 22)",-11426538750*x+25486160550
"(12, 24)",-14820201000*x+33143358600
"(12, 26)",-243245310*x+543913062
"(13, -29)",(102334155*x+228826127)/2
"(13, -27)",-585429652500*x-1309060495050
"(13, -25)",3523684903200*x+7879199106240
"(13, -23)",10060341588000*x+22495610277800
"(13, -21)",-27409472105235*x-61289493250623
"(13, -19)",-17705270883080*x-39589808159517
"(13, -17)",54982091133750*x+122943518705150
"(13, -15)",-4818337893600*x-10772857059360
"(13, -13)",2371418031125*x+5303353051425
"(13, -11)",-16866599805660*x-37670062162018
"(13, -9)",29747276834880*x+66565683604992
"(13, -7)",-3048804550000*x-6782821520400
"(13, -5)",5543059440600*x+12307722882840
"(13, -3)",-29499434580000*x-65873783514000
"(13, -1)",-569061518410*x-1548507641538
"(13, 1)",7586676760080*x+16987261173212
"(13, 3)",-2686180035000*x-4934568639000
"(13, 5)",2435776318800*x+5245715787840
"(13, 7)",-973888014000*x-2067102120400
"(13, 9)",-1098773792160*x-3538976911008
"(13, 11)",-1369178592595*x-2448650314143
"(13, 13)",-86233382950
"(13, 15)",-74211324000*x+9248780640
"(13, 17)",451840334000*x-988869476100
"(13, 19)",(-308869845405*x+596910773591)/2
"(13, 21)",-221470079820*x+501420443502
"(13, 23)",81725022500*x-183063734700
"(13, 25)",28646125200*x-64070843760
"(13, 27)",-4760014875*x+10643226825
"(13, 29)",416020*x-930249
"(14, -30)",-514476435000*x-1150404281400
"(14, -28)",-795630297000*x-1779083444600
"(14, -26)",39017823350000*x+87246497659200
"(14, -24)",20965701426945*x+46880799471627
"(14, -22)",4018304862000*x+8985429978800
"(14, -20)",-65648955834000*x-146795735948400
"(14, -18)",61175740956000*x+136801782862800
"(14, -16)",151542367083525*x+338854050801607
"(14, -14)",151431610715000*x+338656147599000
"(14, -12)",5601977535000*x+12409026861000
"(14, -10)",65566703664000*x+146698219483200
"(14, -8)",-3657421406375*x-8303203099725
"(14, -6)",-24996207225000*x-55440565415400
"(14, -4)",27737875685520*x+62362974065392
"(14, -2)",15554601062000*x+32546563156800
"(14, 0)",12860914605000*x+28294012131000
"(14, 2)",61577478501000*x+137144011881800
"(14, 4)",-9102432138800*x-21364998262608
"(14, 6)",-12651195414000*x-27383720390400
"(14, 8)",3406668750375*x+7751547256525
"(14, 10)",-1848760452000*x-6518744416800
"(14, 12)",3273379725000*x+7116759111000
"(14, 14)",-5506604026000
"(14, 16)",1369178592595*x-2448650314143
"(14, 18)",259040067000*x-1645264612200
"(14, 20)",-528045210000*x+1206333651600
"(14, 22)",26424596000*x-87025171200
"(14, 24)",168652287375*x-385221300123
"(14, 26)",317450397000*x-708895415800
"(14, 28)",-6468539000*x+14466005400
"(14, 30)",-4183014000*x+9353493600
"(15, -33)",-68892912000*x-154049234400
"(15, -31)",6405792360*x+14323782792
"(15, -29)",6357699714960*x+14216247754272
"(15, -27)",39095208306000*x+87419519233200
"(15, -25)",-51258750180000*x-114617926632000
"(15, -23)",15855560391000*x+35454239482200
"(15, -21)",-101202445278000*x-226293570003600
"(15, -19)",164896453270560*x+368728476448992
"(15, -17)",-397023728640000*x-887770397514000
"(15, -15)",-102540567690000*x-229317996834000
"(15, -13)",-216166380276000*x-483326997826200
"(15, -11)",83835858109410*x+187351094311002
"(15, -9)",-325464639192000*x-727574477414400
"(15, -7)",57739891077000*x+129766460963400
"(15, -5)",-62462798706000*x-140112624567300
"(15, -3)",2931059736000*x+5428305907200
"(15, -1)",15026996328960*x+32328655098432
"(15, 1)",35122259024160*x+77999706678432
"(15, 3)",30981761316000*x+69179900407200
"(15, 5)",11635055181750*x+28291588813950
"(15, 7)",-17574375258000*x-41402326161600
"(15, 9)",-7777181412000*x-5557527914400
"(15, 11)",3750180176160*x+5338189917252
"(15, 13)",-2739946753500*x+1733078361300
"(15, 15)",3728747916000
"(15, 17)",-3273379725000*x+7116759111000
"(15, 19)",1098773792160*x-3538976911008
"(15, 21)",-877209498000*x+1718329496400
"(15, 23)",125378286000*x-296174392800
"(15, 25)",-420153690000*x+924338118000
"(15, 27)",318531906000*x-709290766800
"(15, 29)",51719227560*x-115526080728
"(15, 31)",52203360*x-116192208
"(15, 33)",-560142000*x+1252515600
