numerator,(5*x-11)/2
"(9, 11)",-112693680*x+303178032
"(9, 13)",65211300*x-152711280
"(9, 15)",-114939000*x+252865800
"(9, 17)",-17295300*x+38785410
"(9, 19)",-6360750*x+14223042
"(10, -22)",-316175200*x-706989240
"(10, -20)",(-13308615375*x-29758968925)/2
"(10, -18)",8659371600*x+19362931920
"(10, -16)",14464721810*x+32344118142
"(10, -14)",2931852000*x+6556854400
"(10, -12)",-45467707725*x-101668945095
"(10, -10)",41116047500*x+91950433500
"(10, -8)",17756110350*x+39678945170
"(10, -6)",13144428000*x+29476911600
"(10, -4)",(-4927973545*x-11168759979)/2
"(10, -2)",-20640338400*x-46412461280
"(10, 0)",-70042500*x-154093500
"(10, 2)",6961873600*x+16319838720
"(10, 4)",(4070526405*x+9282376271)/2
"(10, 6)",-2232747000*x-5471213400
"(10, 8)",829794350*x+1210045170
"(10, 10)",-1495129000
"(10, 12)",-368034975*x+830311155
"(10, 14)",-4598000*x-116895600
"(10, 16)",117142410*x-264016858
"(10, 18)",70725600*x-156718080
"(10, 20)",(-108200125*x+241974825)/2
"(10, 22)",-2570700*x+5748260
"(11, -23)",-474503150*x-1061021310
"(11, -21)",17117008920*x+38274792012
"(11, -19)",-7030404150*x-15720496358
"(11, -17)",-56202627800*x-125672855040
"(11, -15)",101055537000*x+225966846600
"(11, -13)",-84308594700*x-188514501080
"(11, -11)",21424665240*x+47913342264
"(11, -9)",-11669318100*x-26031713328
"(11, -7)",26194028850*x+58418601730
"(11, -5)",-67627791000*x-151107897600
"(11, -3)",21032327250*x+47000808450
"(11, -1)",31538563320*x+70174453552
"(11, 1)",9824171500*x+20823563052
"(11, 3)",965893500*x+1395277200
"(11, 5)",-3641962500*x-5685560100
"(11, 7)",4421226700*x+8934960480
"(11, 9)",-1790946630*x-3580869078
"(11, 11)",-779078736
"(11, 13)",-829794350*x+1210045170
"(11, 15)",827244000*x-1824728400
"(11, 17)",-458096100*x+1019262460
"(11, 19)",-56205380*x+129955392
"(11, 21)",139268250*x-310982238
"(11, 23)",-3857700*x+8627440
"(12, -26)",-1401357870*x-3133531458
"(12, -24)",59691654000*x+133474597200
"(12, -22)",-23320237050*x-52145655030
"(12, -20)",-190503878400*x-425979164160
"(12, -18)",147696615000*x+330259035240
"(12, -16)",287772309000*x+643482336600
"(12, -14)",208617117390*x+466478609922
"(12, -12)",-201434428800*x-450480631680
"(12, -10)",206050006800*x+460565020080
"(12, -8)",-105843870000*x-236346500880
"(12, -6)",106854957000*x+238961431800
"(12, -4)",-29356335360*x-65049550848
"(12, -2)",-64555014150*x-143234413290
"(12, 0)",87353640000*x+192178008000
"(12, 2)",-31187004750*x-67398028290
"(12, 4)",-16551976320*x-35948734848
"(12, 6)",140481000*x-3571468200
"(12, 8)",-9869230800*x-18222320880
"(12, 10)",6537366000*x+7127200080
"(12, 12)",7324888320
"(12, 14)",1790946630*x-3580869078
"(12, 16)",2232747000*x-5471213400
"(12, 18)",1218353400*x-2646104760
"(12, 20)",-1561507200*x+3435315840
"(12, 22)",-189065250*x+425189970
"(12, 24)",485298000*x-1085302800
"(12, 26)",-11393910*x+25477542
"(13, -29)",(102334155*x+228826127)/2
"(13, -27)",-46570738500*x-104135337090
"(13, -25)",139672625400*x+312317489880
"(13, -23)",-17154581400*x-38358675040
"(13, -21)",250528948065*x+560198745477
"(13, -19)",-252801360680*x-565281760677
"(13, -17)",-517616855250*x-1157418740770
"(13, -15)",-598046011200*x-1337210629920
"(13, -13)",-73527357475*x-164433908535
"(13, -11)",-483633315660*x-1081701115978
"(13, -9)",286602536880*x+641157670512
"(13, -7)",51406388000*x+114664359600
"(13, -5)",-260100541800*x-582505969320
"(13, -3)",7380964800*x+15940662480
"(13, -1)",89103655190*x+199109691942
"(13, 1)",4358265780*x+6506534192
"(13, 3)",15561117000*x+34531917480
"(13, 5)",22730835600*x+60292615680
"(13, 7)",8222973000*x+16520234600
"(13, 9)",-5779920960*x-23347915488
"(13, 11)",3331776305*x+25037729397
"(13, 13)",2673722090
"(13, 15)",-6537366000*x+7127200080
"(13, 17)",-4421226700*x+8934960480
"(13, 19)",(-4070526405*x+9282376271)/2
"(13, 21)",2064805380*x-4492487898
"(13, 23)",-143192500*x+303572460
"(13, 25)",1135490400*x-2539635120
"(13, 27)",-378647775*x+846687285
"(13, 29)",416020*x-930249
"(14, -30)",56448810000*x+126223376400
"(14, -28)",-211352468250*x-472598490350
"(14, -26)",-430176340000*x-961903545600
"(14, -24)",421315176645*x+942088772727
"(14, -22)",-876950791200*x-1960927701280
"(14, -20)",380333596500*x+850431789900
"(14, -18)",1108071518400*x+2477691969120
"(14, -16)",-893441801175*x-1997939599853
"(14, -14)",1305917690000*x+2920506834000
"(14, -12)",13066000200*x+28901787480
"(14, -10)",-862972704000*x-1930122691200
"(14, -8)",402330759325*x+898923538335
"(14, -6)",143689590000*x+323144377200
"(14, -4)",148790746170*x+337365291262
"(14, -2)",42716088800*x+98766097920
"(14, 0)",-309296295000*x-680451849000
"(14, 2)",-89028231600*x-200652812080
"(14, 4)",-126914620250*x-289237814238
"(14, 6)",-49560588000*x-116060572800
"(14, 8)",22944394275*x+36681799585
"(14, 10)",5552712000*x+43798708800
"(14, 12)",8759856600*x+19115097480
"(14, 14)",-47487916000
"(14, 16)",-3331776305*x+25037729397
"(14, 18)",9869230800*x-18222320880
"(14, 20)",3641962500*x-5685560100
"(14, 22)",-6961873600*x+16319838720
"(14, 24)",3442113675*x-7622734023
"(14, 26)",-3497406000*x+7821304400
"(14, 28)",-1718312750*x+3842772150
"(14, 30)",458964000*x-1026273600
"(15, -33)",-9659984400*x-21600381780
"(15, -31)",-179319641490*x-400970907738
"(15, -29)",173141044560*x+387155182032
"(15, -27)",264566590200*x+591588525240
"(15, -25)",8545185000*x+19107594000
"(15, -23)",-97772573250*x-218619904050
"(15, -21)",89575794000*x+200329156800
"(15, -19)",997532814960*x+2230635934512
"(15, -17)",-1064396361600*x-2380058777520
"(15, -15)",1256203451250*x+2809327718250
"(15, -13)",1290537329400*x+2885508132480
"(15, -11)",420896350710*x+941071970502
"(15, -9)",401596866000*x+900597220200
"(15, -7)",-329481004050*x-737943011010
"(15, -5)",183074611500*x+405667843200
"(15, -3)",-630616654800*x-1418022830160
"(15, -1)",329247650160*x+739604754972
"(15, 1)",-90400276890*x-214140533778
"(15, 3)",212703559200*x+498614019840
"(15, 5)",103222919250*x+224186724450
"(15, 7)",30351053700*x+79857120240
"(15, 9)",-68216296500*x-167159967300
"(15, 11)",5646379860*x-2677963248
"(15, 13)",16572114900*x-9867355020
"(15, 15)",-45680125500
"(15, 17)",-8759856600*x+19115097480
"(15, 19)",5779920960*x-23347915488
"(15, 21)",-140481000*x-3571468200
"(15, 23)",-965893500*x+1395277200
"(15, 25)",70042500*x-154093500
"(15, 27)",2160853200*x-4788149760
"(15, 29)",1406734560*x-3150067968
"(15, 31)",-1457988840*x+3260121012
"(15, 33)",-78541650*x+175624470
