numerator,(-5*x+11)/2
denominator,330
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(55*x+123)/2
"(1, 1)",1
"(2, -4)",(6765*x+15127)/2
"(2, -2)",-5500*x-12300
"(2, 0)",-5775*x-13125
"(2, 2)",-200
"(2, 4)",(-55*x+123)/2
"(3, -5)",-716100*x-1601250
"(3, -3)",-2883375*x-6448275
"(3, -1)",119460*x+264648
"(3, 1)",-68970*x-149898
"(3, 3)",-104850
"(3, 5)",5775*x-13125
"(4, -8)",-676500*x-1512700
"(4, -6)",-8363850*x-18702102
"(4, -4)",-27735840*x-62027424
"(4, -2)",-23009250*x-51341950
"(4, 0)",1155000*x+2625000
"(4, 2)",3165250*x+6241950
"(4, 4)",-1008576
"(4, 6)",68970*x-149898
"(4, 8)",5500*x-12300
"(5, -11)",416020*x+930249
"(5, -9)",14624610*x+32701602
"(5, -7)",366316500*x+819101800
"(5, -5)",(-233921875*x-523134375)/2
"(5, -3)",168481500*x+377350050
"(5, -1)",149915040*x+335268448
"(5, 1)",107360*x+5691552
"(5, 3)",15514125*x+40821825
"(5, 5)",-4253125
"(5, 7)",-3165250*x+6241950
"(5, 9)",-119460*x+264648
"(5, 11)",(-6765*x+15127)/2
"(6, -12)",-354655125*x-793032975
"(6, -10)",143220000*x+320250000
"(6, -8)",2076718875*x+4643734425
"(6, -6)",576675000*x+1289655000
"(6, -4)",-1917129225*x-4290525723
"(6, -2)",-23892000*x-52929600
"(6, 0)",605508750*x+1376156250
"(6, 2)",13794000*x+29979600
"(6, 4)",-86010045*x-262063527
"(6, 6)",20970000
"(6, 8)",-15514125*x+40821825
"(6, 10)",-1155000*x+2625000
"(6, 12)",2883375*x-6448275
"(7, -15)",-88074525*x-196940625
"(7, -13)",-2826972500*x-6321301800
"(7, -11)",163120320*x+364792448
"(7, -9)",-12496364760*x-27943288098
"(7, -7)",-4037639375*x-9029629875
"(7, -5)",1770892200*x+3958920000
"(7, -3)",144003750*x+294565350
"(7, -1)",-4034619380*x-8987635602
"(7, 1)",969112815*x+2020575227
"(7, 3)",-755683500*x-1684746600
"(7, 5)",-39570300*x-24097500
"(7, 7)",-146823250
"(7, 9)",86010045*x-262063527
"(7, 11)",-107360*x+5691552
"(7, 13)",23009250*x-51341950
"(7, 15)",716100*x-1601250
"(8, -16)",-3411508320*x-7628364576
"(8, -14)",18439657280*x+41232327552
"(8, -12)",1672770000*x+3740420400
"(8, -10)",-3096254700*x-6922912500
"(8, -8)",11314336000*x+25302969600
"(8, -6)",4865844060*x+10849780548
"(8, -4)",4601850000*x+10268390000
"(8, -2)",-2697145000*x-6153331800
"(8, 0)",5824526400*x+13237560000
"(8, 2)",-3342207000*x-7572468200
"(8, 4)",-633050000*x-1248390000
"(8, 6)",-880444620*x-1792054548
"(8, 8)",411430400
"(8, 10)",39570300*x-24097500
"(8, 12)",-13794000*x+29979600
"(8, 14)",-149915040*x+335268448
