numerator,(-956722026041*x+2139295485799)/2
denominator,60
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(2046711111473984623691759*x+4576585175559979410668403)/2
"(1, 1)",1
"(2, -4)",(9366947731425726508977331996039353971111632790877*x+20945131869155367563654076961823581935611222570407)/2
"(2, -2)",112630017620506268493733595480097512197120*x+251848375706451127819714426837746316631040
"(2, 0)",-146532054648101701066723175529375*x-327655635075869428701313770853125
"(2, 2)",110059516449679360
"(2, 4)",(-2046711111473984623691759*x+4576585175559979410668403)/2
"(3, -5)",-670616429046847020600121330595010185881692887585286367500*x-1499543922176914437062118456426939006931898661222020456250
"(3, -3)",3390502487134852224902116026751868950186071967048785*x+7581394039115635749450499652950565873723916239056845
"(3, -1)",14545809641097649595864406441223966688393692428*x+32525419145266163175829216570679966866860022368
"(3, 1)",239434962017352498970651872476398656414*x+535392851260880382459432314473894667022
"(3, 3)",3313122666044556030992527230
"(3, 5)",146532054648101701066723175529375*x-327655635075869428701313770853125
"(4, -8)",515460868965068255273693699273683060749861757738294678744291599360*x+1152605542747004288447628164216889247401643538990243058645087349760
"(4, -6)",1095794497679382203007986269812021929432847085736313415276779270*x+2450270986181334156611892564682534568446287961502453767281483498
"(4, -4)",-1347876849050609271501810706114886664280574735372649750331392*x-3013944259775385205528455229201918010507343369907228234481664
"(4, -2)",-36502216328619611476479127288249607133901453304544608730*x-81621437040196253453879442729633392263544327730895978390
"(4, 0)",-16127247078948064091823634555341451151717011200000*x-36061620758462788883373618326202252223919904000000
"(4, 2)",-45292777717175206080773538253886694338064910*x-101277729865427173984044440589084425320765410
"(4, 4)",-1317114898623778631268016013470334976
"(4, 6)",-239434962017352498970651872476398656414*x+535392851260880382459432314473894667022
"(4, 8)",-112630017620506268493733595480097512197120*x+251848375706451127819714426837746316631040
"(5, -11)",21434317063944079712497837388986751025531546156221224112044205275133433836*x+47928590006262668781978363177579024329370881859624745685956491670093540809
"(5, -9)",66570136769964927778294420203697835277539788084553302291847793078608898*x+148855351089099858864339848970355650860736883277590760739614808516171282
"(5, -7)",-207286255060393916216765394588742748129663731492635708452453244647460*x-463506157116400571544358903848511842930992766820910277850152766361840
"(5, -5)",(-1583190693109469385482605347325586937257914882155962236823732421875*x-3540122011137781444206533450776179326993100847549954804629427734375)/2
"(5, -3)",206179270399111574812545318618296333443429524072875562603827940*x+461030864163723676647009265954819906976691927847658854561200810
"(5, -1)",-66604617571524253698029500637888880697217531454646417488528*x-148932452505305192368508815116736313399309924599250170230032
"(5, 1)",-514409346961492382245810797712781381226309354514062752*x-1150254268067171859482310960474422718304492535715437568
"(5, 3)",-1839633718885813327856842463505115163127732727515*x-4113546048927943540634046774341122102273877362935
"(5, 5)",-773529143528858511909681380109220486328125
"(5, 7)",45292777717175206080773538253886694338064910*x-101277729865427173984044440589084425320765410
"(5, 9)",-14545809641097649595864406441223966688393692428*x+32525419145266163175829216570679966866860022368
"(5, 11)",(-9366947731425726508977331996039353971111632790877*x+20945131869155367563654076961823581935611222570407)/2
"(6, -12)",15516923420320604502918319207408777713057695305630103364999114126508159040355*x+34696895569495413247704088256715411687250222059271169886737988249464769841305
"(6, -10)",-73807719904106691032562961427932188937521752049039719734351649154124800000*x-165039078969846820532873910081869704194699231011315293520149151673408000000
"(6, -8)",-8419240406106908529435328467283288766575829892828565083823730841815380605*x-18825993866967983007702519720492307857084644295632321957107522473929043615
"(6, -6)",373157064255497051097458619468713346308430498958101948544498727577600*x+834404561959548358034153307567928287607203912629148128259709063219200
"(6, -4)",87102656045211609261799487285655201477653453388114795014922714751095*x+194767459937876153680215428693355508058581764481241728924075745908677
"(6, -2)",1600904775468291393349052942320957156594203563176739887059886080*x+3579731903451137275283821760990666521067412767082073956027924480
"(6, 0)",-485478671556705286445616444335737817242374896966224352381250*x-1085563311227086668518110228608460715755392417439456893093750
"(6, 2)",26352096140777160119687823920769550345963698545107415040*x+58925078320387599330947893586669390823362171925866065920
"(6, 4)",9910822334427703851146799154447033001955963042670779*x+22161272537818253760667564956022378614368952364401153
"(6, 6)",364640678563336351274328234051480489568972800
"(6, 8)",1839633718885813327856842463505115163127732727515*x-4113546048927943540634046774341122102273877362935
"(6, 10)",16127247078948064091823634555341451151717011200000*x-36061620758462788883373618326202252223919904000000
"(6, 12)",-3390502487134852224902116026751868950186071967048785*x+7581394039115635749450499652950565873723916239056845
"(7, -15)",-3069133207662770847693637174782511023425341623793333911840539866693294615720573125*x-6862790484335934061713976000078755896809448823389564383526608979276886637748015625
"(7, -13)",-167055502124643931685305202194067448499782401874130651497409689412310473747023100*x-373547458766064376859244461508993885065221211057986015623473515699434589223045760
"(7, -11)",-2354238191473455975482030067905369429279459554412477802894193679507845823113584*x-5264236631360813343286065205722358056383588506537424777629756856971030326533872
"(7, -9)",45357722660453234049732528691762706796256430353504122195439079229193381447032*x+101422951173356043402972351677090354740004051255188919491780559603406807959982
"(7, -7)",304424643554442337607680792134474931974835626318060076881317925089734400825*x+680714197013876267399103452147747259751385523149375516273224764297173301525
"(7, -5)",-156904429078324617779668952433106253567886099343963960346958248737965000*x-350848969389928519602193167992386492330736652228111562852983546688950000
"(7, -3)",-3577382360289189195531240316029477104402122361576445097720321624765650*x-7999270139115271263210264978699997476874132283772544389358871696576130
"(7, -1)",596678214282968338646288095150260191884007043825738751453096382756*x+1334213047829903142122308962678101186677113780097968555103792176678
"(7, 1)",5379200166086378854272552118822741692085460951812386179628668967*x+12028257235947301989861874347590189832918831513208628947056783107
"(7, 3)",-1013704397464122666115398608889869521077544562442288031177860*x-2266711941820247208895212991746884029239523003994479409314320
"(7, 5)",-2082782788637243035416941824983127025044828999671577500*x-4657244051082926131116588153968739301574286214797337500
"(7, 7)",297476905116525356219027344609471374827329866354350
"(7, 9)",-9910822334427703851146799154447033001955963042670779*x+22161272537818253760667564956022378614368952364401153
"(7, 11)",514409346961492382245810797712781381226309354514062752*x-1150254268067171859482310960474422718304492535715437568
"(7, 13)",36502216328619611476479127288249607133901453304544608730*x-81621437040196253453879442729633392263544327730895978390
"(7, 15)",670616429046847020600121330595010185881692887585286367500*x-1499543922176914437062118456426939006931898661222020456250
"(8, -16)",-6168673205845514500257681032793760316593202782266029853674111496488105407709473406976*x-13793572619252123491912292567597924943444142774307170293296784745056416920137017327616
"(8, -14)",-304821705401679616122837249917702107717514561960931893372862391054345929951578643536*x-681602054295570459227561301663278627382925963745206402299787916557021002637668641328
"(8, -12)",120602612542812096850058787234177885232622646291476998601439877836109644994867200*x+269675639909796614403564283004334065131668072956389659343504758052593407231201280
"(8, -10)",-9532032991293109485617170002997063544828436576276976419035541847045005153697500*x-21314273732302053816424106671293012459127364785528256324983503598666513088062500
"(8, -8)",-298057646827152821517124489382912434780272073149112823776192965522208577290240*x-666477159519138219099814041888870049642869282126403051028632481644159256494080
"(8, -6)",-15845444026160002234886214740914428979688490908087558052709389536069127029892*x-35431489976161720934980559050097180924346497455290676264098649990713327857532
"(8, -4)",-4017416278469464664444554705638933260685959998619020062290679425156812800*x-8983215892571947770663045316711467333782030022307354253609415028989030400
