numerator,1
denominator,60
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(34389295077164860861416876598432432293285459530385165194807406745888687980681067736384376346822576259738004598436995543289691999008180989960412272082225728678925462147*x+76896801490839504668216595388286654198783482350481772644626690144018526237740320984564733439410011156805047252510063314381148138965981016721226497294937546591266807133)/2
"(1, 1)",(34389295077164860861416876598432432293285459530385165194807406745888687980681067736384376346822576259738004598436995543289691999008180989960412272082225728678925462147*x-76896801490839504668216595388286654198783482350481772644626690144018526237740320984564733439410011156805047252510063314381148138965981016721226497294937546591266807133)/2
"(2, -4)",78692769024055240219955381900632879761883624821213791134791057146499226746159044355184455711671303251335176388432790080866056284542715851090942564375947214202213161754366235976252765009989547*x+175962380875477300475014460037744666686250057556555092385285462260358707242425123034201133288094188926196837253264277122821976974943542380012088647914679451106291926509711293488855115242462866
"(2, -2)",-23899800488346489643906056846326271486928315096033069112023517205164633092174976276946975947523216296597963208519932330364812655771379794554288019369164408194312053305171202043337194060*x-53441578540625421203410956205622281392583051479323530085762891234845501468646434047592500476485690127223620623477115310920871724109654352185942643527367107741417347745571082960096300340
"(2, 0)",-29365095044421032733232603410031389097087123459938516990453203865820144812352944914252039869664976201655940859356689978926972470566852435980824078107670475863689655837853868030*x
"(2, 2)",-23899800488346489643906056846326271486928315096033069112023517205164633092174976276946975947523216296597963208519932330364812655771379794554288019369164408194312053305171202043337194060*x+53441578540625421203410956205622281392583051479323530085762891234845501468646434047592500476485690127223620623477115310920871724109654352185942643527367107741417347745571082960096300340
"(2, 4)",78692769024055240219955381900632879761883624821213791134791057146499226746159044355184455711671303251335176388432790080866056284542715851090942564375947214202213161754366235976252765009989547*x-175962380875477300475014460037744666686250057556555092385285462260358707242425123034201133288094188926196837253264277122821976974943542380012088647914679451106291926509711293488855115242462866
"(3, -5)",-67195929329603556741149296958763266909344901037645906975173801653073704634964610621909638469437082809129332931839800634080566344299204417030734816526253630481187692768171829610203338483323150626428045*x-150254665792265424453761271457333243012232420505384951007370395735362271308384010468187465372570699762554976213624157670664947820544002107862301302577897068574291418543167719289059221825073141461411925
"(3, -3)",264009754155947274306880315716002894597844540789714720141148246473417372040626977133131240245367643583239618555419653769756394373627358643231762202281865995808554384085030465741475694954453054045*x+590343757015705719056711151266514010115681140607783912944071727014173983961102904165981480004027745002075814366852294489394815418779313324077000394668736941622437397813789384861261790163307106755
"(3, -1)",1085352256569038504367985669908454631699456386727034665020664073029579564408354556184622179119422561908614292232937306982742450242713797081715185263767942330540804978650813572448765100035406*x+2426921381145307867012671366979254605617221999389972447506052788834112773017232214375183587898212492217538139095342595820090850808308958837396237571150816305558960966266426148279045595119798
"(3, 1)",1085352256569038504367985669908454631699456386727034665020664073029579564408354556184622179119422561908614292232937306982742450242713797081715185263767942330540804978650813572448765100035406*x-2426921381145307867012671366979254605617221999389972447506052788834112773017232214375183587898212492217538139095342595820090850808308958837396237571150816305558960966266426148279045595119798
"(3, 3)",264009754155947274306880315716002894597844540789714720141148246473417372040626977133131240245367643583239618555419653769756394373627358643231762202281865995808554384085030465741475694954453054045*x-590343757015705719056711151266514010115681140607783912944071727014173983961102904165981480004027745002075814366852294489394815418779313324077000394668736941622437397813789384861261790163307106755
"(3, 5)",-67195929329603556741149296958763266909344901037645906975173801653073704634964610621909638469437082809129332931839800634080566344299204417030734816526253630481187692768171829610203338483323150626428045*x+150254665792265424453761271457333243012232420505384951007370395735362271308384010468187465372570699762554976213624157670664947820544002107862301302577897068574291418543167719289059221825073141461411925
"(4, -8)",-109379472613807700960148142447981461479299675539181758522013794141172741775250088073841294302921032357170795595655481258938174426154427642271592143108363898175825540696294531840079594583595858648944971784092120*x-244579936107550621564029890862580935948578848945269277734488226108059883473875212285329518322088756976289679374600072122321301230162968269621775309090463791506786525730911893420995890759977933442436206932457360
"(4, -6)",45105270982796829920976814024831308302564438318443391019530376703785987811185453653783318541517420943171705613151756412424822297049407447787978625520288451886450464384629946255912121200566164586724397565968*x+100858452061082458974357232463527833787263342151228514416117255008484609652592703563329477092473541704025253630921930584790159371168582384507648898994856579159639873569371660979780242840888180102856306876588
"(4, -4)",-79112217454837562944270531971813194535088370426310375428995389115175106340503617352647526349776507097252603569601457513853957598680157412887278973779237458390779453161074728651196316938891659364501939776*x-176900296079762189380414890431009329422659894793955400842809270237418351024694626193059358400666059559568529730605158913696682758661240272019588314867007003158860368814144614148794771960445300092247638464
"(4, -2)",-1038755996147511175315363843769247550149558215028490281036271097520246537177647099471048028676973160226207413458412346196735824758997190536598626547155107731096348809996834267554176937167118269380880*x-2322729019385608456715431566724319638303015053843716445464307169002440765210224798648629023046252511667921387975988886075015589358556395323218809295243951301506016563969545107425099438320561257189060
"(4, 0)",66997317800173360175450194710920309230292589704508960854463094696045943115181419963428034807883869302418819053769412241587669497508333839840480878761599154292962618344151397967841448116775178800*x
"(4, 2)",-1038755996147511175315363843769247550149558215028490281036271097520246537177647099471048028676973160226207413458412346196735824758997190536598626547155107731096348809996834267554176937167118269380880*x+2322729019385608456715431566724319638303015053843716445464307169002440765210224798648629023046252511667921387975988886075015589358556395323218809295243951301506016563969545107425099438320561257189060
"(4, 4)",-79112217454837562944270531971813194535088370426310375428995389115175106340503617352647526349776507097252603569601457513853957598680157412887278973779237458390779453161074728651196316938891659364501939776*x+176900296079762189380414890431009329422659894793955400842809270237418351024694626193059358400666059559568529730605158913696682758661240272019588314867007003158860368814144614148794771960445300092247638464
"(4, 6)",45105270982796829920976814024831308302564438318443391019530376703785987811185453653783318541517420943171705613151756412424822297049407447787978625520288451886450464384629946255912121200566164586724397565968*x-100858452061082458974357232463527833787263342151228514416117255008484609652592703563329477092473541704025253630921930584790159371168582384507648898994856579159639873569371660979780242840888180102856306876588
"(4, 8)",-109379472613807700960148142447981461479299675539181758522013794141172741775250088073841294302921032357170795595655481258938174426154427642271592143108363898175825540696294531840079594583595858648944971784092120*x+244579936107550621564029890862580935948578848945269277734488226108059883473875212285329518322088756976289679374600072122321301230162968269621775309090463791506786525730911893420995890759977933442436206932457360
"(5, -11)",(720288320278513522387333504175328480695148086392402237626039102307425488254352843801239711499413468050247291543201184234662028672760903011666081579236665842722097865119879707835624839209006268311044959323719700904735*x+1610613647541896489490860962344150306268828632140819844541165548917654561407777399799926042392287336216773570385174520808131077830267261949631767485012135737076235932662168629388311379172615912971503338939402667238863)/2
"(5, -9)",4967207002569161917299017550829445131523374756884224987153219695777243723795353102223430227183139299227741515602906616619458000701713810710783763520819425332774687610437589423158271398432301354351774983425027910650*x+11107012516057618570815818445181255012985890770351698475358966499391812225703983885157331754669591681334069633554621989716962365093550136859466299796861296653131014523333680333005322217611813221189272379130345219182
"(5, -7)",-36570833299810474830997866363834704441022464449793577444413696584180352429104919637774277192948400782886870973560642519761250837022888198217633693769463630717215849859325757218541705772258125519711910876780689050*x-81774869252189168611101592034739665521277429163563516884473145894559145733675357496944166169567521609818671134509154592720915963495034498216992186700812194973030846988564209811625369585422183497510451170450784210
