numerator,1
denominator,1500
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(1647955705650338792327955838579211104834055352713428289185579641848268857332724700744408031921963157605134595313557181*x+3684940981742791814548142111474140995566152233903014189780962016016319156780973731476853606579998059997498683110908259)/2
"(1, 1)",(-1647955705650338792327955838579211104834055352713428289185579641848268857332724700744408031921963157605134595313557181*x+3684940981742791814548142111474140995566152233903014189780962016016319156780973731476853606579998059997498683110908259)/2
"(2, -4)",-3771004826229412757776616850846164796021070386763058128462718175492204007790781307902194607719585684966866702590907286601626681997207728447381*x-8432223134928748880438277567595029066179236565152687705338888780351640123229944094340339015283119225098203649849223278131625903112505356974318
"(2, -2)",370675111765171399573770000250080359965190341490316114200177306832271157567749195705511933050011586095814548427879290348215759047121970*x+828854747474255312078729717076316268232745480169896237441679353806964776969928917499436340706489817838120950304397903763049028066690830
"(2, 0)",-1592048037875034344287336662353007676457701019646841405137787469532717134493533702110664563371590582809106590374233410823196560
"(2, 2)",-370675111765171399573770000250080359965190341490316114200177306832271157567749195705511933050011586095814548427879290348215759047121970*x+828854747474255312078729717076316268232745480169896237441679353806964776969928917499436340706489817838120950304397903763049028066690830
"(2, 4)",3771004826229412757776616850846164796021070386763058128462718175492204007790781307902194607719585684966866702590907286601626681997207728447381*x-8432223134928748880438277567595029066179236565152687705338888780351640123229944094340339015283119225098203649849223278131625903112505356974318
"(3, -5)",1629231204559593956045446378428518785111801078540891615226544308027044978782648212528951026709714047582939114749380984109027636941352215592070254574520*x+3643071724459117402343159989831150892109003069306554903617680179205917173402111974555595016147098290725186253987887620694678049763983979238643325146840
"(3, -3)",-20648771183185890763945793345530474316709566484814982759473711341261582874396302333210380323915012925356790061192670618801303921692187322860611360*x-46172056017442414256346204602504764670298694748395717205300234686931294907443840231571485003968004880633771589634589006119224924126753104681635040
"(3, -1)",-15324644368974592484033231890855661384889836388609918905101338916760069547934773888089113478453562122428406794305847678196201093528820004942*x-34266945898181908457116801525006668385848704458877236016908011565524402139341757063858615908382654983665989627560470957267562184993460517966
"(3, 1)",15324644368974592484033231890855661384889836388609918905101338916760069547934773888089113478453562122428406794305847678196201093528820004942*x-34266945898181908457116801525006668385848704458877236016908011565524402139341757063858615908382654983665989627560470957267562184993460517966
"(3, 3)",20648771183185890763945793345530474316709566484814982759473711341261582874396302333210380323915012925356790061192670618801303921692187322860611360*x-46172056017442414256346204602504764670298694748395717205300234686931294907443840231571485003968004880633771589634589006119224924126753104681635040
"(3, 5)",-1629231204559593956045446378428518785111801078540891615226544308027044978782648212528951026709714047582939114749380984109027636941352215592070254574520*x+3643071724459117402343159989831150892109003069306554903617680179205917173402111974555595016147098290725186253987887620694678049763983979238643325146840
"(4, -8)",-1696426221453521939259021826940522138009000501050817255039037337796116572843601111200128514482021362429601567433944195364839738915134463050032382737252118991940*x-3793324349983187148444855164481408464937840180764856257181414862467825648672731741132111295482651732180067290257598249125414348869905914891141244191698717535320
"(4, -6)",-656845521520776362477160997964527422651436398838446591589388650455091547004731175594209691646766125325933190087027255857909652311166761133951585815358802716*x-1468751236836756988102318269138652576531174709551937002664825775921154156513723624869867573699140245049606562212539155907840739189402856183296697976336668296
"(4, -4)",1353017348227300146767669993536185936310790609848032712396458376282681883125538858256708569878904943432343271810106965019781951478331307132553342801632288*x+3025438765372747705061453160796980023655176399765204509507395502031579090380773829463737500741772670374189477133026843522983580758959858109181885808932832
