numerator,1
denominator,1500
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(52423513793858950050512572024382831429200782925494062773360473*x+117222540462466509506528536291994364774367017057843839944639047)/2
"(1, 1)",(-52423513793858950050512572024382831429200782925494062773360473*x+117222540462466509506528536291994364774367017057843839944639047)/2
"(2, -4)",-119960338039869482600846658108629307527431736479652050863088913301041609466850308437073*x-268239470461002040233400101490945293365533301078644631041932612130096342598189393785494
"(2, -2)",29105180114006792398721653554832631415769061125675384140187710145907057440059010*x+65081161232294266776382250250747940079780829909287394915561423589613919111923390
"(2, 0)",-16950492667283478940878141950478721500382526862850210155764055558097480
"(2, 2)",-29105180114006792398721653554832631415769061125675384140187710145907057440059010*x+65081161232294266776382250250747940079780829909287394915561423589613919111923390
"(2, 4)",119960338039869482600846658108629307527431736479652050863088913301041609466850308437073*x-268239470461002040233400101490945293365533301078644631041932612130096342598189393785494
"(3, -5)",17346380843543697711661042642013964286954286278926757255872939585724207007448677981931997333660*x+38787686729763852068806047461228573478724762833511940549246205584587855561116404800042914962220
"(3, -3)",20353308695668850272852822623969448493146949509456445961276635404854060844995800135245620*x+45511381810553128665464418399089996556134709513132949671551557175210114054497141902543180
"(3, -1)",89627905061164147262051954809552767075045975240397740464193225518314995643191359914*x+200414185655329806678681520269044141070199549838126825862645467812576240705003636122
"(3, 1)",-89627905061164147262051954809552767075045975240397740464193225518314995643191359914*x+200414185655329806678681520269044141070199549838126825862645467812576240705003636122
"(3, 3)",-20353308695668850272852822623969448493146949509456445961276635404854060844995800135245620*x+45511381810553128665464418399089996556134709513132949671551557175210114054497141902543180
"(3, 5)",-17346380843543697711661042642013964286954286278926757255872939585724207007448677981931997333660*x+38787686729763852068806047461228573478724762833511940549246205584587855561116404800042914962220
"(4, -8)",-133202335841766597548931425552524074908397876639741838967385705427824675334873310068241673792034422402020*x-297849477703946782878761571578844606751200448553233234587927722762062763892890754734818135887485941569560
"(4, -6)",-99529176244006226603597151988197987894423230476423217119851663187324605739091564920346066278522760628*x-222554003826155118275756076575092147839656523843897545743493186250522193965605456087357616860795554768
"(4, -4)",31183175743105881938518839850451483808925193157731041204388606837409036467012683195741050509993504*x+69727700715907271060785427380652031776143377601715485271219496120282463669587161490807216805375456
"(4, -2)",1438672829054624276987391008831619686063436280920794602685428694014171129307316362774087815180*x+3216970243154959714211534083425757244738904517685360861196483519166428002514055876678970752960
"(4, 0)",-52859435171163008550954672250916742209617150645945221817614243854091255367136004838385200
"(4, 2)",-1438672829054624276987391008831619686063436280920794602685428694014171129307316362774087815180*x+3216970243154959714211534083425757244738904517685360861196483519166428002514055876678970752960
"(4, 4)",-31183175743105881938518839850451483808925193157731041204388606837409036467012683195741050509993504*x+69727700715907271060785427380652031776143377601715485271219496120282463669587161490807216805375456
"(4, 6)",99529176244006226603597151988197987894423230476423217119851663187324605739091564920346066278522760628*x-222554003826155118275756076575092147839656523843897545743493186250522193965605456087357616860795554768
"(4, 8)",133202335841766597548931425552524074908397876639741838967385705427824675334873310068241673792034422402020*x-297849477703946782878761571578844606751200448553233234587927722762062763892890754734818135887485941569560
"(5, -11)",(1098017409456861104810207554237873374575111310709915982059741466502386951718028471786848953941387120691616448365*x+2455241568023761867127377723200392848355381110886476950888793403800538490622279282350853072849674520265946453117)/2
"(5, -9)",-410189841148597330062844693781875398939868750772973005644395943953294906836656026532611761570701683803357970*x-917212368488104044399011049887614398421949197997158060639608535940980286137487476263918921211781932619298398
