numerator,(-956722026041*x+2139295485799)/2
denominator,12000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-2046711111473984623691759*x-4576585175559979410668403)/2
"(1, 1)",1
"(2, -4)",(9366947731425726508977331996039353971111632790877*x+20945131869155367563654076961823581935611222570407)/2
"(2, -2)",5408792126573135755695222588502571423592605*x+12094426871183178186664098960978065280631785
"(2, 0)",-112027068830913501501903786486510*x-250500141225970483085960213095890
"(2, 2)",-5285349843708889190
"(2, 4)",(2046711111473984623691759*x-4576585175559979410668403)/2
"(3, -5)",512701422472996164663796552703317445953607337454256257020*x+1146435232810457759334864686086385581620248905899045259560
"(3, -3)",-1745928068265568318432022694746213104947550934674193940*x-3904013844466704107742288229228757777332048030620406980
"(3, -1)",1115440752714057860334921180965630152448935532772*x+2494201347942166414381434885559878840570141617532
"(3, 1)",-23823160036662818495891955724862103457836*x-53270205280834445397441757400291424555828
"(3, 3)",1706081584721743467850978975320
"(3, 5)",112027068830913501501903786486510*x-250500141225970483085960213095890
"(4, -8)",-24753797864160148880243500282967972370034857875720006275506617959815*x-55351174725551198030167551336417598917372595621386382809473268100165
"(4, -6)",109028721058783991835045170794470344601033730054973120143223488680*x+243795631787303850100424103963616096545763087812480223978727485152
"(4, -4)",-5948881582458757265115636015305150489757828475246942027420992*x-13302103608474301763812359823824233919840840981604177267404864
"(4, -2)",6230832292790197554281657934151827491169412027825312957980*x+13932564563079754510623022880949524099137391601109350936140
"(4, 0)",17897378946077268678579290007047008296737263700282700*x+40019755942502315849776133460656119853679659278965300
"(4, 2)",-2411006967855337615175528812981650310300282160*x-5391175474356273879301672975325519665486175160
"(4, 4)",5813113095550194776442622575891643776
"(4, 6)",23823160036662818495891955724862103457836*x-53270205280834445397441757400291424555828
"(4, 8)",-5408792126573135755695222588502571423592605*x+12094426871183178186664098960978065280631785
"(5, -11)",-21434317063944079712497837388986751025531546156221224112044205275133433836*x-47928590006262668781978363177579024329370881859624745685956491670093540809
"(5, -9)",-5104909613086622073041358776373364944725904091801092812612750943534860952*x-11414924913853836970349972418896829086385250534628905509618219092278685568
"(5, -7)",11034178747264784767502015599263660914216206826035790351173790409548460*x+24673173754767530404628670374378209651836644062558964658622302184533340
"(5, -5)",(-80867819937744878881582267441343760379068220082312593373854384688875*x-180825942573010360438806917824648648548452333453931586768924426773375)/2
"(5, -3)",-104407609040198572142368410022729472422444156101993022490961738660*x-233462511182105580113682827173338404285734440783373035570920482590
"(5, -1)",14166483118598480637171548982426855965412610020067636123594128*x+31677219255289417970663874989549439817303341511297633558059232
"(5, 1)",-89364418024610498548027609377146650084375159427933165752*x-199824913472736549069395270436388573322040665972556445368
"(5, 3)",420952896588454415410742848261223723738153040207915*x+941279292199248150591267492871119892412151228044535
"(5, 5)",39511106127481819349004669616126875442941125
"(5, 7)",2411006967855337615175528812981650310300282160*x-5391175474356273879301672975325519665486175160
"(5, 9)",-1115440752714057860334921180965630152448935532772*x+2494201347942166414381434885559878840570141617532
"(5, 11)",(-9366947731425726508977331996039353971111632790877*x+20945131869155367563654076961823581935611222570407)/2
"(6, -12)",7990388514818271699822450538922236137949194539666560172208901052135810652077820*x+17867051885767241172470710327046515947784535283788095570470350090963202707677620
"(6, -10)",-81908879165996515953611233319635232694614596068341720420427003711003357245400*x-183153821775984490469028785169043849666006736773352996386142413085170522381200
"(6, -8)",-1926526786240161117723055722523974815895882596822407517325205248055202748405*x-4307844854507206744280163196775245841497511785270683750944365244732080845015
"(6, -6)",-10411329508742549825435312982685365013547328762230554892326801453654482900*x-23280440517697832416373153656536653345461725922901717684888933307587559300
"(6, -4)",1218454739238270981757516897370801812923834581371970862316787980646520*x+2724547624443554239368549034622590202904503631524666411865229149906552
"(6, -2)",-7069551192743371560370050454895472776270815160097177103359787072680*x-15807997037388896769526313368056903381299227757285407244509213444080
"(6, 0)",-16592703513054282372772963037946587521878462633713552799665868600*x-37102412985688944527870012315733959405138818164321025454507795400
"(6, 2)",87551260968964732592648067636998883992994075637043581403340*x+195770571042429254440913947310866859515347396923230106591820
"(6, 4)",-11798032194704666852726061094116856904080430839413298704*x-26381201989281315978544232167668328551036113874614466528
"(6, 6)",10173716701273585048061480937038093885184858346200
"(6, 8)",-420952896588454415410742848261223723738153040207915*x+941279292199248150591267492871119892412151228044535
"(6, 10)",-17897378946077268678579290007047008296737263700282700*x+40019755942502315849776133460656119853679659278965300
"(6, 12)",1745928068265568318432022694746213104947550934674193940*x-3904013844466704107742288229228757777332048030620406980
"(7, -15)",-2346421729578428325437470464424022493862756294008622814486925090969803299374452550*x-5246758491219994692374353109792448939234174590349702289705309165978259248012586790
"(7, -13)",-28515934702584015307537002553088312097317063684955063896370825600391168159152988100*x-63763568436923106129089583196099098149480816322961337983072922390233398705682609260
"(7, -11)",408983870753977426958574863242372911637957749546805067588290097984413614231728184*x+914515736706881694403304857112235847437778260412690848606074059615626885075248072
"(7, -9)",53994699244283201676175835102710283943651868013887918887203620031092839714296232*x+120735817934873761930134448979870808961239351556529244465751470554082892600808232
"(7, -7)",-34245313168876068509342914333122074515463383622559336570486335108133946666100*x-76574848156375624547509463420268757655148444588912125992737173782310325473700
"(7, -5)",2684813774477869133772827425918645814981771791193112939852311129501589100320*x+6003426106660305326487610474903503474495254328892390613685261086739683982720
"(7, -3)",-1102054386890020758510221108573164418281558807825011832178233186984644900*x-2464268523987939466420117145024592946112706632736069636034184501337775980
"(7, -1)",6300902532124575996574708856674674559429347943714450279885010102768044*x+14089246381431104324277903635436371485232276499505878600546057559198872
"(7, 1)",4008199896237862578777499497045464441718609913765329647827700208942*x+8962607435395464296612852071926932833859843678534097775686966552782
"(7, 3)",-83465501067638742230963707787447737403452776133520966245472940*x-186634534163320423043724945799853808099253916563656586539267780
"(7, 5)",-1152857570750538647669813736785106000203679379848070607760*x-2577870520113027943873866103185113793806772595009630340880
"(7, 7)",33463748720466507827591467655024357391167017062075800
"(7, 9)",11798032194704666852726061094116856904080430839413298704*x-26381201989281315978544232167668328551036113874614466528
"(7, 11)",89364418024610498548027609377146650084375159427933165752*x-199824913472736549069395270436388573322040665972556445368
"(7, 13)",-6230832292790197554281657934151827491169412027825312957980*x+13932564563079754510623022880949524099137391601109350936140
"(7, 15)",-512701422472996164663796552703317445953607337454256257020*x+1146435232810457759334864686086385581620248905899045259560
"(8, -16)",27225563261442539751133135987354473002470082740761817682034939498153492713728993315776*x+60878210178306397960063473911556254089966002393394363138487466784878722249339561668416
"(8, -14)",-64834116630398512129600522034870777272485140300613815163359748383764970224251099103336*x-144973492046720681189109631221374388148759742198861296676689956920177640977548028401128
"(8, -12)",-400685803052147040871580077836735703756062420900623343416542957578233249529923738700*x-895960693243693495051148903189783329162413729381174600417308387512295002853278819380
"(8, -10)",5276153552642779779112844963576206654834786477927556353751224187411505661627707600*x+11797838003436270766620884100740646037570330645669042094790480734165216489851231920
"(8, -8)",288532314280473569830907575428361198725501238966352465606079985144013166524104960*x+645177868436472223652239904045561578521624920598905150833391646382758335416024320
"(8, -6)",-29768087814036626233251402195624760954627557319820549462958273274909137617069808*x-66563467912369014596550580699950524308966721102320787971782460884008265215800368
"(8, -4)",-3771150065177711992731875499290644126604505640654111431474496966300307795700*x-8432547899090126547265207721442669099558993326514397348457310859168500345100
"(8, -2)",1624319056731809800225101357805476893250533363393512482803897542628746995200*x+3632087828000664099773743098988025360108440705845594791222827337551382246160
"(8, 0)",337527396486725887067272099301826227487276035714698912783940042904330240*x+754734202812842776667924778420679939634862965296106084644481464190607360
"(8, 2)",-2634845331190285857599852442654035355195132832660638217598109534364920*x-5891693270739426049402981742223619161898996519935754711318550908649240
"(8, 4)",-638372557750156129125954207441637900274016630073622687570521618100*x-1427444434099755628839815448180181292650291561284082051590281153100
"(8, 6)",110934067056224109614699090052411797998984131811641921259945344*x+248056144046942038131210484584512563803442391521026707303405472
"(8, 8)",-281947278893385782168951280981149785208926614218044218880
"(8, 10)",1152857570750538647669813736785106000203679379848070607760*x-2577870520113027943873866103185113793806772595009630340880
"(8, 12)",-87551260968964732592648067636998883992994075637043581403340*x+195770571042429254440913947310866859515347396923230106591820
"(8, 14)",-14166483118598480637171548982426855965412610020067636123594128*x+31677219255289417970663874989549439817303341511297633558059232
"(8, 16)",5948881582458757265115636015305150489757828475246942027420992*x-13302103608474301763812359823824233919840840981604177267404864
"(9, -19)",-498979228507894959524016333420403759637588690771238008799581695839768030156534226200720204*x-1115751474304054087801808602556037352648706232316559244528931441109679268676853816153496428
"(9, -17)",477830315749034875702558676514766860987391823899509505948508701321487516183165442645767895*x+1068461067725030322657976569665008454863691376477309125944382001924210435449961283996559235
"(9, -15)",75937920920306220012132226834900627246936291973749339529663128775318152414167791903977200*x+169802353247808098045749107540781269189073998044391746801884190850488282806387542476541600
"(9, -13)",381986974856839999994487345280056934908456620474121440677690240882575988280351264869920*x+854148842299397237596312048340097235506464426191996904985821471738568400873517339731320
"(9, -11)",-507699236522179759070026527823655890655886540945776146816493110472656020370415904835440*x-1135250004988337856782651097669786483010016676178936404659887581356449217434784431900848
"(9, -9)",(-12192171689320161455453942642022280242379248166518779699416099362787016345793062838009*x-27262524690668327718184118700633771209453827766541421569927082378379573247621608029653)/2
"(9, -7)",-82927312380763747789261349710627241337608096407250755355645300810629358793314476440*x-185431107674747663512882470972009081112672214765386445871451547110316382289122901770
"(9, -5)",-787830942559893079369568347022649590052379722408037352799417213926158248562338000*x-1761643542341653106925973230128041284756792677677319463896477264517950216826382800
"(9, -3)",-12301763303800604721891326379441757324800856849656842037258266103210802974318960*x-27507578990410549158760203292575226438423348309855143030452347699637119284329760
"(9, -1)",36688631248509013425550791567080489408291762244652000270550440415464571079705*x+82038273473089133790097640893032094128489740557652199703903670167507947766077
"(9, 1)",-164744319970288716648546483441749498832071682472116173718425397447623299164*x-368379498360541704405363771055063237781764184264300370593185631638277954778
"(9, 3)",53479388315136043991678707781514365927644153805671158959193615917313480*x+119583547667752151639432193597003311504365190001807450043365462758660040
"(9, 5)",129477017468573292457873714570577607201914031602288749339446866565600*x+289519412584427473047821433471753505566542229336637263788255439979200
"(9, 7)",-26640000627471933546319471357718258049953468356202398512140205945*x-59568771288962410620134461891854854481724673164927475942263258245
"(9, 9)",5956957785087557997500665486997450680514035303507164936953751
"(9, 11)",-110934067056224109614699090052411797998984131811641921259945344*x+248056144046942038131210484584512563803442391521026707303405472
"(9, 13)",83465501067638742230963707787447737403452776133520966245472940*x-186634534163320423043724945799853808099253916563656586539267780
"(9, 15)",16592703513054282372772963037946587521878462633713552799665868600*x-37102412985688944527870012315733959405138818164321025454507795400
"(9, 17)",104407609040198572142368410022729472422444156101993022490961738660*x-233462511182105580113682827173338404285734440783373035570920482590
"(9, 19)",-109028721058783991835045170794470344601033730054973120143223488680*x+243795631787303850100424103963616096545763087812480223978727485152
"(10, -22)",113287864343923618330892426854408679285303779323551827407991931781581752250836554801920632840*x+253319365698787824810971981250109205829813391443377215301240150226633395465416600355323954710
"(10, -20)",(370098465906936949772396893171417424096948117191197586250679102556591184540978648352948116625*x+827565328136299375461243060859768537426377312445549147995017775804537441606644876086468287875)/2
