numerator,(139583862445*x-312119004989)/2
"(6, 8)",-259726818552155607589551082697240768322831857025*x+580766821721394890233437208548507470443859587755
"(6, 10)",-3297596492865277892416087450309652151389105988000*x+7373649920411661620486605987807666081483399197600
"(6, 12)",383498968343238418095419259338497435576162794480900*x-857529762516521004140802768662965238001835500659340
"(7, -15)",-34574461756556580855401708163430558866961387662512973540310129894035087949500*x-77310846773127299984195026009206656300371059759589936571440706765682000022980
"(7, -13)",7980194223336172484076085727042122325601303709947287879601320257268714965000*x+17844256757030820245558504824916203670898492821121302667977189315675558038620
"(7, -11)",575625968417974063211205163788335947514226373718879865929937529983283176780*x+1287138794996737081964005501626927226737466002550308785843093831897377251332
"(7, -9)",-341303450153388618772266400539462802180669687733144545699161240512342490960*x-763177715498187976208491589955303500239080274805721980204202234624509996808
"(7, -7)",1636377822775299204116846477062196680006905868064096690342070573582269500*x+3659052048598672592174838356294111011832351541568899992926401901057595700
"(7, -5)",8538067554354862044104022990690428339654618513696886061290230792422800*x+19091699448022852101985799868590178348348445039830852524315635518396240
"(7, -3)",306748935245930230623253323470107345277469067889315043989665030316250*x+685911471235581165493282250584731388438154042454309934801660639694910
"(7, -1)",-511746340629526889707971856697807704718106692076819471154696581320*x-1144299604884384646958143573713136180325897511107880781991198069088
"(7, 1)",62034160653232822141312187773769199684339148139139176040947940*x+138712600147771349458894394898186710146547603613243250701412412
"(7, 3)",-135203267570492858177432480886593530211941440024589180073400*x-302323697067728952112912851679145816040259515318783866921340
"(7, 5)",12352013697429122658563382102160380498309201004071639600*x+27619941894506889445853824554080623157887743243648816240
"(7, 7)",-75120445591505488677594033215215761579024655391800
"(7, 9)",-3503484921190166361181418129381328711249977847409620*x+7834030381555477124911735932891980937488288643286692
"(7, 11)",5908808984851749985193804285544100703786197771269040*x-13212498556190038002804994897601745981010325146692168
"(7, 13)",81916810419976929355704243021708379050568659707539950*x-183171556599031510621689603803874592228143045761962630
"(7, 15)",-354907355613276767671604377208134206806946822895567800*x+793596972865978415743885634122591502746867965753269520
"(8, -16)",-651993850564144428763904994986740251387578960675728306454895635047932442920838080*x-1457902570773266550196027541137763602732071901375215836930801573912225184708851904
"(8, -14)",170141385538006122657992110038076871386559094022992223311181617464482586570693180*x+380447703848981318730146531787789001941473892499277100290606370798101377490356332
"(8, -12)",11430229315817168156318914654775943411069953187360687013774844152268294118276000*x+25558769748578100140808354586960704182005664590585514808167549195070715513856160
"(8, -10)",-1203311837338620608077202283671699221932382726143677416289629346733506863248000*x-2690687066419325304942733732151412787963060862996166699089397678646964216393760
"(8, -8)",-4571083685016902038913515744010324605399542657233927768787997292929237414400*x-10221253850538029880156044734033229929821323984906376796596006552887194621440
"(8, -6)",-208543182950722587469252564946339062087363441861088285362767242781197855160*x-466316733321990880945721536830057547019297202398919528654695401389659476728
"(8, -4)",3164106612622629390538125479243372120463434461040268971581095542729484000*x+7075157473880793449050251998505290979412545735626873781315172013255621600
"(8, -2)",-23271566317041659312293711181806113684093903633518671086413653784963500*x-52036804227799572827724012693664439305162991312612359889754152351048220
"(8, 0)",107991560548047464579066843662903054477309252743401780876943592569600*x+241476470381718574682349734875085269350218154756791322449511416113920
"(8, 2)",162220683157668554366297694374477608821590140540152845967030456300*x+362736474897002123453338834332631921733996928877383814043496946780
"(8, 4)",-22696683723362894391543558286585401765191267460475785247268000*x-50751327669397716756457726427914527658025297171290047163178400
"(8, 6)",-10357810459403094914090004758966394952243068205687443132120*x-23160758711787470323466405437472339512909144931815821400728
"(8, 8)",209842640541384561966507527648439209875149542940738560
"(8, 10)",-12352013697429122658563382102160380498309201004071639600*x+27619941894506889445853824554080623157887743243648816240
"(8, 12)",117331471104123007535496807177869935137789661952173485600*x-262361145288871406277213628904435784657662437525305903840
"(8, 14)",1746503811016571226450772595429383646169665223922268515140*x-3905301244395499345291624923314553138247638854064096594668
"(8, 16)",-6692726412030319934127842970458965276483409730787761840960*x+14965391212108061659386310852813501020725063999369426076096
"(9, -19)",-888639257715080317461603399478711978651410929843797910734890729909966796653628108680*x-1987057787725874032689578720386322086823757765795979782828729484294194294148991144388
"(9, -17)",-299170601841265097503571499708644252879023010848106666969732797320136394781495870675*x-668965802586592505964314529697018947876419270924786654795411976013648256630920859745
"(9, -15)",109425966709612692506388739083440040281985293452722053733995055168836318796315978000*x+244683900066322970467361399496436836285524372880786489474925020830957661497609215200
"(9, -13)",13171268867899251001599622744043551191741691831406744959263097780807202399905344450*x+29451852538549422895773059414478203178644767240834524714376985908621113199024229910
"(9, -11)",1009039801324950830268154299171521069953749297314050878984187881010467562614195600*x+2256281587765472418631152241350992549031508877163120489279287884318219621907686272
"(9, -9)",(-28945074058511236840865942789480694556992271510656958793189577425704149016727055*x-64723153208596850770767359038971757671568416245744344071200952747497671202050893)/2
"(9, -7)",-699091959267787121798745717266002192849722870783334474091133880841104109573400*x-1563217143446286108791715667095049976526281456109650888212298238759720352931610
"(9, -5)",-24539639241128776891750116049692714910711311202931372270296229069196315540000*x-54872301486485298187134426301965889174358220277739581574297109025434636489600
"(9, -3)",-37448537435232304154542731866010794256943402504609066145477290471820883600*x-83737475363125060031619390237513201058488541893004538740872641638161556080
"(9, -1)",70372517895647417656436583469595892919628967859489973063706392648830875*x+157357733762488077658917118982935832641975965828578674822666741042135977
"(9, 1)",-2675792323810101423654245667122783347592417121377460606941656414177980*x-5983253529711515855729647529375083719451622977282882912928278899647898
"(9, 3)",1220316392276843657799826938732374014168084692517780445362448872800*x+2728710407188323500193739743571081154150802350367955736664407353920
"(9, 5)",3472512588850738647128132425783660340700090021323393385572394000*x+7764774202520559888828136787552930726300405739266199652686860400
"(9, 7)",-3233405372857831613587049941446783031866625815784003388764575*x-7230082119629483102853831506872855911398037160525877584273485
"(9, 9)",664384114319870492187268200292676147259261004126497593991
"(9, 11)",10357810459403094914090004758966394952243068205687443132120*x-23160758711787470323466405437472339512909144931815821400728
"(9, 13)",135203267570492858177432480886593530211941440024589180073400*x-302323697067728952112912851679145816040259515318783866921340
"(9, 15)",1123259148726165129806835256093674313231490098931478350049000*x-2511683812900251537705737871215723153811604692913096976509800
"(9, 17)",-3070990603536458729979319875652284877861508995031135990379900*x+6866943747770627779505758771646895595187243870720156642972130
"(9, 19)",-9121894977584021787568214708704602288484214854027426481031450*x+20397177253491793067574665910620295930630200899755642278911362
"(10, -22)",67612663509104977242738478131184901684870313931769433180489041242832297811522425070400*x+151186511746178200112432458123806314890638790837490900921454572522803466959028763685680
"(10, -20)",(1369728070089270716244246250867246967126876995730753270439535345069494129964992706113375*x+3062805075409205756190652715802611089895733205218807707205591710198148164106495759497075)/2
"(10, -18)",-119125759284088277462326546595178794646513344860111352825179486617759456253734833791200*x-266373295630498069941705996555206812792397022464520060502227244571681445820301136183840
"(10, -16)",-6043260814921949855051820313477681213625358847441050396699607704466802575735039777940*x-13513141987926255313292463859050714179147344614018475595623169387352271544617394337588
"(10, -14)",2211071737409315318342055945733546741761471819402239765681276937659046442004663448000*x+4944106707975793797218937897743359591615115802642740184895954837989010352646991321600
"(10, -12)",314992069131003945645378586046373575120132330694983777828515353278403528455630219325*x+704343678950237931320561561016327947100122482915239810892131479769647418356530220265
"(10, -10)",19033816224743314681851423672301467459814912286972561487853498395904935963951355000*x+42560906949764466237394376883003024933096667702103092629927724944259477292477073000
"(10, -8)",874212976860097455836791058336544479751568297653537744161931052332676172173329300*x+1954799643071628568397688296963665602204025428630435848109232797339343564818282260
"(10, -6)",-25742174654495650166642312834630831830048581784572829823008526606293847052648000*x-57561252416124436078905895417343868855380022045725135107205682933777429787797600
"(10, -4)",(-243430298166159196267537143147157909343054174683222559736081167338925871136295*x-544326694482574358675157060820691085104527258850371996686392926810065838979259)/2
"(10, -2)",3168589458813230019553486440159122165454841653153328129630707776448945364800*x+7085181422695652434324207004269239582495495400581181819630578352504247085760
"(10, 0)",9308054090143090142632048478382509948673585320578997017115138651823165000*x+20813441683804904743636241055555786324339327968123651633442776517917133000
"(10, 2)",-237637818501270642831125609900083067335711031917797460958146806461507200*x-531374316193598351554431945244013906077032446558614475967387839424714240
"(10, 4)",(2477602793119661690546776123498692092253446553648232154655473079824955*x+5540088266658922958144086393165482826403396757905695921130317856926991)/2
"(10, 6)",-2856788661819506259944245995300298962883097439920758017017724078000*x-6387973643997339843936349739241376975826359781044014711452198547600
"(10, 8)",-1797725072122156920779989663097492840325680084613515714735506700*x-4019875598214708614619430412388091121232916410759984349652617740
"(10, 10)",-873776664660825636883151260229479971455450856176266619302000
"(10, 12)",3233405372857831613587049941446783031866625815784003388764575*x-7230082119629483102853831506872855911398037160525877584273485
"(10, 14)",22696683723362894391543558286585401765191267460475785247268000*x-50751327669397716756457726427914527658025297171290047163178400
"(10, 16)",-62034160653232822141312187773769199684339148139139176040947940*x+138712600147771349458894394898186710146547603613243250701412412
"(10, 18)",-1222827661371241919820469044420003688135316714928129820995547200*x+2734325775593190631268025242031633440385191213639404430569916160
"(10, 20)",(14060278672956426667318823625869514070993430850596854777058576125*x-31439738895321103996525725672421118350595705207550247273350809175)/2
"(10, 22)",694044979816241957653510123926544935132615998502303149600411400*x-1551931754311586515749474684291477615726823883576444186665289320
"(11, -23)",-108924297911380193196799042759592542880695460181510773468955011546495493028424956466288950*x-243562134531284475664146694707605979574959635078273215666341483010748207405528662950950130
"(11, -21)",-128113786987725793755956043500641767277002431449821468789088104634034932118308262094743280*x-286471136559482890179024880320877005793101577690678627082809243021033442950878736557170808
"(11, -19)",49853444859093988368086808077299590718678090908632815867211489992462202287349537015250300*x+111475691617471582694167464511596067209430515621647876578658747564580321121039421877405412
"(11, -17)",-15803258842763408451055399668463742684182805128244067520870867604925301631374862438088400*x-35337161038443641764076464159868487607459414373668905138799244498317875296155813087605720
"(11, -15)",-338286180357201649449934160595630552742721299117067771947372636669963895269016380002000*x-756430895127456977046722222553392280049194211738302081363628255292402981197674003339600
"(11, -13)",175132146562873623863304568596077535163113240706250236597014550596921975003505803653400*x+391607384760041569780823887514462730221107241766497961043279254875128862915094682299760
"(11, -11)",-4021014620690175126793823877358373063429888852382170209751706235115581189900776919560*x-8991262030383763916077175494715980132960038035801700937768901361936981582529666866456
"(11, -9)",160178134250972552751916399898685786405986555856392863735644495652422469527179404200*x+358169196694261987403184921880802927282051013525000242377160456543143452901208278932
"(11, -7)",13545731063692302156176431080607550905433480425283464827454559360958255169874128050*x+30289175463346521048797259108647805405565298541819210612025562357408470404140617990
"(11, -5)",-87803819461364792542272031032626566311823859383092880777132742784457529505354000*x-196335308999730645591184311762235732431639341119792852872691614803889913128014400
"(11, -3)",-10158920885175576505099051108011914248421818165347086958024459378690405078322500*x-22716037677294924630612280612918068730419413941507575802225986630184146631911900
"(11, -1)",-8742604319395513088318887841308198823980909801360652707206772866386040977280*x-19549057558551650372890528902298904485467395954548753590750257151461858829848
"(11, 1)",1680856048870920352938256651703368828469013008359166610244935820863408776300*x+3758508385667086542095895362365563100792585577376403096963591578195106259652
"(11, 3)",3485060185226075486184161184809259305334439140087670059581470012137141000*x+7792831479843513538343865569544052931429948687533436099107977371285925600
"(11, 5)",-27081987975886385130991356758705122181243052954567302982090255774915000*x-60557166079909861760686950087631114906654555446669568009241666304539400
"(11, 7)",125660319121685387352824803201692656205405415111820115533376190370600*x+280985015008567535398287600835897569557656085989190310698527087306740
"(11, 9)",-123015567462655433715909939355873389255890804021204880732662193630*x-275078524361294090519474400786120120924178688413255462502287291818
"(11, 11)",184590872494170985111170047380334635945301048387990622523622544
"(11, 13)",1797725072122156920779989663097492840325680084613515714735506700*x-4019875598214708614619430412388091121232916410759984349652617740
"(11, 15)",-3472512588850738647128132425783660340700090021323393385572394000*x+7764774202520559888828136787552930726300405739266199652686860400
"(11, 17)",-162220683157668554366297694374477608821590140540152845967030456300*x+362736474897002123453338834332631921733996928877383814043496946780
"(11, 19)",511746340629526889707971856697807704718106692076819471154696581320*x-1144299604884384646958143573713136180325897511107880781991198069088
"(11, 21)",-1315089897206972278087405474519922368615989033104427646523170692300*x+2940630406678000832633830270485833491861261939280587206683277853692
"(11, 23)",-1118109511174956604946794078025370563416429042494533049232726668600*x+2500168873276263721828507161816111716774103880572190630505667683620
"(12, -26)",19042890178326726079002176344928548753344132289715523918293788113924033802645665410424820530*x+42581196926801651929486688091414137572898788551642640518867916123299417233618300613834694362
"(12, -24)",-41905842657452743291697645557539617283142927282674091414070556739780340522572173280044084000*x-93704312836474768044905581283059808083625357475107591201990567763444539121059003387637079200
"(12, -22)",-29882951600702515257636293635441122396485124432148163502221131730547110624665837516871472150*x-66820311147506976379279561337206822829550680592049891334192899266126202703314676866745452590
"(12, -20)",-10520351356898321886790682316923154698592506910589639476235959314514121074685348562837491200*x-23524220781206798826872914590605439327395421113533215160186005164380322884576638168506926080
"(12, -18)",-118881115785182351087923934140076566387170098705538738377579211383429431404806306624238000*x-265826256136691023140337931385971712201336577253917514830033019175107015126992480451776080
"(12, -16)",278303418521235950039183785733614476661422003011682901811453270107979411298743430428946000*x+622305362184057583396154474287709561863613790658591309573930853320873995049227883173152400
"(12, -14)",11984124346330200453562728603616620191971453774846841844828575375229136062512100739920690*x+26797316689204560570984650716913964837767150986531277108489645509007259193318261954634682
"(12, -12)",1285539341124610403618992372947911434031472740393406626144851532368606752972891682233600*x+2874553354504919807156191934405583798380041066203286586377324631530021646785110536943360
"(12, -10)",34575849965536160770408659052589928804059494012864365696815246292053586451940957942400*x+77313950902772616291598907359357770104152781315992683973187249149692357106545718280640
"(12, -8)",-4166716535082074690101920334299338902367397635181168493311696322589309306207730876000*x-9317061415415906273350857061370023388398604115922557180882774983030622732222539689440
"(12, -6)",-206712499715597250330307584483838430382178596537301766635222553711813547497314632000*x-462223201162981396369693210306797406039430106631967233389421079829806545263823096800
"(12, -4)",3272885376469153984024357987938238828273529267302723502742619138958407884815715840*x+7318394184350018940646379024704582905990291394425534814789542870121421858740426752
"(12, -2)",450429018896802200745163635750415835418506738297714873733119881079514093738895050*x+1007189905291787051397700667057400087045404164128698996085711843672138264949192530
"(12, 0)",3450932942823952918803991981828177760766513409752151856236209528358989409680000*x+7716520645947753798115528893504427139607243208941618612695032108332404961936000
"(12, 2)",-45383786581034205565768311633612661814588495875171143355137980412876146882250*x-101481231871535251545161142684608656991909463513645590211317248912190313989970
"(12, 4)",-265412096576698812785902156590067640813477884580891749434523687609452568320*x-593479489996237921062711231754998662272304974515077792173463377298846677248
"(12, 6)",1486614222407240171065396670971843875288803545307771278391443130941914000*x+3324170457630069526202535853304375374442902619396550480839199792465553200
"(12, 8)",-5949283502694012710641421120162292294206636045195601040155190851818400*x-13303002138162322248467953117864044000235009446818966068087991263249440
"(12, 10)",-24746430589669101635797645592095913690235066456341502290845364436000*x-55336288256653920602270439205680905925615639619345855047157291179360
"(12, 12)",-59014664453779848267483414554603682757540608442828038696318896640
"(12, 14)",123015567462655433715909939355873389255890804021204880732662193630*x-275078524361294090519474400786120120924178688413255462502287291818
"(12, 16)",2856788661819506259944245995300298962883097439920758017017724078000*x-6387973643997339843936349739241376975826359781044014711452198547600
"(12, 18)",-1220316392276843657799826938732374014168084692517780445362448872800*x+2728710407188323500193739743571081154150802350367955736664407353920
"(12, 20)",-107991560548047464579066843662903054477309252743401780876943592569600*x+241476470381718574682349734875085269350218154756791322449511416113920
"(12, 22)",-306748935245930230623253323470107345277469067889315043989665030316250*x+685911471235581165493282250584731388438154042454309934801660639694910
"(12, 24)",-430164087788935666308372357203338140476621959476094536609636519708000*x+961876141775247357187470521719250147223422940283457815300130972320800
"(12, 26)",195475546199712786281785309355159654261334808178812539972125547280590*x-437096609241458471892716883766984035571086369040371498544709617554138
"(13, -29)",(40278817102283407038585813270091176624224846310456696876645445975772848265708967220435913205*x+90066173093986797828708996695308970375925957209199059754067520720129588473651481121543586127)/2
"(13, -27)",2464890612017333057797457525032937931213374742845326695025187493949830237710583302654458846500*x+5511662965571816750146350094171583078589579283133064514564826967889091736930073176581864529630
"(13, -25)",-831763798253314136812864808433211301850258616995718940710175370722854689155859190696488364800*x-1859880394117831251661808888047117084516224317354088439619372468721338585132242632178505153760
"(13, -23)",2267075807018375841335362922830956446095723745582856447910783596256315227008375999681095966800*x+5069335614638283198686734402819796810664405875235780245548130993585359753327815139765917784280
"(13, -21)",260671067828945119369144646339484873053643467859252652686070579862324471267559882549874922415*x+582878227432979808964670383926569738118408849339540685948861275794796720038781210350831775477
"(13, -19)",-120681892983918004794907687528591298269467567736816695343043695014293474780496248777814777880*x-269852916365395593172142298160843724899490679370707942107512641667045058274828983573465515317
"(13, -17)",-12241611294514963393038421387258348749133977271567663835592786881309818723895153794975455750*x-27373075008664656582945223820897025880889755267159154556945406853841158207884520495317947010
"(13, -15)",2410789113623172637299304530803108018546402520961770334854796697847446481051389284823570400*x+5390688337477878338611876962809792710057609646410120167812037967258861310298835050887180640
"(13, -13)",103429288529442567857809189470018920898880071575979843577865675235256550379962076938605075*x+231274920016272840361443547431206458873139920472530403273677964028979791343691888187273945
"(13, -11)",23385221836424347412001669469767979779649692677145676786723246481037468059747715660769740*x+52290945695157308353187461904833953565605134922906908404651575623392608497495547118444982
"(13, -9)",1661880815215500162978584486602191587696436645577905095576313613702541087875288222399680*x+3716078473324625176579478578379013700785616503073790794467055325486682791618632118030592
"(13, -7)",-150763646357583630889818972093850085037165814310012703742402916646780215986822395194000*x-337117761791295565174708963294550863120765860700295318204139814313733656131665843397200
"(13, -5)",-339666185345380303956560663283716659901269548209681130053626315700372300679980903400*x-759516680090313242218021434548195919458563186220153730433763532567251815118887667160
"(13, -3)",63564437443762879230446861482788136936415068759597080350880885446172753248749658400*x+142134403075786763520958790878093594006354149854071520802377643399081982617776395440
"(13, -1)",-670478267689781537512767391133147973748464244763612647190951158120148859155315510*x-1499234983990652396015752336777686503486597541491449483170533277474961824920497938
"(13, 1)",94872752111176019961955687185296696826940203915598686469368182074875260917409880*x+212141922933076266022420103009386413964746922186323912089683488340498261120761812
"(13, 3)",1309129565501478136378024705214620185339326800155542471239182671731972433871000*x+2927302699816068672104773549507345847393227377021877924325651105820816994210440
"(13, 5)",22512357299873727424276827757372374290117058206826548775702878670341266006800*x+50339161256281287850310501294072636513117123759333238734459616519161197587840
"(13, 7)",221210195934828131042561564942075720185479327347437378960122715868110722000*x+494641035433244377002782019779848593080947719532296614773726345841054502800
"(13, 9)",-158579236719342335491993426456460501527644045492255193520184784733873760*x-354594029415679960724352915965192835914674769074626658931925606458805408
"(13, 11)",1089333677966088963509989368100404778505725242572723396580796570919455*x+2434750619467315106682075476358350698992956387098780052710752375000357
"(13, 13)",-4748080873136479010884557558306369805844653877532926326932760665430
"(13, 15)",24746430589669101635797645592095913690235066456341502290845364436000*x-55336288256653920602270439205680905925615639619345855047157291179360
"(13, 17)",-125660319121685387352824803201692656205405415111820115533376190370600*x+280985015008567535398287600835897569557656085989190310698527087306740
"(13, 19)",(-2477602793119661690546776123498692092253446553648232154655473079824955*x+5540088266658922958144086393165482826403396757905695921130317856926991)/2
"(13, 21)",2675792323810101423654245667122783347592417121377460606941656414177980*x-5983253529711515855729647529375083719451622977282882912928278899647898
"(13, 23)",23271566317041659312293711181806113684093903633518671086413653784963500*x-52036804227799572827724012693664439305162991312612359889754152351048220
"(13, 25)",-8538067554354862044104022990690428339654618513696886061290230792422800*x+19091699448022852101985799868590178348348445039830852524315635518396240
"(13, 27)",25302138183573241659615586025321117633177074623311927693220952230284175*x-56577300954562821070419777391421444493851461452642159586082278004215995
"(13, 29)",206731323334214016173470059862446359251124375209268342788743693376220*x-462265292053791015357530021379299056055642142037506209175851598810249
"(14, -30)",31295245842466696423237983203677014370416319269326250288865788314337521999332108095378749940000*x+69978297076323207979639777542509757355882063555117920331093940919523162793334069995212770597600
"(14, -28)",-159413101920802832649274960290290361662570998223797275392721093619628231818972445118687474148500*x-356458532399017430030576518535552662361770076372781805828445181589160660538690228091019801879300
"(14, -26)",-308241802660729168296095711671340302163214849298106374465129522982477570478779039759285733800000*x-689249624256465965669165526407380330461262171839030953238177180751960194799219374224256102278400
"(14, -24)",-6855569179430767023465558322522728036677345173840323640104347908066812990474485708371949125605*x-15329518709659648068618733423512338194359902191762212811606521237615118743442262311147964607273
"(14, -22)",23150265943308488129083213651232539136229377439525775661230248652013232074149787781908318750400*x+51765568346436072125325398178152688924157535033365837617084500829715751024589512573242106365760
"(14, -20)",2638280505473834674732981194919601738440892426230048419548042693181076540740107444095159191000*x+5899374553952000340435639357308906937469152335459699721506480642592304029242444495105052360600
"(14, -18)",579568921891102033145581112259606844241170765245852972909470162508165013602632821855818787200*x+1295955506994770113076572476483373577700617475057457172882850618882875991768508227832560970560
"(14, -16)",-106097620706277174499862908184021950458789083949772111467958661993888224766508540644607273225*x-237241492150225010427710366923454992183024915762151261795533017189517819498699072295503218893
"(14, -14)",7550103433978476005368719840454595470681632031898282087225921378459701362484219619700340000*x+16882544515530467805993836627373176988004182508081988307028908632185672672410972262744284000
"(14, -12)",891571035909342770488872849152715562930581898806160090294615832401620463701365132841078600*x+1993613443063196461570972111335140593157179198127424174955310239797375989346072184515670440
"(14, -10)",230304851151608503239599164512577570895653295742759770560134149292088849831637646540864000*x+514977302722967337773590794699977941526307097758142654574826439917864829103153503941331200
"(14, -8)",10592347564440252857237750096923953417099112980507808658021788712839526355628617121561475*x+23685209195392739517344129766361101914961105067274452254175772735464702339944605867630655
"(14, -6)",862013809766180518443781452452924200443908898998492331250386349472822079747308538300000*x+1927521476180751735176952126049712157724094676255793864679458617691229707819812760624800
"(14, -4)",27147173216200719267214829138820040222623779449555272542726585501344964039104925510220*x+60702924708386403417878193634624360976951530554640792840518646281460396126244394936892
"(14, -2)",1319542451547558373803706566155230294971967914856448385931325170467267301724826942400*x+2950586620857063093458634808184925244746184021695598954042928786061834573881948060160
"(14, 0)",76652914764794174217758857485564023406930361221468655629852728114420761607597505000*x+171401128087577076963660833249524408639648101630944573196225158975469230898362001000
"(14, 2)",1817418630899791079192412174621041974393324841498979182747404542155693629432759200*x+4063871602266532633897630894177874880845323320315564592589851477140948260743480160
"(14, 4)",6895503453067604444085984281393487128292994866826117460607109036532094755443700*x+15418814460143693044687803292755450393140202022391530366377507942248849220773892
"(14, 6)",265558979266621918552983416887901311921273160231039119586346333061812521448000*x+593807929675584286596733990433002726311840233106171496651822715325657589324800
"(14, 8)",-5973757417272735121870004884433252841699316675704137312594001635045414898675*x-13357727666601670124833371664257014085050178679866539597817029526549384498095
"(14, 10)",-2124382427468602620237904039429265659375768799885949083699220135789552000*x-4750274090524900844298349895253016717294240184894825114329660267319068800
"(14, 12)",79197452258955440588375876797800769741167195011701414557976030358275800*x+177049957953515819406531891403553033000036603318419086584420026420600440
"(14, 14)",-346599132748268710928311481352651625465064769169329121056318514216000
"(14, 16)",-1089333677966088963509989368100404778505725242572723396580796570919455*x+2434750619467315106682075476358350698992956387098780052710752375000357
"(14, 18)",5949283502694012710641421120162292294206636045195601040155190851818400*x-13303002138162322248467953117864044000235009446818966068087991263249440
"(14, 20)",27081987975886385130991356758705122181243052954567302982090255774915000*x-60557166079909861760686950087631114906654555446669568009241666304539400
"(14, 22)",237637818501270642831125609900083067335711031917797460958146806461507200*x-531374316193598351554431945244013906077032446558614475967387839424714240
"(14, 24)",-70372517895647417656436583469595892919628967859489973063706392648830875*x+157357733762488077658917118982935832641975965828578674822666741042135977
"(14, 26)",-3164106612622629390538125479243372120463434461040268971581095542729484000*x+7075157473880793449050251998505290979412545735626873781315172013255621600
"(14, 28)",-1636377822775299204116846477062196680006905868064096690342070573582269500*x+3659052048598672592174838356294111011832351541568899992926401901057595700
"(14, 30)",321246156293697694908841230724865281985363034805123208209928928250536000*x-718328242983229941431016936192043512036010794755771707455228252964502400
