numerator,1
denominator,25200
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-9484044032464151350035003453264239843775020524999862555626606843972268454899744193981350697454080893893356559628872795801284827217561997569010110807072018016821665922674740571387178103816528485966475771542695*x-21206967158191064722010647096576791564613937717118095042436803315203762790191506077836338827438791784606502659446880332679760996987134461492287964368802246378293070825782081621670913730644492443655355591166039)/2
"(1, 1)",(9484044032464151350035003453264239843775020524999862555626606843972268454899744193981350697454080893893356559628872795801284827217561997569010110807072018016821665922674740571387178103816528485966475771542695*x-21206967158191064722010647096576791564613937717118095042436803315203762790191506077836338827438791784606502659446880332679760996987134461492287964368802246378293070825782081621670913730644492443655355591166039)/2
"(2, -4)",461959596654896436522494745411114578104340987850279091145044799845334185506766762619539340390631166711993984018865615453624250349681016811747544236888948168893273191333594972390924611960505180556922387768860586444399504268148379395*x+1032973060978732888524818750254526533807098077223052889046645109217633837085063265462921350343979090715720573375514998837689760442272328330028436053851445202440211128426458873556758245774131315841931598598471679523952054619956649418
"(2, -2)",-315818241616474903343175661278030241940712418377274678641163590243578094117271921175629426534238277118128763714006583774878036252484185978849525358680423142110697182631009224680653309732245182151691301193322950950848105829100*x-706191056788890950087807888654537906030402914129009798565505731617817339894716411151721054710029848931853693583299260238564207686090259394499153658279877850166762878445552190237687560588680601201678195844730751398831319515820
"(2, 0)",-5015382811918673224276036971667701905493104703203335734949301563967403964579046231444482220280967315251170566758431024849030785130692822718680028694173785229825107763646015049244777638619089875073464565699614634734780
"(2, 2)",315818241616474903343175661278030241940712418377274678641163590243578094117271921175629426534238277118128763714006583774878036252484185978849525358680423142110697182631009224680653309732245182151691301193322950950848105829100*x-706191056788890950087807888654537906030402914129009798565505731617817339894716411151721054710029848931853693583299260238564207686090259394499153658279877850166762878445552190237687560588680601201678195844730751398831319515820
"(2, 4)",-461959596654896436522494745411114578104340987850279091145044799845334185506766762619539340390631166711993984018865615453624250349681016811747544236888948168893273191333594972390924611960505180556922387768860586444399504268148379395*x+1032973060978732888524818750254526533807098077223052889046645109217633837085063265462921350343979090715720573375514998837689760442272328330028436053851445202440211128426458873556758245774131315841931598598471679523952054619956649418
"(3, -5)",109252030409683552830300246730273989397465463853357843197342705750821243360409923333618577255964909269401055789340784335079328916090371982294660860723121216248550226491825522722457729615689004646721549132418442506306520034691259122617395950*x+244294966675926622297963649433091499572841759869534027380873521877560640417776772191821818557365462043735321707410527055305986091743432387739652939262854040019876088552640326680557215704250800658798416581516197900067127185901806887353288970
