numerator,1
denominator,416
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-6008748635375115617902437381392728886745353613820183933103*x-13435970408407856072124415093971645694798720769312730262078
"(1, 1)",-6008748635375115617902437381392728886745353613820183933103*x+13435970408407856072124415093971645694798720769312730262078
"(2, -4)",-12460152049871736638974314559278929693772035857048656536803872459947888609980831*x-27861746993496552866005613132509067818615475573889277882812665974769500150353562
"(2, -2)",-17962437657595141485276063990802465142770929702739769303164880320390277600*x-40165231643984827969629469727757769478501825675838223805490182384634097600
"(2, 0)",317137261069522025220908726794502723218889536893601154387237520750*x
"(2, 2)",-17962437657595141485276063990802465142770929702739769303164880320390277600*x+40165231643984827969629469727757769478501825675838223805490182384634097600
"(2, 4)",-12460152049871736638974314559278929693772035857048656536803872459947888609980831*x+27861746993496552866005613132509067818615475573889277882812665974769500150353562
"(3, -5)",328818755234834587399199419833429510102579502164595855736001510047156629472168249046750*x+735261088981954961627817901600130521278898738743404872699786772372348602634513832255000
"(3, -3)",69126851371903410063676677999279087730721963732895746435613315607608252516757201950*x+154572338738100620841223545138019279926253435018018516010083131200067851587441160700
"(3, -1)",-199357975267881074565282249539516565601802036133753411260163446165690166104088*x-445777864461164328517611649905921706723518925069789423218689047408735008518436
"(3, 1)",-199357975267881074565282249539516565601802036133753411260163446165690166104088*x+445777864461164328517611649905921706723518925069789423218689047408735008518436
"(3, 3)",69126851371903410063676677999279087730721963732895746435613315607608252516757201950*x-154572338738100620841223545138019279926253435018018516010083131200067851587441160700
"(3, 5)",328818755234834587399199419833429510102579502164595855736001510047156629472168249046750*x-735261088981954961627817901600130521278898738743404872699786772372348602634513832255000
"(4, -8)",-37248139002240858248862933746525415085270009585374867381518349804561384804524760725892293855200*x-83289370844371750455015362364815844747531939813534125693356623298355943026754870941259422190400
"(4, -6)",-55686198253686580497194811004672991266787074210135066984102988937953692021847507369744616264*x-124518124703773272963801128201247122232695150605525706273391955977213229188079917364872188316
"(4, -4)",75102014097397326107323639194106074857034302826260348850652751776272475929931160593467648*x+167933208768927932779306178145418137623793999312996527418435157953687549773259102302581248
"(4, -2)",-27998070153927378877778887367229177993764582388647365724154435383687732707122796799800*x-62605588091621644119166782196919397096924720282082619097814613237720047241959900405900
"(4, 0)",846068505519039268433668563308346344498662933542623550864746476884603539573400000*x
"(4, 2)",-27998070153927378877778887367229177993764582388647365724154435383687732707122796799800*x+62605588091621644119166782196919397096924720282082619097814613237720047241959900405900
"(4, 4)",75102014097397326107323639194106074857034302826260348850652751776272475929931160593467648*x-167933208768927932779306178145418137623793999312996527418435157953687549773259102302581248
"(4, 6)",-55686198253686580497194811004672991266787074210135066984102988937953692021847507369744616264*x+124518124703773272963801128201247122232695150605525706273391955977213229188079917364872188316
"(4, 8)",-37248139002240858248862933746525415085270009585374867381518349804561384804524760725892293855200*x+83289370844371750455015362364815844747531939813534125693356623298355943026754870941259422190400
"(5, -11)",-25838223318561322948867182145979825153783100388729565441027476490606998584961557845402565093690598015*x-57776023758123321744853309805577526496341462418818971563326793566755081693255438752703172582854238358
"(5, -9)",-413402273971629690403306569448479697632088969731981939611880228497477924970508318442152827169425000*x-924395586653555954216400875551538617941805265553393686190818649353851295395400075447975185538969124
