numerator,1
denominator,2080
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-200459344379240870764637134858744357073107101487408999346723109298039430158702797757885994927621039881009409146719638838899*x-448240720757022969555651073478256629656788346379670658814545140476926396575397991311495937584195684785387467240076025557574
"(1, 1)",200459344379240870764637134858744357073107101487408999346723109298039430158702797757885994927621039881009409146719638838899*x-448240720757022969555651073478256629656788346379670658814545140476926396575397991311495937584195684785387467240076025557574
"(2, -4)",415686203959006538936553523203648521684679309242621951588778196497497743592292415254626555600982610944112369805719317669956576711162904925397923*x+929502609361180824127784691654201427080579729458565661615563420691490291475578024152973005516674769870804195945158270745140852315693912063178546
"(2, -2)",-288926880487440245237614791172528640288199140424393424546487710546543965595447408373935208031871239340816911602698420540889687710726742230*x-646060145296873960959501445621851986252487017654267433087685613928065312169564709247580323557082879842347169960485379519905818873321871980
"(2, 0)",-8044945774461904947436129936203545800226293355364377291221893117721974169385095772445358171952505842635811081631198600918222050620
"(2, 2)",288926880487440245237614791172528640288199140424393424546487710546543965595447408373935208031871239340816911602698420540889687710726742230*x-646060145296873960959501445621851986252487017654267433087685613928065312169564709247580323557082879842347169960485379519905818873321871980
"(2, 4)",-415686203959006538936553523203648521684679309242621951588778196497497743592292415254626555600982610944112369805719317669956576711162904925397923*x+929502609361180824127784691654201427080579729458565661615563420691490291475578024152973005516674769870804195945158270745140852315693912063178546
"(3, -5)",3730331510705035860555128572094140691983012615138072982419023934054842553163460686409134710951226316709171620138585675609263559169905708597522005144560*x+8341274836545944633664804491412453504192455520852823701407979180607937706030216744753849842757403383102225411372208030090604995130338181774331224337180
"(3, -3)",-2518550519157442583235474742136270858847724679778317853147167170109121596264297616924388421812715996459697899222608967848443905231753570422677573660*x-5631650165603427980944435499671639753165200397230695788610369749032633849397863952178004671383729777226641304405762450057848219044350656550253023160
"(3, -1)",8237059965313105094221314290844461569688862096476651368584673988982085298020813094647808777937675270640327786495860545468668948824186248803576*x+18418620006101515952092520670266852839831221982173938061113314754179572819519376193997575796567328839207582570108440632491181100342412567772692
"(3, 1)",-8237059965313105094221314290844461569688862096476651368584673988982085298020813094647808777937675270640327786495860545468668948824186248803576*x+18418620006101515952092520670266852839831221982173938061113314754179572819519376193997575796567328839207582570108440632491181100342412567772692
"(3, 3)",2518550519157442583235474742136270858847724679778317853147167170109121596264297616924388421812715996459697899222608967848443905231753570422677573660*x-5631650165603427980944435499671639753165200397230695788610369749032633849397863952178004671383729777226641304405762450057848219044350656550253023160
"(3, 5)",-3730331510705035860555128572094140691983012615138072982419023934054842553163460686409134710951226316709171620138585675609263559169905708597522005144560*x+8341274836545944633664804491412453504192455520852823701407979180607937706030216744753849842757403383102225411372208030090604995130338181774331224337180
"(4, -8)",599138536262613790621426253268191366550345860509499947560364078144587902110420049125333970378050654226955784558912987510064032291503552698952578816119924230710*x+1339714495022927226672882610541045054939905309051864922140250280896227670111490988841125929772224558072416121649163697018443847561674103150637539928063350140420
"(4, -6)",2787256021218788159382633309263213457492309530530774312423463399577975911093161194645484437367982047007962640968591563671072625486640609522168004989554820968*x+6232493934140806554601857888338686380061482097345314107009846455394956005884068959665866657062182520904307269100779048940502994519908677970089467984697812652
