numerator,1
denominator,1982232000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-1752135*x-3917893)/2
"(1, 1)",(1752135*x-3917893)/2
"(2, -4)",-200467133891640*x-448258138636259
"(2, -2)",-5876785266000*x-13140891458800
"(2, 0)",-22398526050
"(2, 2)",5876785266000*x-13140891458800
"(2, 4)",200467133891640*x-448258138636259
"(3, -5)",-1146067118286118875*x-2562683983265054175
"(3, -3)",-93299665401718875*x-208624395939660225
"(3, -1)",-1053614618138430*x-2371862667400518
"(3, 1)",1053614618138430*x-2371862667400518
"(3, 3)",93299665401718875*x-208624395939660225
"(3, 5)",1146067118286118875*x-2562683983265054175
"(4, -8)",-1344762017506230048000*x-3006979284703692608800
"(4, -6)",-814004712638584665840*x-1820169871465078175268
"(4, -4)",-78054146240888378880*x-174534378445812048384
"(4, -2)",-8259941157269838000*x-18473726956083960700
"(4, 0)",-522796804361976000
"(4, 2)",8259941157269838000*x-18473726956083960700
"(4, 4)",78054146240888378880*x-174534378445812048384
"(4, 6)",814004712638584665840*x-1820169871465078175268
"(4, 8)",1344762017506230048000*x-3006979284703692608800
"(5, -11)",(-91744235678428836004425*x-205146347520728413559893)/2
"(5, -9)",-241908557131839471426450*x-540923978085684613558518
"(5, -7)",-201446742809651915141250*x-450448610768460108379450
"(5, -5)",(-56990338199849917685625*x-127434271389376157402875)/2
"(5, -3)",-8398461062485860069375*x-18779212422407706042675
"(5, -1)",-61528735941828346800*x-196239046566563770768
"(5, 1)",61528735941828346800*x-196239046566563770768
"(5, 3)",8398461062485860069375*x-18779212422407706042675
"(5, 5)",(56990338199849917685625*x-127434271389376157402875)/2
"(5, 7)",201446742809651915141250*x-450448610768460108379450
"(5, 9)",241908557131839471426450*x-540923978085684613558518
"(5, 11)",(91744235678428836004425*x-205146347520728413559893)/2
"(6, -12)",-21349401177570894710766000*x-47738712311962579043038350
"(6, -10)",-26749984605541564045140000*x-59814783975063837073476000
"(6, -8)",16241438174344286746248000*x+36316959810029769421522950
"(6, -6)",-5811681750236015439060000*x-12995315570705130162108000
"(6, -4)",877569967007288883837360*x+1962299227929463748086482
"(6, -2)",-5849182453218583176000*x-14517953213737642497600
"(6, 0)",-87721464034853401504500
"(6, 2)",5849182453218583176000*x-14517953213737642497600
"(6, 4)",-877569967007288883837360*x+1962299227929463748086482
"(6, 6)",5811681750236015439060000*x-12995315570705130162108000
"(6, 8)",-16241438174344286746248000*x+36316959810029769421522950
"(6, 10)",26749984605541564045140000*x-59814783975063837073476000
"(6, 12)",21349401177570894710766000*x-47738712311962579043038350
"(7, -15)",-262250099959463460027847125*x-586409050615475138911904175
"(7, -13)",-1890291791008764575372567250*x-4226820942005423353692829450
"(7, -11)",-3001287331810338419050068720*x-6711082493936885119616242768
"(7, -9)",-351687240811897546492156005*x-786396577257590206814019393
"(7, -7)",384432563167582782246425625*x+859617351520476681011334875
"(7, -5)",-88938775347875253820588500*x-198874249810602865154612100
"(7, -3)",10080962032746955866225750*x+22467336868494783756091650
"(7, -1)",2755659271876551414849705*x+6058412177434005455558357
"(7, 1)",-2755659271876551414849705*x+6058412177434005455558357
"(7, 3)",-10080962032746955866225750*x+22467336868494783756091650
"(7, 5)",88938775347875253820588500*x-198874249810602865154612100
"(7, 7)",-384432563167582782246425625*x+859617351520476681011334875
"(7, 9)",351687240811897546492156005*x-786396577257590206814019393
"(7, 11)",3001287331810338419050068720*x-6711082493936885119616242768
"(7, 13)",1890291791008764575372567250*x-4226820942005423353692829450
"(7, 15)",262250099959463460027847125*x-586409050615475138911904175
"(8, -16)",-17860828058648243019307376640*x-39938025673573071955835280384
"(8, -14)",-17080669676584616316106912320*x-38193538498062550243741012768
"(8, -12)",-73618353785504482046273088000*x-164615643456017114385266697600
"(8, -10)",-56401324791117634477145268000*x-126117196255721365457139624600
"(8, -8)",-4646218572043350371807232000*x-10389260656215781385709977600
"(8, -6)",31552688068025001457957920*x+70526190125366484783824232
"(8, -4)",-322280509410829298245440000*x-721427399315326057196816000
"(8, -2)",-146852922334496616579744000*x-323926135423231916450714800
"(8, 0)",74893560216971764662835200
"(8, 2)",146852922334496616579744000*x-323926135423231916450714800
"(8, 4)",322280509410829298245440000*x-721427399315326057196816000
"(8, 6)",-31552688068025001457957920*x+70526190125366484783824232
"(8, 8)",4646218572043350371807232000*x-10389260656215781385709977600
"(8, 10)",56401324791117634477145268000*x-126117196255721365457139624600
"(8, 12)",73618353785504482046273088000*x-164615643456017114385266697600
"(8, 14)",17080669676584616316106912320*x-38193538498062550243741012768
"(8, 16)",17860828058648243019307376640*x-39938025673573071955835280384
"(9, -19)",-186265545752836333460374540110*x-416502422169439282736136226518
"(9, -17)",-1921771076250770007652286312625*x-4297210763689653418469238492675
"(9, -15)",-4488450948684806695919368098750*x-10036481434932648439525354035750
"(9, -13)",-3805782424886632160501687432250*x-8509988209620300176780450458350
"(9, -11)",-1420667598275168560426856165940*x-3176709323174023341263793239268
"(9, -9)",(-598057458606052692625215645885*x-1337297143582226028284055739143)/2
"(9, -7)",-132638422353463210217682079125*x-296589148970610081227181455025
"(9, -5)",-8653330759749963161124532500*x-19352943794588106669384301500
"(9, -3)",2999228277372969139508920500*x+6791214158720995354030563300
"(9, -1)",-1067321235943403055937231965*x-2466614790818985214281883143
"(9, 1)",1067321235943403055937231965*x-2466614790818985214281883143
"(9, 3)",-2999228277372969139508920500*x+6791214158720995354030563300
"(9, 5)",8653330759749963161124532500*x-19352943794588106669384301500
"(9, 7)",132638422353463210217682079125*x-296589148970610081227181455025
"(9, 9)",(598057458606052692625215645885*x-1337297143582226028284055739143)/2
"(9, 11)",1420667598275168560426856165940*x-3176709323174023341263793239268
"(9, 13)",3805782424886632160501687432250*x-8509988209620300176780450458350
"(9, 15)",4488450948684806695919368098750*x-10036481434932648439525354035750
"(9, 17)",1921771076250770007652286312625*x-4297210763689653418469238492675
"(9, 19)",186265545752836333460374540110*x-416502422169439282736136226518
"(10, -22)",-307716684202656814378078830000*x-688075423687976309129338658800
"(10, -20)",-6520439211841073422560145005000*x-14580145320831791827633053756125
"(10, -18)",-1412064120671871554637712440000*x-3157471362410770812451148097600
"(10, -16)",-5292173847866132908236882729600*x-11833660472575250135602805539018
"(10, -14)",-40231263357175218542951719800000*x-89959839687346492288728497816000
"(10, -12)",-31731771645532882980074086290000*x-70954398448504151015675047683150
"(10, -10)",-10202948100092074759767559950000*x-22814485722112759037842406410000
"(10, -8)",-1165885046344110540323951940000*x-2607000938476057422081557421850
"(10, -6)",-471338178474136163925399300000*x-1053889612918745407750518324000
"(10, -4)",-66858610757927996561580252600*x-149299473913247536453544760527
"(10, -2)",28107664667646347993941440000*x+58437469061169670533407142400
"(10, 0)",15333084533966533582251007500
"(10, 2)",-28107664667646347993941440000*x+58437469061169670533407142400
"(10, 4)",66858610757927996561580252600*x-149299473913247536453544760527
"(10, 6)",471338178474136163925399300000*x-1053889612918745407750518324000
"(10, 8)",1165885046344110540323951940000*x-2607000938476057422081557421850
"(10, 10)",10202948100092074759767559950000*x-22814485722112759037842406410000
"(10, 12)",31731771645532882980074086290000*x-70954398448504151015675047683150
"(10, 14)",40231263357175218542951719800000*x-89959839687346492288728497816000
"(10, 16)",5292173847866132908236882729600*x-11833660472575250135602805539018
"(10, 18)",1412064120671871554637712440000*x-3157471362410770812451148097600
"(10, 20)",6520439211841073422560145005000*x-14580145320831791827633053756125
"(10, 22)",307716684202656814378078830000*x-688075423687976309129338658800
"(11, -23)",-46096277953906005901062165276750*x-103074411014658746627513705929450
"(11, -21)",200810585034554884161109494548715*x+449026118738766676251740151134607
"(11, -19)",625274664667285149468191399512935*x+1398156654804435516627892260332357
"(11, -17)",227539052741326863766153983747000*x+508792789465513888015403858010200
