numerator,(-6765*x+15127)/2
denominator,12600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-102334155*x-228826127)/2
"(1, 1)",1
"(2, -4)",(23416728348467685*x+52361396397820127)/2
"(2, -2)",1303737134700*x+2915244857980
"(2, 0)",-88388573700*x-197642857500
"(2, 2)",-25480
"(2, 4)",(102334155*x-228826127)/2
"(3, -5)",20225614902436486200*x+45225849808580760000
"(3, -3)",920056835547719100*x+2057309627448044940
"(3, -1)",7144272771032040*x+15975079565134428
"(3, 1)",35510177660370*x+79403031515322
"(3, 3)",-17981422440
"(3, 5)",88388573700*x-197642857500
"(4, -8)",-298329119159478306900*x-667084190108228417980
"(4, -6)",-8125649278831617454950*x-18169504148789639552322
"(4, -4)",900107527506859758240*x+2012701618564600298016
"(4, -2)",65789970643660902450*x+147110846597033351270
"(4, 0)",2252140857876000*x+5035940009100000
"(4, 2)",-4706050037657850*x-10524333576866270
"(4, 4)",-17591536814016
"(4, 6)",-35510177660370*x+79403031515322
"(4, 8)",-1303737134700*x+2915244857980
"(5, -11)",-2679179627495483320435920*x-5990827771012465337616001
"(5, -9)",-1634796268391309328448710*x-3655515585485958425115678
"(5, -7)",1076932993556093627549400*x+2408095380803768327685020
"(5, -5)",(-174106157180921185171875*x-389313202757802935834375)/2
"(5, -3)",-12833281838849194539600*x-28696090566082876106130
"(5, -1)",539675627904746509260*x+1206751389411450096188
"(5, 1)",19619787856333867440*x+43871168803565686312
"(5, 3)",131731362143870475*x+294811091834334255
"(5, 5)",1701349438815625
"(5, 7)",4706050037657850*x-10524333576866270
"(5, 9)",-7144272771032040*x+15975079565134428
"(5, 11)",(-23416728348467685*x+52361396397820127)/2
"(6, -12)",-210533042298260485336925700*x-470766194088748999360724940
"(6, -10)",-515348667714081668376000*x-1152354653122637764800000
"(6, -8)",-30156410685655146778439925*x-67431784250525950318974255
"(6, -6)",-23443048169755882668000*x-52420249307376185071200
"(6, -4)",351975123524600842608300*x+787040302589970678573732
"(6, -2)",-182036070205896379200*x-407045027319625225440
"(6, 0)",1589352282568773828000*x+3553899712956222300000
"(6, 2)",-904799326786227600*x-2023189243010404560
"(6, 4)",-3980415812801181180*x-8907359273547531732
"(6, 6)",458166643771200
"(6, 8)",-131731362143870475*x+294811091834334255
"(6, 10)",-2252140857876000*x+5035940009100000
"(6, 12)",-920056835547719100*x+2057309627448044940
"(7, -15)",-4628149124318023912246373700*x-10348856051981226479873662500
"(7, -13)",-15054464177837327458995969000*x-33662805266479747127367765020
"(7, -11)",-4489519528050883400480095620*x-10038870851034549200321969812
"(7, -9)",911175109416375911287298160*x+2037449484060825265964588232
"(7, -7)",-133387603979683306703950500*x-298263749854393362212431700
"(7, -5)",-14036653686223652583506400*x-31386911819019331683960000
"(7, -3)",6289431645909262071590250*x+14063596700056929574147890
"(7, -1)",-384729079337163474104520*x-860280373647073433354672
"(7, 1)",-34370658459951465185940*x-76855121228804984143828
"(7, 3)",1768746702529735139400*x+3954914942333853010860
"(7, 5)",12280032730031043600*x+27733317741458730000
"(7, 7)",2606902924633194200
"(7, 9)",3980415812801181180*x-8907359273547531732
"(7, 11)",-19619787856333867440*x+43871168803565686312
"(7, 13)",-65789970643660902450*x+147110846597033351270
"(7, 15)",-20225614902436486200*x+45225849808580760000
