numerator,1
denominator,-957600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-25906420521178338620811512096631423134654898295845758235927344787789416711098597864058963810326609077679005793315615007535759619435639351694037283745092661152313870409866199118577942083664300865488450921313620781662441714113138971*x-57928517339050295343387530763957314509060549984125044932260009378300342556148286555995346767088005247550322373535479378939838618478585522778046085295262972467783964187489391700620573366460643704570153567193964284679847822967523041)/2
"(1, 1)",(25906420521178338620811512096631423134654898295845758235927344787789416711098597864058963810326609077679005793315615007535759619435639351694037283745092661152313870409866199118577942083664300865488450921313620781662441714113138971*x-57928517339050295343387530763957314509060549984125044932260009378300342556148286555995346767088005247550322373535479378939838618478585522778046085295262972467783964187489391700620573366460643704570153567193964284679847822967523041)/2
"(2, -4)",-3303643098580676219344169715982723474573144093099071493997291429349419848607311873360905075031876917876090132581583328499519588302451262331602294688979300354996782406215082198087661811888830765540724996850151783182690894664107652491164146129800631519504*x-7387170541824431026364823809527621519421475986772279183510586509312629382285597178237646729680068229941523686794161179860293503068357178446075329939816266124652691603395254902383448306715965890979911427491834614881081128408532992818819904912157382328143
"(2, -2)",-7322006698972178032210295955110066363314429691435796946659295070330307912908475289670970205718038005577636524920746253548619241981853181277575798643313529264609186423651245242362884568289564382630760097140472326451837716124681273089363530893720*x-16372504710610629616953686419055609863737784573857334207424170867186060670139148174008330203515319284864499591566906078351955904454824695654236864476411884560082829143597998871878535152381125398471458707595249252394520778353102834474666492706120
"(2, 0)",-11284967981135229675882893693165053563899041603589144834449994320376750696933521107659179126269937597619976692479342041116042402188054515256864071253060299818017114208212856346105627546857985232875101528748542855174436500697019004056879010
"(2, 2)",7322006698972178032210295955110066363314429691435796946659295070330307912908475289670970205718038005577636524920746253548619241981853181277575798643313529264609186423651245242362884568289564382630760097140472326451837716124681273089363530893720*x-16372504710610629616953686419055609863737784573857334207424170867186060670139148174008330203515319284864499591566906078351955904454824695654236864476411884560082829143597998871878535152381125398471458707595249252394520778353102834474666492706120
"(2, 4)",3303643098580676219344169715982723474573144093099071493997291429349419848607311873360905075031876917876090132581583328499519588302451262331602294688979300354996782406215082198087661811888830765540724996850151783182690894664107652491164146129800631519504*x-7387170541824431026364823809527621519421475986772279183510586509312629382285597178237646729680068229941523686794161179860293503068357178446075329939816266124652691603395254902383448306715965890979911427491834614881081128408532992818819904912157382328143
"(3, -5)",-643577780014221180145483055364222700500461273465699741700080296419580915813333241695601487048774212862585758022334563540049120479316760882123195707606076013695469321294637014880131419881867939213508501056807298975801242410369756334502187115630347365177685011595*x-1439083664920204128807460421960077772724625532310527849237920874469491760585130243374845661954303936670830208663409182780792998217121902530654620190762963567338551840782163087014787381053679911682227440806375302009976221398581820891657223351967286845705933358735
"(3, -3)",18916338417540782407499509388568988315298648061449185664340339942553182301554496746227732060962730269953177113625947954002271155799486462810603689759343559092567340584143105914020206402074646129109060225188740506265185664100947693332188077311481925383511485*x+42298218587011989667810845576348551326320016614400792687311027354316393592404089325319961110819358648301174730106241075596032485950916102553534943783636705270343027181304644393302301039526557628657531102394457146646829121314995815036901216263983131584528935
"(3, -1)",-49882546555763796871817821245212923451566878472894593879389040620536950054553342720762071953077037789399138248793877407345233915761781351254960551409489618887269657215653919424194518086645152002614057849285256350405110361294144948800560470651055458878*x-111540766427904649764120251540163638854460702099574565272280070320053462037721628340831062547906750725748010445365685807738791492192342058354948054227694983251858910860040492714033167568116966459846546341510262324239920596559770520241379698871129639366
"(3, 1)",49882546555763796871817821245212923451566878472894593879389040620536950054553342720762071953077037789399138248793877407345233915761781351254960551409489618887269657215653919424194518086645152002614057849285256350405110361294144948800560470651055458878*x-111540766427904649764120251540163638854460702099574565272280070320053462037721628340831062547906750725748010445365685807738791492192342058354948054227694983251858910860040492714033167568116966459846546341510262324239920596559770520241379698871129639366
"(3, 3)",-18916338417540782407499509388568988315298648061449185664340339942553182301554496746227732060962730269953177113625947954002271155799486462810603689759343559092567340584143105914020206402074646129109060225188740506265185664100947693332188077311481925383511485*x+42298218587011989667810845576348551326320016614400792687311027354316393592404089325319961110819358648301174730106241075596032485950916102553534943783636705270343027181304644393302301039526557628657531102394457146646829121314995815036901216263983131584528935
"(3, 5)",643577780014221180145483055364222700500461273465699741700080296419580915813333241695601487048774212862585758022334563540049120479316760882123195707606076013695469321294637014880131419881867939213508501056807298975801242410369756334502187115630347365177685011595*x-1439083664920204128807460421960077772724625532310527849237920874469491760585130243374845661954303936670830208663409182780792998217121902530654620190762963567338551840782163087014787381053679911682227440806375302009976221398581820891657223351967286845705933358735
"(4, -8)",-1867436443336223477357776935576026177298538676767782297549859747734424186125433508718635374137829316000976466880673215628682909053481271225544021692820778882191585123392519659497001668838689895964972834971043488069109360245020522154992129574363328338385562668549986560*x-4175714830960229854913747755729819011544068075094304494003584255583701183704988581879046099437649613560551137187726826087531052452028442330635808132004752706766477719401713968866168667406978007613462882789503817197026621322351328495640063710164509095114397341488529520
"(4, -6)",-82032521227392018217879240500649198950772207276983771003175171852251799392825953792817632915489490879795516528036514688658830749999924662462375464837741324429484834268972218558080266851343511491576933052270425634900374363895319591337457472381811587753596335018447344*x-183430293830143036042317729860411736334931081373839878558665194898254566231559694019187137761780357481827159655197093756055996324702505435818077353610518050787640928109961358701662346175795855508100548415002265308800069310184092819894662971322328849652165010377962596
"(4, -4)",-292912000833586007304784467496299478330578797218118950495546587857452949634771900459441941557013258668489705612834254920805300550579550634476596747849950775826080564185733957211697985617621492566279228161077721596717720339830602348495304876525791858621582121630208*x-654971145289373376980743337967976183306142714356406932520809167869749660238074941635167720638168577460994237891339003160377455018976139323577513012401111695414644529970173326972806858546279296048299085708694203299446109483863759266104730304881031244888238983597568
"(4, -2)",-23237738737136143054971223758175017567080403789309356609173165099025521794220336040146725542919414758220000844021414137723352861263514920461672205890154327300368223654225633613832741442323876468911082024095815106572401595462007553598442023754560483318030966960*x-51961163460339446309952244349511935092437149386385221245023465528447323590396994350165086008865568635466739870267473963077865102330422384297098804119823766156027740340553658273849315540825940522664891230195793859650455296201068154407579721036121791698769681180
"(4, 0)",-2773221774158872239029232099120796348027482040154273834015922603811373291501634643025038591133447271735092041079927059915271789183442198281791041599989103762150559348797388747519322425129479927342298117571478744857605409146997489921383484416668921034090400
"(4, 2)",23237738737136143054971223758175017567080403789309356609173165099025521794220336040146725542919414758220000844021414137723352861263514920461672205890154327300368223654225633613832741442323876468911082024095815106572401595462007553598442023754560483318030966960*x-51961163460339446309952244349511935092437149386385221245023465528447323590396994350165086008865568635466739870267473963077865102330422384297098804119823766156027740340553658273849315540825940522664891230195793859650455296201068154407579721036121791698769681180
"(4, 4)",292912000833586007304784467496299478330578797218118950495546587857452949634771900459441941557013258668489705612834254920805300550579550634476596747849950775826080564185733957211697985617621492566279228161077721596717720339830602348495304876525791858621582121630208*x-654971145289373376980743337967976183306142714356406932520809167869749660238074941635167720638168577460994237891339003160377455018976139323577513012401111695414644529970173326972806858546279296048299085708694203299446109483863759266104730304881031244888238983597568
"(4, 6)",82032521227392018217879240500649198950772207276983771003175171852251799392825953792817632915489490879795516528036514688658830749999924662462375464837741324429484834268972218558080266851343511491576933052270425634900374363895319591337457472381811587753596335018447344*x-183430293830143036042317729860411736334931081373839878558665194898254566231559694019187137761780357481827159655197093756055996324702505435818077353610518050787640928109961358701662346175795855508100548415002265308800069310184092819894662971322328849652165010377962596
"(4, 8)",1867436443336223477357776935576026177298538676767782297549859747734424186125433508718635374137829316000976466880673215628682909053481271225544021692820778882191585123392519659497001668838689895964972834971043488069109360245020522154992129574363328338385562668549986560*x-4175714830960229854913747755729819011544068075094304494003584255583701183704988581879046099437649613560551137187726826087531052452028442330635808132004752706766477719401713968866168667406978007613462882789503817197026621322351328495640063710164509095114397341488529520
"(5, -11)",(-1685151017119876805182394175907402651231196883194486876597211697141317286765833713971865593001639525704067948314666507132610072340185216626253414845828151962555280027410232330135644239091577390485664982241555671228828904522814456392395271580489445401708652863921461033262737605*x-3768112226632956409503372708998589675424864433698368576506083616744215360320602911090313289851012142991676495031805400071326490843459475388263424761605772581506586662804603285986208849386449671179562642364377501651342673084470106163403077278039822804779278369474259102457316801)/2
"(5, -9)",-12722261772632360378930848445127918243150209889463087341373102480673015146475350737883418507518160828026974726512394874155886831280169368102342978112807480586325161266032919145629838063533820153749911447023082857136767039233402389552792029887040727947952532573142326322605810*x-28447842151152931386232818743206725808720524701032520114626006060822611866077540113973116136198306087852525514892559864888360067875148223698806353457648581623781510922874915752242963076109921447648662600867538020425623200343780689570776880002238505658891300221776310908714006
"(5, -7)",-41227518329383102602535646754750163165743071978632385091597572100460660845604103867377768546469709086456008728527279005332504014145508547647889824416203538666110662520613576967374619343157978321558712932213483217399950476792633151037780707352865694147817551906930078253650*x-92187533528119182763981342354058533288200889219808814077827276883271541788180035233048992089125092685363466807196450745514555082754639846767093735413142686132120786670288237816233367972645520023608640785771037919310573136663910956232186963256580528701149309518102950733130
"(5, -5)",(-169870629376444674540228461934688236407913719864865815503036400646644854301886864652219036172616123587507972689506852147895847358325996408963626461198120983554639008380005587174587937957545669888129531700043370918577536760817711501808789391958199633203294202542567897525*x-379842274666403005136483582714089982026294133495947941006447658034737216948180373986485262526774222931178324035270686089480909480053138495125748470661925526855322070364837221578669828352802903688991293542857795445021599602417780333557558955861162676450275253882853701775)/2
"(5, -3)",-58311316937544213484814331769401984710047588043576446176187645787954728520194109590920864437248995115119150918311708311315374010652716513824515820524802791940070355029502158801999569876654601054357059634729699806941220044207447214490071684937003227194624311571854275*x-130388068529958301085987659541761987656781983708108694981684815415085126161891994545072341569186736839386943651101864764538047092959443457595566534387948889674905455914011376692461191297428891958867958462797391050732400666977678456102261871211484169293041830868427495
"(5, -1)",-128725489466827993212471331547917123928766564174739723196219521484899230670890825644571258548324930057529096029324942793306502349904655735095188538097371220496583402071255203048326024812645026125133509670205512070262758630030725400946803247825072293658685406056320*x-287820527628180242970682247831844716221808221311451941335694727451776344280444493013744101790083044050121853506687371688689992840831565561137869530990956038854781105076210645602350493859315101201514519213823642769080538672755789396090268980595649400248033294511616
"(5, 1)",128725489466827993212471331547917123928766564174739723196219521484899230670890825644571258548324930057529096029324942793306502349904655735095188538097371220496583402071255203048326024812645026125133509670205512070262758630030725400946803247825072293658685406056320*x-287820527628180242970682247831844716221808221311451941335694727451776344280444493013744101790083044050121853506687371688689992840831565561137869530990956038854781105076210645602350493859315101201514519213823642769080538672755789396090268980595649400248033294511616
"(5, 3)",58311316937544213484814331769401984710047588043576446176187645787954728520194109590920864437248995115119150918311708311315374010652716513824515820524802791940070355029502158801999569876654601054357059634729699806941220044207447214490071684937003227194624311571854275*x-130388068529958301085987659541761987656781983708108694981684815415085126161891994545072341569186736839386943651101864764538047092959443457595566534387948889674905455914011376692461191297428891958867958462797391050732400666977678456102261871211484169293041830868427495
"(5, 5)",(169870629376444674540228461934688236407913719864865815503036400646644854301886864652219036172616123587507972689506852147895847358325996408963626461198120983554639008380005587174587937957545669888129531700043370918577536760817711501808789391958199633203294202542567897525*x-379842274666403005136483582714089982026294133495947941006447658034737216948180373986485262526774222931178324035270686089480909480053138495125748470661925526855322070364837221578669828352802903688991293542857795445021599602417780333557558955861162676450275253882853701775)/2
"(5, 7)",41227518329383102602535646754750163165743071978632385091597572100460660845604103867377768546469709086456008728527279005332504014145508547647889824416203538666110662520613576967374619343157978321558712932213483217399950476792633151037780707352865694147817551906930078253650*x-92187533528119182763981342354058533288200889219808814077827276883271541788180035233048992089125092685363466807196450745514555082754639846767093735413142686132120786670288237816233367972645520023608640785771037919310573136663910956232186963256580528701149309518102950733130
"(5, 9)",12722261772632360378930848445127918243150209889463087341373102480673015146475350737883418507518160828026974726512394874155886831280169368102342978112807480586325161266032919145629838063533820153749911447023082857136767039233402389552792029887040727947952532573142326322605810*x-28447842151152931386232818743206725808720524701032520114626006060822611866077540113973116136198306087852525514892559864888360067875148223698806353457648581623781510922874915752242963076109921447648662600867538020425623200343780689570776880002238505658891300221776310908714006
"(5, 11)",(1685151017119876805182394175907402651231196883194486876597211697141317286765833713971865593001639525704067948314666507132610072340185216626253414845828151962555280027410232330135644239091577390485664982241555671228828904522814456392395271580489445401708652863921461033262737605*x-3768112226632956409503372708998589675424864433698368576506083616744215360320602911090313289851012142991676495031805400071326490843459475388263424761605772581506586662804603285986208849386449671179562642364377501651342673084470106163403077278039822804779278369474259102457316801)/2
