numerator,1
denominator,-47880
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-39015036424988002653393419255303499579971485029809167173*x-87240273590903548552682345537258221116027334387623403583)/2
"(1, 1)",(-39015036424988002653393419255303499579971485029809167173*x+87240273590903548552682345537258221116027334387623403583)/2
"(2, -4)",4975282313545288897674200785311609019678408802426555224711132016784611502016752*x+11125069460339688680339641292711462475665821601608353164524602272510907054469009
"(2, -2)",-336945334734967864834801555340364783745430123381957226445538639230919400*x-753432673168809231234847049805615516643387007238336856576428127989817400
"(2, 0)",-2100336413982340853046629954686862497910573588544351420499083360*x
"(2, 2)",-336945334734967864834801555340364783745430123381957226445538639230919400*x+753432673168809231234847049805615516643387007238336856576428127989817400
"(2, 4)",4975282313545288897674200785311609019678408802426555224711132016784611502016752*x-11125069460339688680339641292711462475665821601608353164524602272510907054469009
"(3, -5)",267839468330951066935011644373682799529824285494491333541605263338940750670612007530960*x+598907258245408725290883597128439175172120627513929590295371381493975401989806284939600
"(3, -3)",41682064779332706723203143455335798769364869919476566935452527693729140058034862800*x+93203930289137703434258086772414481706342457747746579365121206071278510547062738800
"(3, -1)",76795705930266380921559363777273913766224228950328113516743897337248084659806*x+171720423425958270086588428216661073562949424862404693659846092702002541232262
"(3, 1)",76795705930266380921559363777273913766224228950328113516743897337248084659806*x-171720423425958270086588428216661073562949424862404693659846092702002541232262
"(3, 3)",41682064779332706723203143455335798769364869919476566935452527693729140058034862800*x-93203930289137703434258086772414481706342457747746579365121206071278510547062738800
"(3, 5)",267839468330951066935011644373682799529824285494491333541605263338940750670612007530960*x-598907258245408725290883597128439175172120627513929590295371381493975401989806284939600
"(4, -8)",85936004071742871002764913372892556413255151308469030098336623932194020465913501802847743891200*x+192158746819115773812958383003084119698896063068742928283078272823092953696437065445513390560400
"(4, -6)",261526509620627339339324624923498631954219974662047245811561127146479822860256826867669238048*x+584791053429975466993620305268618759175165386641096426278029022382541834001441563210517466772
"(4, -4)",476895436258508462593427959376969335807508585938094906670084820194249805899574739961420864*x+1066370613633442892295235370044086767346468024384717842685530956211808599288849914998423744
"(4, -2)",75857123807979316515246591607328739438899179381679282285611037471642733505037299672800*x+169621685410767425481621005130971711564776078396306201729518550760462843864250669950900
"(4, 0)",658550120558088777725463286468505818683304803024975712949984655839201311982640000*x
"(4, 2)",75857123807979316515246591607328739438899179381679282285611037471642733505037299672800*x-169621685410767425481621005130971711564776078396306201729518550760462843864250669950900
"(4, 4)",476895436258508462593427959376969335807508585938094906670084820194249805899574739961420864*x-1066370613633442892295235370044086767346468024384717842685530956211808599288849914998423744
"(4, 6)",261526509620627339339324624923498631954219974662047245811561127146479822860256826867669238048*x-584791053429975466993620305268618759175165386641096426278029022382541834001441563210517466772
"(4, 8)",85936004071742871002764913372892556413255151308469030098336623932194020465913501802847743891200*x-192158746819115773812958383003084119698896063068742928283078272823092953696437065445513390560400
"(5, -11)",(-2537835293022841175815191467377599183079033795268575316852983078201393609833843964220655321304912529115*x-5674772230897170613433748600125516167026648613280014889832217060288800573745727139687136658563911130463)/2
"(5, -9)",-19586311206317425529195785341994011213946942577999240247919781237872978768520181844065882809209251330*x-43796323285791671854497956364539612183064181023136987359093837679321604823490521952717898873384514342
"(5, -7)",-85089957150006555434620185194305472083763759659816450581268285037202243671576273966691396520847250*x-190266928389958927798900885948727229835651616182967742708037924979140956108038384696224239819831850
"(5, -5)",(-369220682532837678889174139185148865582464649534537461449184507522602836579463942223592934444125*x-825602544842294277534172533589307277510005970635479483640690777042752965062384731679450144570375)/2
"(5, -3)",-159914251587949647474958948413387877619352715992808282064894456761773169239668905167268300875*x-357579137121655012077989406652108299756488518216662633399952697371787054054320112723071392975
"(5, -1)",21706524981964838448724013331822113609105108278155207554441364217160172111034129870862100*x+48530192993234609145249223534786733572792340880100532249134903924980887387974491046102652
"(5, 1)",21706524981964838448724013331822113609105108278155207554441364217160172111034129870862100*x-48530192993234609145249223534786733572792340880100532249134903924980887387974491046102652
"(5, 3)",-159914251587949647474958948413387877619352715992808282064894456761773169239668905167268300875*x+357579137121655012077989406652108299756488518216662633399952697371787054054320112723071392975
"(5, 5)",(-369220682532837678889174139185148865582464649534537461449184507522602836579463942223592934444125*x+825602544842294277534172533589307277510005970635479483640690777042752965062384731679450144570375)/2
"(5, 7)",-85089957150006555434620185194305472083763759659816450581268285037202243671576273966691396520847250*x+190266928389958927798900885948727229835651616182967742708037924979140956108038384696224239819831850
"(5, 9)",-19586311206317425529195785341994011213946942577999240247919781237872978768520181844065882809209251330*x+43796323285791671854497956364539612183064181023136987359093837679321604823490521952717898873384514342
"(5, 11)",(-2537835293022841175815191467377599183079033795268575316852983078201393609833843964220655321304912529115*x+5674772230897170613433748600125516167026648613280014889832217060288800573745727139687136658563911130463)/2
"(6, -12)",-10630775141649854369229196232898784761239469354517404038656509677551255539857102972898912170193416522534400*x-23771135870244030182386310789641461935712745537746482791492351331306199895526831485674918944236896565504800
"(6, -10)",-83979743904513973250741611101709954833845007586793617256341719341755087951502112424623950684705720040000*x-187784416103516852045575099717184616701171044245170823397659179937242366710257457148865404956353695400000
"(6, -8)",233193205675742414530669796294937757331843329987529464044072508251766617700807562776103482117515364800*x+521435859782049820302051511278360794443577903504827281229744748009131371441665243132279373141928149150
"(6, -6)",8877889792736525648830159350262579358079758320392530626676223090283231658992041481736138976373656000*x+19851565073310390045854312405614887717401072326983971310928087775878863316487704272808145077519176000
"(6, -4)",31870856692300076350050335762285729795792636797550867908791103627733304742973356810181056163737152*x+71265402065137151970979287898245911648998266194674555918927359104397302247508525134915137791107888
"(6, -2)",8647329114631399589469818453422240655816140690259975096254258470840257745384671916301350453600*x+19336010091137508301395140250507393043988953379281270986461876130572048511306384622074067327200
"(6, 0)",-48513755153931546620676230627593065413712036102746575967792232615130354674810206127253440000*x
"(6, 2)",8647329114631399589469818453422240655816140690259975096254258470840257745384671916301350453600*x-19336010091137508301395140250507393043988953379281270986461876130572048511306384622074067327200
"(6, 4)",31870856692300076350050335762285729795792636797550867908791103627733304742973356810181056163737152*x-71265402065137151970979287898245911648998266194674555918927359104397302247508525134915137791107888
"(6, 6)",8877889792736525648830159350262579358079758320392530626676223090283231658992041481736138976373656000*x-19851565073310390045854312405614887717401072326983971310928087775878863316487704272808145077519176000
"(6, 8)",233193205675742414530669796294937757331843329987529464044072508251766617700807562776103482117515364800*x-521435859782049820302051511278360794443577903504827281229744748009131371441665243132279373141928149150
"(6, 10)",-83979743904513973250741611101709954833845007586793617256341719341755087951502112424623950684705720040000*x+187784416103516852045575099717184616701171044245170823397659179937242366710257457148865404956353695400000
"(6, 12)",-10630775141649854369229196232898784761239469354517404038656509677551255539857102972898912170193416522534400*x+23771135870244030182386310789641461935712745537746482791492351331306199895526831485674918944236896565504800
"(7, -15)",-68310943254835837937408308608541665729947394694180308517264628839503890700496118410711253881837622495560055760*x-152747912724943673194559142492011220965807886206173190480069530942532092614122912020651968292788462489696001200
"(7, -13)",-19346930876879780392467992007111654897569327183592921334114190861267070500911702336773769224425383179136894350*x-43261052596692803323795182481075973112089866653644535637771277657848728463145113093556251204355403780249884150
"(7, -11)",-403337739893903849019703234611877959492538666253835824732624551364914125227152146570440913567424498726486956*x-901890604293897820881937704683895579473707161080078983986553506830344715642920598503975214438467172080377028
"(7, -9)",4732287992678745477011354760232238318323612527556839197155777492277984575457783625014992584672566772468264*x+10581717640735701988860368111816589198707609896671589920941976880943620528239080021723191085935999074682248
"(7, -7)",-28962145476559024073030337063385460082838865417976476730645529295081158919984682930185134055019241143000*x-64761326059824019775163510987084571211081183509691439835053678914822598976475451207771939207633182453000
"(7, -5)",-403326308326238708321874455584654654519923496119054348138194136479442273501660047159061850604660022720*x-901865042531509475644267148552067402587535331937504655829091834155197835917087938445549639723372196800
"(7, -3)",-2108043978640669885863390311654817490750700040099493973099999909559612197482702894706298636718507050*x-4713729636577353967335956039218683330779603088517419715033558947537897751400653842100910127731713950
"(7, -1)",-991333808306304166270240304943614710823163507765448927194874329327892173574976292247994484572736*x-2238779285598197952383454847260508007510002619102505611094998783764249807384964089973687278037888
"(7, 1)",-991333808306304166270240304943614710823163507765448927194874329327892173574976292247994484572736*x+2238779285598197952383454847260508007510002619102505611094998783764249807384964089973687278037888
"(7, 3)",-2108043978640669885863390311654817490750700040099493973099999909559612197482702894706298636718507050*x+4713729636577353967335956039218683330779603088517419715033558947537897751400653842100910127731713950
"(7, 5)",-403326308326238708321874455584654654519923496119054348138194136479442273501660047159061850604660022720*x+901865042531509475644267148552067402587535331937504655829091834155197835917087938445549639723372196800
"(7, 7)",-28962145476559024073030337063385460082838865417976476730645529295081158919984682930185134055019241143000*x+64761326059824019775163510987084571211081183509691439835053678914822598976475451207771939207633182453000
"(7, 9)",4732287992678745477011354760232238318323612527556839197155777492277984575457783625014992584672566772468264*x-10581717640735701988860368111816589198707609896671589920941976880943620528239080021723191085935999074682248
"(7, 11)",-403337739893903849019703234611877959492538666253835824732624551364914125227152146570440913567424498726486956*x+901890604293897820881937704683895579473707161080078983986553506830344715642920598503975214438467172080377028
"(7, 13)",-19346930876879780392467992007111654897569327183592921334114190861267070500911702336773769224425383179136894350*x+43261052596692803323795182481075973112089866653644535637771277657848728463145113093556251204355403780249884150
"(7, 15)",-68310943254835837937408308608541665729947394694180308517264628839503890700496118410711253881837622495560055760*x+152747912724943673194559142492011220965807886206173190480069530942532092614122912020651968292788462489696001200
"(8, -16)",-121629486825637454316470102326735635482170440832021791857499430297597195617760343367830110512548111297398280067072*x-271971800610540458503848151140117732546673321744860506612052607148110028814411443015302483533750445748644738909824
"(8, -14)",-5535723229202397049874337157562230018835601500971157888745933115060665659424927310211806911245060715894926871744*x-12378253445121208726991553718927790094787700116000854692471641428925630237981256765867649078390593331300909622472
"(8, -12)",-321247529314679452789154423499986004537303126934342005558675897130830646895673228074282866926809996657570851200*x-718331313151479685550092301483698407935811482605744396335547729295804684526755348557449268881295118462645716800
"(8, -10)",-16990026921780627537472329503856969997773687729683552226066393072115318860827583026352683154317229098092471680*x-37990855136652985452726670790244596380946483624093994841623733315198505386652015337100260747300145937481945600
"(8, -8)",15134650248159967494241334277636814832448940866503610410939165591629770297438776875189938910790149162636800*x+33842106770569748740021139950429338292279005562589916581504500468716464249290401260648250561041051758092800
"(8, -6)",-268705069477374350662770122626211998140301748893288869126436594070452256947384708725173475957535794395904*x-600842801250213228702393372164361946290416358855090093725299391122875336188378359582936550498627077616208
"(8, -4)",6852068728489298178399674583019948325607683805682228997416368174438001497202896705727705135054054896000*x+15321691463606223756565541743098992991483955510715770234174859949397051526217728830506935585869293688000
"(8, -2)",85555798696567364447944103103714802483473987066771283466367127885431027308733921525270419526204206400*x+191310403199754652641301337186496178190800408451670993849771211457078773760732026425500854559511802600
"(8, 0)",329324195634413414455953820655961932439622605066655756837487608105616784514041370754072797443240960*x
"(8, 2)",85555798696567364447944103103714802483473987066771283466367127885431027308733921525270419526204206400*x-191310403199754652641301337186496178190800408451670993849771211457078773760732026425500854559511802600
"(8, 4)",6852068728489298178399674583019948325607683805682228997416368174438001497202896705727705135054054896000*x-15321691463606223756565541743098992991483955510715770234174859949397051526217728830506935585869293688000
"(8, 6)",-268705069477374350662770122626211998140301748893288869126436594070452256947384708725173475957535794395904*x+600842801250213228702393372164361946290416358855090093725299391122875336188378359582936550498627077616208
"(8, 8)",15134650248159967494241334277636814832448940866503610410939165591629770297438776875189938910790149162636800*x-33842106770569748740021139950429338292279005562589916581504500468716464249290401260648250561041051758092800
"(8, 10)",-16990026921780627537472329503856969997773687729683552226066393072115318860827583026352683154317229098092471680*x+37990855136652985452726670790244596380946483624093994841623733315198505386652015337100260747300145937481945600
"(8, 12)",-321247529314679452789154423499986004537303126934342005558675897130830646895673228074282866926809996657570851200*x+718331313151479685550092301483698407935811482605744396335547729295804684526755348557449268881295118462645716800
"(8, 14)",-5535723229202397049874337157562230018835601500971157888745933115060665659424927310211806911245060715894926871744*x+12378253445121208726991553718927790094787700116000854692471641428925630237981256765867649078390593331300909622472
"(8, 16)",-121629486825637454316470102326735635482170440832021791857499430297597195617760343367830110512548111297398280067072*x+271971800610540458503848151140117732546673321744860506612052607148110028814411443015302483533750445748644738909824
"(9, -19)",-66700858800448456081829314828811370705959803238357027982954123682912826314345136039331858897917129911620261738707262*x-149147654435417827853776716100269495135439721239834135877097358192808904957131182197853061691538115122090050169374822
"(9, -17)",40785226441556378437539802456442957457515175857729576966933727526891206114314420620776965041094167433505489822626325*x+91198538801041915805480911815044485203387487078225718189846365850210409040347136183140663870823694207705396026308975
"(9, -15)",6186579588233626797751658653097906333860356717189277243576959557489309316847160236948289042172344417494090743840000*x+13833612507503047611236014494068516509934584288515590695032503786112260904122891972019373719684341617856418458400000
"(9, -13)",-44352038225737739752352290365636299932606713216407823621402421406574862266363244708912669726781633562325652051850*x-99174172413418748780564397432295132560113519378523845279641324824812354228914492130972514937189878130486381957950
"(9, -11)",-16655309915801552618489388375683809430272460068340139803703848562243292267949660803076790026156596780184929538232*x-37242405158058570383503777302815063593325178256802753921469096835826968145593555836942944015741611423363414665048
"(9, -9)",(-908707050602746423675684386779169482343633242979807783641212509630208044266055369960322467461715686316453948267*x-2031930736781082247178110674327213913204708455603561982789459204904351000107166141874326880042516347008101096657)/2
"(9, -7)",2093720085125391806716430443235900268598139730601291801730694457348201460766859579284483879334354380898996725*x+4681700436197022477652467561556598621606464616918573564754336032272147173303082603047436548253110786507781425
"(9, -5)",1789408987947959096135090077548611559974561055094289662422162821957707640862282719636521783521947201640000*x+4001240136553169046599558062539764872423107304504251871185221705780243663726146748234019700680141235800000
"(9, -3)",-308407201680488077164663109646782166246507864267753259144998020971222000679545169196613077461692781963200*x-689619547823905577326986129804422037703005116218636672835384474037795736022106047756148758519059036766400
"(9, -1)",-2470318860917870380328018037079463153079821270544491499715438909674910564718920348255771439335312823517*x-5460723055934733811551152905130244068706996103293572072766253876400388871567646733623686644847845200583
