numerator,1
denominator,-6840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-23664503615978747427713463223602059810284049692715212122304340185476522348511271045996022146129654382412264157009801022660818440436183981779143299213724063930989987993308269*x-52915438739118057713585423079555141902246438602746951997891906561270986637336484394742682856817795127291456048910435146310861216586498648708748448569836321600512484068914999)/2
"(1, 1)",(-23664503615978747427713463223602059810284049692715212122304340185476522348511271045996022146129654382412264157009801022660818440436183981779143299213724063930989987993308269*x+52915438739118057713585423079555141902246438602746951997891906561270986637336484394742682856817795127291456048910435146310861216586498648708748448569836321600512484068914999)/2
"(2, -4)",3017748978032481801847307638298137209465163182865997932266714485440628232307552998034767302958480341523114130473230819563339288401907406123031416659794775060361305992337679219757290058335104262256*x+6747891853911148868515972232188371629966175290038746852116750798038962239952628272267307611042826764884523037584268601689148094132369917207531814390955640632940965674030057464075998034653606954777
"(2, -2)",309504515851901646486672413801777403168806616991315390488805792013980439068423929335913802587908485670966506473172735085195109856623291026546659824954158334387417898758201139278846079765860*x+692073136788013314277318372031644738259096438717198937456353059220675823022417212591849578488471644141539948068763287081711215020875628760868042064104205991092713794668209427399849645902060
"(2, 0)",-1233080000996311734769439423653724863102945725781253337018667721969714757115166993748556287049979649544031628034573644280198795899245210202499578091022875501997696473588657439094360*x
"(2, 2)",309504515851901646486672413801777403168806616991315390488805792013980439068423929335913802587908485670966506473172735085195109856623291026546659824954158334387417898758201139278846079765860*x-692073136788013314277318372031644738259096438717198937456353059220675823022417212591849578488471644141539948068763287081711215020875628760868042064104205991092713794668209427399849645902060
"(2, 4)",3017748978032481801847307638298137209465163182865997932266714485440628232307552998034767302958480341523114130473230819563339288401907406123031416659794775060361305992337679219757290058335104262256*x-6747891853911148868515972232188371629966175290038746852116750798038962239952628272267307611042826764884523037584268601689148094132369917207531814390955640632940965674030057464075998034653606954777
"(3, -5)",157245044021389594537983003646826707032097270147534732283796299735803730364104010974930683442868736273317752819105786393424638705861455338474310327305702098677309422701415653651753544609007529890089989460*x+351610607556774028200695359128688217796443194626951638808523283005845374249507537826946980875647912166468202555872640069894654982324868822271024896699043166470376571429529233122771611327889313421120962100
"(3, -3)",24822042245859693419589991588987997196802009975247145305453571946017322124793288240064451013046425295176238286440399935729448468188897309285439292335349770645958406253747876585529790276182852617433880*x+55503773802113822248897139433822748146566399017612724748177751292979221287669625800156225616456729390773936342536103700507743021196018614931318380901397982931416633737102359603070302065383077731713480
"(3, -1)",33294973222941120298099453593264087853677932240995473883007530600598286111088477388942575705021485819560323590465956305713215635213411479083336032879386060451885091229603379922471649965336324778*x+74449828442597308204946442520433859019910063340670003277280262609685700307042185730544873333639107610897539913866108890380398549620857228736466832683614978534610567403591624678644389161467343346
"(3, 1)",33294973222941120298099453593264087853677932240995473883007530600598286111088477388942575705021485819560323590465956305713215635213411479083336032879386060451885091229603379922471649965336324778*x-74449828442597308204946442520433859019910063340670003277280262609685700307042185730544873333639107610897539913866108890380398549620857228736466832683614978534610567403591624678644389161467343346
"(3, 3)",24822042245859693419589991588987997196802009975247145305453571946017322124793288240064451013046425295176238286440399935729448468188897309285439292335349770645958406253747876585529790276182852617433880*x-55503773802113822248897139433822748146566399017612724748177751292979221287669625800156225616456729390773936342536103700507743021196018614931318380901397982931416633737102359603070302065383077731713480
"(3, 5)",157245044021389594537983003646826707032097270147534732283796299735803730364104010974930683442868736273317752819105786393424638705861455338474310327305702098677309422701415653651753544609007529890089989460*x-351610607556774028200695359128688217796443194626951638808523283005845374249507537826946980875647912166468202555872640069894654982324868822271024896699043166470376571429529233122771611327889313421120962100
"(4, -8)",-78937378240873308885973993473022740745858314244253921656697003146677277927185392734804031043683422294251591691280963573211241342368998391805651969876482799180667532657378702155188215014850538866031960342509905280*x-176509343712205486820298173737314752952083878867858512230711433804303954858899047871429245532462494309585391794714880370423052344157502588715990696853553626383455997073097552023391893666072240826168310781763118760
"(4, -6)",285551207125648707994229931574733683156696516798020187848842770155203599504908855729579388319566946811075116407338003924551255114301800360103079230375660067664582566662708550911228469743003484831421298990984504*x+638511910190072842415922487370638348968202769290096705057616085086316970859015358631927560988986892704810338708615858276332689846679350183785098202305370030123130989795556658429124628606508724912811994776921876
"(4, -4)",300759484414758139962054438328789643921318411739008498216851683126131568182570137182224028316114763962754542031565140485465722484198614811867669064019583371488410361196073461631056629766218590890080876964672*x+672518652029187754377070768745468070629150047347590127983270201685485915911145098354281015773598978254214736350938617775600572507342629157458711909255837100238058321252688998466085026455076155815492195646912
"(4, -2)",44336376803166987712732532264814815514075796563474750876233789665500421135386447196562162607175837899014537253336336850582216685844125315237720143439543063363811100983847312481746874642700314276707612680*x+99139152406973792724718790230472187343114711980532174211669365213129031596537459666433949145168581720533961216521988514331470918530608562484015649204792055225358525289425476936836462882822310723459669140
"(4, 0)",906676172852607128891469149146853370516365735590690871968644743006029189787377720396469205906348807948377536906498125803392004205847813100608650655042628476615799373038041008033633526416347641516800*x
"(4, 2)",44336376803166987712732532264814815514075796563474750876233789665500421135386447196562162607175837899014537253336336850582216685844125315237720143439543063363811100983847312481746874642700314276707612680*x-99139152406973792724718790230472187343114711980532174211669365213129031596537459666433949145168581720533961216521988514331470918530608562484015649204792055225358525289425476936836462882822310723459669140
"(4, 4)",300759484414758139962054438328789643921318411739008498216851683126131568182570137182224028316114763962754542031565140485465722484198614811867669064019583371488410361196073461631056629766218590890080876964672*x-672518652029187754377070768745468070629150047347590127983270201685485915911145098354281015773598978254214736350938617775600572507342629157458711909255837100238058321252688998466085026455076155815492195646912
"(4, 6)",285551207125648707994229931574733683156696516798020187848842770155203599504908855729579388319566946811075116407338003924551255114301800360103079230375660067664582566662708550911228469743003484831421298990984504*x-638511910190072842415922487370638348968202769290096705057616085086316970859015358631927560988986892704810338708615858276332689846679350183785098202305370030123130989795556658429124628606508724912811994776921876
"(4, 8)",-78937378240873308885973993473022740745858314244253921656697003146677277927185392734804031043683422294251591691280963573211241342368998391805651969876482799180667532657378702155188215014850538866031960342509905280*x+176509343712205486820298173737314752952083878867858512230711433804303954858899047871429245532462494309585391794714880370423052344157502588715990696853553626383455997073097552023391893666072240826168310781763118760
"(5, -11)",(-1539319656511533727194604041448176827155844850481295853088348479576382205194101975759060589230275200905638642887633077816657701582261511478181660861036291296271754106892411534921051302186007818966321921534802035293308595*x-3442023391061416202339881077490379217967831960255293860307215176011594602530505282422030437044428658628537542196210881779114011020569716413659550872317417364615886103422059703100807719085534823819188288666459853256375639)/2
"(5, -9)",-8491695108112884629421549080979959897793983718394269927578265698361526006027354433282187865171241120153298980232803994670043464883904810125058498032200039637889322333050239291397849668058444634858036164683359504200270*x-18988007505942835941028041717468717170284914426728735737357645691551890943843468547947240615717087357080638338668916542312433631507525443468226906441320014651111549869997870736467543337577084126739819413605737739833786
"(5, -7)",-54315323476290643760484801843865585627902013030294905586542112387552317873911531472323324623237531899652918726480565694749467538731680292559912845315204109170396191225019773801145778236791606106225885574886356223150*x-121452755512876066288116287626075244083682325156345611821102269172612797599683555266770492166748674414651644680522020646585293445555574469082715829297212298678843594321374391008122943242820512185011874677973917689510
