numerator,1
denominator,-6840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-67344995912387522611041226139081352484407694789316910703754151*x-150587988804543971986643094881427565534266938307129933550938821)/2
"(1, 1)",(-67344995912387522611041226139081352484407694789316910703754151*x+150587988804543971986643094881427565534266938307129933550938821)/2
"(2, -4)",8587980372974480707811499328107585070125270509608164343421714798250933351257275519824*x+19203307903404936652318445164855523359406674222555173692082626132371960297056484247083
"(2, -2)",-19804601031203267241955533239398950264915040057333147967727796122560774589115650*x-44284434173032939194400114713836669415179408276813774710373642482419749682626150
"(2, 0)",14379112732600243913782787587746050700042382023481847574124672037689380*x
"(2, 2)",-19804601031203267241955533239398950264915040057333147967727796122560774589115650*x+44284434173032939194400114713836669415179408276813774710373642482419749682626150
"(2, 4)",8587980372974480707811499328107585070125270509608164343421714798250933351257275519824*x-19203307903404936652318445164855523359406674222555173692082626132371960297056484247083
"(3, -5)",-1833655734258406797799697657747133544186027428654509337588880073845456689991458983293647776430*x-4100178869134087526342967555663570074688669624678050124914155717764704977661461030048479335550
"(3, -3)",3937642054727716726199733969322870576312556944530808900978201839156007469986521609760050*x+8804835305433121752882931431290102160814367927751080850408387279595313260784846740418550
"(3, -1)",-442035607840086456229153203986314190805506467546345496376388022725909416104303477178*x-988421732989984954467649565494901266448385077788848012068186078624205830596214595306
"(3, 1)",-442035607840086456229153203986314190805506467546345496376388022725909416104303477178*x+988421732989984954467649565494901266448385077788848012068186078624205830596214595306
"(3, 3)",3937642054727716726199733969322870576312556944530808900978201839156007469986521609760050*x-8804835305433121752882931431290102160814367927751080850408387279595313260784846740418550
"(3, 5)",-1833655734258406797799697657747133544186027428654509337588880073845456689991458983293647776430*x+4100178869134087526342967555663570074688669624678050124914155717764704977661461030048479335550
"(4, -8)",5051051608105564150595607732048411731520974225481258112418796121215162430389788776697941546031040811200*x+11294494753583669182428192286661293313601124834907291583999269980960960953842721140051568084536458262900
"(4, -6)",-3728833093560960350829126349565909669894584975045372387666829434037599877142851883069575566681472724*x-8337924273953140697647007077339113225525783752242025435920497400157353436697873920481351116196195936
"(4, -4)",-4527071464072664464767406686006392696975200683350011273485954610888539644883494601210333623770032*x-10122839532665974683383832559247595014679936688844828013635404649597849743802009658885045750803472
"(4, -2)",58405085924358715838344976984701479021984891076445335579373859560433297420646243319248209300*x+130597742366581351390308016316862383448881659806405676481451025189195783536687361194166780400
"(4, 0)",1688603355896525873885242477037814783825527893993550913280290848475103570252588125180000*x
"(4, 2)",58405085924358715838344976984701479021984891076445335579373859560433297420646243319248209300*x-130597742366581351390308016316862383448881659806405676481451025189195783536687361194166780400
"(4, 4)",-4527071464072664464767406686006392696975200683350011273485954610888539644883494601210333623770032*x+10122839532665974683383832559247595014679936688844828013635404649597849743802009658885045750803472
"(4, 6)",-3728833093560960350829126349565909669894584975045372387666829434037599877142851883069575566681472724*x+8337924273953140697647007077339113225525783752242025435920497400157353436697873920481351116196195936
"(4, 8)",5051051608105564150595607732048411731520974225481258112418796121215162430389788776697941546031040811200*x-11294494753583669182428192286661293313601124834907291583999269980960960953842721140051568084536458262900
"(5, -11)",(-4380631753696705298527707892760543290746786518910264542093332628651152455038411027924676350539374138603608505*x-9795390385659948702704495249585558721069260280769002419669248183346353617645092650213141595207026849167833381)/2
"(5, -9)",112738688254856814680002026653332375818091613674569446269826779230115042634854458338341951176616465743811290*x+252091370632016972802639394708254961297554543367114373154241375652941529275393073370867274043871508814985846
"(5, -7)",456187159470815339848713774784820614597172437306049544501599961613748653527876851857657703055163541075250*x+1020065499039280089453762989679026066695763554577543750276110474901013776561799601277259610456811182827650
"(5, -5)",(-3499633977595928535060164959717938080046957253520029129437645723416231104050952904922351099445051431375*x-7825419470272472246034516007133898327380700154739415308569548735456774482774114615210026326485129640125)/2
"(5, -3)",-1621671675311082095102472677324370355051478448996142383675737937657772938890876111432973882453659625*x-3626168103181318745419937217511769651377258883758147853859320321700594829889605248344366145930580725
"(5, -1)",122279559945715323469115404428464422850887866609866330716140381548920018641905454687333082049700*x+273412939735854840379357034278926088297951688595856782893404216895379118198444961462143062016124
"(5, 1)",122279559945715323469115404428464422850887866609866330716140381548920018641905454687333082049700*x-273412939735854840379357034278926088297951688595856782893404216895379118198444961462143062016124
"(5, 3)",-1621671675311082095102472677324370355051478448996142383675737937657772938890876111432973882453659625*x+3626168103181318745419937217511769651377258883758147853859320321700594829889605248344366145930580725
"(5, 5)",(-3499633977595928535060164959717938080046957253520029129437645723416231104050952904922351099445051431375*x+7825419470272472246034516007133898327380700154739415308569548735456774482774114615210026326485129640125)/2
"(5, 7)",456187159470815339848713774784820614597172437306049544501599961613748653527876851857657703055163541075250*x-1020065499039280089453762989679026066695763554577543750276110474901013776561799601277259610456811182827650
"(5, 9)",112738688254856814680002026653332375818091613674569446269826779230115042634854458338341951176616465743811290*x-252091370632016972802639394708254961297554543367114373154241375652941529275393073370867274043871508814985846
"(5, 11)",(-4380631753696705298527707892760543290746786518910264542093332628651152455038411027924676350539374138603608505*x+9795390385659948702704495249585558721069260280769002419669248183346353617645092650213141595207026849167833381)/2
"(6, -12)",-1004273360586255757263013051535939100785057180674829523150775556836332266054120986931677638271443944269081502400*x-2245623502263025923146934013133461314027061732767040245017634672196021959259505702230397529520777890939665673300
"(6, -10)",-215334373129136186424682963235526795286673709562650502736545685182210690880289820194525754434002259692177730000*x-481502296209052613108806395281419601571588221473443846754856611086520970676140399566326390958350316246936050000
"(6, -8)",13016158626504076725185168189895206937195952319319602354384773182742370214340424683071677467933601092330486800*x+29105015494783411393491703412019592106685471072732333279669555941404716212676822353625680790642053668561102650
"(6, -6)",-103745935694819213527378838310058622133648829140580096944281831994055821355354470932989386513010732421154000*x-231982964602937637877498200878436282071065117175646941605869046764500703416499522122508653262443941883334000
"(6, -4)",252059937898118498821854248886133877332609550288492386860803539309664945386655444312354437155333649215624*x+563623155544568524889231800191977162250359742395833764489343496465566418097100834126749575163945278161356
"(6, -2)",-322666756286695962077116617829915419697251948753174349536900588955209145892964081672840352026779411400*x-721504827124373425855426804103416392829800734362802734785270612732165321353895811571845180379810077800
"(6, 0)",22288088035264459600580920196800212980510226594607824094007659216068445243129477033672974606420000*x
"(6, 2)",-322666756286695962077116617829915419697251948753174349536900588955209145892964081672840352026779411400*x+721504827124373425855426804103416392829800734362802734785270612732165321353895811571845180379810077800
"(6, 4)",252059937898118498821854248886133877332609550288492386860803539309664945386655444312354437155333649215624*x-563623155544568524889231800191977162250359742395833764489343496465566418097100834126749575163945278161356
"(6, 6)",-103745935694819213527378838310058622133648829140580096944281831994055821355354470932989386513010732421154000*x+231982964602937637877498200878436282071065117175646941605869046764500703416499522122508653262443941883334000
"(6, 8)",13016158626504076725185168189895206937195952319319602354384773182742370214340424683071677467933601092330486800*x-29105015494783411393491703412019592106685471072732333279669555941404716212676822353625680790642053668561102650
"(6, 10)",-215334373129136186424682963235526795286673709562650502736545685182210690880289820194525754434002259692177730000*x+481502296209052613108806395281419601571588221473443846754856611086520970676140399566326390958350316246936050000
