numerator,1
denominator,-2872800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(13595135245212084206399505562138489740279107642281160740184823496612565691060149327496791647025291520259405351304373*x+30399646571597492584203835629494750639451203705044024576186307725594546042625386408939918268584893412807915227664783)/2
"(1, 1)",(-13595135245212084206399505562138489740279107642281160740184823496612565691060149327496791647025291520259405351304373*x+30399646571597492584203835629494750639451203705044024576186307725594546042625386408939918268584893412807915227664783)/2
"(2, -4)",1733681219696071996479175084042311785916950875965867013825773253462058969677023697224338491745362685198029452428910704980807589954488749552*x+3876629058555164274475725893391292582907765197587841911573882944985348193448380927248093624027983860667306100001534505700410598139512716609
"(2, -2)",88692970075479215252629871748923831916269214000421504406934674605907837152646927127953662667405209744135593836901637679383493185980*x+198323510215126178743148858461296996222001498825181321923621729184477325875309735619459723821297447021473828052424290507266356222580
"(2, 0)",5438547278468712196474727765363100848307716735417390516136719511048717160318449820130467780069405442631209107998645173855670
"(2, 2)",-88692970075479215252629871748923831916269214000421504406934674605907837152646927127953662667405209744135593836901637679383493185980*x+198323510215126178743148858461296996222001498825181321923621729184477325875309735619459723821297447021473828052424290507266356222580
"(2, 4)",-1733681219696071996479175084042311785916950875965867013825773253462058969677023697224338491745362685198029452428910704980807589954488749552*x+3876629058555164274475725893391292582907765197587841911573882944985348193448380927248093624027983860667306100001534505700410598139512716609
"(3, -5)",310158450589345586969762583907647758639155111562112823309194596403834998288096511052627738965801204833412675703383395881504233963865063035652115865*x+693535379313786442268143304034876681169320049904664519623705786961912970635974229540050138219352861783652113459632317635984623322572856692737042245
"(3, -3)",-7490965418628850583302944911983888493977080233931255105782936571255387054079857593261183184938115964041109088019867353059233847528969615158915*x-16750307893154279370029749132138758272235198816249510509641408260536276291694018107870636277554624098918912328822967329039063082633296069709465
"(3, -1)",24675301396482202747582998872710606483433943209233780941313993496658923367744709499023220972761761704221521373459210543786434909049694934*x+55175653367850819487652422465268617293480237594754023483819206493178421930528447991964827959295408385268651468658166793181521316837236478
"(3, 1)",-24675301396482202747582998872710606483433943209233780941313993496658923367744709499023220972761761704221521373459210543786434909049694934*x+55175653367850819487652422465268617293480237594754023483819206493178421930528447991964827959295408385268651468658166793181521316837236478
"(3, 3)",7490965418628850583302944911983888493977080233931255105782936571255387054079857593261183184938115964041109088019867353059233847528969615158915*x-16750307893154279370029749132138758272235198816249510509641408260536276291694018107870636277554624098918912328822967329039063082633296069709465
"(3, 5)",-310158450589345586969762583907647758639155111562112823309194596403834998288096511052627738965801204833412675703383395881504233963865063035652115865*x+693535379313786442268143304034876681169320049904664519623705786961912970635974229540050138219352861783652113459632317635984623322572856692737042245
"(4, -8)",22620640952148950883078466257087050452082934048793440035225338690268372262833306545287916128029944458497164419265799772998501949444130722422369425983719040*x+50581290863620621677853074931763856885984241406594416471717087611496035721728086792055732211482791032131714790895360505443610562107663541109221087699670680
"(4, -6)",118622877765859179836843294452688295304967343655763840352060654578993718797385061713172930658850297469443532410151202609399663791782218700621582950444592*x+265248818371109507990430652253221615703800113351789621972674637358492726794629556495065244691975166144131985560594258002960758914487580975434667796476468
"(4, -4)",136873448884582253659262372829021590478096356242973692253530839710528729001575559383052266795021897431678782722297846928558698816875304668198367835744*x+306058336020768685894471976239488438094488134503672213930036569693587827220801100959363983333513173356567225416940909866008071517444414259539694888224
"(4, -2)",12908055295030240123657388877344664633879997392940347489899452996725067057349891191006195621546488763520757556324140987815629450957470795067344240*x+28863289097454457527620669822547099547564064667076123522195935353890320742654105140007734281289360500982878503335811754247283828980495100114160620
"(4, 0)",421143238597545364960278941763845248063505675143506924942319119268540835742364802660492226070731518400068930266123036520551775842336984568400
"(4, 2)",-12908055295030240123657388877344664633879997392940347489899452996725067057349891191006195621546488763520757556324140987815629450957470795067344240*x+28863289097454457527620669822547099547564064667076123522195935353890320742654105140007734281289360500982878503335811754247283828980495100114160620
"(4, 4)",-136873448884582253659262372829021590478096356242973692253530839710528729001575559383052266795021897431678782722297846928558698816875304668198367835744*x+306058336020768685894471976239488438094488134503672213930036569693587827220801100959363983333513173356567225416940909866008071517444414259539694888224
"(4, 6)",-118622877765859179836843294452688295304967343655763840352060654578993718797385061713172930658850297469443532410151202609399663791782218700621582950444592*x+265248818371109507990430652253221615703800113351789621972674637358492726794629556495065244691975166144131985560594258002960758914487580975434667796476468
