numerator,1
denominator,1840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-1326034956848757562609507708737874488313595073521636651965896066542379549547949683456052454104552592124833247178967030270599295469377987805*x-2965104304054822225578248867051082079338408277971233901996946943320129902740703758185900663119626333039919537298458174084875008499361073894
"(1, 1)",-1326034956848757562609507708737874488313595073521636651965896066542379549547949683456052454104552592124833247178967030270599295469377987805*x+2965104304054822225578248867051082079338408277971233901996946943320129902740703758185900663119626333039919537298458174084875008499361073894
"(2, -4)",-8539699633996003144140926643788937582787640712762658849768787480287488342035638137396386136421545105386289938545192134021032272844885930490018624805784359085*x-19095348889045137064105235149013048688150702484214500115308496258999427613343325123755768444179866882683715609221919722239397829570214601333129458606926009106
"(2, -2)",145234846886659958828114125517081669654914234864154426047699967101394798631424788762052427359677127886582379943303288128279050345915457585562324749488000*x+324754990340345362356345866306631537191504058117059752042091949438938200225514608901305067836354392890620944424812263313871580100805071349183249863430400
"(2, 0)",9846015681785508569445733092711315044267563419961415541945143214477862284921860702047696918852358458245950325659954480909074514065738387135930650*x
"(2, 2)",145234846886659958828114125517081669654914234864154426047699967101394798631424788762052427359677127886582379943303288128279050345915457585562324749488000*x-324754990340345362356345866306631537191504058117059752042091949438938200225514608901305067836354392890620944424812263313871580100805071349183249863430400
"(2, 4)",-8539699633996003144140926643788937582787640712762658849768787480287488342035638137396386136421545105386289938545192134021032272844885930490018624805784359085*x+19095348889045137064105235149013048688150702484214500115308496258999427613343325123755768444179866882683715609221919722239397829570214601333129458606926009106
"(3, -5)",31704298623423351313548603980686965353924225990042225718117004298825531020433925687088522771322626304775158092212533912571632960226389955154088808873464253886031850*x+70892966900927619770113459008866590668971193222395609393504901451552980664225851449486098519888401878768416831556991513683713912123854430683520043442249540555195000
"(3, -3)",-21737439545743766307704113594035855927897079490447274059000924590466424349260788216434069811670820457103383560246925819717054264836887438624179215187795394054750*x-48606392481075210784213647803691409296307936744101624325777614909919137802965140719864561920768689643401215670462681770689903253163332363417191832272662509911300
"(3, -1)",166116821307499701117849536704659694509035195437892142579193189911079241956616323801976007365635559988513115689557077726495650439385936989890666742164893520*x+371449215566900987067218097275307328937444833725936955371506541520533847465754917218898021700230599062497694606284848455742316987475844505381035119227489212
