numerator,1
denominator,1840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",1723601275110704570927219741080678811408211019139129326039496871730038690620553229288921346080369950415*x+3854089617252851777779007517484522984104951722984401784482814831195479175783954833523758071914674921282
"(1, 1)",1723601275110704570927219741080678811408211019139129326039496871730038690620553229288921346080369950415*x-3854089617252851777779007517484522984104951722984401784482814831195479175783954833523758071914674921282
"(2, -4)",11100037070815113367851486563268374405271317624418450035316614961484870303707386968844549822757227133293822694159466616255*x+24820437443110240447230589269612816116034209593838062215435561103993056485187392631362402110369955937037982821522738527718
"(2, -2)",-42890178125822578208818761304744150406729159091938606816980390872448657774040808549357590990034419396669222902209800*x-95905353856413812990973747784145774469415201554630976812357844699965903420364210421431797744170559020648569185881840
"(2, 0)",-4016735051570888307438894839203418548337564715436124340339077303331175424867222525550426274516262735799929550*x
"(2, 2)",-42890178125822578208818761304744150406729159091938606816980390872448657774040808549357590990034419396669222902209800*x+95905353856413812990973747784145774469415201554630976812357844699965903420364210421431797744170559020648569185881840
"(2, 4)",11100037070815113367851486563268374405271317624418450035316614961484870303707386968844549822757227133293822694159466616255*x-24820437443110240447230589269612816116034209593838062215435561103993056485187392631362402110369955937037982821522738527718
"(3, -5)",-12933939136595157143564574352511636396636375203332215361059630724568239916152438593028384464580583295622477373888409570087557950*x-28921167126271709216461159732808822437698897329025238282855987783190503471551072369560561195127841150810604672640244180010865000
"(3, -3)",-1327879363403654613069290773968959166274697504174438745867046361716723624335595318296908693304271756697307418024036091067150*x-2969228522489718228033969184336174952878715724268502438939141622537938569495009894621277307742514688652009175686305231053220
"(3, -1)",-485612030911597016930127884891851912618436384303275876392654154031697065026437824009598201290917888490131640297698314360*x-1085861897818729855323053223697257568081336844595213317858149367436151169583093125310560758770487873305916410876042289476
"(3, 1)",-485612030911597016930127884891851912618436384303275876392654154031697065026437824009598201290917888490131640297698314360*x+1085861897818729855323053223697257568081336844595213317858149367436151169583093125310560758770487873305916410876042289476
"(3, 3)",-1327879363403654613069290773968959166274697504174438745867046361716723624335595318296908693304271756697307418024036091067150*x+2969228522489718228033969184336174952878715724268502438939141622537938569495009894621277307742514688652009175686305231053220
