numerator,(-121393*x+271443)/2
denominator,6480
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-32951280099*x-73681302247)/2
"(1, 1)",1
"(2, -4)",(2427893228399975082453*x+5428934300813767249007)/2
"(2, -2)",-386719518369873900*x-864731131301016700
"(2, 0)",-129796518200040*x-290233837930200
"(2, 2)",23472200
"(2, 4)",(32951280099*x-73681302247)/2
"(3, -5)",9563576487975587129289840*x+21384807135132112927089600
"(3, -3)",-18383975074553293744200*x-41107817963362929042600
"(3, -1)",-768346473219391353168*x-1718074944390763807212
"(3, 1)",-279157077740347254*x-624214155592306398
"(3, 3)",1115827671600
"(3, 5)",129796518200040*x-290233837930200
"(4, -8)",28493997717824947565176653300*x+63714515847780453811071052700
"(4, -6)",20568656251029328589319126570*x+45992913583127557409633683518
"(4, -4)",184726661367692596235324832*x+413061372074744918825592096
"(4, -2)",-8774418984636993770292150*x-19620197312712989046494050
"(4, 0)",103335843176935759800000*x+231065969849614149000000
"(4, 2)",-195949903809077275050*x-438156772532408741950
"(4, 4)",-11212108349823936
"(4, 6)",279157077740347254*x-624214155592306398
"(4, 8)",386719518369873900*x-864731131301016700
"(5, -11)",-89445167392591584128727643945896*x-200005474548682401366360398158241
"(5, -9)",56612768723694186277071988621242*x+126589999260654209568531402711762
"(5, -7)",14437835313408214648144431745200*x+32283981208727748831552024655700
"(5, -5)",(601985591155799780363393830125*x+1346080703299764502541168371625)/2
"(5, -3)",-1302807672897692357533699800*x-2913166518207550389001519050
"(5, -1)",158677843347514940474532828*x+354814444248225479022566828
"(5, 1)",-1965328764390692691145728*x-4394608724944314815556328
"(5, 3)",-2309808529649464532325*x-5164809812521361547825
"(5, 5)",-18268959182986907375
"(5, 7)",195949903809077275050*x-438156772532408741950
"(5, 9)",768346473219391353168*x-1718074944390763807212
"(5, 11)",(-2427893228399975082453*x+5428934300813767249007)/2
"(6, -12)",1354555223969475594875774503217400*x+3028877560073199947341909111050600
"(6, -10)",-7613919493965060573949456510800000*x-17025241563716675218646306952000000
"(6, -8)",170188397598127959475587292934475*x+380552826011176052899646571981825
"(6, -6)",85990538663861990541659908056000*x+192280689874219349410626334968000
"(6, -4)",11093089206367594897785122083920*x+24804901545907135106577493425072
"(6, -2)",313893461674676272284417110400*x+701887117997296792349264733600
"(6, 0)",-9399784811320377629866800000*x-21018557811411872872434000000
"(6, 2)",71337266271893022275221200*x+159514957660982046746624400
"(6, 4)",355344724013112838663056*x+793901655865203619901808
"(6, 6)",-5219253297930092688000
"(6, 8)",2309808529649464532325*x-5164809812521361547825
"(6, 10)",-103335843176935759800000*x+231065969849614149000000
"(6, 12)",18383975074553293744200*x-41107817963362929042600
"(7, -15)",-704656769772831996430357970988070440*x-1575660438017471384856334457812401000
"(7, -13)",646510617248852991616448184564186000*x+1445641688343783359654300966145872300
"(7, -11)",144807982862471522317517145965383644*x+323800493365110903921100381798902188
"(7, -9)",-26171168922680598261950991406602912*x-58520512761743755343290197203187648
"(7, -7)",-7907594459578009773912756036210000*x-17681918750117142823125194949130000
"(7, -5)",776633777994699735677375345046720*x+1736605921218628917328524988070400
"(7, -3)",73992132179715109973718277865250*x+165451437353992539113794298890650
"(7, -1)",-2168409078998876859934384640016*x-4848710103674793695758644343552
"(7, 1)",92155092311399407965374827848*x+206065051012670334189659176712
"(7, 3)",2184015765740201341033021200*x+4883603225124360691595504100
"(7, 5)",-41588819803187546637494880*x-93042566490875498454031200
"(7, 7)",479956738300918885580000
"(7, 9)",-355344724013112838663056*x+793901655865203619901808
"(7, 11)",1965328764390692691145728*x-4394608724944314815556328
"(7, 13)",8774418984636993770292150*x-19620197312712989046494050
"(7, 15)",-9563576487975587129289840*x+21384807135132112927089600
"(8, -16)",-13610900969312176584199103284816497504*x-30434899802399805839404719395760415776
"(8, -14)",-11691590135592331914216657598682810244*x-26143190308250437604543160272808506188
"(8, -12)",-5256222363760606980434604571564926000*x-11753270510223344342475507792649760400
"(8, -10)",3065095035792675377559346171540042080*x+6853760857529573140320925557780036000
"(8, -8)",-120054368837946899387965517644819200*x-268449729717481700702081929761017600
"(8, -6)",-26381166377864805875963968511870088*x-58990081346637609214715661112695192
"(8, -4)",-543158139907626802089811612638000*x-1214538523365794138543505213146000
"(8, -2)",-360437186587938762458241899551500*x-805962050829401276634016577865700
"(8, 0)",17760458858482684505961080317440*x+39713593318077617036212638067200
"(8, 2)",-86935288596974215680468758100*x-194393193069420382621501882300
"(8, 4)",-12085269004247215210008066000*x-27023450052521128773858374000
"(8, 6)",415458212780845257638048136*x+930594028138840695298401432
"(8, 8)",7286780269370493410521600
"(8, 10)",41588819803187546637494880*x-93042566490875498454031200
"(8, 12)",-71337266271893022275221200*x+159514957660982046746624400
"(8, 14)",-158677843347514940474532828*x+354814444248225479022566828
"(8, 16)",-184726661367692596235324832*x+413061372074744918825592096
"(9, -19)",-1515525378046737864650821543664478055536*x-3388817766938573317053439610686107958548
"(9, -17)",95992565916485578594453992802498918275*x+214645902723891154054313162186539853175
"(9, -15)",692588385730256826485072807520832800000*x+1548674710919699588729561501431632000000
"(9, -13)",-160921051755584742972178784526480771150*x-359830410736249358272633404052726603350
"(9, -11)",-30637883313281762606041574004262831680*x-68508389775204506541250432106016922512
"(9, -9)",(2167029406507255414389948169436856579*x+4845625062191248219467026181189495687)/2
"(9, -7)",140562794147834348481063828275017200*x+314307962821867227208586332793751150
"(9, -5)",54674771350789646016556287831300000*x+122256505394623650499274829862500000
"(9, -3)",-29734103678876927970534102462508800*x-66487477075994958419398005408859200
"(9, -1)",2376219118785090902861404349976165*x+5313387479038641452505027443513073
"(9, 1)",-8743747412056717703394190145736*x-19551613735672894854133382286678
"(9, 3)",-7087661164761185870681722106400*x-15848490361160024685024297616800
