numerator,(121393*x-271443)/2
denominator,1944000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(32951280099*x+73681302247)/2
"(1, 1)",1
"(2, -4)",(2427893228399975082453*x+5428934300813767249007)/2
"(2, -2)",3693706693977504000*x+8259379256679712000
"(2, 0)",-239212438328685*x-534895273180935
"(2, 2)",224192000
"(2, 4)",(-32951280099*x+73681302247)/2
"(3, -5)",-17625483969976899453383880*x-39411780293201209579880010
"(3, -3)",112846744321336689424875*x+252332991342047209143375
"(3, -1)",149763714135214373448*x+334881845369185329252
"(3, 1)",-2314268314690854*x-5174852179813758
"(3, 3)",6849308675250
"(3, 5)",239212438328685*x-534895273180935
"(4, -8)",272157119330723606842651488000*x+608561819384020053544688672000
"(4, -6)",-170518153411677988726175490*x-381290182426249664552243478
"(4, -4)",531300745585730095678881792*x+1188024583626013813451390976
"(4, -2)",3560717127300426682820250*x+7962005545291528619066750
"(4, 0)",-53629514973784547520000*x-119919241084980179520000
"(4, 2)",38274900354302753250*x+85585495144360981750
"(4, 4)",32247654354518016
"(4, 6)",2314268314690854*x-5174852179813758
"(4, 8)",-3693706693977504000*x+8259379256679712000
"(5, -11)",89445167392591584128727643945896*x+200005474548682401366360398158241
"(5, -9)",11034785486830034161892504846802*x+24674530465680066719627002243002
"(5, -7)",2820148062196315849584194373000*x+6306042773685267102466781925500
"(5, -5)",(266308242042986439025813497525*x+595483332176585149193028943825)/2
"(5, -3)",557039234711053905351987000*x+1245577594948376676661995750
"(5, -1)",-40276963658721721260548688*x-90062028668172546340109008
"(5, 1)",294300473792238393135072*x+658075862765203099729792
"(5, 3)",-4597050653381208604875*x-10279283947101027057375
"(5, 5)",8081878495854499975
"(5, 7)",-38274900354302753250*x+85585495144360981750
"(5, 9)",-149763714135214373448*x+334881845369185329252
"(5, 11)",(-2427893228399975082453*x+5428934300813767249007)/2
"(6, -12)",8314695075930339504564583475194125*x+18592223401963014576628986023988375
