numerator,17*x-38
"(8, -2)",38857820630200*x+86881936508640
"(8, 0)",-127966725169920*x-286043268026880
"(8, 2)",8781831484920*x+19606697631040
"(8, 4)",-1949751164800*x-3970418860800
"(8, 6)",819795509424*x+1804812617232
"(8, 8)",-1428457409920
"(8, 10)",-75403579680*x+166041336240
"(8, 12)",2266631040*x-3447870720
"(8, 14)",10744444152*x-23994820928
"(8, 16)",181851501312*x-406632343104
"(9, -19)",194816713680876*x+435623414943552
"(9, -17)",1740876168494580*x+3892717453163790
"(9, -15)",3279508575454800*x+7333204107434400
"(9, -13)",-4884679046769420*x-10922474392181520
"(9, -11)",-4700207128189680*x-10509982642062288
"(9, -9)",2096004415354668*x+4686808634643681
"(9, -7)",-1881928417169160*x-4208119265082330
"(9, -5)",-477935267628000*x-1068713484961200
"(9, -3)",-154746295989840*x-346017774507840
"(9, -1)",95549958374340*x+213743549662602
"(9, 1)",-112836420613524*x-252383877020778
"(9, 3)",-7084450518480*x-15721541216640
"(9, 5)",22834392578400*x+51429176026800
"(9, 7)",-1106715332880*x-1018089922230
"(9, 9)",-1622294439129
"(9, 11)",-819795509424*x+1804812617232
"(9, 13)",-851418330540*x+1876881958080
"(9, 15)",567683672400*x-1268939973600
"(9, 17)",301293224940*x-673715202510
"(9, 19)",33716981580*x-75393462768
"(10, -22)",489999804824960*x+1095672872550240
"(10, -20)",-10333533078649800*x-23106482411603675
"(10, -18)",12097096480129920*x+27049930059943680
"(10, -16)",8625468895991948*x+19287134791077312
"(10, -14)",10762612283260800*x+24065932613459200
"(10, -12)",4512672776211480*x+10090642835727270
"(10, -10)",-25399591996144000*x-56795217706548000
"(10, -8)",9022610981739420*x+20175174009228680
"(10, -6)",29760431107200*x+66573287188800
"(10, -4)",-2599807306464368*x-5813364461598837
"(10, -2)",-12681894401280*x-28953637905920
"(10, 0)",369443610003000*x+825815128242000
"(10, 2)",770107249150720*x+1722022077934080
"(10, 4)",23576010138252*x+54729799222813
"(10, 6)",-34801579228800*x-77841735931200
"(10, 8)",-1693678270180*x-10770625003320
"(10, 10)",19659126932000
"(10, 12)",1106715332880*x-1018089922230
"(10, 14)",1949751164800*x-3970418860800
"(10, 16)",1490448850668*x-3343314370288
"(10, 18)",2093648104320*x-4681538008320
"(10, 20)",-1788427324100*x+3999045309075
"(10, 22)",84804399360*x-189628401760
"(11, -23)",4422854670332620*x+9889803697466160
"(11, -21)",-43228872026359944*x-96662696441580708
"(11, -19)",-78902604465556500*x-176431587186962768
"(11, -17)",-50702564499237560*x-113374380848657760
"(11, -15)",-132415055585623200*x-296089065597889200
"(11, -13)",18808684026839460*x+42057497259954280
"(11, -11)",13035672475987392*x+29148651534928464
"(11, -9)",32367518460767100*x+72375973864963392
"(11, -7)",12379397194580220*x+27681172027942720
"(11, -5)",-7935556616465400*x-17744469757372800
"(11, -3)",-11726049441340500*x-26220532019517600
"(11, -1)",2777595727187736*x+6211835002736272
"(11, 1)",-1216767689894120*x-2722925272315248
"(11, 3)",370533184034700*x+837613326716400
"(11, 5)",31861557117000*x+77386683535200
"(11, 7)",4235040261340*x-111738296880
"(11, 9)",2599623449436*x-19239323773488
"(11, 11)",-10089529780176
"(11, 13)",1693678270180*x-10770625003320
"(11, 15)",-22834392578400*x+51429176026800
"(11, 17)",-8781831484920*x+19606697631040
"(11, 19)",-13655436832244*x+30535640446752
"(11, 21)",-7481631603480*x+16729441427172
"(11, 23)",765464660460*x-1711631011040
"(12, -26)",10215382227581004*x+22842289077014352
"(12, -24)",-62029449310694400*x-138702065265590400
"(12, -22)",-201166384231734060*x-449821709929885920
"(12, -20)",739263771306627840*x+1653044045927339520
"(12, -18)",40779208799787600*x+91185082924253760
"(12, -16)",201113285215113600*x+449702976923284800
"(12, -14)",17346894169925892*x+38788838898250272
"(12, -12)",-79346873266652160*x-177425013055230720
"(12, -10)",207865990177360320*x+464802482764969440
"(12, -8)",-58538535425068800*x-130896043514401920
"(12, -6)",16024832394634800*x+35832586486982400
"(12, -4)",32686630432664832*x+73089266142776832
"(12, -2)",23669139852233820*x+52920893670672240
"(12, 0)",2854604016576000*x+6380879566464000
"(12, 2)",6350410594971900*x+14181630858375840
"(12, 4)",343463501032704*x+742708532547072
"(12, 6)",39046918676400*x+74908448654400
"(12, 8)",-140622416482560*x-269132837301120
"(12, 10)",37890053448000*x-76162249044960
"(12, 12)",61413988596480
"(12, 14)",-2599623449436*x-19239323773488
"(12, 16)",34801579228800*x-77841735931200
"(12, 18)",7084450518480*x-15721541216640
"(12, 20)",127966725169920*x-286043268026880
"(12, 22)",-34816067090700*x+77850438395280
"(12, 24)",-10735453324800*x+24005204841600
"(12, 26)",1767978977772*x-3953321177088
"(13, -29)",249227005939632*x+557288527109761
"(13, -27)",132437286354729900*x+296138775044781390
"(13, -25)",-19157087406356640*x-42836549691508560
"(13, -23)",-224511705769810680*x-502023435844552960
"(13, -21)",652064388263316012*x+1458060297876392682
"(13, -19)",-138821993885284424*x-310415415447814677
"(13, -17)",-12090665435442300*x-27035548148570080
"(13, -15)",-11062738645183680*x-24737007783190560
"(13, -13)",328065030394841480*x+733575752949455910
"(13, -11)",-256367395066110588*x-573254986671316378
"(13, -9)",-50529786370933056*x-112987510290021408
"(13, -7)",-58380570662240800*x-130542468268222800
"(13, -5)",-43624302303319920*x-97548620796768960
"(13, -3)",2149398441936960*x+4810229635287120
"(13, -1)",-26543759554499068*x-59341246768890288
"(13, 1)",-16030527541555356*x-35824806739937248
"(13, 3)",-5204590035081600*x-11639481431728080
"(13, 5)",2208715134247440*x+4972602418842240
"(13, 7)",-599640669813600*x-1295651179898800
"(13, 9)",-689530917939648*x-1502728355694048
"(13, 11)",38433347271644*x+284366358617562
"(13, 13)",-253920302163190
"(13, 15)",-37890053448000*x-76162249044960
"(13, 17)",-4235040261340*x-111738296880
"(13, 19)",-23576010138252*x+54729799222813
"(13, 21)",112836420613524*x-252383877020778
"(13, 23)",-38857820630200*x+86881936508640
"(13, 25)",-3315535273440*x+7413704335440
"(13, 27)",22920957125220*x-51252818281710
"(13, 29)",43133785636*x-96450076809
"(14, -30)",415205686628304000*x+928428139945363200
"(14, -28)",-693716378051743200*x-1551196978428643700
"(14, -26)",2906620643746736000*x+6499401344221651200
"(14, -24)",-552200495907550044*x-1234757846073493578
"(14, -22)",-4449692367487261440*x-9949814612665208320
"(14, -20)",-192031633638491400*x-429395787709012800
"(14, -18)",753977787011162880*x+1685945577440273280
"(14, -16)",-478435275601669620*x-1069813833420956858
"(14, -14)",-2306594020335808000*x-5157701334945936000
"(14, -12)",153224967842768640*x+342621476422983120
"(14, -10)",220508878612838400*x+493074822702758400
"(14, -8)",491443604452920340*x+1098903957209120790
"(14, -6)",-679323572984496000*x-1519006351414598400
"(14, -4)",118946013998606856*x+265978823900621692
"(14, -2)",-256996269949555840*x-574678529717022720
"(14, 0)",107529401902650000*x+240359839547100000
"(14, 2)",22436510126532480*x+50368478347911680
"(14, 4)",-9606037628019080*x-21571817895778428
"(14, 6)",-9596324547811200*x-20932243069382400
"(14, 8)",-3339449697198420*x-7847611284565910
"(14, 10)",-2520619473715200*x-5806949332953600
"(14, 12)",-15440735590080*x-153121712819280
"(14, 14)",1785289489424000
"(14, 16)",-38433347271644*x+284366358617562
"(14, 18)",140622416482560*x-269132837301120
"(14, 20)",-31861557117000*x+77386683535200
"(14, 22)",-770107249150720*x+1722022077934080
"(14, 24)",-95549958374340*x+213743549662602
"(14, 26)",503049946953600*x-1124852435756800
"(14, 28)",-120061678444400*x+268466090577300
"(14, 30)",71859761001600*x-160683310444800
"(15, -33)",768644060033520*x+1718740368736380
"(15, -31)",-197517367122006072*x-441662259621587748
"(15, -29)",-211308297569435952*x-472499717574903408
"(15, -27)",894117013778777040*x+1999306422647516160
"(15, -25)",-2134275734987331000*x-4772385626110518000
"(15, -23)",-2152666786793837100*x-4813509269747841600
"(15, -21)",-209588263717604400*x-468653602812105600
"(15, -19)",3933579857484353088*x+8795751949490230752
"(15, -17)",242441538082250880*x+542115780246816720
"(15, -15)",517100445276282000*x+1156271816101531500
"(15, -13)",1935842730147032280*x+4328675227065421920
"(15, -11)",-1822777193276085852*x-4075853477180593968
"(15, -9)",371805550523240400*x+831383397547806600
"(15, -7)",689144529411301140*x+1540976595767811360
"(15, -5)",-354548141700500100*x-792789981890067600
"(15, -3)",14743254231332640*x+32993346502920960
"(15, -1)",-81183643906524432*x-181557935765507028
"(15, 1)",33305763085996128*x+74536790401973172
"(15, 3)",-34142207453883360*x-76355712529799040
"(15, 5)",-4924770777449700*x-10737704825349600
"(15, 7)",-3216262763283660*x-7725176201654640
"(15, 9)",-1114170124611600*x-2779135480283400
"(15, 11)",-618857284619772*x+27011221369632
"(15, 13)",1254026251136280*x+1305757824601920
"(15, 15)",-400232542783500
"(15, 17)",15440735590080*x-153121712819280
"(15, 19)",689530917939648*x-1502728355694048
"(15, 21)",-39046918676400*x+74908448654400
"(15, 23)",-370533184034700*x+837613326716400
"(15, 25)",-369443610003000*x+825815128242000
"(15, 27)",154746295989840*x-346017774507840
"(15, 29)",-36571325262192*x+81775339695792
"(15, 31)",-34184384171592*x+76438607778852
"(15, 33)",133029436320*x-297462862620
