numerator,(-53316291173*x+119218851371)/2
denominator,254880
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-6356306993006846248183*x-14213134522220588579643)/2
"(1, 1)",1
"(2, -4)",(90343046356137747723758225621187571439538669*x+202013192946738678797014398792760916154007447)/2
"(2, -2)",314152865312369682712910501890258637320*x+702467162164794314680530926948812095720
"(2, 0)",56070958730633250802470815100*x+125378475285281268492151397700
"(2, 2)",-98847606214740080
"(2, 4)",(6356306993006846248183*x-14213134522220588579643)/2
"(3, -5)",-796944079228369369047237733065023076007067006194200*x-1782021135420612055466858469416143685780452368418800
"(3, -3)",-6354825416830813211019912293103953570725715716260*x-14209821617177134513841342036078239911189936557460
"(3, -1)",31826207360856502549161295944349030905484824*x+71165563124879319157136321806137429073361412
"(3, 1)",-2688825669716412261408686218077738282*x-6012396977132305508286959957732280978
"(3, 3)",1999533824852178142306504440
"(3, 5)",-56070958730633250802470815100*x+125378475285281268492151397700
"(4, -8)",-4465096935225756385343089181340956792152119980504331472076760*x-9984260273290766560562966446079441225049872998953366744687880
"(4, -6)",38216640950479265124209628912678843332059553190415172478150*x+85455007036973810925156504801720152129028495554758533569442
"(4, -4)",57336357502351051923704562991859938195910147141454542976*x+128207992957487010128167899792030852408065747522738964096
"(4, -2)",1882618001506849133381121509578897281926351091108270*x+4209661827034116172751280928701851500856022610305530
"(4, 0)",-26121803356757686195185435681245893904678220000*x-58410128000592376818994962770013499219469940000
"(4, 2)",-208392839968641223989437246722292903202190*x-465980556194709281588015804549926124729370
"(4, 4)",-18040776685403022385581428568217344
"(4, 6)",2688825669716412261408686218077738282*x-6012396977132305508286959957732280978
"(4, 8)",-314152865312369682712910501890258637320*x+702467162164794314680530926948812095720
"(5, -11)",-642028935503498186518098544331803424790181991756128326419519233492*x-1435620343307650113111891586458694553609792701896273364377793010889
"(5, -9)",-452350166551940565746820344988834726702980812502587221722529576114*x-1011485722043490758685361583765558468816328473850930551562952654938
"(5, -7)",2961915467943767676694565512135120711297581081066696329638126440*x+6623044329930363771097658362334217732828288903544914963455909380
"(5, -5)",(-97144904933375522052762109958226417101872698242639053655736875*x-217222611098782345922188448047274488244942411451333696933849375)/2
"(5, -3)",-29318707086204847325058323155900037889056992949297229980940*x-65558622057158825279460835445463067652112815841906639108630
"(5, -1)",-11643974595081407919919522493583683766241645735146849564*x-26036718722882616485678093048522694834698422248453936908
"(5, 1)",1971272667599714193119498091211356380833383318906256*x+4407899686940308133330021124141408681510459354226392
"(5, 3)",-4838457146521532392553776517447183387842442565*x-10819119076616730696637137983771837615357270505
"(5, 5)",15283230504796810915090468573079944758125
"(5, 7)",208392839968641223989437246722292903202190*x-465980556194709281588015804549926124729370
"(5, 9)",-31826207360856502549161295944349030905484824*x+71165563124879319157136321806137429073361412
"(5, 11)",(-90343046356137747723758225621187571439538669*x+202013192946738678797014398792760916154007447)/2
"(6, -12)",90321988514642872995458730755183507518893074861847166502304395800095180*x+201966106181696723115229566717338416138323347988319520349147240149282340
"(6, -10)",371272705072590323149787751872888909063062364376888433888852797240000*x+830191006732542954588564756683699741879296196382797856695153901360000
"(6, -8)",68769642274191405568357197005132427436987618820141845180387925723355*x+153773594913435214194408610782147240612080480873776389916597926438345
"(6, -6)",-136055627032983529323734425849728554581040265584289102276961490400*x-304229630767109193218817615853395423745502166032030236501995938400
"(6, -4)",11755254484475465620180159838558885815647367788989413906616837100*x+26285548120096387385457870671793921531861386902176559805613951012
"(6, -2)",-7332865750355059028504326041351764530863468301838084430601920*x-16396786287673914620762436091943568181638061759224716680968960
"(6, 0)",-2259437875310744630990876014828556776975663081286655465000*x-5052256680132518763139614157439819908020374629671086055000
"(6, 2)",-1256085687443014990687263746014297089094788201634657440*x-2808692982687133210125426272842820994823846433305337760
"(6, 4)",-31391738145707450957993053993382698062998624427948*x-70194064124443697903802853491510604065978526251108
"(6, 6)",42809646287591442200242633260877075531137600
"(6, 8)",4838457146521532392553776517447183387842442565*x-10819119076616730696637137983771837615357270505
"(6, 10)",26121803356757686195185435681245893904678220000*x-58410128000592376818994962770013499219469940000
"(6, 12)",6354825416830813211019912293103953570725715716260*x-14209821617177134513841342036078239911189936557460
"(7, -15)",11327073404760036563464537331116598612032042542934430868265856058553855500*x+25328106119173431707081623909247830047506280036112146432415849949627090700
"(7, -13)",-26757902909370929468067739794941614085267760966213636136064978858934149800*x-59832489840692792769892558713303100511149268179262631220951700230843596420
"(7, -11)",-28017963604571368925038976406523619982096824838948647216566978054453796172*x-62650071210936618388264570263296916882754259422045845488803484571890601148
"(7, -9)",446175008906517980729225256913943191393854193829396003306293759329899664*x+997677649776548315530072684302549376685294172818306597138486497661043432
"(7, -7)",-18036001173753575018031499427229937967725173110762153539543779111786100*x-40329724666778989538153232653204218381472347516309632380933244047768100
"(7, -5)",82901627459572966978303216434165979740938090845356156136326732430800*x+185373674444968352774908664571869861817194631084013106688532177928400
"(7, -3)",-46893751103163214669025738590692938477227669842175926175709037450*x-104857615186628701353122403728590286261588263509312405933932993010
"(7, -1)",4305929682674618140048998276821057395009822681124095318858257128*x+9628351476794544622530062278676461279432943320551138513718438272
"(7, 1)",2834090839893587401296275522665703270731889549336857361392764*x+6337219772411534274800833403033998453816993405454822466347612
"(7, 3)",-314773650163956310925783972429978407012932109047865214760*x-703855279292329378510963191484203513331187443540979985660
"(7, 5)",-81061578684238658821383800447792406605698932208946400*x-181259226386246233180229366113728510833766825892689600
"(7, 7)",5674993732554650640445075209973347027259098253400
"(7, 9)",31391738145707450957993053993382698062998624427948*x-70194064124443697903802853491510604065978526251108
"(7, 11)",-1971272667599714193119498091211356380833383318906256*x+4407899686940308133330021124141408681510459354226392
"(7, 13)",-1882618001506849133381121509578897281926351091108270*x+4209661827034116172751280928701851500856022610305530
"(7, 15)",796944079228369369047237733065023076007067006194200*x-1782021135420612055466858469416143685780452368418800
"(8, -16)",-814929362195047177923166719965545024914209317883736765295502811712125542237568*x-1822237450728672721084598627593145641251116530143530254667353770465561245280384
"(8, -14)",165497377293211058124300562413594185387340720694762768954016261350732272731908*x+370063385725550070527922599772377674912509508521449245288535580860787900937452
"(8, -12)",17852914847063489096737862416433077740394623864421764382632345217408031892000*x+39920331194549223346536879686695813771239600260644340861296685930925456188640
"(8, -10)",1152139205324280537059732394799534072159447950603676498649030167200250566000*x+2576261582647678913133758120768232878297186066206853098984385385868899884400
"(8, -8)",-87648464181812088161161547134794711612023609236152345456502406199031644160*x-195987924033987315472832346591016595682654029860191150573164511024663183360
"(8, -6)",-1659382792834906976777784267421838100437608815203494869188117111216326776*x-3710492725472302960804250926682234593440122619001846127136976804592194248
"(8, -4)",-7380932205510248577350360451445758874599734539078928597321668995415200*x-16504266148838363655331608285428953941559506346068218666539850278472800
"(8, -2)",8185967066045561170710043156020421426628161619278154336314627583500*x+18304378821252385351573763038398295467748043499064516385012256180420
"(8, 0)",-83372948039316171768082355855022458293891993204671568502785574400*x-186427579300468769058121834043414175035092060209585008303462668800
"(8, 2)",-218489078051470104984794197802952756602604153471779578281243180*x-488556430864344452093089960535770195192092135977838201684143780
"(8, 4)",4750738166554508296551101305737661630515968628401981074400*x+10622973486040994802365983249818974313786393924614778151200
"(8, 6)",-68249028926758142281062550290908210958993069851618184792*x-152608945956916472272031578305538824095172212769773373288
"(8, 8)",27578423848389376807458590701071391362014453879767040
"(8, 10)",81061578684238658821383800447792406605698932208946400*x-181259226386246233180229366113728510833766825892689600
"(8, 12)",1256085687443014990687263746014297089094788201634657440*x-2808692982687133210125426272842820994823846433305337760
"(8, 14)",11643974595081407919919522493583683766241645735146849564*x-26036718722882616485678093048522694834698422248453936908
"(8, 16)",-57336357502351051923704562991859938195910147141454542976*x+128207992957487010128167899792030852408065747522738964096
"(9, -19)",-543178258816565890128087225257476819676757074646594595989528686304045754874562168*x-1214583510613815801095911299587156568379880460179977356021523790439680787955788228
"(9, -17)",416710727833811517432640894941331095090702092604871628614657340040026482719561855*x+931793514389816240139412013845331054173146072979755628147565759654682102640889595
"(9, -15)",32113694466391882183966706410913198993442208364050069855013623248872967043530000*x+71808403835511084092259734234524994621207094997268447876925208081767345264420000
"(9, -13)",4473920233830666981566632491944778067556064774688146850906114745619039850093230*x+10003989768757125713457484528847436792118270749408367197784021296426963840912390
"(9, -11)",970030969764144883045548781879166106141933388569907124531330141455305967062480*x+2169055188672671099652480157030004445765433372862760634910558280689405348970432
"(9, -9)",(206438777694967257182014288315771897606481498491448182641653305768634123383887*x+461611140117914131879473988694145652062174699546975398556151598060666639755827)/2
"(9, -7)",-1428162722131026758575364167333003508040212805450545789401283801713423634760*x-3193468929616119146297246872082443744281177351544466071350276650609370656490
"(9, -5)",-10126230231154395534069212209723719571150396201931165525534432526956250000*x-22642939152674637129522029770915829761569852190609378147479333202170510000
"(9, -3)",106689601557256839080207332230693265864244260051958026049215260749656560*x+238565201574393713403810847987502035383553408337049955144119721287107280
"(9, -1)",383707044718010621476503479606034052799049743937984628928398413795345*x+857995035435023373219159549257629510986565866280923874569276445531077
"(9, 1)",-18773809363725900992088327777736740910044833629342524141751973060628*x-41979513933913189096342242734361001750455358268877970226308022762418
"(9, 3)",52851924072606504346400083408369073681994508006542791666715667920*x+118180494968005640808103454190509582894589810525624125252752525680
"(9, 5)",-698261030851197297301199302042378152397965978535878967710000*x-1561359127836155764781757140768373123220564778929907020410000
"(9, 7)",-18734795402777614751906108888990108073306494884343311766505*x-41891826696455947739183369007997060732108943154836484186165
"(9, 9)",-32477785909662545809521191908450717097433036690834173289
"(9, 11)",68249028926758142281062550290908210958993069851618184792*x-152608945956916472272031578305538824095172212769773373288
"(9, 13)",314773650163956310925783972429978407012932109047865214760*x-703855279292329378510963191484203513331187443540979985660
"(9, 15)",2259437875310744630990876014828556776975663081286655465000*x-5052256680132518763139614157439819908020374629671086055000
"(9, 17)",29318707086204847325058323155900037889056992949297229980940*x-65558622057158825279460835445463067652112815841906639108630
"(9, 19)",-38216640950479265124209628912678843332059553190415172478150*x+85455007036973810925156504801720152129028495554758533569442
"(10, -22)",63463023395118545334991557632035041060805556173122685019626365207232893913610759360*x+141907634369144562538251943354640622737033651876449455978932412658266003115744731120
"(10, -20)",(1380733601966396799076693020455990284343650989653644848840507772436739413954789435625*x+3087414192815000540239426721984099559637004925813719627659139270404348661599863756875)/2
"(10, -18)",104223007343180469675966242377461471043930443420415288837983781553097841734714057120*x+233049729238811282773146926006566224756238226769827167163366900886774998488676219040
"(10, -16)",-40281314355600689968433794864664707357169548220750099183945274066173631236159646124*x-90071757122161279310268107454376535473258933805759290294425347586268948410703300788
"(10, -14)",-67522880648467758454372169035324062520287154724656578425793758908170932103854400*x-150985751166578988816763191481868863525416398863023103775253495388160907217548800
"(10, -12)",266278739143235961800175526323747450156432633615238618251675754203168353788622955*x+595417361687209720532783217796405896796014112531508290612023394037322577511895585
"(10, -10)",1724902540795210809845899758926326264996710892824818211916974244021332820625000*x+3856999335780195524060103465417050391205999880528344706749381209102705358125000
"(10, -8)",880680124106018423968071949774449163469327093434781831549512753455094383212220*x+1969260623934008402667555294567175165927824209192738301065297411187071172780740
"(10, -6)",-2551163405635961230667051777750645130435665752750305186519875632606566513600*x-5704574796711879411501095469589055225676088750258316887567406315344635727200
"(10, -4)",(-1372967927865079954287209261307096148867142078136192020380382845235999218657*x-3070049617633346486173473053367386600804979280618330247326242943712670363219)/2
"(10, -2)",-8619818711405888701283337544406608604312295985530442569134449683066002880*x-19274500592428208951041453667375201631383328131669339087823893196071015360
"(10, 0)",-44514427698474463092332243667611583569472383813646886392676164902625000*x-99537286313288410978267181194575574686268018119337430574081129483375000
"(10, 2)",279922495936679140827589471908034798908019111918914297643463408859520*x+625925729345823228502946804494630244157693762594505208982995936240640
"(10, 4)",(-9748876562635338095074413108792722789389824237808101257069693609187*x-21799150698306670298766604127140285647487750953977696223229705200169)/2
"(10, 6)",4997565296474016412347829060314496721467146210071348054720516400*x+11174895725712509505670506951884192665726256047158882133598722800
"(10, 8)",-4778665963723923304546968978336933592674181285215533320778980*x-10685699040990304828070711119623069701709059768516422437247260
"(10, 10)",-542737329299208992003013932405862737776700154271888750000
"(10, 12)",18734795402777614751906108888990108073306494884343311766505*x-41891826696455947739183369007997060732108943154836484186165
"(10, 14)",-4750738166554508296551101305737661630515968628401981074400*x+10622973486040994802365983249818974313786393924614778151200
"(10, 16)",-2834090839893587401296275522665703270731889549336857361392764*x+6337219772411534274800833403033998453816993405454822466347612
"(10, 18)",7332865750355059028504326041351764530863468301838084430601920*x-16396786287673914620762436091943568181638061759224716680968960
"(10, 20)",(97144904933375522052762109958226417101872698242639053655736875*x-217222611098782345922188448047274488244942411451333696933849375)/2
"(10, 22)",4465096935225756385343089181340956792152119980504331472076760*x-9984260273290766560562966446079441225049872998953366744687880
"(11, -23)",-42098102989330713446471611339914322349839744028011787492803253665032990593286340858730*x-94134220007930579112658197520419192193516891786925298752383303065209768110862996021970
"(11, -21)",-167079013330786628358279218815935866324181885851913973651800509753866704198316731583248*x-373600031421232457240686373299499171768770344347194899315273614154691857829343936197608
"(11, -19)",-61200757823076959292241673066553854368279011561946552658042071571850111611450639052540*x-136849054766902128452321183565901058706160502733795701405277059105370335807663117644508
"(11, -17)",3105414657981498445591192120410677395319600624601157843881212730469847260579108168240*x+6943918273570890381798912523989709398379248591525511375360200348300227421932536890120
"(11, -15)",9924477952986257529165900312889249766300378906590778079329024925287273433371280000*x+22191807344075233805185552206971521623898867078222892087041328224585629313684140000
"(11, -13)",67920702859289119153087020433142998253334488667572670393820156853052389390913516360*x+151875308672934803784697049894267079911653971182888488912435376453250682311020747440
"(11, -11)",19363517840998145115277650675600739057959790477473876808698453244648588025742247944*x+43298142176001816711837409057776462081456535694779634702301603457924624434100117224
"(11, -9)",-264132795393243096838483846290954303148441188582534821692816190103799950240631560*x-590618885586334860638139022669298361299226803670541098803240168525388850022279628
"(11, -7)",-8055302853682846626965384951113711934229264307492222921040257448900924701017330*x-18012204760182887224485862194151666149553000382491995469449830315398518028517690
"(11, -5)",1108650138861062322721659857859104405856076945446283177318371573378383616810000*x+2479017073757916628364501661612459220801387974569867863187216457175679930760000
"(11, -3)",19929821890869156541236240952380103119454599347420062796221195478279081124900*x+44564436527446829271184837653154420038986638115651215676145083255916664565700
"(11, -1)",-131528591335592244732910914296120623706934859856891283040225408626759556608*x-294106871211174113509550481779333264898136056591412767865012948678325469368
"(11, 1)",-1429873103861839034517388262233508731272915437475289564021334845941386300*x-3197293459433689141854295700597097577873197242205427363166467234301670348
"(11, 3)",-12434791173834033288307683108171210356097921725959800383890741214356200*x-27805038350707308925299649755303235209456007296869142001915274675380800
"(11, 5)",-38439958946459070208407539970122884684947527817596433228068605125000*x-85954361256932514520042393238402277795817088361828139408415868765000
"(11, 7)",163255384347467558455523799834631689051440987308843417357758822040*x+365050139628378448778629785700555050282661943354380888618489663860
"(11, 9)",-2158456999821620903673290886952136229775386908818608237483208578*x-4826373469225785368705363656591541719692586350672921553308932298
"(11, 11)",-6092694346670706521829385885134682548987997217685118616321136
"(11, 13)",4778665963723923304546968978336933592674181285215533320778980*x-10685699040990304828070711119623069701709059768516422437247260
"(11, 15)",698261030851197297301199302042378152397965978535878967710000*x-1561359127836155764781757140768373123220564778929907020410000
"(11, 17)",218489078051470104984794197802952756602604153471779578281243180*x-488556430864344452093089960535770195192092135977838201684143780
"(11, 19)",-4305929682674618140048998276821057395009822681124095318858257128*x+9628351476794544622530062278676461279432943320551138513718438272
"(11, 21)",-11755254484475465620180159838558885815647367788989413906616837100*x+26285548120096387385457870671793921531861386902176559805613951012
"(11, 23)",-2961915467943767676694565512135120711297581081066696329638126440*x+6623044329930363771097658362334217732828288903544914963455909380
"(12, -26)",6429313768351619441849310013276201516099154099715008916288278685773118378207015213962478*x+14376382634709557086413631984202854205441540147955535984857498915897626063350600236865722
"(12, -24)",1933776929524866950808212673050761920771678370660239013523699993035970081169144379927200*x+4324056667738422598418175905360855613334983431288834862497686304847796840709135390853600
"(12, -22)",666507192680788895762805667157856948144472716614364798943687713132600598210486329415590*x+1490355390326794260396862840524254874559346538529882519850742908027072202488352727281090
"(12, -20)",1184990925996908014418372132845390715770362116903767699344004317763369211177383116364800*x+2649720263249509067207196444794317008989358540716362198230015995995869089837569593907200
"(12, -18)",-751191506602144765620536463456946525118654425171571670648680191878674750849946110496000*x-1679715272882877764952087829530562300906249735734320538672305152360653677095653369839520
"(12, -16)",-71031067844917576782393828996033123525980493628293024841944271062108126186614054158800*x-158830296215635191481380311889578109436615892202765391630217623671623286915226244233200
"(12, -14)",30678175566097965628709991290344405212832674950698838124481546561342706529333093146094*x+68598485991468143839772515138441950998490566517573535066723920698538695627250690289242
"(12, -12)",1689006678962602474297253659132600381050182783941362427194078624902948186614221949440*x+3776733748611543108668840231573110463796997356190407251188969249547058191812692042240
"(12, -10)",138511890550859590583495375183464473115341403157643722006407927901718583010657450400*x+309722002963732836054559558911355237548515158100725693276037269985866965763576586400
"(12, -8)",-2365395711498845212820714331298959511959500050696116335695863052339334886954372000*x-5289185604597898857405718353024502239588625315298092064767033042732934895344148960
"(12, -6)",-135792063591826250982692545245114776714971257175613176828186009490678656060520400*x-303640284996297753007697628567146022260457419515895588810351354304315145523355600
"(12, -4)",-2083608571812352604698777693516335794094564995247473878771115531644321346067456*x-4659090405073672607941124172996093841672344796060850242280201059306378285129728
"(12, -2)",-27201162062077456000138063941872440089140774093475844874734513614154626023130*x-60823647437793545984517716645653141222382318250821790514932099425972952782430
"(12, 0)",8355570645867259916750986031937854614699258830610436664470148763517998800000*x+18683623954961015409003337670313914586709157748608593635922441845955287600000
"(12, 2)",191162745666439890430215628545482168371177492817764838335107751881908341050*x+427452894075662933216326786714919332800964135774511199374614080723556854270
"(12, 4)",1928152087492893188738295254795097476388817232539821742925533036766443008*x+4311479138592231876461411629424196760037015096407810547634644296668882432
"(12, 6)",10598854803141957751840402739408221270298656407705393017172488568328800*x+23699759823518295854872685506923069099888863641710880315481527268942400
"(12, 8)",-4426094884229138141280813213704366913029940035119791217325983928160*x-9897048291733117996594493140309640843458041909418012802893757379360
"(12, 10)",157190122506467520339529791032595575099245373167460951564689848000*x+351444216811012865116847515664553194919113884213154129777796230400
"(12, 12)",-531442764114707786823272225561004457810334739909530664485391360
"(12, 14)",2158456999821620903673290886952136229775386908818608237483208578*x-4826373469225785368705363656591541719692586350672921553308932298
"(12, 16)",-4997565296474016412347829060314496721467146210071348054720516400*x+11174895725712509505670506951884192665726256047158882133598722800
"(12, 18)",-52851924072606504346400083408369073681994508006542791666715667920*x+118180494968005640808103454190509582894589810525624125252752525680
"(12, 20)",83372948039316171768082355855022458293891993204671568502785574400*x-186427579300468769058121834043414175035092060209585008303462668800
"(12, 22)",46893751103163214669025738590692938477227669842175926175709037450*x-104857615186628701353122403728590286261588263509312405933932993010
"(12, 24)",136055627032983529323734425849728554581040265584289102276961490400*x-304229630767109193218817615853395423745502166032030236501995938400
"(12, 26)",452350166551940565746820344988834726702980812502587221722529576114*x-1011485722043490758685361583765558468816328473850930551562952654938
"(13, -29)",(18250487254938611555074410636524312658020849229014745928158881386149462839394269270468043*x+40809330124536269883609323470489559485509299262895490871169443497785037532801197731457807)/2
"(13, -27)",-977432176688070253831141798091444390818547595450123683866730337004943232369188474960219700*x-2185604790470110343365566168718842434755404157238623454638550753834610324098005906004340330
"(13, -25)",-1178291983193926848588687797673145475126332463031507451547804635076031315265580408995150800*x-2634740971764660199571548291130064342911042125377888378380724262117079109716760284258871600
"(13, -23)",-116348251104172950348385016162804562640849096759954143831171003155207626092588352663933680*x-260162598532145682440727632249079349617646334628364377232532967987533781005387494463046280
"(13, -21)",266834677981160745878621117521934834682694395179083497176299347741933315759781128459391149*x+596660478720141775848263356850841616228074152209353591526850631807318286132604223414725697
"(13, -19)",69281047012629068521191327695434228446525872924179966402653113360286936098140259333380792*x+154917130672597328152926244246544532102735490220552126980937108958817913254696301691961443
"(13, -17)",-2320370747262684725394384871091331571719020907364245959985130217535074184320481104749050*x-5188506723881347112832567348383508318141701085851341949222169862680888278980235880284290
"(13, -15)",-2234025844858206167876535376190655820944777504338843369677206502194151089419130906813600*x-4995433652594348016424537419137033476358058043027017550135680258794415497428379154333600
"(13, -13)",79213941609472345425071965269433993790800047108340844180458518221981332479848336950805*x+177127758204479263300458067802854134867685407454105806130617434883039855867094276879905
"(13, -11)",1272648320619263363150076392504534034704310333731828853276141248095661254120799096964*x+2845728156355620133467154016748267159596261085399826218526871109797558903292555199742
"(13, -9)",1699207197938787615164639277585663001864215170235172852613198472071962733321359871328*x+3799542802448069642067958803272620578023947916448823828891234519838235378261635868192
"(13, -7)",194591992685716076902290970989175224127879455723641776847762669296065195735094343600*x+435120923522403017823332379335383628061349365469170705414775145871369795755960055600
"(13, -5)",-724343554850513307026317333892007183399424623727841304948321207830501511357275400*x-1619681427709595273228596967486324728343149852789173557215829177422419642134790600
"(13, -3)",23978172459843404429269918017752016145409220971599830868082493148469285917376160*x+53616823596423198613102367992608975634523901053009848665960706907398584068867760
"(13, -1)",6090180627429232294160566024528913602956298678744108080306132483304270954927574*x+13618057878184083693526538583908942563218663737715136449811322765121472405334862
"(13, 1)",108121123965728100411631423867467255977809617150950488814158466723191060860168*x+241766182991049674539823160079456596159878176204632010023438685936453799537972
