numerator,1
denominator,540
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-10384667068743127874470404435600950637989617465157081647025046583859031177685546850753710596612607092674924808572324878102951344749250356312676231254807640396916125592217659411896293008737962070204691797764063563512706213885303166521338394813751033*x-23220821489413115480513550982331545816520402827002317152432641003189704850938137511526560492555852691145934513778123753260819277394665816188011897089489565453708402188745892189974806698555905651482713628335234842225283695713304875096832257134021591)/2
"(1, 1)",(10384667068743127874470404435600950637989617465157081647025046583859031177685546850753710596612607092674924808572324878102951344749250356312676231254807640396916125592217659411896293008737962070204691797764063563512706213885303166521338394813751033*x-23220821489413115480513550982331545816520402827002317152432641003189704850938137511526560492555852691145934513778123753260819277394665816188011897089489565453708402188745892189974806698555905651482713628335234842225283695713304875096832257134021591)/2
"(2, -4)",73799335008260118450822442951459801158121333515768666376543112632320022516884554967767897552515834653493963267778664492358308759416202248757485089699918755243540955886160869393327199612450346332277727172601388548718963283561295552230467936386448805021133392749840135093*x+165020329772749628593088140741387469332649055984487086791594134756510120525068539309006675175622657277453213079105156037489457304216140684295701053142144496474012942437358453521192632278673942693920880825360024003451337081456086350826016830272747055150190455454159546802
"(2, -2)",3040601738232926564128721224736620606527486834186020498799559639691902057152428461936640163721466430390317098902409829387748933154570566284378309908840334161183673840670765896829746685502299496444127482575159845261197867170663554339946031440878359669869723615800*x+6798992179192845076692553830054615916755495458457186853062428123983326562135183429131401905996913455015149197343556654064180999329365383409892299489603366176217096957421719390887930211928406600558284060950924575459537416905867766600371438227897573027842448246600
"(2, 0)",-460624023222348941828139769832152868358309424060295170702620731293698397256913415742893404326532408761761397803483944815778161209667063256769328075670715736378390659201766430590598972360314084110727733042410902919590883511552608004074094692007188913477900
"(2, 2)",-3040601738232926564128721224736620606527486834186020498799559639691902057152428461936640163721466430390317098902409829387748933154570566284378309908840334161183673840670765896829746685502299496444127482575159845261197867170663554339946031440878359669869723615800*x+6798992179192845076692553830054615916755495458457186853062428123983326562135183429131401905996913455015149197343556654064180999329365383409892299489603366176217096957421719390887930211928406600558284060950924575459537416905867766600371438227897573027842448246600
"(2, 4)",-73799335008260118450822442951459801158121333515768666376543112632320022516884554967767897552515834653493963267778664492358308759416202248757485089699918755243540955886160869393327199612450346332277727172601388548718963283561295552230467936386448805021133392749840135093*x+165020329772749628593088140741387469332649055984487086791594134756510120525068539309006675175622657277453213079105156037489457304216140684295701053142144496474012942437358453521192632278673942693920880825360024003451337081456086350826016830272747055150190455454159546802
