numerator,1
denominator,32
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-5424269187087277228867883968999380243289541*x-12129034630581999525091349231240796093504661)/2
"(1, 1)",(-5424269187087277228867883968999380243289541*x+12129034630581999525091349231240796093504661)/2
"(2, -4)",-24577909101846481287291381712479238226096814633551426441*x-54957875496539534105026114873549645368296018961004754222
"(2, -2)",-6420387556768298762403491856558503675910518635916780*x-14356423018824537600659741334680539314411572921246380
"(2, 0)",622318253950469895412820263776456609136105121770*x
"(2, 2)",-6420387556768298762403491856558503675910518635916780*x+14356423018824537600659741334680539314411572921246380
"(2, 4)",-24577909101846481287291381712479238226096814633551426441*x+54957875496539534105026114873549645368296018961004754222
"(3, -5)",2819786583311033721799820984963305086502216575246062740775655*x+6305234482325345416495388993850773204994767284585967581923425
"(3, -3)",10454159115162446099766918118308636196851220824250753806285*x+23376210429097122829083372038227341390580096367859939187485
"(3, -1)",-15924687222916838821086782991066289751426917597086217878*x-35608767865942834599677632747314712241373558242767284226
"(3, 1)",-15924687222916838821086782991066289751426917597086217878*x+35608767865942834599677632747314712241373558242767284226
"(3, 3)",10454159115162446099766918118308636196851220824250753806285*x-23376210429097122829083372038227341390580096367859939187485
"(3, 5)",2819786583311033721799820984963305086502216575246062740775655*x-6305234482325345416495388993850773204994767284585967581923425
"(4, -8)",-58182843190941527867078036916196606551708769107966297806380037560*x-130100792499156032477649534480447624891417494902847635756946469520
"(4, -6)",171664073916508983169280201284220792254260869254504153452065536*x+383852538571862644292612137774385095744637959473846790129938444
"(4, -4)",-222182319533434600908574776665247514108039212504236775736374752*x-496814769875229480445978604840081134489185842742361796640359392
"(4, -2)",1291373078757171411896748981438246957164763262947456854149760*x+2887606268648655827957418548768486024362207278685367217060380
"(4, 0)",12135386907664933571036358664126302323747224897458983345200*x
"(4, 2)",1291373078757171411896748981438246957164763262947456854149760*x-2887606268648655827957418548768486024362207278685367217060380
"(4, 4)",-222182319533434600908574776665247514108039212504236775736374752*x+496814769875229480445978604840081134489185842742361796640359392
"(4, 6)",171664073916508983169280201284220792254260869254504153452065536*x-383852538571862644292612137774385095744637959473846790129938444
"(4, 8)",-58182843190941527867078036916196606551708769107966297806380037560*x+130100792499156032477649534480447624891417494902847635756946469520
"(5, -11)",(-445459909885534329726901156848402008127316108732752811769604770656705*x-996078639754985323360631895325305453974384672414802494764263138619871)/2
"(5, -9)",-144312889761459049544877577691722975111984513900616067380551168699570*x-322693431536055844845967341299192404778271606551756801821789132121034
"(5, -7)",-16778816730547884757063909146070603184523945184403746656057853118750*x-37518574791515842490860007955619573008279991695583231404848471286170
"(5, -5)",(-1373866062350138462381498266100998807458096574767063515100151186375*x-3072057907394196085694375287449146982536679939710009578782713576375)/2
"(5, -3)",21837887134195972502711899618057637888290819833143169786950706125*x+48830999795209156695831592341611053745827097538927225241982305755
"(5, -1)",-34685148071345055586213490130164550395587066819408369960576640*x-78992809744486805962656174669848895838319251120661118571278656
"(5, 1)",-34685148071345055586213490130164550395587066819408369960576640*x+78992809744486805962656174669848895838319251120661118571278656
"(5, 3)",21837887134195972502711899618057637888290819833143169786950706125*x-48830999795209156695831592341611053745827097538927225241982305755
"(5, 5)",(-1373866062350138462381498266100998807458096574767063515100151186375*x+3072057907394196085694375287449146982536679939710009578782713576375)/2
"(5, 7)",-16778816730547884757063909146070603184523945184403746656057853118750*x+37518574791515842490860007955619573008279991695583231404848471286170
"(5, 9)",-144312889761459049544877577691722975111984513900616067380551168699570*x+322693431536055844845967341299192404778271606551756801821789132121034
"(5, 11)",(-445459909885534329726901156848402008127316108732752811769604770656705*x+996078639754985323360631895325305453974384672414802494764263138619871)/2
"(6, -12)",94737692251838540449521202987126439531797112316593987744444972272425570*x+211839919906566102122645655660199458356752602811532839398379003527722940
"(6, -10)",54986658302723431016696246427309231064307190338708216282935833345697800*x+122953905820442801243676138246750502430401561707960244433944808748803000
"(6, -8)",652128568393698311849349950150561950206180381312133810795863156919110*x+1458203808997930252165674615435776347863368273489932512660502126664680
"(6, -6)",-3386464826505999815396848257835944173587119598375795005353797007400*x-7572365555477776015254073856063072615512807541324190127360726175400
"(6, -4)",15042009260779419778881453584863297487893650018516755062067366762754*x+33634954397437781838754071553948286482959894866251402150900657313716
"(6, -2)",-175385489666921567018965543786152566386785444180420913428788406480*x-392210023196568204740166777276458621599906843344060036853086978160
"(6, 0)",-6618204461371654132501501399123503675143944901139533293125846900*x
"(6, 2)",-175385489666921567018965543786152566386785444180420913428788406480*x+392210023196568204740166777276458621599906843344060036853086978160
"(6, 4)",15042009260779419778881453584863297487893650018516755062067366762754*x-33634954397437781838754071553948286482959894866251402150900657313716
"(6, 6)",-3386464826505999815396848257835944173587119598375795005353797007400*x+7572365555477776015254073856063072615512807541324190127360726175400
"(6, 8)",652128568393698311849349950150561950206180381312133810795863156919110*x-1458203808997930252165674615435776347863368273489932512660502126664680
"(6, 10)",54986658302723431016696246427309231064307190338708216282935833345697800*x-122953905820442801243676138246750502430401561707960244433944808748803000
"(6, 12)",94737692251838540449521202987126439531797112316593987744444972272425570*x-211839919906566102122645655660199458356752602811532839398379003527722940
"(7, -15)",25553473082130566645541224887824370099954925858776335248838197579733884195*x+57139302872855013562877070070943556530067049669224533879579301700975435275
