numerator,1
denominator,3840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-5104498127600419823921954571128949868294706964619347147254419251139*x-11414004804332415153675552227113201824502460367307638418020613813619)/2
"(1, 1)",(5104498127600419823921954571128949868294706964619347147254419251139*x-11414004804332415153675552227113201824502460367307638418020613813619)/2
"(2, -4)",23128994278043385257371649775671079937739758120809085374687461838442742771726239*x+51718003456908681019155467686441701808120209692362061706405823015281242050334338
"(2, -2)",-3974041613250784042051032512481507029040598629070263783881432288519778282200*x-8886227192639720954879213346601750618461345423851429032046110998851808986200
"(2, 0)",486219354997445371009735995583142632625479908568706397252345028257372420
"(2, 2)",3974041613250784042051032512481507029040598629070263783881432288519778282200*x-8886227192639720954879213346601750618461345423851429032046110998851808986200
"(2, 4)",-23128994278043385257371649775671079937739758120809085374687461838442742771726239*x+51718003456908681019155467686441701808120209692362061706405823015281242050334338
"(3, -5)",-985260202040572320420770026545718465030148599199294648269218598981675694081057321010*x-2203108787287896717707365826906852153435963041041485406953307863449734756790852236630
"(3, -3)",9703323722301925479597347940359082268894284621527172660145116887041580998604017350*x+21697291450748608981994235011659648219697282501587500484892092498444765732232269350
"(3, -1)",-916452378108909586857983567054848997296770778203896270412993523292168966238222*x-2049628620993020090231911120508953120933597196218351685032809198294620729988714
"(3, 1)",916452378108909586857983567054848997296770778203896270412993523292168966238222*x-2049628620993020090231911120508953120933597196218351685032809198294620729988714
"(3, 3)",-9703323722301925479597347940359082268894284621527172660145116887041580998604017350*x+21697291450748608981994235011659648219697282501587500484892092498444765732232269350
"(3, 5)",985260202040572320420770026545718465030148599199294648269218598981675694081057321010*x-2203108787287896717707365826906852153435963041041485406953307863449734756790852236630
"(4, -8)",36013564286208252708815225934521637315721120507350195169165093293153793104621590884524400*x+80528777856020344996521514159311166593815642923210653555408180318328146373660188231104800
"(4, -6)",767599811191760128848093199799428909466746737838684823626238996995380408482369066880384*x+1716405357340779506982336229899887613382453105960817168395608982515379009710789179806716
"(4, -4)",-306284146191979401287527908225545036769227456424847685984229191094063978947690014984512*x-684872171315598144714398349066093979652808691443599909568547118875072073234397946412352
"(4, -2)",2103347818641111732853904474317038457570310133692725836153443446656037972766247018400*x+4703219711591274374961376889725803269434249675048221285947985065412016787972394273700
"(4, 0)",41712855110972635595402617737276488038389345106867635130138490543186246417449464000
"(4, 2)",-2103347818641111732853904474317038457570310133692725836153443446656037972766247018400*x+4703219711591274374961376889725803269434249675048221285947985065412016787972394273700
"(4, 4)",306284146191979401287527908225545036769227456424847685984229191094063978947690014984512*x-684872171315598144714398349066093979652808691443599909568547118875072073234397946412352
"(4, 6)",-767599811191760128848093199799428909466746737838684823626238996995380408482369066880384*x+1716405357340779506982336229899887613382453105960817168395608982515379009710789179806716
"(4, 8)",-36013564286208252708815225934521637315721120507350195169165093293153793104621590884524400*x+80528777856020344996521514159311166593815642923210653555408180318328146373660188231104800
"(5, -11)",(-419199194860160096820778737545386469190596425445795049399660951223503714435986527109751366695*x-937357895820498423928292293019242702567731529457237523425573222761813007521277927195635409209)/2
"(5, -9)",8305843350459731775684176303451120143946052661551121203947778575622791930134141285638594650*x+18572430342092569378165157097836703395037137562464177407904469532007269708902017385375244626
