numerator,(1346269*x-3010349)/2
denominator,32
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(4052739537881*x+9062201101803)/2
"(1, 1)",1
"(2, -4)",(36726740705505779255899443*x+82123488809519507169850807)/2
"(2, -2)",-9311606784151688648000*x-20821385749111387224000
"(2, 0)",156929921968438875*x+350905973225244375
"(2, 2)",-4595216000
"(2, 4)",(-4052739537881*x+9062201101803)/2
"(3, -5)",1422130511768402517538826230500*x+3179980497190712686645702863750
"(3, -3)",-6584286599927117878570754625*x-14722912420777997423024803875
"(3, -1)",-4596008011589977871684388*x-10276986339048831897818352
"(3, 1)",-154003275103743620274*x-344361794157671089758
"(3, 3)",-3249301633319250
"(3, 5)",-156929921968438875*x+350905973225244375
"(4, -8)",-84383653258895722464588607432344000*x-188687584876662495829506572969656000
"(4, -6)",-1395608653922423966367052720438410*x-3120675820157518498860595410815322
"(4, -4)",5408919953895024293486189617152*x+12094712701764302703960234418176
"(4, -2)",-34327502702433578355854174250*x-76758629540449216630146852250
"(4, 0)",-721126888308121813422000000*x-1612488742660214555910000000
"(4, 2)",111517908511357483045250*x+249361607199603499607250
"(4, 4)",2669266012946448384
"(4, 6)",154003275103743620274*x-344361794157671089758
"(4, 8)",9311606784151688648000*x-20821385749111387224000
"(5, -11)",166412555043533781160598014894817228924*x+372109785386767009334821766198163801609
"(5, -9)",-41649948866526112816653924992817371838*x-93132116924942703403067806848682598898
"(5, -7)",1010597679054887231958295085851411500*x+2259765108270243271934772257913724000
"(5, -5)",(125910392469354865144826978053046875*x+281544196635155084626519854271640625)/2
"(5, -3)",-57822822412735511641007757643500*x-129295761565775005422482926239750
"(5, -1)",-228945223743345594513105549072*x-511937083414022612209547006192
"(5, 1)",-6074257666412043700720691168*x-13582453055059553746110691008
"(5, 3)",-24584144871150464565869625*x-54971847635773426009075875
"(5, 5)",31067970515368449921875
"(5, 7)",-111517908511357483045250*x+249361607199603499607250
"(5, 9)",4596008011589977871684388*x-10276986339048831897818352
"(5, 11)",(-36726740705505779255899443*x+82123488809519507169850807)/2
"(6, -12)",-59668129280446256298682152525568158088875*x-133421993161323442197395269107721350567375
"(6, -10)",-6534996881766351543034694915613288000000*x-14612697260378717989077320130749820000000
"(6, -8)",-222786522561046724192530666751608077375*x-498165808917291016042510069019900062875
"(6, -6)",30256219132570690909494388784874000000*x+67654962722557786206242347163262000000
"(6, -4)",-518502535506268164433829824166398935*x-1159406915898013950074812945761150843
"(6, -2)",21119649550986451755610046687808000*x+47224972056978617118165256204032000
"(6, 0)",-509912651768710888586606985843750*x-1140199351942267556463723641718750
"(6, 2)",707678313809124343781009184000*x+1582416826302036714393397728000
"(6, 4)",-3426906466910300247353901939*x-7663051690096859254464743127
"(6, 6)",14931242854254750708000000
"(6, 8)",24584144871150464565869625*x-54971847635773426009075875
"(6, 10)",721126888308121813422000000*x-1612488742660214555910000000
"(6, 12)",6584286599927117878570754625*x-14722912420777997423024803875
"(7, -15)",12887632690655281552401549940938535275152625*x+28817622765353728255139498425264629163096875
"(7, -13)",-311082732812139033714327722592189268127500*x-695602137194347194750646642405245749214000
"(7, -11)",-55046144517423487274203378682322396524976*x-123086921040236274298371777566485737681232
"(7, -9)",-31055834062745855130904507416701184494952*x-69442956062253201225650137499571010407138
"(7, -7)",418782098283896595585191542759508714375*x+936425239522790809930271815737821443125
"(7, -5)",-108081338616229136650229700414116001000*x-241677220245061404372613591905008370000
"(7, -3)",-7129709852177118439901969963577491250*x-15942515889318013770659536296255930750
"(7, -1)",-357008400101408763366872281469562796*x-798295051165192087562948335990515642
"(7, 1)",1460386644383171686013280957643293*x+3265523810097402052068425122736927
"(7, 3)",55616868598684072943530026991500*x+124363095363866677991984168532000
"(7, 5)",-355920731723257123392407083500*x-795916288156235609299210852500
"(7, 7)",206666179442096302445378750
"(7, 9)",3426906466910300247353901939*x-7663051690096859254464743127
"(7, 11)",6074257666412043700720691168*x-13582453055059553746110691008
"(7, 13)",34327502702433578355854174250*x-76758629540449216630146852250
"(7, 15)",-1422130511768402517538826230500*x+3179980497190712686645702863750
"(8, -16)",49016720365751721113829999184519033146925056*x+109604718771919202905842445806626696903122944
"(8, -14)",-2074747658859486876943737590167212404867984*x-4639276801368356450732658020274916352673168
"(8, -12)",6413123216242785369033342533802108646560000*x+14340179459600951526260189801305140699552000
"(8, -10)",-3225533328515646907623190026918415937551500*x-7212511786252147316591799006632009908687500
"(8, -8)",146913671747406140587870342865546510336000*x+328508956851290443182689946158637907968000
"(8, -6)",-10196647450472251456882145449116828335028*x-22800396841855874343487011860569319582772
"(8, -4)",157742289658266018198074795180388000000*x+352722482602344887446316897808836000000
"(8, -2)",-17116544711166475311047219340851135000*x-38273757514082744498900483500503039000
"(8, 0)",418887707124692096785291572246528000*x+936661388070041221876662306723840000
"(8, 2)",-4164471016083007792251546511977000*x-9312040290736126345452489077321000
"(8, 4)",-512448877477926087809261524000000*x-1145870447189333195051228916000000
"(8, 6)",3346863087876879754776304934676*x+7478781398196698277237084520212
"(8, 8)",72500919624467584181338112000
"(8, 10)",355920731723257123392407083500*x-795916288156235609299210852500
"(8, 12)",-707678313809124343781009184000*x+1582416826302036714393397728000
"(8, 14)",228945223743345594513105549072*x-511937083414022612209547006192
