numerator,1
denominator,3840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(8950318721030898316436620111452908533804999*x+20013521080509648306532099391646210194122679)/2
"(1, 1)",(-8950318721030898316436620111452908533804999*x+20013521080509648306532099391646210194122679)/2
"(2, -4)",-40554794087602637096248882810254729877042595150607754099*x-90683276393386057736653866918634762067269759179472106458
"(2, -2)",-2239374276454036965412993495300833318091986729513340*x-5007393109214528244202339618297211239570170715662140
"(2, 0)",-419798737532928834280977803283735674219509185900
"(2, 2)",2239374276454036965412993495300833318091986729513340*x-5007393109214528244202339618297211239570170715662140
"(2, 4)",40554794087602637096248882810254729877042595150607754099*x-90683276393386057736653866918634762067269759179472106458
"(3, -5)",850667470776114606932175006694472720329863811709500260538950*x+1902150290903208046007332723101028009170926603270429776088850
"(3, -3)",-13852892206976359802161645838624008048415313546373033293630*x-30976008659769390630013398799687093741695746332278700915230
"(3, -1)",1046027178639179096174048813843611038988758958908913362*x+2340469355328173804998660749648689365254894492256555734
"(3, 1)",-1046027178639179096174048813843611038988758958908913362*x+2340469355328173804998660749648689365254894492256555734
"(3, 3)",13852892206976359802161645838624008048415313546373033293630*x-30976008659769390630013398799687093741695746332278700915230
"(3, 5)",-850667470776114606932175006694472720329863811709500260538950*x+1902150290903208046007332723101028009170926603270429776088850
"(4, -8)",20293660035428830333576466219082270804661953680582952299257038680*x+45378003351489655159614519664047588493573333662845820307408500560
"(4, -6)",-3002021378746390019005455843022587192167646982651973235005883984*x-6712723872784570479348544799650361604863645127417295492973529396
"(4, -4)",95415143235710353425289856490031903280109351711323958037120512*x+213354746357880502873844598809681460397122645485287387404068352
"(4, -2)",-1713889535778402944906726001315882375376165078990204602081520*x-3832368919861441873660632523313423702989153359479141557776460
"(4, 0)",-39551171870968104993647190748817390681659232821415867532000
"(4, 2)",1713889535778402944906726001315882375376165078990204602081520*x-3832368919861441873660632523313423702989153359479141557776460
"(4, 4)",-95415143235710353425289856490031903280109351711323958037120512*x+213354746357880502873844598809681460397122645485287387404068352
"(4, 6)",3002021378746390019005455843022587192167646982651973235005883984*x-6712723872784570479348544799650361604863645127417295492973529396
"(4, 8)",-20293660035428830333576466219082270804661953680582952299257038680*x+45378003351489655159614519664047588493573333662845820307408500560
"(5, -11)",(735031399328132815992949963772477759126756780541379996389157645275995*x+1643580174494498224966086470403463866207449216748369801080975629364869)/2
"(5, -9)",-9482310672158598701550916318512099784048272675338593845068874875670*x-21203091246718349193827397769606112349382929928538458328911703859006
"(5, -7)",-9297115454147487848818917406976500409415479454921952999384462449650*x-20788982150137611923204215638156955138690006821373374526341336669110
"(5, -5)",(553639905996574848777566205345059738515932648316318676852632026875*x+1237976464864661593962794693106871835258554814770585679789584376875)/2
"(5, -3)",-11179306947859019790832636951268739412321378516978050690890237025*x-24997691774332854856386384397627638154553063763091020980207130615
"(5, -1)",47220547664422320709403566521034463818028157906115337079646420*x+94071606819078746402663557947092654303531147600628160903319044
"(5, 1)",-47220547664422320709403566521034463818028157906115337079646420*x+94071606819078746402663557947092654303531147600628160903319044
"(5, 3)",11179306947859019790832636951268739412321378516978050690890237025*x-24997691774332854856386384397627638154553063763091020980207130615
