numerator,1
denominator,464
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",13385955419934965825768017112366148417884113129324572604766920257091522858804772510259113754828373438221743810765429554398048093571949569732171250226260400923111216248203308809115832224873*x+29931906262756327101065164239462574227511039277340647880842978500335601594128500248276122302981344846287760961839397049881419451906150007742198114649105293134166068491074232739625061134934
"(1, 1)",13385955419934965825768017112366148417884113129324572604766920257091522858804772510259113754828373438221743810765429554398048093571949569732171250226260400923111216248203308809115832224873*x-29931906262756327101065164239462574227511039277340647880842978500335601594128500248276122302981344846287760961839397049881419451906150007742198114649105293134166068491074232739625061134934
"(2, -4)",8938000256961663497626612082510256314882266584195063427212377757563841625632721811093819007133203707924149028542551948083489816896251455166465335862420596662590566057617260196915960296450221018799765695092120441*x+19985976157476867498624668820097660662981787748117848063369812200188942195277505926172089026106874924844753857520116634066500337141442635027068950684592146776700384026539074813639492095419987825285798797136584546
"(2, -2)",6318210168060720522204440851969643526877325746458544277394280364503263756117044157016762693474175885288303163567695861085256958127916206625042736662348192639601066425523787348968919223560359060466449588840*x+14127947431914141692992446972581706452167800954786373499887719017985465666426105802706288680708039679558728700382872042262254600354589913193033069372746269184321931719303782189184230151028237554440718436720
"(2, 0)",-1955878713363814396216780631105176040669803618276108013350255439710234836125619558877951327614463434839244077214768772412012258561731459157479994603810755641880740163807157253608898558651337537410*x
"(2, 2)",6318210168060720522204440851969643526877325746458544277394280364503263756117044157016762693474175885288303163567695861085256958127916206625042736662348192639601066425523787348968919223560359060466449588840*x-14127947431914141692992446972581706452167800954786373499887719017985465666426105802706288680708039679558728700382872042262254600354589913193033069372746269184321931719303782189184230151028237554440718436720
"(2, 4)",8938000256961663497626612082510256314882266584195063427212377757563841625632721811093819007133203707924149028542551948083489816896251455166465335862420596662590566057617260196915960296450221018799765695092120441*x-19985976157476867498624668820097660662981787748117848063369812200188942195277505926172089026106874924844753857520116634066500337141442635027068950684592146776700384026539074813639492095419987825285798797136584546
"(3, -5)",-652984560840430226173200689323605547716586809294746268063820885709672658976061312242760394423509114428261998777665700216539862871831573467676491766174712634338187665648312096639746034717902469586002473704693773813532690*x-1460117866297049191071077532623115461086233865291192243413557952717337340958071462105086713667721868975330734494449899933187057917783999095392517345513017098697974140444730479958008596313196265312323864675026091807575800
"(3, -3)",-10354716556701435981128129072200237268716188222737105002047767908849280230602250000460924345805658312351317132446431526779318443185976963203966840476443465201074531348305171560686920655479599071341321886610833126130*x-23153850108526966391592971213702629973472509806885031722133824066962164668223069755774747530279106368957290361541893112771526275197280392503987641149346714953135248351797171511036235065610329274732458838430428978540
"(3, -1)",-173805012676307988726282017544514937750107770283437661431782203704971636555328009260788408163796934730070097993421279155466565056156788993030865054992114523086906661671231874152242435439464607750747218788551992*x-388639769237942269816527435001752126488521343774921062128009042056448350157073729315874056280454011631944963015038676033637527148534893051768397719834529443068238351864037433558121327654626476222379968474574092
"(3, 1)",-173805012676307988726282017544514937750107770283437661431782203704971636555328009260788408163796934730070097993421279155466565056156788993030865054992114523086906661671231874152242435439464607750747218788551992*x+388639769237942269816527435001752126488521343774921062128009042056448350157073729315874056280454011631944963015038676033637527148534893051768397719834529443068238351864037433558121327654626476222379968474574092
"(3, 3)",-10354716556701435981128129072200237268716188222737105002047767908849280230602250000460924345805658312351317132446431526779318443185976963203966840476443465201074531348305171560686920655479599071341321886610833126130*x+23153850108526966391592971213702629973472509806885031722133824066962164668223069755774747530279106368957290361541893112771526275197280392503987641149346714953135248351797171511036235065610329274732458838430428978540
"(3, 5)",-652984560840430226173200689323605547716586809294746268063820885709672658976061312242760394423509114428261998777665700216539862871831573467676491766174712634338187665648312096639746034717902469586002473704693773813532690*x+1460117866297049191071077532623115461086233865291192243413557952717337340958071462105086713667721868975330734494449899933187057917783999095392517345513017098697974140444730479958008596313196265312323864675026091807575800
"(4, -8)",4218762302283155135636560115302908213550960935522012640576140255197129014681119225363595508424041823772616196730858595297323708833184816250158039862524193808789210457430100574488713712539203077711774050731307025422743531455618280*x+9433439288818651115600568244155299833898417183478431426566858870181328424028822408793855088474189979213129099810169967484016733567766609674074179699430773571901796772845562839718723437641350975631551939934318198035784290122361680
"(4, -6)",-8053018781009413514298030500302395552873224250885865516476162020111034877379389548713477858471987919268136059971242487608715346368244964358478583147593223090604071480337690772153290725297426445709839478652609333393817062885736*x-18007097418419541106610926228332271557593982104830508508983893390583375941422785389365206138024496816982772275398139553884393178643621127543237054713989864102046921901166058973453424229241372678224873655804001258687833193866932
