numerator,1
denominator,232
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-1872239579613845883203803674308921839337480694286919357064739981724992958594643776221306973305261286507140934832111462031104086793614975833115576533042275601483622951464328656729815779365415205018764204*x-4186454970182188856345737989958419675535839702757968787747409308637004342576868592260493743624179683820909428108671099196926931888273250552830331369727471038083288165626306318341339171350164120721284232
"(1, 1)",-1872239579613845883203803674308921839337480694286919357064739981724992958594643776221306973305261286507140934832111462031104086793614975833115576533042275601483622951464328656729815779365415205018764204*x+4186454970182188856345737989958419675535839702757968787747409308637004342576868592260493743624179683820909428108671099196926931888273250552830331369727471038083288165626306318341339171350164120721284232
"(2, -4)",-1250122036023010451804458039520757925333169280819036961517778251272359449534706127408922979132247483878609901284453202373379936999187644058498312525231269677580844667192012449707058138052557775090341795228167714907405404636268*x-2795357852717892219274608950566087813934727966122114304031143487991522448354098989492156741786906403664523416113293679498423209649335746121042262925995381288503176678377118468302256336265043862842935960314081420526586084278808
"(2, -2)",1645256407045771742003749957867256918048721298558655000964977216990136713871076187210674441774389415298899999852777996239266977441606402518424673015814219017741451053082879620837901804310524643726191654808921964930518855*x+3678905166571409565738734192406903550943093395957709183721252265792235509071480450120385147472549013631596202218586727447969783206788840666999322022099681983871748873587846452133032956735864193366019061639868932403654090
"(2, 0)",3630341457180002785048721959620620239251442292452345864188775961845652592321101660423602710180849960005739553598874817442776784070398886871005747994558523406583241774839339035388109757087662088321808056520238580*x
"(2, 2)",1645256407045771742003749957867256918048721298558655000964977216990136713871076187210674441774389415298899999852777996239266977441606402518424673015814219017741451053082879620837901804310524643726191654808921964930518855*x-3678905166571409565738734192406903550943093395957709183721252265792235509071480450120385147472549013631596202218586727447969783206788840666999322022099681983871748873587846452133032956735864193366019061639868932403654090
"(2, 4)",-1250122036023010451804458039520757925333169280819036961517778251272359449534706127408922979132247483878609901284453202373379936999187644058498312525231269677580844667192012449707058138052557775090341795228167714907405404636268*x+2795357852717892219274608950566087813934727966122114304031143487991522448354098989492156741786906403664523416113293679498423209649335746121042262925995381288503176678377118468302256336265043862842935960314081420526586084278808
"(3, -5)",1212016320807793701560665041599432638628772359446307085918100854643965683369458992600958425231527557123581460833194478264252681742362372306692289997936046375122926402278923024367550738360131605825335759876873330884950036425864473795220*x+2710150883165419537101588875424692095533005675422551266981701119539271911009580406498098724967345768283377002091638441998450833464613224250714903854606522105480432339571506810358504262297955266701829373997483741646804189502961170340400
"(3, -3)",21122353810631843067534681785906741955380419992327097951246413556078633078052475844386392931040761862851461606818277060830112353175311501207479774737947647326046577350960979151139212112937392688839411635756473432211595485133475140*x+47231018965374521218266450223289049284834753838233893829006647218325011897605668381280083868400468976456831841809772944325189580568997657768012477782825529992528757311214300998990589993462220015380435025355428930868699778847972120
"(3, -1)",-64827921761374605030378408533124563383979744704879471675830675674098323914359883983272633270665942548008937861922791924205082647763225441251743909037727730146899249780275863554837986206155880101840428890048760095930145823184*x-144959626376628726139051482242440704954696800054913130014248562991517454528513367014767789061336923551470607675739713775952340261770793826429560485268358544588268935107277586764176552262478528995767773777181948829552005442384
