numerator,-182717648081*x+408569081798
"(14, 22)",16552630819350024118661458960486142757880531385028808842064579690727386880*x-37012807718524695203069272801072100128139123176514192085595838818582487040
"(14, 24)",178868131371855087368912897372561051825166745417419426063666220611874609980*x-399961300755830689025778975783063303493305977548639521146045045068196850798
"(14, 26)",1000028251121176862690014797249944158680604239915753297934504601231501289600*x-2236131148927181745242918037498997969395646102338361919699076487255492249600
"(14, 28)",333639370544171965690976835794109671654279742332853507781333296165143575600*x-746040312507009516177155486951164286827566293039355250796543219772170892900
"(14, 30)",-430027647539931221857455655094664547399093747654929241220088486819358953600*x+961571052103606421389472412487576448933078309586621286101101587456475961600
"(15, -33)",-15182218091666253200064726881749376224769968289645682943393439096932249164788909219210703130352380080*x-33948471702192875523090250803895659289885197658487625159654866710317959923106208296205662466201512940
"(15, -31)",-52229520231040403257464235080695697333239667615528655869120859591646942679796554700648884589103326296*x-116788757668806863177050739603518335660875587661176173967736541717030339002591307673619085117875630508
"(15, -29)",11889150181310987886767413650710105881705200466536708422325107212431584174228141991809888749358615664*x+26584948000115318651516006426636834113064438662697974431329392859687277976042091880269673002442168432
"(15, -27)",-17818256707869214054334353737434659579871850370576814857104887049143880213147039680567606345508422160*x-39842833239337174561622063210797121019570934293646796560960076968205908606629813003592274753931610080
"(15, -25)",9604237928205277382557447471620218858000259123698278628576186123368555220585080660122103546710021000*x+21475728879548744995918273331225475028475356610069262728642547732885432064243278207993632701444026000
"(15, -23)",2197004884488134027774755530073122832359566640495247537307125275189654519644511378108781748266662900*x+4912652268614540940218955579955514620469675072876025015917330520034289121174189816677380916258074800
"(15, -21)",189010291597893732125322500634914195299176918159044108915875809829146006484202143780605104156847600*x+422639860459947731310370491527592660692665924067633222004635506753248609553347738838004687170312800
"(15, -19)",23669790907507004178215242690034658311820015041598115089210051472693090524265148670344578837968384*x+52927261482392098557843850112297607661616216567883989433023843635210324711558480203401622276909792
"(15, -17)",2795385047615387227108503447035061526699173156981035429270183886468492887346765671613059549508480*x+6250670989754492235286588724917399872068866573557453602435129907577078209478365027912934215434640
"(15, -15)",-2591113684534787503726249362826296307448027484182001114821691135714594626850359527346963537586000*x-5793906336049730401337331214845390160190531694693582747863737709670745183972631659634777534461500
"(15, -13)",99772427927669026217146253189098714001957625901281695587470999015442589412770699418445590005880*x+223097931126466413242910048056752495383551756069498146880191872709942363641777699208047240773040
"(15, -11)",33201008205664336590209121675418604271268829768365438706385036750701399900363315290131220796964*x+74239711269393774871903451307251305852476701343095625824762479056906494549122566219661595353272
"(15, -9)",4359849795732185830199194995082560550060561144337793694739350136803380428543748221041234364400*x+9748920514945740008920166449210593171181901225580905735581507924841891294616693467677271182200
"(15, -7)",-95891867674848063039563968839888388835866684299613282624729773669818260491041882502921294060*x-214420734610374969536567242336644458278033906945988710457041512107669045133713493747905113680
"(15, -5)",-3212171907790904530298184713248332596465854021835011056022187044426022542189390452523347300*x-7182634741235648854672889469394521567863290310848419028119236830692797913068900158228530600
"(15, -3)",498292814687799517198397727211718296632497291539160444374000768867920110696821229707849440*x+1114216606341625367579085868085976661956076085362462610650575720695806104175970561943731520
"(15, -1)",8623017226526135098591993341744477116980202212431350118533029859601369386584641107307024*x+19281652689664140809313859795549269277621863148502977161254508740421067196442477922459812
"(15, 1)",910109036143666422058030501734808636407199981744425024647585859358720849605933292161504*x+2035065671754051176607559393129777727248464293871009782972811890837259399769418792847612
"(15, 3)",20828572374696841267929931018211390899374642730262642422301449600527836835476230729440*x+46574103704096357702719028729738773648814248557380985899320967268046290884020580531520
"(15, 5)",-15272606856547374787613765836273997529704027336517121003065179886754635923521160100*x-34150587124869287576130311399538438390560820680228511637531711675355874872452638600
"(15, 7)",3357846344956404254309717485712664878043306309580377674553697512575410730022913140*x+7508372685322370271938231823192323618976225876476065315393459022702104506566728320
"(15, 9)",-71835241442499569476005799491841079539686806716000881821914945228500042118167600*x-160628483074739940563388986927025430980756941536519982823676471278077091544087800
"(15, 11)",179117928461746795346327987762642534262593394995784668080987037507707871300004*x+400519641659878540006089486787057054724246966775376007225007310862884684647672
"(15, 13)",233112818457615784949759843781737457119481355391133835937495342194085861880*x+520587865294735002829979397172485709680688019733838343673538442358353933040
"(15, 15)",17354434927708255560206817515767826049776924287060083182728028100985873500
"(15, 17)",4181148853053162947877805484780519093329975153859828108072534812986943680*x-9373244879225994998764732074640976959060772229780646165450520899854393360
"(15, 19)",35448957424298692977031379365905458927553508848609108285887595748617915264*x-79266266183401817783370219421591651068857930728281498146322853671186813408
"(15, 21)",283070403277920014274148252982864068171580273566768641872296566616208655600*x-632964664148720723338841963808613060854524770985314572553983238990288807200
"(15, 23)",3290334369618229816741740130542599971234512981449605535465690354943428361300*x-7357411319170280641220264281979702966004024248043040751527724073534227251200
"(15, 25)",14383743237114993335987304886944293883344410644710173678046989697658242613000*x-32163027649092001130874725225461831725368341063310191248415377804931837854000
"(15, 27)",-26685431091447941653698608654529278741011897313295442555072022497854759993360*x+59670437929364004398142573122141062608866668980923355356604408399056106757920
"(15, 29)",17805731677394290482036748682509922190828005083232094539520763499194370964144*x-39814826419774988978906366533194340029638179985718042571809852951249566478768
"(15, 31)",-78221303347216603876844092470181975125836055522157796456808437741051462722056*x+174908151573008161464340393555483747998363203278138843948279382394523680470892
"(15, 33)",-22737579850983243837449735413882756775988026499050035217447207567565408437280*x+50842774190628071639306206410416109421016672520607617183943171364832388770060
