numerator,(55*x-123)/2
"(14, -28)",123313836176136375*x+275738120256113675
"(14, -26)",-68718663591600000*x-153659603113758400
"(14, -24)",-98742362989290735*x-220794635902949523
"(14, -22)",15795942911020800*x+35320802118703360
"(14, -20)",-21538052234498250*x-48160548901670850
"(14, -18)",-15690038245305600*x-35083992071463840
"(14, -16)",2506066304617425*x+5603734599473357
"(14, -14)",20216719357230000*x+45205959159914000
"(14, -12)",7194755774728200*x+16087963271432040
"(14, -10)",3348146588832000*x+7486686456220800
"(14, -8)",-5560475961710175*x-12433605038417795
"(14, -6)",-2726873301900000*x-6097505228215200
"(14, -4)",-411093090135585*x-919275005766733
"(14, -2)",-158507898595200*x-354315105958240
"(14, 0)",-419524762428750*x-938209923249750
"(14, 2)",403645121048400*x+902531076171760
"(14, 4)",-145119765477225*x-324619198603733
"(14, 6)",-105215517264000*x-236075221915200
"(14, 8)",-9106053282975*x-22005649657795
"(14, 10)",10213536024000*x+23828004820800
"(14, 12)",463462134600*x+3163385552040
"(14, 14)",5976857164000
"(14, 16)",-212255263935*x+266274535357
"(14, 18)",1086642466800*x-2208785793840
"(14, 20)",1415725863750*x-3201835820850
"(14, 22)",-1040991705600*x+2342173583360
"(14, 24)",6527773712625*x-14595579161523
"(14, 26)",4542778812000*x-10157976658400
"(14, 28)",-8151902966625*x+18228209338675
"(14, 30)",6530848368000*x-14603420901600
"(15, -33)",120907223881131600*x+270356771568996210
"(15, -31)",-95702906229877155*x-213998203974293433
"(15, -29)",-133560077627584080*x-298649412655426728
"(15, -27)",-193183384129017300*x-431971179035941980
"(15, -25)",151650907566510000*x+339101738168449500
"(15, -23)",-48858316561201125*x-109250517097428975
"(15, -21)",-46500172876278000*x-103977547522441800
"(15, -19)",28771816400073120*x+64335737315018592
"(15, -17)",14205547484822400*x+31764569974277040
"(15, -15)",-4628202152248125*x-10348974716490375
"(15, -13)",25670100847934400*x+57400092979205040
"(15, -11)",-12513744066093930*x-27981583385257998
"(15, -9)",4321504630278000*x+9663185377032300
"(15, -7)",8637004754821575*x+19312953487317045
"(15, -5)",716099228067000*x+1601251043154300
"(15, -3)",3077675900719200*x+6881911971906720
"(15, -1)",376984060471920*x+843030277010082
"(15, 1)",230970607235445*x+516577434408207
"(15, 3)",65569884811200*x+147528603006720
"(15, 5)",15141984665250*x+34070214410550
"(15, 7)",79707756922200*x+180785402582670
"(15, 9)",24266704101750*x+55539607126050
"(15, 11)",-2556733738680*x-9416585276748
"(15, 13)",6738809213400*x+22657526780040
"(15, 15)",-1368278537250
"(15, 17)",-463462134600*x+3163385552040
"(15, 19)",-1873902655680*x+4315906478592
"(15, 21)",3055069264500*x-6915936879300
"(15, 23)",3228591201000*x-7225090025850
"(15, 25)",-10024517951250*x+22418467418250
"(15, 27)",12770748601200*x-28556342079480
"(15, 29)",8829251281620*x-19742804304228
"(15, 31)",6326628324720*x-14146770996558
"(15, 33)",-7992809176275*x+17872464649335
