numerator,72*x-161
denominator,449280
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-23184*x-51841
"(1, 1)",1
"(2, -4)",2403763488*x+5374978561
"(2, -2)",-414298080*x-926398670
"(2, 0)",9157680*x+20476800
"(2, 2)",17870
"(2, 4)",23184*x-51841
"(3, -5)",-949477420080*x-2123096054400
"(3, -3)",-150671888640*x-336912585360
"(3, -1)",-1010002896*x-2258444412
"(3, 1)",215116272*x+481058172
"(3, 3)",6498960
"(3, 5)",-9157680*x+20476800
"(4, -8)",42955253530560*x+96050866885070
"(4, -6)",-22304695316400*x-49874814944892
"(4, -4)",-1180099077696*x-2638781758404
"(4, -2)",-454105950480*x-1015411609180
"(4, 0)",163647741600*x+365920416000
"(4, 2)",-3831604560*x-8548141220
"(4, 4)",50901444
"(4, 6)",-215116272*x+481058172
"(4, 8)",414298080*x-926398670
"(5, -11)",-249227005939632*x-557288527109761
"(5, -9)",104719335379344*x+234159552466812
"(5, -7)",396814318039440*x+887303789581220
"(5, -5)",233536057398000*x+522202499636375
"(5, -3)",-48737071650960*x-108979405019730
"(5, -1)",9400437730656*x+21020036748008
"(5, 1)",-439570879776*x-983315839208
"(5, 3)",-5479997040*x-10151460270
"(5, 5)",-10073156375
"(5, 7)",3831604560*x-8548141220
"(5, 9)",1010002896*x-2258444412
"(5, 11)",-2403763488*x+5374978561
"(6, -12)",15621962757972480*x+34931770668796560
"(6, -10)",-16967161496829600*x-37939726492128000
"(6, -8)",519439981450320*x+1161503108733870
"(6, -6)",-2692506649996800*x-6020627900383200
"(6, -4)",-440331795338400*x-984611842517088
"(6, -2)",-18048751751520*x-40358401642440
"(6, 0)",59515396012800*x+133077904128000
"(6, 2)",3844127780640*x+8596509533640
"(6, 4)",354778173792*x+812301031008
"(6, 6)",116136415200
"(6, 8)",5479997040*x-10151460270
"(6, 10)",-163647741600*x+365920416000
"(6, 12)",150671888640*x-336912585360
"(7, -15)",98443717859576880*x+220126845091824000
"(7, -13)",47082609326062800*x+105279915011141980
"(7, -11)",45584988394665888*x+101931132804015848
"(7, -9)",-37224442410440544*x-83236383654454368
"(7, -7)",15661016421120000*x+35019097320880000
"(7, -5)",8810269679050560*x+19700361885254400
"(7, -3)",-464563418230800*x-1038794728027860
"(7, -1)",-463122630622512*x-1035574093350272
"(7, 1)",9486131061456*x+21231609859712
"(7, 3)",-15189904996560*x-33945622045740
"(7, 5)",483922071360*x+702067564800
"(7, 7)",-675509680000
"(7, 9)",-354778173792*x+812301031008
"(7, 11)",439570879776*x-983315839208
"(7, 13)",454105950480*x-1015411609180
"(7, 15)",949477420080*x-2123096054400
"(8, -16)",122355032573676672*x+273594170223942084
"(8, -14)",-974656624360755168*x-2179398466791126248
"(8, -12)",-398584905304068000*x-891262943065220040
"(8, -10)",-41363738523696960*x-92492131138848000
