numerator,72*x-161
denominator,67392000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",23184*x+51841
"(1, 1)",1
"(2, -4)",2403763488*x+5374978561
"(2, -2)",-121947840*x-272683660
"(2, 0)",4278960*x+9568230
"(2, 2)",-5260
"(2, 4)",-23184*x+51841
"(3, -5)",443655409680*x+992043654630
"(3, -3)",-3303024480*x-7385787270
"(3, -1)",2130767856*x+4764540252
"(3, 1)",-35220528*x-78663588
"(3, 3)",-142470
"(3, 5)",-4278960*x+9568230
"(4, -8)",-12643795946880*x-28272387230860
"(4, -6)",-3649604016240*x-8160762671268
"(4, -4)",-914406264576*x-2044674567024
"(4, -2)",-282488477040*x-631663482940
"(4, 0)",-22507329600*x-50328889800
"(4, 2)",-1050250320*x-2360615740
"(4, 4)",-39441264
"(4, 6)",35220528*x-78663588
"(4, 8)",121947840*x-272683660
"(5, -11)",249227005939632*x+557288527109761
"(5, -9)",220922237625264*x+493997141071452
"(5, -7)",-109174542155280*x-244121697671740
"(5, -5)",53583365631600*x+119816048037775
"(5, -3)",-475134372720*x-1062432660210
"(5, -1)",-267230448576*x-597548646688
"(5, 1)",-74140186176*x-165794022688
"(5, 3)",2221868880*x+4947755790
"(5, 5)",2311221775
"(5, 7)",1050250320*x-2360615740
"(5, 9)",-2130767856*x+4764540252
"(5, 11)",-2403763488*x+5374978561
"(6, -12)",-342464184135360*x-765773195585670
"(6, -10)",-2333627454916800*x-5218149623353800
"(6, -8)",229892674843440*x+514055648478990
"(6, -6)",17373908764800*x+38849241040200
"(6, -4)",22045998169440*x+49296354594522
"(6, -2)",-11207838922560*x-25061481725520
"(6, 0)",-609623431200*x-1363185728100
"(6, 2)",185259977280*x+413770472880
"(6, 4)",93817459008*x+210733130202
"(6, 6)",749392200
"(6, 8)",-2221868880*x+4947755790
"(6, 10)",22507329600*x-50328889800
"(6, 12)",3303024480*x-7385787270
"(7, -15)",45999080182162800*x+102857070189779430
"(7, -13)",-29288971326711600*x-65492130877569340
"(7, -11)",-7687270013548608*x-17189258311690528
"(7, -9)",9749227783036896*x+21799936051009242
"(7, -7)",-2612892505356000*x-5842605260962750
"(7, -5)",-673596459133920*x-1506207455063640
"(7, -3)",334971801939600*x+749019698035980
"(7, -1)",-24505249770288*x-54794707919938
"(7, 1)",16144925657616*x+36100094279102
"(7, 3)",-505084643280*x-1114955192820
"(7, 5)",399766116960*x+864849845160
"(7, 7)",-112702402750
"(7, 9)",-93817459008*x+210733130202
"(7, 11)",74140186176*x-165794022688
"(7, 13)",282488477040*x-631663482940
"(7, 15)",-443655409680*x+992043654630
"(8, -16)",-94807470323768832*x-211995948418741104
"(8, -14)",-27707061509443008*x-61954872991882528
"(8, -12)",19196917125422400*x+42925611650869680
"(8, -10)",40774954079512800*x+91175569100942760
"(8, -8)",12993557961323520*x+29054478876508480
"(8, -6)",1231481044545696*x+2753675353265832
"(8, -4)",1485889389230400*x+3322549920264400
"(8, -2)",-1021047043766400*x-2283132471488560
"(8, 0)",-168767591005440*x-377383085442720
"(8, 2)",-43423096832640*x-97141037350960
"(8, 4)",5524316683200*x+12416838792400
"(8, 6)",559821622752*x+1304916916392
"(8, 8)",560453673280
"(8, 10)",-399766116960*x+864849845160
"(8, 12)",-185259977280*x+413770472880
"(8, 14)",267230448576*x-597548646688
"(8, 16)",914406264576*x-2044674567024
"(9, -19)",-378398243576575152*x-846124195203745188
"(9, -17)",-49262879810486160*x-110155148023649010
"(9, -15)",-63207586217109600*x-141336459475136100
"(9, -13)",-52033214182617360*x-116349803999999220
"(9, -11)",59274906534718560*x+132542720372089512
