numerator,72*x-161
"(9, -15)",-1248068122839525600*x-2790765163219742100
"(9, -13)",-3638578084751546640*x-8136107938942189980
"(9, -11)",-6858004170439487520*x-15334963515163383048
"(9, -9)",2806742699312603184*x+6276067472181878091
"(9, -7)",2782762250000294880*x+6222445563368381130
"(9, -5)",-686836984574916000*x-1535814163772182200
"(9, -3)",22631517350557920*x+50606438334756840
"(9, -1)",53426915667717840*x+119466522982943502
"(9, 1)",7133706401606928*x+15953756922074382
"(9, 3)",19175382729447840*x+42878435455256040
"(9, 5)",544453948231200*x+1187810565289800
"(9, 7)",138867261243840*x+430546063670730
"(9, 9)",121063781026251
"(9, 11)",64205599939488*x-152239547272968
"(9, 13)",35169196867920*x-78302784244380
"(9, 15)",12037345783200*x-26916842654100
"(9, 17)",-88054774027920*x+196896462457110
"(9, 19)",-73594716909840*x+164562789795252
"(10, -22)",-4869895696060409280*x-10889417819724729940
"(10, -20)",-33342423600633184800*x-74555925705609101225
"(10, -18)",-58793484085019328960*x-131466227048155268880
"(10, -16)",-83186309082654358416*x-186010241906122935778
"(10, -14)",-28615209388573291200*x-63985553383217951600
"(10, -12)",17180797630284113760*x+38417431410140246730
"(10, -10)",36832178436701256000*x+82359254759188656500
"(10, -8)",1105217445824609040*x+2471341322871785870
"(10, -6)",5730486979253803200*x+12813758219422950600
"(10, -4)",2648467713245893056*x+5922152829668130733
"(10, -2)",-2550158590335010560*x-5702327499613978880
"(10, 0)",-31643157071124000*x-70757615117374500
"(10, 2)",10730506796087040*x+23884146144997120
"(10, 4)",-23519354399002224*x-52476638357722067
"(10, 6)",-4932394724980800*x-10781995684889400
"(10, 8)",-379534073632560*x-800992428630130
"(10, 10)",1588689546096500
"(10, 12)",-138867261243840*x+430546063670730
"(10, 14)",276502999204800*x-615985912991600
"(10, 16)",802330451566704*x-1794025886084578
"(10, 18)",567055278901440*x-1267976680964880
"(10, 20)",321583530416400*x-719082634589225
"(10, 22)",46969538555520*x-105027081081940
"(11, -23)",-156866469458095694160*x-350764089098696570260
"(11, -21)",338018559802787219328*x+755832477375610130082
"(11, -19)",95054511526985144880*x+212548349342375785502
"(11, -17)",-371794764208226929920*x-831358366448101989040
"(11, -15)",55763237275932362400*x+124690389194149225800
"(11, -13)",-38245634376546476880*x-85519838308100924530
"(11, -11)",22754564381965844736*x+50880752765937342864
"(11, -9)",21222348948271872720*x+47454615069239625852
"(11, -7)",-6070020994868387760*x-13572980255139193420
"(11, -5)",-1533409230964147200*x-3428804464471014300
"(11, -3)",-4827661175214889200*x-10794996134842407450
"(11, -1)",-570541115281408992*x-1275746319332707768
"(11, 1)",519289894026660960*x+1161142894026951752
"(11, 3)",-407405871303303600*x-911195455288551450
"(11, 5)",65238116359464000*x+145810722091097700
"(11, 7)",-15840174970383120*x-35681527416947020
"(11, 9)",3937889332075248*x+9720775958091132
"(11, 11)",981477069615504
"(11, 13)",379534073632560*x-800992428630130
"(11, 15)",-544453948231200*x+1187810565289800
"(11, 17)",3585895760079360*x-8018389497496240
"(11, 19)",-916796684645712*x+2049985101719582
"(11, 21)",-3260146981361760*x+7289910289079202
"(11, 23)",1512957596040720*x-3383076031821460
"(12, -26)",-90477814107111652368*x-202314542799091093068
"(12, -24)",-2091783961741931654400*x-4677371132698778581800
"(12, -22)",812305397276035465680*x+1816370086799187787620
"(12, -20)",1300406579897551499520*x+2907797511038941876320
"(12, -18)",1988164663671961504800*x+4445671338433521982440
"(12, -16)",-505670062896205502400*x-1130712634820125721400
"(12, -14)",429510590676497735856*x+960414877817565122172
"(12, -12)",725314685310849876480*x+1621852941735669791520
"(12, -10)",-9231609120094247040*x-20642505806340831360
"(12, -8)",-219559469024320790400*x-490949904131876407080
"(12, -6)",-3958996592803903200*x-8852589851039692200
"(12, -4)",-21199033762803396864*x-47402416572796340928
"(12, -2)",5867021663028746640*x+13119107284665980460
"(12, 0)",-38577450493872000*x-86263465687686000
"(12, 2)",1113254622836420400*x+2489566076782518060
"(12, 4)",1483473780528751872*x+3316233834654426432
"(12, 6)",-100738957078173600*x-225429920224396200
"(12, 8)",-143703608526616320*x-330801338796266280
"(12, 10)",-6219399973449600*x-14305189921656960
"(12, 12)",31285139980626720
"(12, 14)",-3937889332075248*x+9720775958091132
"(12, 16)",4932394724980800*x-10781995684889400
"(12, 18)",-19175382729447840*x+42878435455256040
"(12, 20)",-12542138826013440*x+28045615985946720
"(12, 22)",-7834584908134800*x+17518662916382820
"(12, 24)",20174996255299200*x-45112663081045800
"(12, 26)",872647268720976*x-1951298613239628
"(13, -29)",25840354427429161536*x+57780789062419261441
"(13, -27)",495288309341130656400*x+1107498328147712223510
"(13, -25)",-1349391032203323460320*x-3017330076235239079560
"(13, -23)",-199074236769470684160*x-445143525985426072240
"(13, -21)",739690374047077226736*x+1653997958671533131022
"(13, -19)",-2435885235084102695712*x-5446804971035007481427
"(13, -17)",-1648411042274131035600*x-3685959145388761734220
"(13, -15)",-654071437167295674240*x-1462548195650896095360
"(13, -13)",-1218614942836195763040*x-2724905851085715344710
"(13, -11)",626012686866505233456*x+1399806924902593047422
"(13, -9)",-110096047117540649088*x-246182240300900515968
"(13, -7)",-251559968029051140000*x-562505171062703662600
"(13, -5)",-76021366616080976160*x-169988955000342547860
"(13, -3)",-8372976952937201280*x-18722585268451637520
"(13, -1)",-28294826070311794224*x-63269025465667620628
"(13, 1)",2991914995607726832*x+6688904868065469932
"(13, 3)",-918646565312707200*x-2054517320968296720
"(13, 5)",-265983687744475680*x-598036651267143060
"(13, 7)",416676318435021600*x+920865987575953400
"(13, 9)",119484347227168896*x+262426328393983872
"(13, 11)",47095219403839152*x+132310039509184382
"(13, 13)",-52562756333514310
"(13, 15)",6219399973449600*x-14305189921656960
"(13, 17)",15840174970383120*x-35681527416947020
"(13, 19)",23519354399002224*x-52476638357722067
"(13, 21)",-7133706401606928*x+15953756922074382
"(13, 23)",1920011678726400*x-4293431303166640
"(13, 25)",13014708685930080*x-29101773603175560
"(13, 27)",-4776994168576560*x+10681683689093910
"(13, 29)",-249227005939632*x+557288527109761
"(14, -30)",3537683140809922632000*x+7910499985705947424200
"(14, -28)",13033017902454549652800*x+29142713981860096237850
"(14, -26)",5513246006447117592000*x+12327992847094998624400
"(14, -24)",5539416603966722693808*x+12386512082160626099982
"(14, -22)",1110010247041561470720*x+2482058368105205374720
"(14, -20)",6762484971150982300800*x+15121376092313662745700
"(14, -18)",-15119037008280954080640*x-33807194504942604035880
"(14, -16)",5508939225095356191120*x+12318362591488662047102
"(14, -14)",-3770696962340408016000*x-8431534731913780709000
"(14, -12)",1168981476531146830080*x+2613922044941113866480
"(14, -10)",-600631912734766876800*x-1343053802661554037600
"(14, -8)",690212771571276906480*x+1543362640376851658510
"(14, -6)",-529304967766163592000*x-1183561561331080942800
"(14, -4)",63252144437348183328*x+141435719890663489082
"(14, -2)",86851267364230787520*x+194206998236439367720
"(14, 0)",18877019113753164000*x+42211112184920269500
"(14, 2)",38495684522045396160*x+86082713620372654120
"(14, 4)",-8689831424841029760*x-19428325515473881798
"(14, 6)",7596065906194996800*x+16962489116428945200
"(14, 8)",-836529637257933840*x-1840766052170344690
"(14, 10)",-372822419147529600*x-859563446504565600
"(14, 12)",-34936398937704960*x-27698256590683920
"(14, 14)",-162642208520549000
"(14, 16)",-47095219403839152*x+132310039509184382
"(14, 18)",143703608526616320*x-330801338796266280
"(14, 20)",-65238116359464000*x+145810722091097700
"(14, 22)",-10730506796087040*x+23884146144997120
"(14, 24)",-53426915667717840*x+119466522982943502
"(14, 26)",-53174574978782400*x+118901952422880400
"(14, 28)",-125701837372490400*x+281077853313805850
"(14, 30)",-34120514082859200*x+76295788916512200
