"(v, u)","a(v, u)"
"(13, -15)","(-18539868519079964826685295524355711893366701767732059314813686802102496175028865189311215181063562675200, -8291281260514231621970872819552967637861388924440665220534621519441892515986314941613885841224552020480)"
"(13, -13)","(1000180994306445188250072117752629310722354570070107995014656963015230022829733467977064162436534809780, 447294538614508313122332092967134525676297450244743999199947400969917341554866110859429724727834778240)"
"(13, -11)","(302936432810979667484458104863108437916971636780085282363760628452720609187516026033147217655086649932, 135477291325329641895718980228778726918643680200039785576577258294756358061011396925324641581882889728)"
"(13, -9)","(-76569321250957666080007806086416259029851368571402689797440428886162937147210838386907153932068008832, -34242841461632917184723971725140996241778939341208980751995205702271310740147153294697440829637734912)"
"(13, -7)","(2782547439258553161022922674478969522386469588853147279936664751981505591030899900618470794806667200, 1244393045007275363728622522352722251295051474440421230994348992410500016223415544122608217963078400)"
"(13, -5)","(181517306865920249780678617399735455705334037010347837154928890168318993973607239149410711705625600, 81177007535900123396372805778531521383825982282128189427029793606030559507226969348470147795269120)"
"(13, -3)","(-5300285069407806592492779526046362948454845134376095766805998224191331691383837523688747905364640, -2371391128634229546021887962483120123058524161883948577400150297871622043744879352102301724203520)"
"(13, -1)","(674284013425871447735281122704269028157535039175717920278179842310111631945596950131124607080232, 291400567219689422951962964340519626350074700260629902058236937767452971086370393767703443171008)"
"(13, 1)","(-674284013425871447735281122704269028157535039175717920278179842310111631945596950131124607080232, 291400567219689422951962964340519626350074700260629902058236937767452971086370393767703443171008)"
"(13, 3)","(5300285069407806592492779526046362948454845134376095766805998224191331691383837523688747905364640, -2371391128634229546021887962483120123058524161883948577400150297871622043744879352102301724203520)"
"(13, 5)","(-181517306865920249780678617399735455705334037010347837154928890168318993973607239149410711705625600, 81177007535900123396372805778531521383825982282128189427029793606030559507226969348470147795269120)"
"(13, 7)","(-2782547439258553161022922674478969522386469588853147279936664751981505591030899900618470794806667200, 1244393045007275363728622522352722251295051474440421230994348992410500016223415544122608217963078400)"
"(13, 9)","(76569321250957666080007806086416259029851368571402689797440428886162937147210838386907153932068008832, -34242841461632917184723971725140996241778939341208980751995205702271310740147153294697440829637734912)"
"(13, 11)","(-302936432810979667484458104863108437916971636780085282363760628452720609187516026033147217655086649932, 135477291325329641895718980228778726918643680200039785576577258294756358061011396925324641581882889728)"
"(13, 13)","(-1000180994306445188250072117752629310722354570070107995014656963015230022829733467977064162436534809780, 447294538614508313122332092967134525676297450244743999199947400969917341554866110859429724727834778240)"
"(13, 15)","(18539868519079964826685295524355711893366701767732059314813686802102496175028865189311215181063562675200, -8291281260514231621970872819552967637861388924440665220534621519441892515986314941613885841224552020480)"
"(13, 17)","(-217284337021116503932285855030783295988742620960959462488957004103846439447950950771946623064784531449640, 97172509605038132012686273853713797178542869519736891913039842717110295482226764956723570902271860415680)"
"(13, 19)","(1709774892489870896861320637603259351163499867467631904843677769907230351643147102876133544900074723499398, -764634577165949196756281802352020362022718479667166990062944732177802285050156670584413446544800141942848)"
"(13, 21)","(4187279019985622017538195425579124964972336122940483282770044225492321623946531406048574992601495804997068, -1872608105889310260804481487326141856270196386346242924895870766045321931425059134955081993788442914890752)"
"(13, 23)","(12795887860752100093767495561043707548209255724911585571523690680160882299934180859826800608828485861853680, -5722495017821211812876663385084609997008075494641821386385091697022833556195607409585230071116113934144640)"
"(13, 25)","(358956500873761079915199423799536706407890648756426352650530110144283380224461189528747609186271180999232000, -160530227383838486188622328002380661421064981964558930380658405708041661568700902019361716383106267322599680)"
"(13, 27)","(510955403600405753157037281090177626806267507355276092378567894757036565902828941603427056264055803524601620, -228506203184269610977018262067429703170118400101347834701275521386046813672537075955059207203062777124394240)"
"(13, 29)","(217631663176732838368352188526692800136736501155557338506327182769024983525518434944667635198325452974271466, -97327838583902490845582420927570725503739966030664041151728689131830776871930158383767607567582170941418176)"
"(14, -30)","(-22106689484679157146194135069637381189823143663880572586780790007487776458729735493752687256555806719561728000, -9886412089044478208023016140402140920242047875985095341005847032368440311247482539874792510537029316180460800)"
"(14, -28)","(-32961737377827723764994214507172905172042166448002050340728105783384346636622812772466127968700085228260120800, -14740937086663691930177773372255842159162705979796222263952201748539889985225875682446490311984779131487155200)"
"(14, -26)","(-7874132135300062861255812791708460696538415264894284477014874460700805199224467614723201676829841999863163600, -3521418943669302391905690761745951528745678354375229568035421920340692262069611186503269920575774071904723200)"
"(14, -24)","(-2102495245123041861822198205151932885697444011627659356224215211866698471847413898162302130613391862385349172, -940264458093040958462570508387912590034120722404274862214026082115540111731467056318073811288577004563713536)"
"(14, -22)","(-337545986310793322179777720596930594920488172093020045057495005958916508640970696650131168735037706176150240, -150955154184629464642810256720043088437972016197343810473358986836895537738179512039989356769190064070781440)"
"(14, -20)","(8300973511380326470103992025812590958156206544818702231690188135175849034982767279795680505344387218688000, 3712308210174306823751670024267479840222921321740188958360657385537998148077945274618234753722616765155200)"
"(14, -18)","(-7555288342868013414525842131555171971102921977066298217897417684560990907448878017421392580229107126541760, -3378827664852923280198687098242327919038505703679053027051504385513339551815746674784957971695653997514240)"
"(14, -16)","(691678782096858056995487223764341317211267804953656004778244659116904153694953145742000301130695417360972, 309328155072567828415778753380358780086140790015563012632888729890912142958927488489698935458885306037504)"
"(14, -14)","(85600643406126571133620825818929420183196466925492355457883044426888890821803652900685714244151453464000, 38281771514763630179553475309192073163578510192702913828938858155873005572397470098056752056186067712000)"
"(14, -12)","(-37151540313941956838828699168017409264821616121322190870226024521164228188731620802308002778866469112160, -16614673922159618836631380217968707555660114579983086216792178467718011060658555132459712007709652341760)"
"(14, -10)","(2545074822455866378421765449556974311062940898807255020103696870300140231318027406230954821826029568000, 1138192062166898457644223766496052441204193178122634037670383823417033813971343582959314357564805350400)"
"(14, -8)","(125179869908219196579839465298968538680801534776176039894320169607977713467680018095174326893197139020, 55982139708057754339585055242881992751330245639147849734891191066283567810162383012874158949370542080)"
"(14, -6)","(-9490177081954734695264353194054924696586105038422489238924748194914195167899876312621743582200486800, -4244136096901828555932683829838426938287239537098313294931434996810943579697440597032233958842873600)"
"(14, -4)","(179247219853336945826571790571337846257920409367565845412521497002756752063152679136805948117110528, 80162131363601411610043100633878129028568869289322519095345760907836988199544523004346908467405184)"
"(14, -2)","(-97552701417589964331595812929036579203912914893639649981925146945171499288317506864878949681306240, -43374476002520188967839516452360615510374985895978296254097442412882654476872827277508092124035840)"
"(14, 0)","(0, -1415234328924831286022296729800372339571068227666059511404542914436814242973226417794317104448000)"
"(14, 2)","(97552701417589964331595812929036579203912914893639649981925146945171499288317506864878949681306240, -43374476002520188967839516452360615510374985895978296254097442412882654476872827277508092124035840)"
"(14, 4)","(-179247219853336945826571790571337846257920409367565845412521497002756752063152679136805948117110528, 80162131363601411610043100633878129028568869289322519095345760907836988199544523004346908467405184)"
"(14, 6)","(9490177081954734695264353194054924696586105038422489238924748194914195167899876312621743582200486800, -4244136096901828555932683829838426938287239537098313294931434996810943579697440597032233958842873600)"
"(14, 8)","(-125179869908219196579839465298968538680801534776176039894320169607977713467680018095174326893197139020, 55982139708057754339585055242881992751330245639147849734891191066283567810162383012874158949370542080)"
"(14, 10)","(-2545074822455866378421765449556974311062940898807255020103696870300140231318027406230954821826029568000, 1138192062166898457644223766496052441204193178122634037670383823417033813971343582959314357564805350400)"
"(14, 12)","(37151540313941956838828699168017409264821616121322190870226024521164228188731620802308002778866469112160, -16614673922159618836631380217968707555660114579983086216792178467718011060658555132459712007709652341760)"
"(14, 14)","(-85600643406126571133620825818929420183196466925492355457883044426888890821803652900685714244151453464000, 38281771514763630179553475309192073163578510192702913828938858155873005572397470098056752056186067712000)"
"(14, 16)","(-691678782096858056995487223764341317211267804953656004778244659116904153694953145742000301130695417360972, 309328155072567828415778753380358780086140790015563012632888729890912142958927488489698935458885306037504)"
"(14, 18)","(7555288342868013414525842131555171971102921977066298217897417684560990907448878017421392580229107126541760, -3378827664852923280198687098242327919038505703679053027051504385513339551815746674784957971695653997514240)"
"(14, 20)","(-8300973511380326470103992025812590958156206544818702231690188135175849034982767279795680505344387218688000, 3712308210174306823751670024267479840222921321740188958360657385537998148077945274618234753722616765155200)"
"(14, 22)","(337545986310793322179777720596930594920488172093020045057495005958916508640970696650131168735037706176150240, -150955154184629464642810256720043088437972016197343810473358986836895537738179512039989356769190064070781440)"
"(14, 24)","(2102495245123041861822198205151932885697444011627659356224215211866698471847413898162302130613391862385349172, -940264458093040958462570508387912590034120722404274862214026082115540111731467056318073811288577004563713536)"
"(14, 26)","(7874132135300062861255812791708460696538415264894284477014874460700805199224467614723201676829841999863163600, -3521418943669302391905690761745951528745678354375229568035421920340692262069611186503269920575774071904723200)"
"(14, 28)","(32961737377827723764994214507172905172042166448002050340728105783384346636622812772466127968700085228260120800, -14740937086663691930177773372255842159162705979796222263952201748539889985225875682446490311984779131487155200)"
"(14, 30)","(22106689484679157146194135069637381189823143663880572586780790007487776458729735493752687256555806719561728000, -9886412089044478208023016140402140920242047875985095341005847032368440311247482539874792510537029316180460800)"
