numerator,1
denominator,42336000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",106062622219987724065760838577344142527222699436905294214178619346154340273147516724107937239416117410214438206761150673823220989930695680747744*x+237163233155772204880353129611479690801739296718160621544729703960857989688071502308495466469035224499491793501274976566867013134714311027855343
"(1, 1)",-106062622219987724065760838577344142527222699436905294214178619346154340273147516724107937239416117410214438206761150673823220989930695680747744*x+237163233155772204880353129611479690801739296718160621544729703960857989688071502308495466469035224499491793501274976566867013134714311027855343
"(2, -4)",12256764003800345624708820027363738403045809006599191650035884011963508867808113165658398606709064247382430620430878682974516104348604346153222581905168501894625952*x+27406957496670063513361715091320904022363744293780599111116705134134520235139197057666355204710954292224954006732259339860817818809878807263925445460323865463603183
"(2, -2)",-646412874401010485466466180069831625683468896440759029319061738769250171518560082578160487516386526227249495555158099498860485039327588529584864063768981440*x-1445423128691693097269666907556801391488821170778765481089264001051380558268065871149467358586439147486015168480269210983156405700612351676733746349698116430
"(2, 0)",-36346066632506372483489805432006796494180472575901835864630119122392069964356816536234627791098655518269400993665708881314566075491258520511069252310
"(2, 2)",646412874401010485466466180069831625683468896440759029319061738769250171518560082578160487516386526227249495555158099498860485039327588529584864063768981440*x-1445423128691693097269666907556801391488821170778765481089264001051380558268065871149467358586439147486015168480269210983156405700612351676733746349698116430
"(2, 4)",-12256764003800345624708820027363738403045809006599191650035884011963508867808113165658398606709064247382430620430878682974516104348604346153222581905168501894625952*x+27406957496670063513361715091320904022363744293780599111116705134134520235139197057666355204710954292224954006732259339860817818809878807263925445460323865463603183
"(3, -5)",-939195243826921358093021560549128090822025634609539004573902179846725829927590149129840106789174026834476881475063271641611566962438359186420999117667906461693731148160*x-2100104409341485885110352164463317176114835793487603615558972885242019060147302829402235565676708774494721215389843753900748052653888019545660472734011165184394283178710
"(3, -3)",-1958554306952508952369076181151944426953504592742684115312803936461329345851933832164542299334705766161626632346544383102750435991473271067220402965838052158079055680*x-4379460567970798990746777926376196616203248416179854758406902371285228307583935906873624616475449208737553804523594286998444604707953535065447859820042472393055463210
