numerator,1
denominator,1693440
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-25526433426956248273260121594590923837664*x-57078840365797083757753800754618729441583
"(1, 1)",-25526433426956248273260121594590923837664*x+57078840365797083757753800754618729441583
"(2, -4)",2949874930717694030910168565044016349855969168324327441265312*x+6596120870207246345870704601196752479294575619798207698360623
"(2, -2)",-350130099123579056081246481527293454708985265958925120*x-782914702609062308889399568234844931389697645076346890
"(2, 0)",-2117688232379067741171309479729436456046804320*x
"(2, 2)",-350130099123579056081246481527293454708985265958925120*x+782914702609062308889399568234844931389697645076346890
"(2, 4)",2949874930717694030910168565044016349855969168324327441265312*x-6596120870207246345870704601196752479294575619798207698360623
"(3, -5)",122361697055062416596724236653967630939301558631790464182648225120*x+273609072457355390911429313629813698523381383717030838349313177600
"(3, -3)",-240878413913098266769668392691234076176796203729461099733212160*x-538620507822018844548331177495076525633174290361815186681751520
"(3, -1)",61013702162456480867321162145265435625147082839618253284256*x+136430793148621819542575141837245919501483779985424953133804
"(3, 1)",61013702162456480867321162145265435625147082839618253284256*x-136430793148621819542575141837245919501483779985424953133804
"(3, 3)",-240878413913098266769668392691234076176796203729461099733212160*x+538620507822018844548331177495076525633174290361815186681751520
"(3, 5)",122361697055062416596724236653967630939301558631790464182648225120*x-273609072457355390911429313629813698523381383717030838349313177600
"(4, -8)",40461586803726937119965321849700110886550128847706851281162474531203520960*x+90474858570641872531115177023981352554132402556686221676327768219158190090
"(4, -6)",195209490082872238298519733336637160013889744645074221362880207184990048*x+436501689678373380026341256231063329078726506219984372859327982382965484
"(4, -4)",468211192278772255230399757160267781278144517956575684155791997032064*x+1046952053761559426459271857529789372268335228942571338079701029231508
"(4, -2)",346774622683079106120559988494320964143721460287022481424887457440*x+775411627723879751010765677885499171681691573359664093213878276940
"(4, 0)",610752081492111887478879227131170653502686269170261131429654400*x
"(4, 2)",346774622683079106120559988494320964143721460287022481424887457440*x-775411627723879751010765677885499171681691573359664093213878276940
"(4, 4)",468211192278772255230399757160267781278144517956575684155791997032064*x-1046952053761559426459271857529789372268335228942571338079701029231508
"(4, 6)",195209490082872238298519733336637160013889744645074221362880207184990048*x-436501689678373380026341256231063329078726506219984372859327982382965484
"(4, 8)",40461586803726937119965321849700110886550128847706851281162474531203520960*x-90474858570641872531115177023981352554132402556686221676327768219158190090
