numerator,305*x-682
denominator,640
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",416020*x+930249
"(1, 1)",1
"(2, -4)",774004377960*x+1730726404001
"(2, -2)",-41618640800*x-93062109960
"(2, 0)",-123885300*x-277016250
"(2, 2)",-100040
"(2, 4)",-416020*x+930249
"(3, -5)",-230488476764700*x-515387902076250
"(3, -3)",2620439256600*x+5859480308670
"(3, -1)",-599297928420*x-1340070924912
"(3, 1)",-7567113660*x-16922021088
"(3, 3)",6298830
"(3, 5)",123885300*x-277016250
"(4, -8)",-77431397971118400*x-173141869456260040
"(4, -6)",-14079199128131100*x-31482046319256912
"(4, -4)",2376736531150080*x+5314544448261696
"(4, -2)",-12349630824300*x-27614613523840
"(4, 0)",12393485412000*x+27712705650000
"(4, 2)",206486333900*x+461687793840
"(4, 4)",5713034304
"(4, 6)",7567113660*x-16922021088
"(4, 8)",41618640800*x-93062109960
"(5, -11)",1440033597185408060*x+3220013013190122249
"(5, -9)",-1114992604796666820*x-2493199258734905088
"(5, -7)",384155061617457900*x+858996831677256160
"(5, -5)",5156868214437500*x+11531107878496875
"(5, -3)",9757355946402900*x+21818111175038010
"(5, -1)",-1113373420901280*x-2489578788103232
"(5, 1)",-56006711757920*x-125237490936768
"(5, 3)",-746038401900*x-1644738525510
"(5, 5)",12395721875
"(5, 7)",-206486333900*x+461687793840
"(5, 9)",599297928420*x-1340070924912
"(5, 11)",-774004377960*x+1730726404001
"(6, -12)",4875321996025786800*x+10901551395313618830
"(6, -10)",23058067215540588000*x+51559405723708050000
"(6, -8)",-1378245598711743300*x-3081850848409341990
"(6, -6)",-262148743230264000*x-586182410079346800
"(6, -4)",325613499435701400*x+728093919072158142
"(6, -2)",59953764759136800*x+134060695328196480
"(6, 0)",-780332444199000*x-1744878265987500
"(6, 2)",757014050546400*x+1692878989643520
"(6, 4)",-24162561413760*x-53246442702642
"(6, 6)",-630134953200
"(6, 8)",746038401900*x-1644738525510
"(6, 10)",-12393485412000*x+27712705650000
"(6, 12)",-2620439256600*x+5859480308670
"(7, -15)",-428823350043646935300*x-958878161036781956250
"(7, -13)",-22976463242862167500*x-51376933693565066160
"(7, -11)",-104201488585607545440*x-233001611834086887232
"(7, -9)",-44628783685741951080*x-99792994074452193858
"(7, -7)",-24818179552617913000*x-55495136557481036850
"(7, -5)",4192603108510181400*x+9374945553734670000
"(7, -3)",204567585861292500*x+457427027733377520
"(7, -1)",-158603715582452140*x-354648749883319962
"(7, 1)",-25109598249808380*x-56147149814916538
"(7, 3)",-102241770962100*x-228127824647520
"(7, 5)",176209676231400*x+404094702690000
"(7, 7)",-59656217375650
"(7, 9)",24162561413760*x-53246442702642
"(7, 11)",56006711757920*x-125237490936768
"(7, 13)",12349630824300*x-27614613523840
"(7, 15)",230488476764700*x-515387902076250
"(8, -16)",4421913562731661539840*x+9887699316896275850304
"(8, -14)",-2071429078846701395360*x-4631856230870995992768
"(8, -12)",1408483080778235244000*x+3149463913778461476480
"(8, -10)",332030353317677418600*x+742442440611604950000
"(8, -8)",-59018021436282726400*x-131968307829144199680
"(8, -6)",33235230039348478680*x+74316233615041474128
"(8, -4)",1235457067662972000*x+2762565936924953600
"(8, -2)",-1157468849448494000*x-2588179050173475360
"(8, 0)",-707760968661331200*x-1582603339015440000
"(8, 2)",-8722557124261200*x-19507012910764640
"(8, 4)",-20656892843356000*x-46187246895753600
"(8, 6)",-344328876860760*x-690054236170128
"(8, 8)",-141863423480320
"(8, 10)",-176209676231400*x+404094702690000
"(8, 12)",-757014050546400*x+1692878989643520
"(8, 14)",1113373420901280*x-2489578788103232
"(8, 16)",-2376736531150080*x+5314544448261696
"(9, -19)",-26194321819482088174140*x-58572284212867924241088
"(9, -17)",18153541222824664242300*x+40592552206580606054490
"(9, -15)",-1451807732099795301000*x-3246340779234945787500
"(9, -13)",-190016042805583833300*x-424888788528795042480
"(9, -11)",-607387956702341779800*x-1358160759901092277872
"(9, -9)",-754387757563493114820*x-1686862307306576382309
"(9, -7)",534094073780236061400*x+1194270655353722111970
"(9, -5)",-114396400739432427000*x-255798128425838250000
"(9, -3)",-3774875770469748600*x-8440878943963452960
"(9, -1)",-1648819760250085500*x-3686875878559836102
"(9, 1)",-1169845581228864540*x-2615858206125499398
"(9, 3)",-47663962535017800*x-106588934089727040
"(9, 5)",3739047019323000*x+8085785178450000
"(9, 7)",264657140470800*x+1875609619840530
"(9, 9)",-1813344929482941
"(9, 11)",344328876860760*x-690054236170128
"(9, 13)",102241770962100*x-228127824647520
"(9, 15)",780332444199000*x-1744878265987500
"(9, 17)",-9757355946402900*x+21818111175038010
"(9, 19)",14079199128131100*x-31482046319256912
"(10, -22)",-144060961062428222322400*x-322130101839539829789960
"(10, -20)",9594342999224539875000*x+21453603145715283221875
"(10, -18)",111543860183858548672800*x+249419653843839905003520
"(10, -16)",-46716515928287573825380*x-104461305287602705795962
"(10, -14)",-38430872364210488316000*x-85934043040992706246400
"(10, -12)",1026488154311878519800*x+2295297291140344271970
"(10, -10)",-515893096172327500000*x-1153572032164827375000
"(10, -8)",890886273666386649300*x+1992082268148571292870
"(10, -6)",-976125888878146116000*x-2182683841950802520400
"(10, -4)",44951543400139379920*x+100514706575493586833
"(10, -2)",111381877026964051200*x+249057461961847329280
"(10, 0)",17367748883244375000*x+38835508866492187500
"(10, 2)",5602911444262316800*x+12528758593314270720
"(10, 4)",-66899416036935420*x-149483590513780583
"(10, 6)",74633681726076000*x+164539642092020400
"(10, 8)",3286115135101700*x+9489427412094630
"(10, 10)",-1240068016375000
"(10, 12)",-264657140470800*x+1875609619840530
"(10, 14)",20656892843356000*x-46187246895753600
"(10, 16)",25109598249808380*x-56147149814916538
"(10, 18)",-59953764759136800*x+134060695328196480
"(10, 20)",-5156868214437500*x+11531107878496875
"(10, 22)",77431397971118400*x-173141869456260040
"(11, -23)",714719723828950701700300*x+1598161887341410043373840
"(11, -21)",605803264448961021883440*x+1354617280299158521577358
"(11, -19)",-295081920743319291374100*x-659823233713267207744538
"(11, -17)",-16229457553423162571600*x-36290170327401617715360
"(11, -15)",6842093100616970427000*x+15299385281361706350000
"(11, -13)",7004696910292829295900*x+15662978453198663632870
"(11, -11)",20281801183988384018880*x+45351486153559949630256
"(11, -9)",-98306052159387279900*x-219819014955303855168
"(11, -7)",4895106025055354885700*x+10945789826839809229120
"(11, -5)",410423686104694878000*x+917735254721819887500
"(11, -3)",-789465178177497475500*x-1765297791198754599450
"(11, -1)",289794830533842898440*x+648000828275608844848
"(11, 1)",-46730058030797246600*x-104490889760734036848
"(11, 3)",5439932960623210500*x+12162162231403786950
"(11, 5)",-2905834795966872000*x-6496657587200812500
"(11, 7)",-939821391569036900*x-2089738002164919120
"(11, 9)",113512347912703740*x+253585024953813168
"(11, 11)",48751985923725744
"(11, 13)",-3286115135101700*x+9489427412094630
"(11, 15)",-3739047019323000*x+8085785178450000
"(11, 17)",8722557124261200*x-19507012910764640
"(11, 19)",158603715582452140*x-354648749883319962
"(11, 21)",-325613499435701400*x+728093919072158142
"(11, 23)",-384155061617457900*x+858996831677256160
"(12, -26)",-2074441511238389727347940*x-4638592234476433375488912
"(12, -24)",-487727212482419711472000*x-1090591201587174427753200
"(12, -22)",380597584257521202702900*x+851042070472021233852480
"(12, -20)",-1316788574433438036268800*x-2944428764428209073680000
"(12, -18)",-88682481844246016613000*x-198300057817125015012960
"(12, -16)",137879689695122799732000*x+308308358874870572679600
"(12, -14)",211091190214730095582620*x+472014250771474795292832
"(12, -12)",14970659364504058406400*x+33475412007044218615680
"(12, -10)",31029853401958690910400*x+69384861539429691360000
"(12, -8)",-32574374483547568056000*x-72838515663978700525680
"(12, -6)",-77788225125025569000*x-173939756102369107200
"(12, -4)",-3423809623379596519680*x-7655871163815264181248
"(12, -2)",-527420002065479592300*x-1179347068534079140560
"(12, 0)",78064457717667960000*x+174557621729389500000
"(12, 2)",-37950137278798288500*x-84860354486483569440
"(12, 4)",-43231179921846992640*x-96676086968755402752
"(12, 6)",1300622314559337000*x+2908092926473207200
"(12, 8)",2417222643832550400*x+5326774127972305680
"(12, 10)",314869938878510400*x+778657995225600000
"(12, 12)",35985431865064320
"(12, 14)",-113512347912703740*x+253585024953813168
"(12, 16)",-74633681726076000*x+164539642092020400
"(12, 18)",47663962535017800*x-106588934089727040
"(12, 20)",707760968661331200*x-1582603339015440000
"(12, 22)",-204567585861292500*x+457427027733377520
"(12, 24)",262148743230264000*x-586182410079346800
"(12, 26)",1114992604796666820*x-2493199258734905088
"(13, -29)",2679179627495483320435920*x+5990827771012465337616001
"(13, -27)",-2564223179911254947761500*x-5733777339762239215185510
"(13, -25)",7800329698353185150568600*x+17442067452428151362970000
"(13, -23)",-2153468488183781314273200*x-4815301926982637649564640
"(13, -21)",-2176497013004900269026420*x-4866795273904200819144102
"(13, -19)",-124421278194486135659240*x-278214435890283240697167
"(13, -17)",-1743640713346354659490500*x-3898899163378667502150880
"(13, -15)",616844744945549533089600*x+1379306781261808657440000
"(13, -13)",-89517039141370434107800*x-200166184664729351854110
"(13, -11)",-188117570689623756124020*x-420643675822149523461382
