numerator,305*x-682
denominator,9600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-416020*x-930249
"(1, 1)",1
"(2, -4)",774004377960*x+1730726404001
"(2, -2)",-6494072200*x-14521186890
"(2, 0)",-401190900*x-897089160
"(2, 2)",15610
"(2, 4)",416020*x-930249
"(3, -5)",746414465877300*x+1669033485090840
"(3, -3)",-39745893488400*x-88874519666580
"(3, -1)",-6795294576180*x-15194740276608
"(3, 1)",-134322408660*x-300337702608
"(3, 3)",95538420
"(3, 5)",401190900*x-897089160
"(4, -8)",12082208339955600*x+27016639166455610
"(4, -6)",249899777372536500*x+558792889767055392
"(4, -4)",-31187952373599120*x-69738381586433844
"(4, -2)",6617203872612300*x+14796517704569840
"(4, 0)",-165532760349000*x-370142106747600
"(4, 2)",-10161425374100*x-22737543860160
"(4, 4)",74967435156
"(4, 6)",134322408660*x-300337702608
"(4, 8)",6494072200*x-14521186890
"(5, -11)",-1440033597185408060*x-3220013013190122249
"(5, -9)",12642631834071328980*x+28269784195486333392
"(5, -7)",18911928789534914100*x+42288358359035389840
"(5, -5)",4721561469525125500*x+10557732405808082475
"(5, -3)",150724511916009900*x+337030255661402010
"(5, -1)",-60682178495018520*x-135689494907553728
"(5, 1)",7808628018711080*x+17460768924466272
"(5, 3)",-474900170735100*x-1062271365410490
"(5, 5)",-11349361736275
"(5, 7)",10161425374100*x-22737543860160
"(5, 9)",6795294576180*x-15194740276608
"(5, 11)",-774004377960*x+1730726404001
"(6, -12)",73947155343381223200*x+165350866090537218420
"(6, -10)",307973204031033453000*x+688649019461803052400
"(6, -8)",883701542364228089700*x+1976016720547824422010
"(6, -6)",419873934822321276000*x+938866660243568926200
"(6, -4)",37043493662736231000*x+82831769949544055412
"(6, -2)",15041794864517830200*x+33634475633236149120
"(6, 0)",-471754933553178000*x-1054874966174647200
"(6, 2)",77983944268817400*x+174341244116289120
"(6, 4)",1857398219018760*x+4064226100142412
"(6, 6)",-1009263821023800
"(6, 8)",474900170735100*x-1062271365410490
"(6, 10)",165532760349000*x-370142106747600
"(6, 12)",39745893488400*x-88874519666580
"(7, -15)",-1388702620935383704500*x-3105233460943640549160
"(7, -13)",-12311294580748864299500*x-27528891573579234320160
"(7, -11)",-14527997493734421936360*x-32485589972936742569728
"(7, -9)",-3418642178025228711480*x-7644316300812301296588
"(7, -7)",2493502698286405762000*x+5575641535450773216900
"(7, -5)",2191908883767047992800*x+4901257264414774499280
"(7, -3)",18013988901346399500*x+40280506415808769920
"(7, -1)",7303487455347641140*x+16331095411697590992
"(7, 1)",-411324743981647980*x-919767643987403008
"(7, 3)",-1117616177673642900*x-2499109046809360080
"(7, 5)",73578141063741600*x+159256966642559280
"(7, 7)",-5993708711808100
"(7, 9)",-1857398219018760*x+4064226100142412
"(7, 11)",-7808628018711080*x+17460768924466272
"(7, 13)",-6617203872612300*x+14796517704569840
"(7, 15)",-746414465877300*x+1669033485090840
"(8, -16)",58025123015176415561760*x+129748119464722026459156
"(8, -14)",112899079534252985134040*x+252450016435744971370272
"(8, -12)",-145073930549381717235000*x-324395170471500911330880
"(8, -10)",-134700075409042071324000*x-301198525188963029820720
"(8, -8)",-21756333206042974906400*x-48648639989876139040680
"(8, -6)",-633692764306736473680*x-1416980097056792274768
"(8, -4)",2290765552226523603000*x+5122307506146549682400
"(8, -2)",762951517399382135000*x+1706011374399549982560
"(8, 0)",-373041104671687280400*x-834144371757674508960
"(8, 2)",34131557047957003800*x+76318647807287042560
"(8, 4)",-4513916243704901000*x-10098929948902617600
"(8, 6)",-326010575755362960*x-727458582091110768
"(8, 8)",52296363650889320
"(8, 10)",-73578141063741600*x+159256966642559280
"(8, 12)",-77983944268817400*x+174341244116289120
"(8, 14)",60682178495018520*x-135689494907553728
"(8, 16)",31187952373599120*x-69738381586433844
"(9, -19)",-464938036001915090768340*x-1039633053825526685002608
"(9, -17)",-280422653445612757665300*x-627044115535255751390490
"(9, -15)",877698638610887009466000*x+1962593819692964940952800
"(9, -13)",2079340677318358614563700*x+4649547102864305001349920
"(9, -11)",605908331407394539880400*x+1354852217160404193917232
"(9, -9)",-785558004091547001062220*x-1756561097418771948923439
"(9, -7)",-27098067370453954241400*x-60593120695578711088170
"(9, -5)",38387429273653419300000*x+85836901280981964075600
"(9, -3)",-35512251208453562835600*x-79407806757654303279360
"(9, -1)",2309952043726739039100*x+5165214269454120937602
"(9, 1)",-1861653548128077448140*x-4162789436672851412898
"(9, 3)",-407093375123974717200*x-910203098083010199360
"(9, 5)",23472702955674588000*x+52394286386567175600
"(9, 7)",-1522765092207625200*x-3339869806477085670
"(9, 9)",1888269804556384311
"(9, 11)",326010575755362960*x-727458582091110768
"(9, 13)",1117616177673642900*x-2499109046809360080
"(9, 15)",471754933553178000*x-1054874966174647200
"(9, 17)",-150724511916009900*x+337030255661402010
"(9, 19)",-249899777372536500*x+558792889767055392
"(10, -22)",-22478924452064219816600*x-50264403135897808306890
"(10, -20)",-8784455670928556942499000*x-19642640025529776466836275
"(10, -18)",-27985229183861749782622200*x-62576874821025833081750880
"(10, -16)",765276167015823451135180*x+1711209531007863623986992
"(10, -14)",8400422909132707424301000*x+18783916664567275689882400
"(10, -12)",2806003341151648315108200*x+6274414215906583645951830
"(10, -10)",3049550083268425737055000*x+6819001286982283961034750
"(10, -8)",558504982397109955650300*x+1248855106434138934316120
"(10, -6)",-463888400463203552661000*x-1037285997479145435903900
"(10, -4)",266535104705554523387120*x+595990615092594442653123
"(10, -2)",7764557136471512902800*x+17362084071914178305920
"(10, 0)",-29518610018079666165000*x-66005547646984696146000
"(10, 2)",-2703952248052512041200*x-6046239698465789494080
"(10, 4)",-1073583750206207237580*x-2401246923586076705627
"(10, 6)",28779442585397889000*x+65467852714020971100
"(10, 8)",-8801340320456317700*x-21022890760447283880
"(10, 10)",-7330296820509652750
"(10, 12)",1522765092207625200*x-3339869806477085670
"(10, 14)",4513916243704901000*x-10098929948902617600
"(10, 16)",411324743981647980*x-919767643987403008
"(10, 18)",-15041794864517830200*x+33634475633236149120
"(10, 20)",-4721561469525125500*x+10557732405808082475
"(10, 22)",-12082208339955600*x+27016639166455610
"(11, -23)",-35185605689061967187847700*x-78677406150245887182680160
"(11, -21)",-68919345870676034084019240*x-154108342331651042106057588
"(11, -19)",-13588124215024119627335700*x-30383969431504900658031008
"(11, -17)",-63500930673092510273757400*x-141992397619536327658777440
"(11, -15)",-43632529474353006205524000*x-97565301934916439033524400
"(11, -13)",16933381045925448123864900*x+37864191107596511829856120
"(11, -11)",-1525996240129818544697280*x-3412231326341338328412336
"(11, -9)",-353808167662750927107300*x-791139114156823328760528
"(11, -7)",-141563146921248936341700*x-316544817752637493964720
"(11, -5)",511850084136573901257000*x+1144531588291864866878400
"(11, -3)",413432970870625792135500*x+924464246406555077905200
"(11, -1)",203653268547873259107960*x+455382695357366965801552
"(11, 1)",-59509181253700840981000*x-133067064096299460350448
"(11, 3)",-8070626271001864564500*x-18047462744445180844800
"(11, 5)",-2443217886848328975000*x-5464431628544079021600
"(11, 7)",-778892651543727268900*x-1741316636361183354720
"(11, 9)",111415254040316140860*x+249982541280257681472
"(11, 11)",3668083842435023664
"(11, 13)",8801340320456317700*x-21022890760447283880
"(11, 15)",-23472702955674588000*x+52394286386567175600
"(11, 17)",-34131557047957003800*x+76318647807287042560
"(11, 19)",-7303487455347641140*x+16331095411697590992
"(11, 21)",-37043493662736231000*x+82831769949544055412
"(11, 23)",-18911928789534914100*x+42288358359035389840
"(12, -26)",-23521591242019244130055860*x-52595876956118737562872608
"(12, -24)",-781174615989059089355448000*x-1746759543648830236236223800
"(12, -22)",-33514991440593351250593900*x-74941799126490338009260080
"(12, -20)",694041856118360170122358800*x+1551924769510781666245571040
"(12, -18)",757360897980196259838330000*x+1693510451384001964192160640
"(12, -16)",-54007983771710805241383000*x-120765523041251443253703900
"(12, -14)",-207641665479162850364855580*x-464300878972680032534532528
"(12, -12)",18171244129189148041809600*x+40632137108634382425713520
"(12, -10)",-6738611498823260267217600*x-15067993385085435858671520
"(12, -8)",-39618844584705666282090000*x-88590429683846934793018680
"(12, -6)",-3590341575466868082234000*x-8028247851042792588187200
"(12, -4)",5066388473378165147815920*x+11328789159626335156369152
"(12, -2)",-996053727807097124645700*x-2227244133449652731677440
"(12, 0)",1228042286095376523420000*x+2745983079072284554008000
"(12, 2)",120158900236327910809500*x+268685863275014686312560
"(12, 4)",-55216183201162082850960*x-123479317328905352086848
"(12, 6)",10754344005907542678000*x+24056074464513611212800
"(12, 8)",996140459343690843600*x+2322670810895425051320
"(12, 10)",-105596014394379432000*x-219922059746006951520
"(12, 12)",-43678775369427306480
"(12, 14)",-111415254040316140860*x+249982541280257681472
"(12, 16)",-28779442585397889000*x+65467852714020971100
"(12, 18)",407093375123974717200*x-910203098083010199360
"(12, 20)",373041104671687280400*x-834144371757674508960
"(12, 22)",-18013988901346399500*x+40280506415808769920
"(12, 24)",-419873934822321276000*x+938866660243568926200
"(12, 26)",-12642631834071328980*x+28269784195486333392
"(13, -29)",2679179627495483320435920*x+5990827771012465337616001
"(13, -27)",-1644124952165086732259935500*x-3676375156544723970135350490
"(13, -25)",-4078042094357247115444672800*x-9118779338088416093004000720
"(13, -23)",-1419469738086958615446226200*x-3174030826366261750739957440
"(13, -21)",3463605012937235562848612820*x+7744856256136697253872965602
"(13, -19)",1997666955195853707626501960*x+4466919108222955944222969123
"(13, -17)",1448986657264880247397570500*x+3240032664134461546583815280
"(13, -15)",189722562089890884209918400*x+424232545698411877147728480
"(13, -13)",-243014776344321149887089800*x-543397559443123901161760010
"(13, -11)",-103958230215599405176906980*x-232457669589263629097304178
"(13, -9)",188113758099376324818440640*x+420635150601214629269874912
"(13, -7)",-73096498787505305746436000*x-163448740201156125075176400
"(13, -5)",-37763418486360133875092400*x-84441570925008990283873920
"(13, -3)",3696146772986544510638400*x+8264836079515175493827280
"(13, -1)",-1812229444838542765457180*x-4052268992086181971550208
"(13, 1)",317256083854780541294340*x+709410525886425129323792
"(13, 3)",-266375943264465164064000*x-595643601251378397552720
"(13, 5)",52704211960726398190800*x+117940973729003728966080
"(13, 7)",-2093052011541456636000*x-4504502288103752676400
"(13, 9)",5069416717176226029120*x+10883385591166508250912
"(13, 11)",2694323910647942893540*x+6274578995653905182322
"(13, 13)",584142051690594562490
"(13, 15)",105596014394379432000*x-219922059746006951520
"(13, 17)",778892651543727268900*x-1741316636361183354720
"(13, 19)",1073583750206207237580*x-2401246923586076705627
"(13, 21)",1861653548128077448140*x-4162789436672851412898
"(13, 23)",-762951517399382135000*x+1706011374399549982560
"(13, 25)",-2191908883767047992800*x+4901257264414774499280
"(13, 27)",-883701542364228089700*x+1976016720547824422010
"(13, 29)",1440033597185408060*x-3220013013190122249
"(14, -30)",-572983530153164144479245000*x-1281230123410275513277347600
"(14, -28)",-4639156783156461347389476000*x-10373469925417098959784208100
"(14, -26)",-4261964732900258954039195000*x-9530042860471713442103217600
"(14, -24)",-4297663019103058656844919940*x-9609866655101416423315232898
"(14, -22)",5030705514154339019141420400*x+11248999504432132507978545920
"(14, -20)",4546113842129678935230807000*x+10165419584454710066661878400
"(14, -18)",-1892936176912723793418202800*x-4232733968645469582337738680
"(14, -16)",-5116742477328275862722289900*x-11441384002666835654802412178
"(14, -14)",-230770175380301792591180000*x-516017799330201341897391000
"(14, -12)",-647905808455063870885958400*x-1448761430731143530108172720
"(14, -10)",-47628742485015791075592000*x-106501106017670033490559200
"(14, -8)",357897035971616879396737100*x+800282101286026931975033310
"(14, -6)",200086618936672466820195000*x+447407281666943097690691200
"(14, -4)",-64448757979884974169021240*x-144111805452760245265697588
"(14, -2)",-10554001433163337133804600*x-23599457608172677344614880
"(14, 0)",9244576394488972750290000*x+20671479019808129231796000
"(14, 2)",-2925046763976477912967800*x-6540578032644876300954880
