numerator,305*x-682
denominator,9600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-416020*x-930249
"(1, 1)",1
"(2, -4)",774004377960*x+1730726404001
"(2, -2)",-44634785800*x-99806415210
"(2, 0)",96715500*x+216262200
"(2, 2)",107290
"(2, 4)",416020*x-930249
"(3, -5)",-179938897603500*x-402355606837800
"(3, -3)",53295332072400*x+119171985397380
"(3, -1)",-2366994525780*x-5292760576728
"(3, 1)",-35481936660*x-79334332728
"(3, 3)",-128107620
"(3, 5)",-96715500*x+216262200
"(4, -8)",83042929711328400*x+185689635885267290
"(4, -6)",66011705197530900*x+147606660132355272
"(4, -4)",2358303009445680*x+5273325840665916
"(4, -2)",-503784328389300*x-1126496001216040
"(4, 0)",10376605995000*x+23202771438000
"(4, 2)",-1273920974900*x-2847362936040
"(4, 4)",-5668725084
"(4, 6)",35481936660*x-79334332728
"(4, 8)",44634785800*x-99806415210
"(5, -11)",-1440033597185408060*x-3220013013190122249
"(5, -9)",4403788545742701780*x+9847170546815623272
"(5, -7)",2369623641631110900*x+5298639543777763960
"(5, -5)",-275566257680862500*x-616184884479988125
"(5, -3)",38814279219533100*x+86791366799543490
"(5, -1)",-4550486650267320*x-10175198885947088
"(5, 1)",584607183387080*x+1307232340332912
"(5, 3)",13745364032100*x+30642269280990
"(5, 5)",662387043125
"(5, 7)",1273920974900*x-2847362936040
"(5, 9)",2366994525780*x-5292760576728
"(5, 11)",-774004377960*x+1730726404001
"(6, -12)",-99155858730036055200*x-221719240487726587620
"(6, -10)",-19305644323879515000*x-43168733057627562000
"(6, -8)",-25534408011774452700*x-57096672079542876510
"(6, -6)",5718056178047796000*x+12785962313284900200
"(6, -4)",-676642523638439400*x-1513018679154198468
"(6, -2)",-253954842670936200*x-567860282277147120
"(6, 0)",-12389992522110000*x-27704835737964000
"(6, 2)",-3806856984251400*x-8511780558387120
"(6, 4)",-70404966753240*x-155803825281468
"(6, 6)",-13744666549800
"(6, 8)",-13745364032100*x+30642269280990
"(6, 10)",-10376605995000*x+23202771438000
"(6, 12)",-53295332072400*x+119171985397380
"(7, -15)",334775959113419827500*x+748581801810296962200
"(7, -13)",937289734125714896500*x+2095843560117802923960
"(7, -11)",-1087665045963945833160*x-2432092979525816163088
"(7, -9)",130311657310831074120*x+291385724007674849532
"(7, -7)",8973360275877382000*x+20065043563469685900
"(7, -5)",-15346261339307136000*x-34315283556490431600
"(7, -3)",-9961294281863536500*x-22274131177733511720
"(7, -1)",-1799365815097458860*x-4023504631317796128
"(7, 1)",146592233538114420*x+327794524355589872
"(7, 3)",8151422580165900*x+18251079270368280
"(7, 5)",542025397368000*x+1248893911868400
"(7, 7)",-21569540589100
"(7, 9)",70404966753240*x-155803825281468
"(7, 11)",-584607183387080*x+1307232340332912
"(7, 13)",503784328389300*x-1126496001216040
"(7, 15)",179938897603500*x-402355606837800
"(8, -16)",-4387618032467668748640*x-9811012179901586661084
"(8, -14)",8466171896456231712440*x+18930935869674444996912
"(8, -12)",7082395850643090261000*x+15836718565600397132880
"(8, -10)",-1023783429091676400000*x-2289249341686844031600
"(8, -8)",1019842110983287794400*x+2280436286476834016280
"(8, -6)",426462228507730882320*x+953598532759008320592
"(8, -4)",-54051020592887997000*x-120861755970468931600
"(8, -2)",2990744098987259000*x+6687507103865234640
"(8, 0)",-548253580861602000*x-1225930957861024800
"(8, 2)",1988783782558200*x+4439866787274640
"(8, 4)",-136678981397021000*x-305493569407731600
"(8, 6)",8685504014613840*x+18396277091444592
"(8, 8)",-2451425679013720
"(8, 10)",-542025397368000*x+1248893911868400
"(8, 12)",3806856984251400*x-8511780558387120
"(8, 14)",4550486650267320*x-10175198885947088
"(8, 16)",-2358303009445680*x+5273325840665916
"(9, -19)",-122814645496560362451540*x-274621895962847384512728
"(9, -17)",-72213888845637529451700*x-161475164378459333339010
"(9, -15)",23051543917408088670000*x+51544819185646284036000
"(9, -13)",-15175666701835360154700*x-33933822349183910691720
"(9, -11)",-15732900619673289210000*x-35179835268837488847408
"(9, -9)",110502981790454347380*x+247092179000020110081
"(9, -7)",-1967491609343839668600*x-4399444983772177259130
"(9, -5)",-550885082698595400000*x-1231816492986174438000
"(9, -3)",303230035250704443600*x+678042960714451467360
"(9, -1)",-64738455280135839300*x-144759610930325937798
"(9, 1)",10053343112269738260*x+22480114213982721702
"(9, 3)",4545506458503349200*x+10163332550072187360
"(9, 5)",116822617442160000*x+262547493235062000
"(9, 7)",48403675467781200*x+112963228473563370
"(9, 9)",-265619397602169
"(9, 11)",-8685504014613840*x+18396277091444592
"(9, 13)",-8151422580165900*x+18251079270368280
"(9, 15)",12389992522110000*x-27704835737964000
"(9, 17)",-38814279219533100*x+86791366799543490
"(9, 19)",-66011705197530900*x+147606660132355272
"(10, -22)",-154501204642022430757400*x-345475196185168216095210
"(10, -20)",512690471282729319525000*x+1146410745204586559543125
"(10, -18)",472482473072734473976200*x+1056502927967848220852880
"(10, -16)",-272736356679009899640020*x-609857033469894927880128
"(10, -14)",254236920510601888461000*x+568491036651916295268400
"(10, -12)",-92022433009799826706200*x-205768415664835525499130
"(10, -10)",-29565503786579737625000*x-66110476255857925931250
"(10, -8)",880045811855641280700*x+1967842258244726874680
"(10, -6)",4164384017463706299000*x+9311845743923021042100
"(10, -4)",3307219662582172230320*x+7395167989834094655963
"(10, -2)",-488221712707180762800*x-1091697088473263071520
"(10, 0)",137851164748066875000*x+308244243797316750000
"(10, 2)",62722504705599813200*x+140252957794318128480
"(10, 4)",-3233376923690777580*x-7238000263326292787
"(10, 6)",1474740107004009000*x+3287609071157417100
"(10, 8)",157927171325520700*x+351020497539874680
"(10, 10)",71067505856881250
"(10, 12)",-48403675467781200*x+112963228473563370
"(10, 14)",136678981397021000*x-305493569407731600
"(10, 16)",-146592233538114420*x+327794524355589872
"(10, 18)",253954842670936200*x-567860282277147120
"(10, 20)",275566257680862500*x-616184884479988125
"(10, 22)",-83042929711328400*x+185689635885267290
"(11, -23)",-4408680046006124646253300*x-9858108273916594929116040
"(11, -21)",1258892061873864260067960*x+2814968226684831766598532
"(11, -19)",3347716646849425552226700*x+7485721991762972704961872
"(11, -17)",-3697137505782978724600*x-8267050785094758405360
"(11, -15)",-217899131188602391080000*x-487237269575860206438000
"(11, -13)",-292943140584932970027900*x-655040775890186489265320
"(11, -11)",375581326813593059776320*x+839825377835243811027984
"(11, -9)",51184373683762200342300*x+114451738942305649157112
"(11, -7)",-66733409372976452175300*x-149220439752878097503480
"(11, -5)",5936185060028404965000*x+13273713342932153328000
"(11, -3)",-9005230674996804160500*x-20136307678553886784800
"(11, -1)",1465438492837397394360*x+3276822412622402587552
"(11, 1)",-967575675835767387400*x-2163568507064659424448
"(11, 3)",-109753114093288468500*x-245393777706582634800
"(11, 5)",-9020270737228275000*x-20184207533522172000
"(11, 7)",10190374463777099900*x+22946779154673236520
"(11, 9)",168106943882498460*x+252865109263949112
"(11, 11)",-902796324247856016
"(11, 13)",-157927171325520700*x+351020497539874680
"(11, 15)",-116822617442160000*x+262547493235062000
"(11, 17)",-1988783782558200*x+4439866787274640
"(11, 19)",1799365815097458860*x-4023504631317796128
"(11, 21)",676642523638439400*x-1513018679154198468
"(11, 23)",-2369623641631110900*x+5298639543777763960
"(12, -26)",-8193239781774838181760660*x-18320641108004080705732728
"(12, -24)",-10638432083145568362408000*x-23788257311928185585749800
"(12, -22)",18532968096969968511342900*x+41440976489659763817668280
"(12, -20)",1020024142432267936194000*x+2280843321169478779375200
"(12, -18)",-8456602444997313475458000*x-18909537925704918890372640
"(12, -16)",-2739586635583281030183000*x-6125901947414155220757900
"(12, -14)",-261578259195738419490780*x-584906768997664444134888
"(12, -12)",-302116585778923584081600*x-675553222932209713879920
"(12, -10)",252858065026561122912000*x+565407822055909960226400
"(12, -8)",-72596976361168163226000*x-162331774086453953631720
"(12, -6)",64538611303251656466000*x+144312721655303990224800
"(12, -4)",13417841241979770665520*x+30003204644904320245152
"(12, -2)",2371605399368232608700*x+5303076000685328530440
"(12, 0)",-1329322297697181900000*x-2972451826326157560000
"(12, 2)",-2126648211359223082500*x-4755335665530756409560
"(12, 4)",201137344373441179440*x+449724521957615749152
"(12, 6)",163198984162518738000*x+364768889012296624800
"(12, 8)",-7553748882955119600*x-16716192414448701720
"(12, 10)",1193796374378160000*x+2061607178602826400
"(12, 12)",726206878945540080
"(12, 14)",-168106943882498460*x+252865109263949112
"(12, 16)",-1474740107004009000*x+3287609071157417100
"(12, 18)",-4545506458503349200*x+10163332550072187360
"(12, 20)",548253580861602000*x-1225930957861024800
"(12, 22)",9961294281863536500*x-22274131177733511720
"(12, 24)",-5718056178047796000*x+12785962313284900200
"(12, 26)",-4403788545742701780*x+9847170546815623272
"(13, -29)",2679179627495483320435920*x+5990827771012465337616001
"(13, -27)",47506715037076600335412500*x+106228244210614720391820990
"(13, -25)",28551688529800273311096000*x+63843516425034441099068400
"(13, -23)",-5564273412688813612423800*x-12442093596166928104525360
"(13, -21)",-18704289492146903629092780*x-41824062775275495435189798
"(13, -19)",6018998519435426478265160*x+13458889845928206982971963
"(13, -17)",-19025904718481343261925500*x-42543216283958369101483480
"(13, -15)",-1968197701911256800768000*x-4401023854632111271773600
"(13, -13)",28725565933635808751800*x+64232318119798993931910
"(13, -11)",1084872325793987191201020*x+2425848267415751193617462
"(13, -9)",1197986340473407009904640*x+2678778893490590338532832
"(13, -7)",-438821046540475435592000*x-981233690297285456816400
"(13, -5)",-30294577864992357882000*x-67740735833900805009600
"(13, -3)",202095621836497647753600*x+451899555271408591887120
"(13, -1)",-18995451717929995632380*x-42475139938041628640328
"(13, 1)",7751871417839923391940*x+17333757103086122843672
"(13, 3)",-2866231302071741016000*x-6409573814102138132880
"(13, 5)",157288136972721174000*x+351779786329027190400
"(13, 7)",114245962260736320000*x+256516545343080083600
"(13, 9)",-30908995079647313280*x-71994250527186771168
"(13, 11)",-12770020941178887260*x-31162375694208706038
"(13, 13)",-69048521546165590
"(13, 15)",-1193796374378160000*x+2061607178602826400
"(13, 17)",-10190374463777099900*x+22946779154673236520
"(13, 19)",3233376923690777580*x-7238000263326292787
"(13, 21)",-10053343112269738260*x+22480114213982721702
"(13, 23)",-2990744098987259000*x+6687507103865234640
"(13, 25)",15346261339307136000*x-34315283556490431600
"(13, 27)",25534408011774452700*x-57096672079542876510
"(13, 29)",1440033597185408060*x-3220013013190122249
"(14, -30)",35918112653278813292475000*x+80315341516226761074438000
"(14, -28)",-16694918846549317456236000*x-37330973419726654136989100
"(14, -26)",100561815574347951245485000*x+224863055565039075711668400
"(14, -24)",120445776625125281015709660*x+269324944136535332638581702
"(14, -22)",-116695582781471748439736400*x-260939255773324816137711520
"(14, -20)",16788131851131759585915000*x+37539404034360001808328000
"(14, -18)",13981137712879065942334800*x+31262774328783434606288280
"(14, -16)",24843470746815424580656500*x+55551689386908157972669462
"(14, -14)",962751823998884314780000*x+2152778523924662600211000
"(14, -12)",13482251196333168283238400*x+30147230164832105691087120
"(14, -10)",-1646500379094262621440000*x-3681686772775858406364000
"(14, -8)",391866883386725026193900*x+876240990569098298839590
"(14, -6)",-1068747263501138831085000*x-2389791534059028472438800
"(14, -4)",-280144730151898178306040*x-626422674833072295939068
"(14, -2)",-193053958301806361089400*x-431681811894086346573120
"(14, 0)",-2086108902845101050000*x-4664676300788062020000
"(14, 2)",15727880736304296121800*x+35169074518111237366880
"(14, 4)",6104981608085555665400*x+13651827269530628263932
"(14, 6)",874566128625999411000*x+1958158294917812761200
"(14, 8)",-492938705391396950700*x-1103186396411298367910
"(14, 10)",58153904883612720000*x+133993827804360636000
"(14, 12)",-35719147291825300800*x-112278141063906452880
"(14, 14)",-2314196009804539000
"(14, 16)",12770020941178887260*x-31162375694208706038
"(14, 18)",7553748882955119600*x-16716192414448701720
"(14, 20)",9020270737228275000*x-20184207533522172000
