numerator,(17711*x-39603)/2
"(7, -13)",462046888615485810513360167400*x+1033168251736499961374751535660
"(7, -11)",444519504952904874616375843152*x+993975830399249751685246673072
"(7, -9)",15461590054520983987152088176*x+34573166402143599767479207842
"(7, -7)",-3366628472185405164705750375*x-7528010118792825923725617125
"(7, -5)",1516684446318039953330483280*x+3391409522383768723453563960
"(7, -3)",-104179323035812478459260650*x-232952048158064957674956270
"(7, -1)",6636279693748360838032872*x+14839172512930084367650462
"(7, 1)",2547297676772853073671*x+5695949686909001944277
"(7, 3)",-27529589123126360920680*x-61558329729337265681820
"(7, 5)",268174335012506275860*x+603980723725986511260
"(7, 7)",-9599619490866547750
"(7, 9)",-9883984031995255323*x+21985986886243114527
"(7, 11)",-283422715830153699744*x+633752446632790453312
"(7, 13)",-294598057631097246510*x+658741282902604822310
"(7, 15)",-1436551222135091327880*x+3212226185854464785430
"(8, -16)",91738445141496573824146860878208*x+205133399486521652229709430733696
"(8, -14)",-6782612626551686345970161892048*x-15166382898017965679057317342928
"(8, -12)",-8943044954521538961584051949600*x-19997256444146676351549846940320
"(8, -10)",422120669738749198084636350300*x+943890512243581599251008990860
"(8, -8)",-520715218364753054035706234880*x-1164354625182234711491029227520
"(8, -6)",45452710663371183736192560876*x+101635350804927545599223736732
"(8, -4)",-4536739383985066132914837600*x-10144457658792217638416645600
"(8, -2)",-712852725701037277560899400*x-1593987152585665983055515560
"(8, 0)",152763280348700184782664960*x+341589079761141291736654080
"(8, 2)",9772306204070389063175160*x+21851538936612870008518040
"(8, 4)",-381918710848144886200800*x-854009135414519211637600
"(8, 6)",6395474757597798728412*x+14430320368953882074892
"(8, 8)",-1484769703786260254720
"(8, 10)",-268174335012506275860*x+603980723725986511260
"(8, 12)",5702025639181273396320*x-12750121463769290265120
"(8, 14)",4324549206504310269456*x-9669985996978260648688
"(8, 16)",-58491829324435186940544*x+130791706497752678856576
"(9, -19)",910809668849709705320320989933288*x+2036632334112023585693812709980212
"(9, -17)",-221294752439690450342961444242085*x-494830109519135276943380887053135
"(9, -15)",25801704764276756969413147856400*x+57694365788303016015693318657900
"(9, -13)",-43177445881727648639091288073410*x-96547704086361367126332036448470
"(9, -11)",10076100016108663777845216270960*x+22530844584105698194021583846712
"(9, -9)",(-5990272841587538762903865568257*x-13394657277560565925771219515603)/2
"(9, -7)",-239450562527522013646998472080*x-535427735062103418547191082230
"(9, -5)",101587486538841792118382653500*x+227156525564197270959448449300
"(9, -3)",1850904286929771638299876080*x+4138747805439707653606579560
"(9, -1)",532339520546325851099112495*x+1190347356537544335386728077
"(9, 1)",521256720854422824261148488*x+1165565463077036986407208782
"(9, 3)",6650319320299328687378460*x+14870571349946262355039860
"(9, 5)",769337830808371308781200*x+1720581354363459457873800
"(9, 7)",-118637190125676457401015*x-265963592186084214425205
"(9, 9)",-8540345393144026855029
"(9, 11)",-6395474757597798728412*x+14430320368953882074892
"(9, 13)",27529589123126360920680*x-61558329729337265681820
"(9, 15)",-16450997267956020097050*x+36785548235721430969650
"(9, 17)",141096078859097259331320*x-315500423687609645103210
"(9, 19)",-580726255118361517425210*x+1298543382763541532566082
"(10, -22)",-13285180755906233390160906308353920*x-29706567263578378555162322213633360
"(10, -20)",(-1345298819673387621379738855649475*x-3008179610839926147939616683905575)/2
"(10, -18)",-2489010904589159709039984882735840*x-5565597579399604371086686468079520
"(10, -16)",3995182216846895991669029138169*x+8933499019367964946078026494677
"(10, -14)",-599004928902139364972754956323200*x-1339415739882612092370299974577600
"(10, -12)",-186309735656842507057636363843185*x-416601233798716277186419211402205
"(10, -10)",6604600408336840747366317309000*x+14768335477264044669528549511000
"(10, -8)",5259911792277212214262694622585*x+11761520323184597837875244070005
"(10, -6)",2172845751371171610360088483200*x+4858630804687503508274609229600
"(10, -4)",(378971529852348699284498755167*x+847406102286268795349577298771)/2
"(10, -2)",66597019888356817115157730560*x+148915463556825939207239514880
"(10, 0)",-12038902239736315041763374750*x-26919803816852650025348931750
"(10, 2)",-4364641802332567739169661440*x-9759635577557781111296005120
"(10, 4)",(-236282121893577290936059113*x-528341805820814077426463029)/2
"(10, 6)",-15112901575254777648802800*x-33787279597434640632680400
"(10, 8)",-711451083580113055900215*x-1575854849529014753847995
"(10, 10)",18832387159162561346000
"(10, 12)",118637190125676457401015*x-265963592186084214425205
"(10, 14)",381918710848144886200800*x-854009135414519211637600
"(10, 16)",-2547297676772853073671*x+5695949686909001944277
"(10, 18)",1586976984327583001343360*x-3548588415700352756627520
"(10, 20)",(857753680360842084209925*x-1917995537237469242316575)/2
"(10, 22)",8470543882885580936468280*x-18940711928527176442726360
"(11, -23)",61006008994381764184756761329173410*x+136413583147401210520737485687124310
"(11, -21)",-63405373052271925049437238507287872*x-141778724283613350847696137536323998
"(11, -19)",10408325191060169296220043885210975*x+23273722659134024930844183811300157
"(11, -17)",15326860952482526165205615204942720*x+34271902971438102592427746607845840
"(11, -15)",1206729200300959278052010549241900*x+2698328522306904624699825779547300
"(11, -13)",-1110578265192329097449091742162920*x-2483328495303836414840764643817970
"(11, -11)",170642405205086508209228341593096*x+381568017882637374723618655416984
"(11, -9)",-59150272879095542527850736739800*x-132264031045319841920364597720708
"(11, -7)",-9088022592925307710442410123890*x-20321436298834747684299806348230
"(11, -5)",4019518490158629529230528172800*x+8987916580810964320915511777700
"(11, -3)",-465484282582970104257329931525*x-1040854498282303227207161679375
"(11, -1)",-94489233699049583802373522032*x-211284349713996965701382078968
"(11, 1)",-7385199334231133741350125060*x-16513808008154028420016351148
"(11, 3)",10850553776275187378356439400*x+24262574509984397487891891750
"(11, 5)",-368503601571210761233917750*x-823987641793715848634674050
"(11, 7)",48996588556893382144219320*x+109533789050512596474485620
"(11, 9)",-3338037696514723592242182*x-7632740553641888869089378
"(11, 11)",486570517807015979110224
"(11, 13)",711451083580113055900215*x-1575854849529014753847995
"(11, 15)",-769337830808371308781200*x+1720581354363459457873800
"(11, 17)",-9772306204070389063175160*x+21851538936612870008518040
"(11, 19)",-6636279693748360838032872*x+14839172512930084367650462
"(11, 21)",40426848886585896795123885*x-90397182226517723105470953
"(11, 23)",-38897030142167109420715320*x+86976403520743965644289260
"(12, -26)",253494778266319955909192842815179202*x+566831556144727709315632881966657162
"(12, -24)",-152138308117015870461419186658668400*x-340191598931455515565568341272730800
"(12, -22)",-163394600948275796105366576810185230*x-365361434876796279038228360431964070
"(12, -20)",239593563489134775722289723129415680*x+535747494933117053787515841522132480
"(12, -18)",10430346758647620566762466067221300*x+23322964381230672016531047207035460
"(12, -16)",-23700865819704752508089037846416400*x-52996747098461101210709179965032400
"(12, -14)",-5294520608168580264866932749998274*x-11838907988138473795319352126597738
"(12, -12)",1050563939591720460274709829592320*x+2349132383637069609892914548801280
"(12, -10)",1160952881508093144860854423004640*x+2595969561726354803545853695150560
"(12, -8)",622563770409690030029676999267600*x+1392094910964638571570707363171280
"(12, -6)",5291236393109385622016618310300*x+11831564260014656202844276284300
"(12, -4)",17187420669846993076415206864896*x+38432240975838933812653069980672
"(12, -2)",858535019348532908972720804910*x+1919742664138052869127680433190
"(12, 0)",-253341409687178400049746708000*x-566488614298533463789177284000
"(12, 2)",-66410756685851495413634401050*x-148498963938731993898698509410
"(12, 4)",61754590204335299195311652352*x+138087510627824566845736684032
"(12, 6)",445434928262076382953669900*x+996037866601874041176210300
"(12, 8)",-152210981936559253112922480*x-338578921411291265368313520
"(12, 10)",-12034653638648460296028000*x-23599957380219703584447840
"(12, 12)",2995582718505218440942080
"(12, 14)",3338037696514723592242182*x-7632740553641888869089378
"(12, 16)",15112901575254777648802800*x-33787279597434640632680400
"(12, 18)",-6650319320299328687378460*x+14870571349946262355039860
"(12, 20)",-152763280348700184782664960*x+341589079761141291736654080
"(12, 22)",104179323035812478459260650*x-232952048158064957674956270
"(12, 24)",97002384751162063244221200*x-216903926283187395759754800
"(12, 26)",-161626603569741327724586934*x+361408072554351780228178002
"(13, -29)",(2706074082469569338358691163510069157*x+6050965600552329018623146299409643807)/2
"(13, -27)",2413828607423299276423865925572680200*x+5397484852232150662586546870383338390
"(13, -25)",2378764256179334091908256669011786820*x+5319078579263715197525290764498932460
"(13, -23)",-1118036509123161957340239026664560640*x-2500005635725953929262186022463782960
"(13, -21)",817537794153083273483692682749980711*x+1828070081901524309594013445851456597
"(13, -19)",-185291967791619539712479309170493712*x-414325435666762878048186341367435187
"(13, -17)",76837044221202238601419667961043350*x+171812854068765593181624182770259570
"(13, -15)",-17714169086421994697663972381991360*x-39610086242164927039643168367469440
"(13, -13)",20309799706976398130312490917897865*x+45414092754204536020599254383449835
"(13, -11)",-2278252906737145892206703347620264*x-5094328369400747041334628976531138
"(13, -9)",1962322929161702258112769215499872*x+4387887463412076131937894038734752
"(13, -7)",-466309260407038803481610035736400*x-1042699204807826274125350965533000
"(13, -5)",40381079629845911585733253925910*x+90294839056866444263554529454210
"(13, -3)",41066771386563051989795945561280*x+91828092437045111410442650303920
"(13, -1)",11479228296531467385574406326746*x+25668334789857801275696070369502
"(13, 1)",-3656329102390840396181423417928*x-8175800388324785033759968391188
"(13, 3)",86565581414936441110384138200*x+193566641653566012017028714120
"(13, 5)",-105582944341355108415990840720*x-236090525669055625352532392340
"(13, 7)",-12715040836327679336978447100*x-28433025283026273665724812500
"(13, 9)",1919465767759331964384891456*x+4297651313575072652219313792
"(13, 11)",-78084573629843640518659953*x-181098635163609178156679603
"(13, 13)",57911453768501619526634810
"(13, 15)",12034653638648460296028000*x-23599957380219703584447840
"(13, 17)",-48996588556893382144219320*x+109533789050512596474485620
"(13, 19)",(236282121893577290936059113*x-528341805820814077426463029)/2
"(13, 21)",-521256720854422824261148488*x+1165565463077036986407208782
"(13, 23)",712852725701037277560899400*x-1593987152585665983055515560
"(13, 25)",-1516684446318039953330483280*x+3391409522383768723453563960
"(13, 27)",-1539041246078169562908060765*x+3441400846406768755533149865
"(13, 29)",-862687519539670318898535192*x+1929027937031380914713107361
"(14, -30)",-34696945146556089989605205281689798000*x-77584727959280820341209482405135454800
"(14, -28)",-5280212039433655520649939747289352625*x-11806913055786453897939202932581672125
"(14, -26)",-7115411193425213765311223371519824000*x-15910543116361682645180443708795441600
"(14, -24)",834920030657641518360509181242947953*x+1866937944326694878199912749119302957
"(14, -22)",-6845493691593546371922280054338443520*x-15306989233949150356012394306107262720
"(14, -20)",-577956147356678239382395735806651450*x-1292349233503417935600917912756776050
"(14, -18)",-238104776058010068365985241409237760*x-532418465033074921955235605756917920
"(14, -16)",-124745911331399215465841212479552735*x-278940337652169941462838331434378883
"(14, -14)",51845270480821915039229026394910000*x+115929549106981008947152809576890000
"(14, -12)",11429624061755767861743604864424520*x+25557416359353152137462377645322920
"(14, -10)",-23356576469030698951700643196012800*x-52226892706424666236691256128649600
"(14, -8)",-3068944516875334594480978555121055*x-6862368558908482586310909005966435
"(14, -6)",1604336571713983573277783787444000*x+3587405633142642412604484568495200
"(14, -4)",106326620311292790265854989283303*x+237753550832943042410835861473627
"(14, -2)",-102197114576598257299105100910720*x-228519695297720196041568878689120
"(14, 0)",-8792633348390175785927200908750*x-19660925893303378219754668713750
"(14, 2)",-39227772870859511849795718960*x-87716258150473771781399173520
"(14, 4)",-321766645385105966881421635665*x-719491788792964984815298007453
"(14, 6)",423949065394756407851851036800*x+947983503832658850556264363200
"(14, 8)",5630745692171458486821719265*x+12581979329580892821934772765
"(14, 10)",-4129820397352193646737793600*x-9301158190006498036641297600
"(14, 12)",303743775711228248046468360*x+711782211428705782866793320
"(14, 14)",147831836250667027378540000
"(14, 16)",78084573629843640518659953*x-181098635163609178156679603
"(14, 18)",152210981936559253112922480*x-338578921411291265368313520
"(14, 20)",368503601571210761233917750*x-823987641793715848634674050
"(14, 22)",4364641802332567739169661440*x-9759635577557781111296005120
"(14, 24)",-532339520546325851099112495*x+1190347356537544335386728077
"(14, 26)",4536739383985066132914837600*x-10144457658792217638416645600
"(14, 28)",3366628472185405164705750375*x-7528010118792825923725617125
"(14, 30)",22122544048587094027433308800*x-49467512327874152624073496800
