numerator,1
denominator,9360
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(13935980914760128088336550944472058844925424024643616271701841885567217795764729827072185319988590983*x+31161800658543356883453264246020318073386075237789157681430978844347138579939998728352851536427167221)/2
"(1, 1)",(13935980914760128088336550944472058844925424024643616271701841885567217795764729827072185319988590983*x-31161800658543356883453264246020318073386075237789157681430978844347138579939998728352851536427167221)/2
"(2, -4)",-53231438958988852132797188341950315657947696001945670008708870198497483503545050275669541370382599352203146491430132*x-119029116052429713270872442332606941446159306043682339581444381131392036416884568644135487848576140641597690189641063
"(2, -2)",10512349900076907431231382963340038699224817372640215657816002848280296625398114130931223846400007713768283850430*x+23506328979835092863228867127169066539786557675526397750512829679960960438639670332765622652205800005947668444410
"(2, 0)",938901251791660742267645527494095897292790680324231568145042907174597773396973992320520864878506452221740*x
"(2, 2)",10512349900076907431231382963340038699224817372640215657816002848280296625398114130931223846400007713768283850430*x-23506328979835092863228867127169066539786557675526397750512829679960960438639670332765622652205800005947668444410
"(2, 4)",-53231438958988852132797188341950315657947696001945670008708870198497483503545050275669541370382599352203146491430132*x+119029116052429713270872442332606941446159306043682339581444381131392036416884568644135487848576140641597690189641063
"(3, -5)",-3586332743921260270301965290256498440563643321445956282007772774779648118941532764113145876205471898299431611397901412090*x-8019283805341283653211274150260255198286953039547249397430457097657647357871396150501715279791433372452954354142243025450
"(3, -3)",12792238838559283294963975616429447225880065930125635118301171523192744560258872984341562720503967162044438862483346190*x+28604315627431522846061738447641355846822034160354576269097621085355739650383423263581674361238890635931327752446999530
"(3, -1)",19355609841591749576798187279360148989943764215075876952024807824773246958916633298327760958886280600468817865844394*x+43280417521040372264921251926877636059456286805198171235198605420137784326809020741073392745786965925664063142588346
"(3, 1)",19355609841591749576798187279360148989943764215075876952024807824773246958916633298327760958886280600468817865844394*x-43280417521040372264921251926877636059456286805198171235198605420137784326809020741073392745786965925664063142588346
"(3, 3)",12792238838559283294963975616429447225880065930125635118301171523192744560258872984341562720503967162044438862483346190*x-28604315627431522846061738447641355846822034160354576269097621085355739650383423263581674361238890635931327752446999530
"(3, 5)",-3586332743921260270301965290256498440563643321445956282007772774779648118941532764113145876205471898299431611397901412090*x+8019283805341283653211274150260255198286953039547249397430457097657647357871396150501715279791433372452954354142243025450
"(4, -8)",-80308306310723490328346914408272844350170451339073289003236100715359982514775163377074423723133192412417257253013173406961807440*x-179574832068653072455057169749116089849700385162669527850141402401516543772470042586102142356991240738808243165486153610827614460
"(4, -6)",-71456383001367808283028859692218432109309834223862885931755434743174743649954362431002082794136345120635196278658754036308668*x-159781329817318867267107429266683046942875719471792020220024582861304298278935356964258695779525636845080088645229785896852784
"(4, -4)",-1481424809683534218499194994637349021803755080402065211797769809728645154856474464270726004103120801682463280671458700533424*x-3312566578007072093283842355723260159460989684825382037340391878905097462405562853293257976079830248264023038238037805865488
"(4, -2)",573595972108795834943679730851364113976994077394573904227927029248953632986999129129506585547087851343770639046423733340*x+1282584588157644258849347339358023653613443427427699354570995849095766711900175375644941241445148010191022997041763987840
"(4, 0)",-26275983675859199373151773019605044324421647737018074309963622209652756147551424368931776875547059141928194628319099200*x
"(4, 2)",573595972108795834943679730851364113976994077394573904227927029248953632986999129129506585547087851343770639046423733340*x-1282584588157644258849347339358023653613443427427699354570995849095766711900175375644941241445148010191022997041763987840
"(4, 4)",-1481424809683534218499194994637349021803755080402065211797769809728645154856474464270726004103120801682463280671458700533424*x+3312566578007072093283842355723260159460989684825382037340391878905097462405562853293257976079830248264023038238037805865488
"(4, 6)",-71456383001367808283028859692218432109309834223862885931755434743174743649954362431002082794136345120635196278658754036308668*x+159781329817318867267107429266683046942875719471792020220024582861304298278935356964258695779525636845080088645229785896852784
"(4, 8)",-80308306310723490328346914408272844350170451339073289003236100715359982514775163377074423723133192412417257253013173406961807440*x+179574832068653072455057169749116089849700385162669527850141402401516543772470042586102142356991240738808243165486153610827614460
"(5, -11)",(813315147595644841925914563220726707947085494806235994286441040913138130609942008712625936314107462407050566461115838357564119210065*x+1818627957154136506397574170502359288539849762350573322194009544904485171496480770903505437576497830263821352243004514924288874120461)/2
"(5, -9)",-147865653977473820970149055455677151533058847930972561045608474577171950239586357390104515658724377616790880091553164093616099745290*x-330637653831093620737926939769178434380997094038776140776015930551156554211275982940290073875929492902410809865159036044090307900006
"(5, -7)",-25618451877908083474353040447961376133121013868207571211119467260756944014661686684944285425094378139402803304841330360962004721250*x-57284599877309617492976440300178629656413734807486314279280474426487794110397502113342576421012743663029767231458623710573375645010
