numerator,1
denominator,9360
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(16876996448198470222673268347*x+37738111314194297416282161489)/2
"(1, 1)",(16876996448198470222673268347*x-37738111314194297416282161489)/2
"(2, -4)",-64465272429573497216131284652099589640969188*x-144148731340569363829401025047508360533839067
"(2, -2)",7800664872105887185037714303801339018780*x+17442816923723471382383271229198133755860
"(2, 0)",27740879143507378935291958906080*x
"(2, 2)",7800664872105887185037714303801339018780*x-17442816923723471382383271229198133755860
"(2, 4)",-64465272429573497216131284652099589640969188*x+144148731340569363829401025047508360533839067
"(3, -5)",-105962179758174356587638410314143888019059083280*x-236938636983330088400389492390982115214037696400
"(3, -3)",37939288659886695829969396756256322259284377040*x+84834828461493572764781247494930412531091098480
"(3, -1)",4478877627351369272550062181133886753600406*x+10015417320264239075915231352324971505028734
"(3, 1)",4478877627351369272550062181133886753600406*x-10015417320264239075915231352324971505028734
"(3, 3)",37939288659886695829969396756256322259284377040*x-84834828461493572764781247494930412531091098480
"(3, 5)",-105962179758174356587638410314143888019059083280*x+236938636983330088400389492390982115214037696400
"(4, -8)",-59592592515570391658021721827292989092680365046955534240*x-133253087820260590397442828370579320802054611692438543160
"(4, -6)",585038137177471229747656859895458463862360022531409648*x+1308185044158672615645262142719544952843714271951140564
"(4, -4)",6219124973735647831166004116850621611089986816864*x+13906386201839506401863200195598845055219952180768
"(4, -2)",-10915340057370725789540121426636829875602631997360*x-24407445164494606915044744589622728890811881390060
"(4, 0)",-14311944033368191944154278858686222739278457600*x
"(4, 2)",-10915340057370725789540121426636829875602631997360*x+24407445164494606915044744589622728890811881390060
"(4, 4)",6219124973735647831166004116850621611089986816864*x-13906386201839506401863200195598845055219952180768
"(4, 6)",585038137177471229747656859895458463862360022531409648*x-1308185044158672615645262142719544952843714271951140564
"(4, 8)",-59592592515570391658021721827292989092680365046955534240*x+133253087820260590397442828370579320802054611692438543160
"(5, -11)",(984955199149250245828340755369541723290904260291969259113085*x+2202426780089566578215571573488138275573751849565228137600649)/2
"(5, -9)",-34216633766019485373198680796795935559682370095496104909290*x-76510719062034203003092223482784308696113070096638427755774
"(5, -7)",-4780793927767202454942035844840544296657430472852515471450*x-10690180208905684066125269198297011937465148838305721015410
"(5, -5)",(-17565188726157322670524688899954156483163748242774849125*x-39276956029300722111132240940932275499668891324970711375)/2
"(5, -3)",749832251697807790421217623559592294513335964177832325*x+1676675885789069938015598751245671756303679808394528065
"(5, -1)",2045688393872197768875977948633803561546333207896260*x+4566493795746011053768943714383779334726112801795724
"(5, 1)",2045688393872197768875977948633803561546333207896260*x-4566493795746011053768943714383779334726112801795724
"(5, 3)",749832251697807790421217623559592294513335964177832325*x-1676675885789069938015598751245671756303679808394528065
"(5, 5)",(-17565188726157322670524688899954156483163748242774849125*x+39276956029300722111132240940932275499668891324970711375)/2
"(5, 7)",-4780793927767202454942035844840544296657430472852515471450*x+10690180208905684066125269198297011937465148838305721015410
"(5, 9)",-34216633766019485373198680796795935559682370095496104909290*x+76510719062034203003092223482784308696113070096638427755774
"(5, 11)",(984955199149250245828340755369541723290904260291969259113085*x-2202426780089566578215571573488138275573751849565228137600649)/2
"(6, -12)",-289834341880767160566077004817121610063202015403558931905128320*x-648089290659309617672563251405411671901889962617650723755134880
"(6, -10)",54667509941105334915415249877264505700448683307035520483241600*x+122240268388957053585130562752359310616130490934534949137808000
"(6, -8)",-1245230024412557659251186211074679773445210054985394018302160*x-2784418982210201554377956441012731099154432889988188836670210
"(6, -6)",-42937589626020054092840662241404288686587598664706278876800*x-96011369193770638936297807987302728140518201707863334601600
"(6, -4)",-2632715675543243131073493777492621464559971480323839451008*x-5886931215879796342516385917805642131171324936849964114064
"(6, -2)",12493896820348191364937613546713801929183609363970432880*x+27936933663651863912450247747570636816565604488905574320
"(6, 0)",228765455377183083673976856560123752047138297332083200*x
"(6, 2)",12493896820348191364937613546713801929183609363970432880*x-27936933663651863912450247747570636816565604488905574320
"(6, 4)",-2632715675543243131073493777492621464559971480323839451008*x+5886931215879796342516385917805642131171324936849964114064
"(6, 6)",-42937589626020054092840662241404288686587598664706278876800*x+96011369193770638936297807987302728140518201707863334601600
"(6, 8)",-1245230024412557659251186211074679773445210054985394018302160*x+2784418982210201554377956441012731099154432889988188836670210
"(6, 10)",54667509941105334915415249877264505700448683307035520483241600*x-122240268388957053585130562752359310616130490934534949137808000
"(6, 12)",-289834341880767160566077004817121610063202015403558931905128320*x+648089290659309617672563251405411671901889962617650723755134880
"(7, -15)",809490101666912138190423542342684374998829335266322530348660880*x+1810074894440431364838541956604986091482356457185679621917794800
