numerator,1
denominator,187200
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(1685058996878649533887142183284798796233851234790762549396411713345156120619481473*x+3767906463118267288649759972661150919621245887904305675899573047284780634541090851)/2
"(1, 1)",(-1685058996878649533887142183284798796233851234790762549396411713345156120619481473*x+3767906463118267288649759972661150919621245887904305675899573047284780634541090851)/2
"(2, -4)",6436440727300231145667229248814503363784523442603691890780372420469019065853365468233795782378092*x+14392318999391503286577537112575471868161954595820745976456199070024262912221682273222183255393953
"(2, -2)",-490582106746691930282667925975904447461998633714176243911758150706305860968795748512083294440*x-1096974939230661645371929335355067029944338875720247186051187477929147009415099815757235172280
"(2, 0)",273729214905383977266372256011708044077982015817065341103676552355018576851585668304390
"(2, 2)",490582106746691930282667925975904447461998633714176243911758150706305860968795748512083294440*x-1096974939230661645371929335355067029944338875720247186051187477929147009415099815757235172280
"(2, 4)",-6436440727300231145667229248814503363784523442603691890780372420469019065853365468233795782378092*x+14392318999391503286577537112575471868161954595820745976456199070024262912221682273222183255393953
"(3, -5)",467591720844061288537828204549513911218204575946452415352553101361209728768311946634431402470924271865*x+1045566873523426382128891276010434368561972879129034155596761608360091511879038648135916143944062911365
"(3, -3)",3140396097470674091244949211651720611055218547618011412824463471172051738350379338487078677597520945*x+7022139150219484482590565079684655807226732571125313871270385645718482982525584676949051841804977715
"(3, -1)",-981459300353003197645115413285224553520548012873258001387526915184011680298475415556984232666926*x-2194609106198133172045104350250018121519486566290318808489474620469469170770200396989008527011654
"(3, 1)",981459300353003197645115413285224553520548012873258001387526915184011680298475415556984232666926*x-2194609106198133172045104350250018121519486566290318808489474620469469170770200396989008527011654
"(3, 3)",-3140396097470674091244949211651720611055218547618011412824463471172051738350379338487078677597520945*x+7022139150219484482590565079684655807226732571125313871270385645718482982525584676949051841804977715
"(3, 5)",-467591720844061288537828204549513911218204575946452415352553101361209728768311946634431402470924271865*x+1045566873523426382128891276010434368561972879129034155596761608360091511879038648135916143944062911365
"(4, -8)",-3747765102347397468091961668629522414777009740304016284756117838706227421626247673295030474127019197429187520*x-8380257532550237390406416241773343358528014331844074197408901188823334655212448434444461819523167803894217680
"(4, -6)",1036109159183552195442480981116449047819826997712775487055529065685978194830746144769601208144830568328952*x+2316810512044573211452088238587236347789641650968920339578978254178582464107299551772308169383437678105316
"(4, -4)",683490226875688068059955764502921147235804920025237510432238006952944316929858850432691448585131198510464*x+1528330609250792621935372972556675982380558367323795964708139069108808226522632661075156222639117120163968
"(4, -2)",1098920185684323479752371443255260601985988355661900515387453087214219167363537403325360189209262763480*x+2457259585951100454871239074653584858902705874367623549831846634712417881241326153716618228690507952380
"(4, 0)",2678277361716841456328393609271561102849006779959588343296469838140351302108179562803343591476525600
