numerator,1
denominator,9320832000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",37025780*x+82792161
"(1, 1)",-37025780*x+82792161
"(2, -4)",128162990149501317340*x+286581158173920880161
"(2, -2)",225525587186574400*x+504290543615027280
"(2, 0)",20020760483790
"(2, 2)",-225525587186574400*x+504290543615027280
"(2, 4)",-128162990149501317340*x+286581158173920880161
"(3, -5)",15496156264542027613268400*x+34650458797475187751643790
"(3, -3)",146863976827525001569800*x+328397835632489556236010
"(3, -1)",221445019780521175080*x+495263985050022213972
"(3, 1)",-221445019780521175080*x+495263985050022213972
"(3, 3)",-146863976827525001569800*x+328397835632489556236010
"(3, 5)",-15496156264542027613268400*x+34650458797475187751643790
"(4, -8)",780646177043493353542474923200*x+1745577918244586939896217267280
"(4, -6)",75749905961455597736547362040*x+169381939019031280909872717972
"(4, -4)",3351073768738872599426657280*x+7493228744520858364367214336
"(4, -2)",21514307862294056654034200*x+48107610432022605479877420
"(4, 0)",271264952024973427912800
"(4, 2)",-21514307862294056654034200*x+48107610432022605479877420
"(4, 4)",-3351073768738872599426657280*x+7493228744520858364367214336
"(4, 6)",-75749905961455597736547362040*x+169381939019031280909872717972
"(4, 8)",-780646177043493353542474923200*x+1745577918244586939896217267280
"(5, -11)",443630142134924000686541056328900*x+991987154681583745319472701056161
"(5, -9)",766597235443304910821423214352200*x+1714163529814640909704946405085972
"(5, -7)",120406501029447839832648478829000*x+269237121234743777264605046397420
"(5, -5)",4413946575442638790011902979500*x+9869884591747846958727423524775
"(5, -3)",169035359376855648180167694000*x+377974610915462892803642500230
"(5, -1)",4433674947078426483247296800*x+9997656856108136983486330272
"(5, 1)",-4433674947078426483247296800*x+9997656856108136983486330272
"(5, 3)",-169035359376855648180167694000*x+377974610915462892803642500230
"(5, 5)",-4413946575442638790011902979500*x+9869884591747846958727423524775
"(5, 7)",-120406501029447839832648478829000*x+269237121234743777264605046397420
"(5, 9)",-766597235443304910821423214352200*x+1714163529814640909704946405085972
"(5, 11)",-443630142134924000686541056328900*x+991987154681583745319472701056161
"(6, -12)",508362724984123940304471193003109400*x+1136733610291531828299443214772316010
"(6, -10)",209960260454438800457175665121888000*x+469485414949686044039098542999112800
"(6, -8)",43922973790328617841010967763236800*x+98214755169116384615402652594220230
"(6, -6)",12087164738795119706702700306576000*x+27027722011199993538869478047911200
"(6, -4)",-107313007225775859941741717987160*x-239959172089497773797973068885878
"(6, -2)",-339326744550618602080022601600*x-760791510021881738638169941440
"(6, 0)",1278910342041494291976331745100
"(6, 2)",339326744550618602080022601600*x-760791510021881738638169941440
"(6, 4)",107313007225775859941741717987160*x-239959172089497773797973068885878
"(6, 6)",-12087164738795119706702700306576000*x+27027722011199993538869478047911200
"(6, 8)",-43922973790328617841010967763236800*x+98214755169116384615402652594220230
"(6, 10)",-209960260454438800457175665121888000*x+469485414949686044039098542999112800
"(6, 12)",-508362724984123940304471193003109400*x+1136733610291531828299443214772316010
"(7, -15)",53639213615136784628490525292893736800*x+119940927903078092870849533866005123790
"(7, -13)",74470881768658297790382186879820497400*x+166521953979069721334884663560708717420
"(7, -11)",64751878303138744121769194474523108320*x+144789601556611965917740309120895578272
"(7, -9)",5369472065336899137036795055072178280*x+12006504541379498551572669704943370122
"(7, -7)",21860314390891784498621935217521000*x+48881148987579182823081959074476450
