numerator,-416020*x+930249
"(9, -17)",-316901296023088097112115475801429470829809800*x-708612840065408749133320469122040678258806470
"(9, -15)",-460824195177258582335942368466841572045496000*x-1030434226092980939215462445806127218711200000
"(9, -13)",45894321703833809881714109836542625197601800*x+102622823111016369517671128735348488623380340
"(9, -11)",-25328197230747627841163062263814707447192000*x-56635570755473622388885396115644066115881392
"(9, -9)",730725325057040067656367130239666408230760*x+1633951499708171982061069052988737268003681
"(9, -7)",-155008452734277666378732399376152207788400*x-346609437400908007548704494012617066938610
"(9, -5)",13247033553194117009117265814898522268000*x+29621267525162621971535804104598559000000
"(9, -3)",-2958778289078576076639041938367923118400*x-6616029384730218908614040101239676405920
"(9, -1)",205679698173710539824984915872784036600*x+459913786708078496001568188767394153798
"(9, 1)",-17322778177489788859749091366391055480*x-38734909564282819701150732198509865798
"(9, 3)",-616074555841790833088159468095195200*x-1377584582247545129826128671564234080
"(9, 5)",11776755913292343901317103154268000*x+26333609661610676457076307507400000
"(9, 7)",8500975133730945844037435647200*x+19209026460063147994344607058610
"(9, 9)",-944084227253302999723470879681
"(9, 11)",-7319104005385866554672916271680*x+16357569847816977175389348649392
"(9, 13)",13258687671210036058588931495400*x-29647326969065237298197239100340
"(9, 15)",-133130283940917287829163277496000*x+297688364755567649536245170400000
"(9, 17)",-91551528679083177042924415608600*x+204715441570451512647462732646470
"(9, 19)",-1356340524787933547706069446140200*x+3032869614063557941140764297904828
"(10, -22)",100020851932247558935177161726460624349958764400*x+223653424087946731393174789169988406265909932130
"(10, -20)",18728148730456532135639424051517598717465250000*x+41877413654027191867275458002193451925263090625
"(10, -18)",-46539700842269788742694796683332400530485102800*x-104065934735819465557026709349108641263800076360
"(10, -16)",17331689394597063729362645039529979301985446040*x+38754835651231210804239766651599900965401371728
"(10, -14)",2336588331385932738774658031293910517581502000*x+5224770344411750998226512044959252470821339400
"(10, -12)",-29580732700142437624985505969183964416682800*x-66144529141769393527715130024658277224058610
"(10, -10)",47338267493541867644755182242787308741250000*x+105851584052628202888343037261996482489281250
"(10, -8)",27531112990977226986163602892320760093114200*x+61561440144052633803583165907752189946947040
"(10, -6)",-59687661110970649579750066306317403518000*x-133465667662100991238290545405836577921100
"(10, -4)",346697064424730861110545982659959646788640*x+775238203653322225001391450834397564147663
"(10, -2)",-57484299809476570975334842540487163343200*x-128538802012967619525725794169605054611440
"(10, 0)",2424865822134620606465185358662938750000*x+5422164814605792990380244498574875000000
"(10, 2)",-156901570177763206752430278194316280800*x-350842576619663591116832041376462988560
"(10, 4)",732458275869289050644821916994641160*x+1637826047599533975902234567413872337
"(10, 6)",232276569603919643907604668783438000*x+519386276330230768021097506985921100
"(10, 8)",3610268939259411680056191166675800*x+8037237053007287413886743624052960
"(10, 10)",-61160206378042316318625364281250
"(10, 12)",-8500975133730945844037435647200*x+19209026460063147994344607058610
"(10, 14)",675030670112998241791305349878000*x-1509416432746914830423133859339400
"(10, 16)",5007056388187036138858385855291160*x-11196118451009232243632617381091728
"(10, 18)",-13445135156741649140376322515277200*x+30064236177146613350125928738076360
"(10, 20)",5410487956722046738857628232625000*x-12098218862674436735972428175590625
"(10, 22)",28895627784098268047110978708509600*x-64612587977775344039074143907332130
"(11, -23)",1870390741612172555137287798422115998863331410200*x+4182320842731062424857632997622598198839154569380
"(11, -21)",-949476683329127361462693998569297099188465943920*x-2123094406974970107629887620174194236132715548632
"(11, -19)",406044529042603526796384326596680905023663781400*x+907943168831149086875465109410265670646390796272
"(11, -17)",195011851120401576876338307770255646272224767600*x+436059755523286451301140257097396823549463125080
"(11, -15)",-40764671578186388639825337182303445092330268000*x-91152576729278398207071468980479467992773800000
"(11, -13)",-12469244444450915311250855732142535557886637400*x-27882078205853846971170924652189740409906732960
"(11, -11)",2461711223810939800627028263634055193661631360*x+5504553637415460295652388317049616065878554416
"(11, -9)",593474439515725749159109622209015865465616600*x+1327049189665750145561194429387534496360536812
"(11, -7)",63703238746825311055558248637654748119531800*x+142444772224799910820709065577928482916901940
"(11, -5)",-9027957602425537013336859890169507270042000*x-20187126897009521034687845331226763127600000
"(11, -3)",-344532526067923007643513000548168911893000*x-770398148747593411993180412890698310844400
"(11, -1)",-57932142530276330919122442051303760536720*x-129540208779916573876490351799364684114552
"(11, 1)",9310823470225314338365623829894828657200*x+20819634205999139308291667810075021666552
"(11, 3)",-587397014083132105011110570347334469000*x-1313459652825154746375344264241542955600
"(11, 5)",2187272212990617830460485011457958000*x+4890901017505355534179388148156000000
"(11, 7)",-2131796200535723870382483314250510600*x-4766923522034150316029600992545021940
"(11, 9)",-4203395948106795115759437569446920*x-10165837581065473982387384493904812
"(11, 11)",-3180487467395383775623609734490416
"(11, 13)",-3610268939259411680056191166675800*x+8037237053007287413886743624052960
"(11, 15)",-11776755913292343901317103154268000*x+26333609661610676457076307507400000
"(11, 17)",56338151047594511747334852859930800*x-125975935442024326607066142264965080
"(11, 19)",117304655462566665892804909302416280*x-262301183691484632943067739466964272
"(11, 21)",-274300051450702534424271784440673200*x+613353561275460670823822661974860632
"(11, 23)",540348473706850507548469299689345400*x-1208255918746775505084436152068129380
"(12, -26)",-22567467818183280313724469499983948951731385376680*x-50462392121496679315907418391647510315874725743172
"(12, -24)",-45377436316225514841500546246144461399593889056000*x-101467032247747894367730564114218078669899990246800
"(12, -22)",-117351323800059713633467858109393501457522317400*x-262405537266522458838834273725654893670254700340
"(12, -20)",-9875225281432183906512552365717214881710866242400*x-22081675022406854975906667890719314350814611280000
"(12, -18)",2132512998298373542974776407417034216916388872000*x+4768444027097056594638091640829020167168101514080
"(12, -16)",-804014443776220763320195692352222924648874394000*x-1797830951175312337706293792043712997238842721100
"(12, -14)",15143331147234220778381513439703270981555870440*x+33861517851005594077786691118779710654739368812
"(12, -12)",-67786014596799112625747049318763993824821510400*x-151574136562235814100571431338497753380886190240
"(12, -10)",3916343099477654373299820693505910122605163200*x+8757209393644256299932506609415339290848560000
"(12, -8)",-924372665115296058421893220947815469503916000*x-2066960115740450462833582905416433097986146160
"(12, -6)",-400638142377127285137764565759789898681512000*x-895854120734495795413837492968859212464656800
"(12, -4)",-74963130155189698800959280824843727445836960*x-167622654833168504193737972252006875102816848
"(12, -2)",2937298957689341927751476826258494523307800*x+6568000139632647553108965980151139339965180
"(12, 0)",-764650274740239543781815485583806562480000*x-1709809993332078051167541584632583352000000
"(12, 2)",-309550590642438235834010572740284925000*x-692176166946640620493946418302872245180
"(12, 4)",-16809444747011062575819515184798489806880*x-37587061021492449246177386738597129599152
"(12, 6)",244379670740687284688184770027354616000*x+546450073712604349717820701209234256800
"(12, 8)",42688970483523782357690769200874717600*x+95456634163815190618339551592737986160
"(12, 10)",-521031114538567158448076269999636800*x-1170120836686339746270310167673200000
"(12, 12)",87578334860920187224294817629230240
"(12, 14)",4203395948106795115759437569446920*x-10165837581065473982387384493904812
"(12, 16)",-232276569603919643907604668783438000*x+519386276330230768021097506985921100
"(12, 18)",616074555841790833088159468095195200*x-1377584582247545129826128671564234080
"(12, 20)",-2852913452584424485691260055807042400*x+6379308413898710315933035178843760000
"(12, 22)",-33902332433587780321953478251411000*x+75807919917298168360967192609540340
"(12, 24)",-13109361540716199797001280927632528000*x+29313423546662799835761116478468646800
"(12, 26)",-6519652027614828313923741850666807560*x+14578385123391092190692850959389367172
"(13, -29)",32101007431861547063450888714436555901153774311840*x+71780034763868367645059629668338845778988262464001
"(13, -27)",-167329582294339497919344764937657904497273812595000*x-374160320656788340798866736960238089233654160726470
"(13, -25)",333168019366097285760637386620636355308248768720800*x+744986339231559923408206803276066205922902172520000
"(13, -23)",72466427524707944517523674115846617656640655057200*x+162039858031808784825558573119160320347992457434920
"(13, -21)",59961979165073477294434300603187358915935353987560*x+134079061478530378793126409943188721657819886361798
"(13, -19)",-2535369409054989717139050502796350548108719773680*x-5669258346720427845795618246192669002594564188337
"(13, -17)",7379175647671122913160201908114978953180385353000*x+16500338366103668530447997358331034534136780661940
"(13, -15)",1807440957575412631509051481998811023002738836800*x+4041560846455936115342812829806474247390097840000
"(13, -13)",-249584369368988957297500746628929334987646389200*x-558087616030475600474964029695317889077524396770
"(13, -11)",-19841954399712743007954354332956256445939248040*x-44367958844208727004512837155754651674706730662
"(13, -9)",12475786084630154266912025625327454037919305280*x+27896705757978969184450220295307231973015706432
"(13, -7)",3751515196996105741074390456198122557876932000*x+8388642999106807286319591905080525032611919200
"(13, -5)",-1477751834129240556280221285125000210283835200*x-3304353554987975623545242403636865550733840000
"(13, -3)",-150376115532808789937531636528762465702558400*x-336251216523721993272473431595949494977166640
"(13, -1)",20808357614169528142067489864833763061266760*x+46528902125411991561611465573788336901733428
"(13, 1)",-2775192058414039431743893650010602286140120*x-6205518093258243407790163442365828811597428
"(13, 3)",-362156876219502548137556712986101232904000*x-809807393551501457905734479113411924593360
"(13, 5)",-3274177765140563163409012264512738235200*x-7321282144043343864171349965233667120000
"(13, 7)",-2798960353764132584975174717007375900000*x-6258670464234903627382595915121075119200
"(13, 9)",50135184891506284785240961260401386560*x+112089562986426531504504819060671909568
"(13, 11)",-1283178252499958457356087712618398520*x-2843638344840955253727870837239813338
"(13, 13)",322458601625490161455547158529316770
"(13, 15)",521031114538567158448076269999636800*x-1170120836686339746270310167673200000
"(13, 17)",2131796200535723870382483314250510600*x-4766923522034150316029600992545021940
"(13, 19)",-732458275869289050644821916994641160*x+1637826047599533975902234567413872337
"(13, 21)",17322778177489788859749091366391055480*x-38734909564282819701150732198509865798
"(13, 23)",20935263758958094201513321779181494000*x-46812672891917997659391835076988554920
"(13, 25)",96250920594929799175621610907112720800*x-215223601347197530883041856575684680000
"(13, 27)",-48340853270486886329609554258135993800*x+108093434003151706100296042162843606470
"(13, 29)",9273853844735993106095069260699853880*x-20736967610227460801435597887129636001
"(14, -30)",-5818258569792487673413432180690220277095249970918000*x-13010021672726706905913670382910906274505864091000000
"(14, -28)",683562521397966420497049013907413691759722803984000*x+1528492264717007490840946640003831129944960947240200
"(14, -26)",-5271224336466590164121359723643975933365055033370000*x-11786815940990519207202231832478290762783470640939400
"(14, -24)",-711950568792411502030914776474001793189756731928680*x-1591969868439472478932896853584672538152207243225798
"(14, -22)",543107380614257014503163302718107277831177955618400*x+1214425022135330172652929072394889455111441857068560
"(14, -20)",-7571148571478725136865308348473872032576249958000*x-16929602873576854861337559104379533771581184400000
"(14, -18)",-147766781123573007413835042903984036646598274151200*x-330416567408641996376771493956475037271884627106160
"(14, -16)",4421819010883367835595623631319008508496341709000*x+9887487892536092880112885725088273241565139461338
"(14, -14)",-2265211888019377304084679028553592239078213040000*x-5065167765051969106959998601151654778232744974000
"(14, -12)",-579811708587723116636806681176892287831398630400*x-1296498394552447474263630865118308421701747233360
"(14, -10)",751004923982576163053632919058100689011056104000*x+1679298061462102387128109483365888195497048400000
"(14, -8)",71053078876068215113450120058828024990586353400*x+158879514377542884191934839565373679195010939770
"(14, -6)",-10245850922439832647451866279696689206052430000*x-22910419149904391449241852886850137976092604200
"(14, -4)",-3339168322107537742253183403935440396874644080*x-7466607356546370203534480104042621078807580968
"(14, -2)",1040876001059155511329645845447072154621676400*x+2327469494516378891226568604776957400771899360
"(14, 0)",-36274566402616411036448261447450470730280000*x-81112396330533434163235895590150297572000000
"(14, 2)",27810665903633829826610816480660393765170800*x+62186539458716065649632802024744588587380640
"(14, 4)",1537016345358353587619787324817914011701200*x+3436873035063718536120655215741580304268968
"(14, 6)",181934175135288510321349295566609711002000*x+406817196270315723507143154229555175404200
"(14, 8)",8673203791247694946147445324371884484200*x+19393781460614474898274354387170957300230
"(14, 10)",-1009154202887954357514272050832191896000*x-2257507682548337856772021445545309200000
"(14, 12)",-86007666141112148256170168590719484800*x-191569881580179724416013265936345246640
"(14, 14)",2926613792533925248399610523248974000
"(14, 16)",1283178252499958457356087712618398520*x-2843638344840955253727870837239813338
"(14, 18)",-42688970483523782357690769200874717600*x+95456634163815190618339551592737986160
"(14, 20)",-2187272212990617830460485011457958000*x+4890901017505355534179388148156000000
"(14, 22)",156901570177763206752430278194316280800*x-350842576619663591116832041376462988560
"(14, 24)",-205679698173710539824984915872784036600*x+459913786708078496001568188767394153798
"(14, 26)",-1522835823236086855181489702349457746000*x+3405164419327743982310271836951932539400
"(14, 28)",197478503770943643467262641536633992000*x-441575358526778545675869095382224840200
"(14, 30)",-1680871845585226863425798354134482918000*x+3758543708194097042994348191227254600000
