numerator,1
denominator,1785600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-283698163078518350340543732176987908870002042538260*x-634368377735754571621413552987622771112952574561737
"(1, 1)",-283698163078518350340543732176987908870002042538260*x+634368377735754571621413552987622771112952574561737
"(2, -4)",982007803213430362755038413041856381336647640836405530561694780*x+2195836202420466712315514810489885043866658597158666860582057737
"(2, -2)",-5929706590598751972114354456004061714431599833528269129245400*x-13259227023214985874014244791941066308803137622085089248621230
"(2, 0)",-145431783329450401083969250135482710896321784810562032200*x
"(2, 2)",-5929706590598751972114354456004061714431599833528269129245400*x+13259227023214985874014244791941066308803137622085089248621230
"(2, 4)",982007803213430362755038413041856381336647640836405530561694780*x-2195836202420466712315514810489885043866658597158666860582057737
"(3, -5)",251702627389232271747745252734644474283898102162942168993248770832200*x+562824184957623777198350645894409706858210285521480210854772451560000
"(3, -3)",1771239728604247757250169227229048892066519415914687162399803084800*x+3960612437609665092866238818952443398865409403719104413574478197760
"(3, -1)",-2538887854840863394026682302271417597677703800547677920031772760*x-5677007482167555917347130896172817186692033237841745163989289004
"(3, 1)",-2538887854840863394026682302271417597677703800547677920031772760*x+5677007482167555917347130896172817186692033237841745163989289004
"(3, 3)",1771239728604247757250169227229048892066519415914687162399803084800*x-3960612437609665092866238818952443398865409403719104413574478197760
"(3, 5)",251702627389232271747745252734644474283898102162942168993248770832200*x-562824184957623777198350645894409706858210285521480210854772451560000
"(4, -8)",20525399528661945534942566184758914944192567552842054524306789558470936200*x+45896188611430253268310156852937793989912756907485678132192651801162461230
"(4, -6)",91602261175471754092581771739581866958090953348842312969484936298860920*x+204828882881044633494443492821980920571195155154417089680295125710942996
"(4, -4)",55920483501283214890871115861124015263419378860037047405393355586384560*x+125042002443596964975284757123923739423058059144201248285706849768950172
"(4, -2)",567237680427852215741696404024086558311693635335059193263836875153800*x+1268384719851497727306090970241060638996311484385784605833023102969780
"(4, 0)",-1547585443592009292556662977621470606719819543997606338031777958000*x
"(4, 2)",567237680427852215741696404024086558311693635335059193263836875153800*x-1268384719851497727306090970241060638996311484385784605833023102969780
"(4, 4)",55920483501283214890871115861124015263419378860037047405393355586384560*x-125042002443596964975284757123923739423058059144201248285706849768950172
"(4, 6)",91602261175471754092581771739581866958090953348842312969484936298860920*x-204828882881044633494443492821980920571195155154417089680295125710942996
"(4, 8)",20525399528661945534942566184758914944192567552842054524306789558470936200*x-45896188611430253268310156852937793989912756907485678132192651801162461230
"(5, -11)",-3399173667913003968077312907998944591018191141898692510683272154529023091300*x-7600783388780772570419907221792053734555856727386388555669854488925365049737
"(5, -9)",8788148892079905292353659027137617004359686843640038239461705140223674764600*x+19650898319080131416196071706628470746858715511885179141076508690273012753004
"(5, -7)",2095241862277523418385528524856281422266014977440184336357069636539767695000*x+4685103233355794697703790328196730070905215889615746553870476006341522849780
"(5, -5)",-74281534032900833007717522053059433810131213580563079952271364058334912500*x-166098559570626332879660153772262115384935222590513015149561281053559910625
"(5, -3)",2528027158021257494424220404942748428914749733627570726596886236044400000*x+5652839973425588701157270844444323748954950295530470102841400284695479630
"(5, -1)",51218245106487779669792332523202484386130038156612889561597775440149200*x+115112494030565462520196695228589194792211897442042781756034236780353736
"(5, 1)",51218245106487779669792332523202484386130038156612889561597775440149200*x-115112494030565462520196695228589194792211897442042781756034236780353736
"(5, 3)",2528027158021257494424220404942748428914749733627570726596886236044400000*x-5652839973425588701157270844444323748954950295530470102841400284695479630
"(5, 5)",-74281534032900833007717522053059433810131213580563079952271364058334912500*x+166098559570626332879660153772262115384935222590513015149561281053559910625
"(5, 7)",2095241862277523418385528524856281422266014977440184336357069636539767695000*x-4685103233355794697703790328196730070905215889615746553870476006341522849780
"(5, 9)",8788148892079905292353659027137617004359686843640038239461705140223674764600*x-19650898319080131416196071706628470746858715511885179141076508690273012753004
"(5, 11)",-3399173667913003968077312907998944591018191141898692510683272154529023091300*x+7600783388780772570419907221792053734555856727386388555669854488925365049737
"(6, -12)",-6131062732223645039247113373338931854294629701680613324978094468015221527654400*x-13709473043567660656079032793354405060282687837971965025016289979184705788277760
"(6, -10)",2678446989672290671484769290791296959337512985518616821573345109313834809958000*x+5989189543036919102559297930236338786472988610776590726986198945473145028400000
"(6, -8)",-465080303053054864537359038309494485673915338428456188387741724863531643445200*x-1039951172622833654818667931444589596520496275128911903426853732669337274000370
"(6, -6)",90502794629501096968508419115575015725708179090941270477249701417848068992000*x+202370400945384274683568069741465657429508936808732815538173783698504274630400
"(6, -4)",2102700100747205296383648171162353933669672014726075109152441738193632648880*x+4701780300274678719393173057955818160708675032450627219192319781361972481744
"(6, -2)",-115471187845117847302843114131864090340113186603977271930933795159939000400*x-258284932224636955636396503016790699813253501156648898171039747965677621160
"(6, 0)",5969180703568732463367127953634188854733854468533049627727819526192896000*x
"(6, 2)",-115471187845117847302843114131864090340113186603977271930933795159939000400*x+258284932224636955636396503016790699813253501156648898171039747965677621160
"(6, 4)",2102700100747205296383648171162353933669672014726075109152441738193632648880*x-4701780300274678719393173057955818160708675032450627219192319781361972481744
"(6, 6)",90502794629501096968508419115575015725708179090941270477249701417848068992000*x-202370400945384274683568069741465657429508936808732815538173783698504274630400
"(6, 8)",-465080303053054864537359038309494485673915338428456188387741724863531643445200*x+1039951172622833654818667931444589596520496275128911903426853732669337274000370
