numerator,(-987*x+2207)/2
denominator,6120
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-2178309*x-4870847)/2
"(1, 1)",1
"(2, -4)",(10610209857723*x+23725150497407)/2
"(2, -2)",11414339160*x+25523238280
"(2, 0)",304036320*x+679845600
"(2, 2)",-10480
"(2, 4)",(2178309*x-4870847)/2
"(3, -5)",-1480914093126720*x-3311424581068800
"(3, -3)",256705917303780*x+574011881317740
"(3, -1)",41646182071872*x+93123694150668
"(3, 1)",-37707972414*x-84355826778
"(3, 3)",-235692840
"(3, 5)",-304036320*x+679845600
"(4, -8)",-55597499654468520*x-124319788606412680
"(4, -6)",183711410490886530*x+410791202099990298
"(4, -4)",-17842122354849408*x-39896198448315264
"(4, -2)",-32292906079946190*x-72209133218627830
"(4, 0)",3690614724518400*x+8252462014272000
"(4, 2)",35774155008270*x+80023091954230
"(4, 4)",16381626624
"(4, 6)",37707972414*x-84355826778
"(4, 8)",-11414339160*x+25523238280
"(5, -11)",-25840354427429161536*x-57780789062419261441
"(5, -9)",-202852181043939487998*x-453591266198342949018
"(5, -7)",-174282728505646850880*x-389708028242766704980
"(5, -5)",(-97539495277338715125*x-218104941931167455375)/2
"(5, -3)",4382712487136397120*x+9800043044084814870
"(5, -1)",-911978959541792772*x-2039246961389053132
"(5, 1)",15034582120397952*x+33619184961965032
"(5, 3)",3256754754052905*x+7278301057627755
"(5, 5)",44777621208625
"(5, 7)",-35774155008270*x+80023091954230
"(5, 9)",-41646182071872*x+93123694150668
"(5, 11)",(-10610209857723*x+23725150497407)/2
"(6, -12)",-1250375247181364901660*x-2795924050080634232940
"(6, -10)",-17976415968461550566400*x-40196488097292742656000
"(6, -8)",-15858771411027193763415*x-35461290914687062373355
"(6, -6)",-2655604030884686078400*x-5938111134381109627200
"(6, -4)",-776602110690721770420*x-1736535111007206995748
"(6, -2)",16972196255233981440*x+37950985784686599360
"(6, 0)",7991908454182867200*x+17870443235791776000
"(6, 2)",-1340218604385101280*x-2996835487024966560
"(6, 4)",35714000207942196*x+80571964304529828
"(6, 6)",2438225275555200
"(6, 8)",-3256754754052905*x+7278301057627755
"(6, 10)",-3690614724518400*x+8252462014272000
"(6, 12)",-256705917303780*x+574011881317740
"(7, -15)",7213305967763700695520*x+16129442486424541428000
"(7, -13)",157293804736561814731200*x+351719639830530617917780
"(7, -11)",-73232061196353545098116*x-163751866967471101168972
"(7, -9)",-174734032881545343330432*x-390717175505818992128568
"(7, -7)",-152107583307068352287100*x-340122896167845775109300
"(7, -5)",-19899126894085580655360*x-44495800428010359859200
"(7, -3)",194709001769605429050*x+435382566449690056590
"(7, -1)",-927529559446073403456*x-2074019235043510490672
"(7, 1)",96914582997210893208*x+216708447197957029832
"(7, 3)",-2898990301104300480*x-6482518150164424740
"(7, 5)",-68624651942098560*x-135179134939094400
"(7, 7)",139656571503003800
"(7, 9)",-35714000207942196*x+80571964304529828
"(7, 11)",-15034582120397952*x+33619184961965032
"(7, 13)",32292906079946190*x-72209133218627830
"(7, 15)",1480914093126720*x-3311424581068800
"(8, -16)",86906248145751174408576*x+194328278523364677081984
"(8, -14)",4442109994181844818515836*x+9932859910521800318877772
"(8, -12)",6528016740709612648365600*x+14597089190483312607276960
"(8, -10)",314361053144129364024960*x+702932684308693500816000
"(8, -8)",-307428471637892061112320*x-687430960801250709698560
"(8, -6)",-205211314032630452531208*x-458866447921822879280232
"(8, -4)",-136435974372631920856800*x-305080113327534653237600
"(8, -2)",18447764000619468918900*x+41250454469991255396580
