numerator,(-987*x+2207)/2
denominator,2937600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(2178309*x+4870847)/2
"(1, 1)",1
"(2, -4)",(10610209857723*x+23725150497407)/2
"(2, -2)",219137885400*x+490007208200
"(2, 0)",145873665*x+326183565
"(2, 2)",201200
"(2, 4)",(-2178309*x+4870847)/2
"(3, -5)",710528449417920*x+1588789912845990
"(3, -3)",-242963521291575*x-543282949660725
"(3, -1)",2833234685568*x+6335305343052
"(3, 1)",-10988288514*x-24567958758
"(3, 3)",-223075350
"(3, 5)",-145873665*x+326183565
"(4, -8)",1067387111686933800*x+2386750140039144200
"(4, -6)",-53519438908865790*x-119673103517871078
"(4, -4)",25379010711315072*x+56749193152200576
"(4, -2)",-334563479624850*x-748106682553450
"(4, 0)",29349781398000*x+65628133278000
"(4, 2)",736969315950*x+1647606310550
"(4, 4)",23301570816
"(4, 6)",10988288514*x-24567958758
"(4, 8)",-219137885400*x+490007208200
"(5, -11)",25840354427429161536*x+57780789062419261441
"(5, -9)",13800252657506547582*x+30858303048856763802
"(5, -7)",3589330218207484800*x+8025986361606089300
"(5, -5)",(-1471591508840002725*x-3290578648878006175)/2
"(5, -3)",-166644226356148800*x-372627818193814050
"(5, -1)",-3563502521780208*x-7968233226547408
"(5, 1)",708109151511552*x+1583376926463392
"(5, 3)",-3890287703925*x-8851951052175
"(5, 5)",-675566005025
"(5, 7)",-736969315950*x+1647606310550
"(5, 9)",-2833234685568*x+6335305343052
"(5, 11)",(-10610209857723*x+23725150497407)/2
"(6, -12)",-1183438138792504214025*x-2646248125505870308725
"(6, -10)",142958324022885504000*x+319664530464613188000
"(6, -8)",-19115640418156123275*x-42743871408439628175
"(6, -6)",-48884260483864890000*x-109308529471737870000
"(6, -4)",-1282552552479056985*x-2867874692177346693
"(6, -2)",570046818736281600*x+1274663435022062400
"(6, 0)",-32540818875657750*x-72763512926622750
"(6, 2)",-2210843649016800*x-4943073302109600
"(6, 4)",-128593309632921*x-288720948933573
"(6, 6)",-44882760420000
"(6, 8)",3890287703925*x-8851951052175
"(6, 10)",-29349781398000*x+65628133278000
"(6, 12)",242963521291575*x-543282949660725
"(7, -15)",3460875366261781504575*x+7738752580615825669965
"(7, -13)",-1629607520303292432000*x-3643913192043030582700
"(7, -11)",3449087772810066744336*x+7712394720366660080432
"(7, -9)",-627640888998063411072*x-1403447693258069899638
"(7, -7)",60925539344481454125*x+136233647540109992375
"(7, -5)",-7168017306343380480*x-16028173960530331320
"(7, -3)",1990660645066605750*x+4451252544295219650
"(7, -1)",-2219358502421895744*x-4962636302569789858
"(7, 1)",190915843621592523*x+426898766630307377
"(7, 3)",23735217101500800*x+53075386611579900
"(7, 5)",380935146764340*x+845215615506780
"(7, 7)",55938380959250
"(7, 9)",128593309632921*x-288720948933573
"(7, 11)",-708109151511552*x+1583376926463392
"(7, 13)",334563479624850*x-748106682553450
"(7, 15)",-710528449417920*x+1588789912845990
"(8, -16)",123617278186176884505984*x+276416637217793417437056
"(8, -14)",-17357274859596409284624*x-38812046490205689077968
"(8, -12)",-10768111108463796948000*x-24078228427795660893600
"(8, -10)",1848308799505301815500*x+4132944119104883173980
"(8, -8)",1341496750686208972800*x+2999677926129703782400
"(8, -6)",723942374074313896908*x+1618784360209953076572
"(8, -4)",-67314172100519820000*x-150519064529754140000
"(8, -2)",33660488025851883000*x+75267139933404450200
"(8, 0)",3399085535186960640*x+7600589438862839040
"(8, 2)",600968873877905400*x+1343838159507042200
"(8, 4)",148278226369140000*x+331498389682660000
"(8, 6)",-14083472769082164*x-30826919568673188
"(8, 8)",1231686368358400
"(8, 10)",-380935146764340*x+845215615506780
"(8, 12)",2210843649016800*x-4943073302109600
"(8, 14)",3563502521780208*x-7968233226547408
"(8, 16)",-25379010711315072*x+56749193152200576
"(9, -19)",-260684998450921218335616*x-582909377250687218704308
"(9, -17)",-811698530018058601737525*x-1815013090357032632948175
"(9, -15)",-158501382538859800272000*x-354419865884588715346500
"(9, -13)",115612601673838933783350*x+258517636398309825955650
"(9, -11)",-67874498712791237376000*x-151771993060523044826808
"(9, -9)",(72070290107682106100679*x+161154067838921412643557)/2
"(9, -7)",-1042693762270708195200*x-2331534132228780138150
"(9, -5)",480729649769239027500*x+1074944175642543394500
"(9, -3)",-632024819115221548800*x-1413250456758194968200
"(9, -1)",72695078460180211455*x+162551176194873448077
"(9, 1)",42616672591691104704*x+95293843634386931622
"(9, 3)",2451216306161529900*x+5480505998726415300
"(9, 5)",-44907775125696000*x-99975459151173000
"(9, 7)",-83074816744026975*x-186718279838964525
"(9, 9)",33085430077955931
"(9, 11)",14083472769082164*x-30826919568673188
"(9, 13)",-23735217101500800*x+53075386611579900
"(9, 15)",32540818875657750*x-72763512926622750
"(9, 17)",166644226356148800*x-372627818193814050
"(9, 19)",53519438908865790*x-119673103517871078
"(10, -22)",5199079310798747301043200*x+11625494759358755401929200
"(10, -20)",(-7167897086058800753058075*x-16027905140150138611470175)/2
"(10, -18)",2776610834690317373498400*x+6208690573429980876962400
"(10, -16)",929919644798200653981237*x+2079363539381235366128177
"(10, -14)",722173239903345941760000*x+1614828455955145167160000
"(10, -12)",-405687415675464267293025*x-907144639066552059564525
"(10, -10)",-148042105789304274135000*x-331032212077127421205000
"(10, -8)",13159012705276433982525*x+29424446926013130544025
"(10, -6)",-33528818342857138560000*x-74972717020595386860000
"(10, -4)",(-7926238284182415536409*x-17723607621131835523909)/2
"(10, -2)",-716976707382177849600*x-1603208525181338489600
"(10, 0)",-209840063302844619750*x-469216838611325304750
"(10, 2)",142471561284124262400*x+318575437604434470400
"(10, 4)",(-12892500669989760729*x-28835785321313909509)/2
"(10, 6)",-782725886029710000*x-1781012551697610000
"(10, 8)",249566873872302525*x+570130355386144025
"(10, 10)",-135923880211030000
"(10, 12)",83074816744026975*x-186718279838964525
"(10, 14)",-148278226369140000*x+331498389682660000
"(10, 16)",-190915843621592523*x+426898766630307377
"(10, 18)",-570046818736281600*x+1274663435022062400
"(10, 20)",(1471591508840002725*x-3290578648878006175)/2
"(10, 22)",-1067387111686933800*x+2386750140039144200
"(11, -23)",17483078325364535746309650*x+39093351591468287642326550
"(11, -21)",-6247117252713550587849216*x-13968978840479231658625398
"(11, -19)",-10810155512530339997382645*x-24172242573361919850777103
"(11, -17)",2927261096909599735756800*x+6545554800580464574293200
"(11, -15)",-218258172097901745484500*x-488040109455756096925500
"(11, -13)",1228761071605559570971200*x+2747593284215520335195150
"(11, -11)",-139220955840510843109272*x-311307521151904857679176
"(11, -9)",357366090960930203349120*x+799094872243008947158212
"(11, -7)",122449553408385299001150*x+273805525232207502853850
"(11, -5)",-2560214454523294464000*x-5724813577783815679500
"(11, -3)",9123831314473632222375*x+20401506883674693157125
"(11, -1)",2825711378476470994944*x+6318484131133983246872
"(11, 1)",1529244176298100250940*x+3419496526806724696052
"(11, 3)",-164169705456527400000*x-367086244261572242250
"(11, 5)",-22318630239452478750*x-49908325024069328250
"(11, 7)",-3764307574893667200*x-8304821378156782900
"(11, 9)",1011289241403259434*x+2589424801322127582
"(11, 11)",-127824799732738416
"(11, 13)",-249566873872302525*x+570130355386144025
"(11, 15)",44907775125696000*x-99975459151173000
"(11, 17)",-600968873877905400*x+1343838159507042200
"(11, 19)",2219358502421895744*x-4962636302569789858
"(11, 21)",1282552552479056985*x-2867874692177346693
"(11, 23)",-3589330218207484800*x+8025986361606089300
"(12, -26)",67218919256054961535456386*x+150306072830608486089337242
"(12, -24)",-238107753525051847861830000*x-532425122851781106115470000
"(12, -22)",9696203454775958519071050*x+21681370048547351134963650
"(12, -20)",16556428980894336859422720*x+37021300665927304086627840
"(12, -18)",11938867566398854207276500*x+26696119452835321979727300
"(12, -16)",-3846066852133012002930000*x-8600066927378053188810000
"(12, -14)",5283201258582272207669718*x+11813597153002472219243742
"(12, -12)",-5661431697080358646675200*x-12659346124644746761401600
"(12, -10)",461946562788813649414560*x+1032943916367723944942880
"(12, -8)",-258049573558786265382000*x-577016388066082154631600
"(12, -6)",74632865314531282447500*x+166884160047949752457500
"(12, -4)",66018818664110245183488*x+147622566092109351570432
"(12, -2)",-34492986470675098922850*x-77128664905254733069050
"(12, 0)",-6547212757782339300000*x-14640018800836497300000
"(12, 2)",-2624686069386921041250*x-5869008140253755341050
"(12, 4)",-256044382955610407424*x-572472030804104406528
"(12, 6)",-164399688094806832500*x-367540354388149942500
"(12, 8)",-25872973898143705200*x-58090654925434887600
"(12, 10)",-572109512690671200*x-855142579855837920
"(12, 12)",-5198006065328985600
"(12, 14)",-1011289241403259434*x+2589424801322127582
"(12, 16)",782725886029710000*x-1781012551697610000
"(12, 18)",-2451216306161529900*x+5480505998726415300
"(12, 20)",-3399085535186960640*x+7600589438862839040
"(12, 22)",-1990660645066605750*x+4451252544295219650
"(12, 24)",48884260483864890000*x-109308529471737870000
"(12, 26)",-13800252657506547582*x+30858303048856763802
"(13, -29)",(251728825683549488150424261*x+562882766124611619513723647)/2
"(13, -27)",-93109359783850608297960000*x-208198857818175085626262050
"(13, -25)",-34914315592169800634102220*x-78070783051972498334534820
"(13, -23)",163955087720225440632806400*x+366614721399365106536277200
"(13, -21)",207579364538299302454375743*x+464161569833846487856775757
"(13, -19)",-31402662224600899246551936*x-70218487408672380177330107
"(13, -17)",-18212916704839708901117250*x-40725319820563039020970150
"(13, -15)",-2324711340772004093091840*x-5198212586030792510061120
"(13, -13)",-12984054263635586971586775*x-29033227957037595627522325
"(13, -11)",59116164759362913722688*x+132187762957528911370742
"(13, -9)",506462910429669324649056*x+1132485495773764889278752
