numerator,(-987*x+2207)/2
denominator,2937600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(2178309*x+4870847)/2
"(1, 1)",1
"(2, -4)",(10610209857723*x+23725150497407)/2
"(2, -2)",91184014740*x+203893655420
"(2, 0)",-129676995*x-289966695
"(2, 2)",83720
"(2, 4)",(-2178309*x+4870847)/2
"(3, -5)",-631636931741760*x-1412383116473970
"(3, -3)",109085020464105*x+243921521084715
"(3, -1)",35396934124608*x+79149950940372
"(3, 1)",46463143986*x+103927247862
"(3, 3)",100155690
"(3, 5)",129676995*x-289966695
"(4, -8)",444143384644284780*x+993134799821457020
"(4, -6)",226350262428900750*x+506134573515938742
"(4, -4)",109594728929441952*x+245061263861915616
"(4, -2)",-21256866282798510*x-47531797975376470
"(4, 0)",1262100935226600*x+2822144644422600
"(4, 2)",23512965524370*x+52557072413930
"(4, 4)",100623675456
"(4, 6)",-46463143986*x+103927247862
"(4, 8)",-91184014740*x+203893655420
"(5, -11)",25840354427429161536*x+57780789062419261441
"(5, -9)",172413050436507646962*x+385527300984130887222
"(5, -7)",114506800719198242880*x+256044990294149075180
"(5, -5)",(-2065698264924210525*x-4619041741374293575)/2
"(5, -3)",2651892087943062720*x+5929810978105721670
"(5, -1)",-121820875390563888*x-272399773699919248
"(5, 1)",-16607497727509248*x-37135605703918048
"(5, 3)",512646622366095*x+1148747513226045
"(5, 5)",-948303599225
"(5, 7)",-23512965524370*x+52557072413930
"(5, 9)",-35396934124608*x+79149950940372
"(5, 11)",(-10610209857723*x+23725150497407)/2
"(6, -12)",531336444672524446935*x+1188104409210820647915
"(6, -10)",6147501816146614156800*x+13746231952707243519600
"(6, -8)",2499675154699969795185*x+5589443567576435888445
"(6, -6)",983197671384849366600*x+2198496828536208307800
"(6, -4)",5082398438442546375*x+11364588404403893787
"(6, -2)",-16617009588598218240*x-37156763132347256160
"(6, 0)",3076479947201544450*x+6879221118007911450
"(6, 2)",-119232676849492080*x-266627627372193360
"(6, 4)",7958039894118279*x+17799384541414107
"(6, 6)",902716438654800
"(6, 8)",-512646622366095*x+1148747513226045
"(6, 10)",-1262100935226600*x+2822144644422600
"(6, 12)",-109085020464105*x+243921521084715
"(7, -15)",-3076606854063426793725*x-6879502065727597385895
"(7, -13)",-103538943339457308513600*x-231520115625525625184020
"(7, -11)",-80892702304420628656944*x-180881581236338412427408
"(7, -9)",38767477142584779458688*x+86686714206988874944842
"(7, -7)",7403344496636202362325*x+16554381555328907132975
"(7, -5)",-1929132054248636280960*x-4313670410934652366440
"(7, -3)",570138473366455073850*x+1274868382681836808590
"(7, -1)",-117580653112943732544*x-262918335551976740938
"(7, 1)",-2562334130872584537*x-5729661253598347003
"(7, 3)",-385144170207088320*x-860685076852711260
"(7, 5)",-65922189241188420*x-149177716204345740
"(7, 7)",6797331780418850
"(7, 9)",-7958039894118279*x+17799384541414107
"(7, 11)",16607497727509248*x-37135605703918048
"(7, 13)",21256866282798510*x-47531797975376470
"(7, 15)",631636931741760*x-1412383116473970
"(8, -16)",533819156621785543573344*x+1193655921897919468771296
"(8, -14)",-593370862040999669682384*x-1326817583391324865445008
"(8, -12)",-580780743343906547610000*x-1298665222139833563719760
"(8, -10)",-323026029753123528272700*x-722308161029854182275340
"(8, -8)",-91582926352658616933120*x-204785648902918808264960
"(8, -6)",26083542328777203701508*x+58324573741078706562612
"(8, -4)",-16044297922661028409200*x-35876140797935785012400
"(8, -2)",-3527530889476756827000*x-7887798903255097037080
"(8, 0)",-253128359085562134720*x-566012450356469737920
"(8, 2)",-45367757305611114360*x-101448628101221145880
"(8, 4)",9144500164645280400*x+20432993022393355600
"(8, 6)",-71020052091177084*x-134857232380988748
"(8, 8)",-84086258058575360
"(8, 10)",65922189241188420*x-149177716204345740
"(8, 12)",119232676849492080*x-266627627372193360
"(8, 14)",121820875390563888*x-272399773699919248
"(8, 16)",-109594728929441952*x+245061263861915616
"(9, -19)",1102517496700977468291264*x+2465304069006285746406612
"(9, -17)",12916960621393849842889935*x+28883202012124572565928445
"(9, -15)",14985066197866748381193600*x+33507626665764363454586700
"(9, -13)",-1875408187547319067133190*x-4193540192915479919445810
"(9, -11)",-319844265339376422368640*x-715193519512320606792168
"(9, -9)",(1807390383345075072201399*x+4041447759039332289499317)/2
"(9, -7)",-311615957985001444494720*x-696794464927483379171190
"(9, -5)",97183255461610053802500*x+217308365447671344669900
"(9, -3)",-43976525735955080580480*x-98334501229958403883320
"(9, -1)",-17221671428371236766485*x-38508826947988780864623
"(9, 1)",1145810630116943550144*x+2562094646319859761822
"(9, 3)",-294164932212240819660*x-657813161779466765220
"(9, 5)",-42732713298600259200*x-95464023635500728600
"(9, 7)",824469356878855065*x+1557461396695922235
"(9, 9)",829721762773360011
"(9, 11)",71020052091177084*x-134857232380988748
"(9, 13)",385144170207088320*x-860685076852711260
"(9, 15)",-3076479947201544450*x+6879221118007911450
"(9, 17)",-2651892087943062720*x+5929810978105721670
"(9, 19)",-226350262428900750*x+506134573515938742
"(10, -22)",2163354472664369403793920*x+4837407660305740567840520
"(10, -20)",(-10061700196611296063064675*x-22498645608845857129709575)/2
"(10, -18)",-80938911422827542369141360*x-180984907966276608252974160
"(10, -16)",-12480855095011448718025383*x-27908040409770195727780603
"(10, -14)",44525416895539309072089600*x+99561858904943544729205600
"(10, -12)",3704248135560299112295335*x+8282950636639626109754235
"(10, -10)",-8564785506447737800096500*x-19151442605123719509209500
"(10, -8)",4780785347466882287678865*x+10690161022771190026489565
"(10, -6)",1625278619653958337062400*x+3634233476144703911396400
"(10, -4)",(-702443809335383452389969*x-1570712107251290483106589)/2
"(10, -2)",83278765312507508096640*x+186216971982304430957440
"(10, 0)",-24294530523615739206750*x-54324244038115437111750
"(10, 2)",-9082164837797762242560*x-20308261498328332578560
"(10, 4)",(867686580978946277871*x+1939561234096212600611)/2
"(10, 6)",240834914162300417400*x+540015478236561671400
"(10, 8)",-666507440639351535*x+2899090499657257565
"(10, 10)",-7863701161265677000
"(10, 12)",-824469356878855065*x+1557461396695922235
"(10, 14)",-9144500164645280400*x+20432993022393355600
"(10, 16)",2562334130872584537*x-5729661253598347003
"(10, 18)",16617009588598218240*x-37156763132347256160
"(10, 20)",(2065698264924210525*x-4619041741374293575)/2
"(10, 22)",-444143384644284780*x+993134799821457020
"(11, -23)",557745106762681090771794990*x+1247155972839232583320863530
"(11, -21)",24755585194650601577147904*x+55355171318026108299313482
"(11, -19)",-572717374035556771703329305*x-1280634980238677999069287483
"(11, -17)",-220982932099653456303889920*x-494132858042045459649123280
"(11, -15)",-208047325116885566669739900*x-465207961498355488743794100
"(11, -13)",1534329579751018781478720*x+3430865240212864012217990
"(11, -11)",36615338158905746265990888*x+81874385142462147235522104
"(11, -9)",-33053723134822324405235520*x-73910371838857437529308228
"(11, -7)",9207792032969644544683890*x+20589248908083175072797110
"(11, -5)",2764439994100772750515200*x+6181475750324991134054100
"(11, -3)",1153948286098728164792475*x+2580306832616165913835425
"(11, -1)",-196062263700231055295616*x-438408565838138813190328
"(11, 1)",-17842415492514162444300*x-39897033937330989800548
"(11, 3)",24375077985152999160000*x+54505390821651440615550
"(11, 5)",4134457231350771071250*x+9247465571661968419350
"(11, 7)",-348170605945145833920*x-770079069310256928940
"(11, 9)",75104237619170029494*x+137590123451253624642
"(11, 11)",33618130539703730064
"(11, 13)",666507440639351535*x+2899090499657257565
"(11, 15)",42732713298600259200*x-95464023635500728600
"(11, 17)",45367757305611114360*x-101448628101221145880
"(11, 19)",117580653112943732544*x-262918335551976740938
"(11, 21)",-5082398438442546375*x+11364588404403893787
"(11, 23)",-114506800719198242880*x+256044990294149075180
"(12, -26)",839797589479476565747792206*x+1877844497416571829681676662
"(12, -24)",4789005428071879382755510200*x+10708541681784201910984051800
"(12, -22)",2777057272196433426889962630*x+6209688838041361850462886990
"(12, -20)",-1232949761595192152776642560*x-2756959479769009197068680320
"(12, -18)",-1432876354096932514799032500*x-3204008931112800396567658020
"(12, -16)",1174695297762352459528600200*x+2626698538645977003542279400
"(12, -14)",332767527359799156245525898*x+744090811881025801355920002
"(12, -12)",-172732137160451501928093120*x-386240800589619616322544960
"(12, -10)",-109198812578169585371798880*x-244175967986760727377039840
"(12, -8)",704446993899785316915000*x+1575191368153882954247640
"(12, -6)",-36749357668799307767925900*x-82174061858742680235702300
"(12, -4)",7254640767780028295221248*x+16221869934711496855909632
"(12, -2)",-998803540799209983346110*x-2233392368101114009345830
"(12, 0)",-830891500155196363926000*x-1857930639151487715486000
"(12, 2)",267162619996583672126850*x+597392862314491649810970
"(12, 4)",27896209261503062207616*x+62384481023720677875072
"(12, 6)",19771096400963062413300*x+44175774362592327833700
"(12, 8)",3538064506322372717880*x+7911999528264635438040
"(12, 10)",333408553759091210400*x+645264023008429462560
"(12, 12)",-158592869203085055360
"(12, 14)",-75104237619170029494*x+137590123451253624642
"(12, 16)",-240834914162300417400*x+540015478236561671400
"(12, 18)",294164932212240819660*x-657813161779466765220
"(12, 20)",253128359085562134720*x-566012450356469737920
"(12, 22)",-570138473366455073850*x+1274868382681836808590
"(12, 24)",-983197671384849366600*x+2198496828536208307800
"(12, 26)",-172413050436507646962*x+385527300984130887222
"(13, -29)",(251728825683549488150424261*x+562882766124611619513723647)/2
"(13, -27)",12175535228244371130345105600*x+27225324432797831270411436870
"(13, -25)",-9396507079106729472446361540*x-21011228579940640958912828940
"(13, -23)",-17182063295782949866133583360*x-38420261523074751536548860880
"(13, -21)",5581051048601795769151485483*x+12479609530570097950072267857
"(13, -19)",2112833068046111078638368384*x+4724438365260543073765697053
