numerator,(-987*x+2207)/2
denominator,6120
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-2178309*x-4870847)/2
"(1, 1)",1
"(2, -4)",(10610209857723*x+23725150497407)/2
"(2, -2)",135055158000*x+301992514000
"(2, 0)",59324160*x+132652800
"(2, 2)",-124000
"(2, 4)",(2178309*x-4870847)/2
"(3, -5)",-288958847439360*x-646131625574400
"(3, -3)",-126490047012000*x-282840343596000
"(3, -1)",23663941758912*x+52914182303988
"(3, 1)",92076721086*x+205868080602
"(3, 3)",116136000
"(3, 5)",-59324160*x+132652800
"(4, -8)",-657833011178826000*x-1470959330839234000
"(4, -6)",-448467956729820930*x-1002804836978313882
"(4, -4)",58099287732659712*x+129913956814557696
"(4, -2)",-9333368225711250*x-20870045814006250
"(4, 0)",-7356195840000*x-16448947200000
"(4, 2)",2480587751250*x+5555332206250
"(4, 4)",-53343476736
"(4, 6)",-92076721086*x+205868080602
"(4, 8)",-135055158000*x+301992514000
"(5, -11)",-25840354427429161536*x-57780789062419261441
"(5, -9)",-115263439632494517378*x-257736886338701118438
"(5, -7)",-12091896774638520000*x-27038303165002187500
"(5, -5)",(-8278111322259736125*x-18510419641884998375)/2
"(5, -3)",283700744278728000*x+634374149358966750
"(5, -1)",57115401793572948*x+127713921951383228
"(5, 1)",-1065988117477248*x-2383674334014728
"(5, 3)",125913970195125*x+281291718711375
"(5, 5)",3800246577625
"(5, 7)",-2480587751250*x+5555332206250
"(5, 9)",-23663941758912*x+52914182303988
"(5, 11)",(-10610209857723*x+23725150497407)/2
"(6, -12)",616113666018259164000*x+1377672039083429676000
"(6, -10)",35830897082480640000*x+80120321571225600000
"(6, -8)",-613023983238735292875*x-1370763298359503751375
"(6, -6)",15684765829488000000*x+35072202605904000000
"(6, -4)",35239197439017400920*x+78797240945864535672
"(6, -2)",-2934328778105088000*x-6561358605694512000
"(6, 0)",6889670645760000*x+15405765580800000
"(6, 2)",-11417513414664000*x-25527641994648000
"(6, 4)",350179691920296*x+750670959433608
"(6, 6)",-14400864000000
"(6, 8)",-125913970195125*x+281291718711375
"(6, 10)",7356195840000*x-16448947200000
"(6, 12)",126490047012000*x-282840343596000
"(7, -15)",1407474335173405013760*x+3147208290034056864000
"(7, -13)",45461408624581552680000*x+101654800037459568587500
"(7, -11)",5192322139451494562004*x+11610385264890684451388
"(7, -9)",-1670432504411880609792*x-3735200631690175761648
"(7, -7)",2817564920699572743000*x+6300266693703580069000
"(7, -5)",24427185819402885120*x+54620847992387174400
"(7, -3)",106087260562675533750*x+237218326175914013250
"(7, -1)",14091390292560505344*x+31509305168950116448
"(7, 1)",1549538450281789968*x+3464860370663262512
"(7, 3)",-12001321374504000*x-26933173729789500
"(7, 5)",-1283914350996480*x-2893347425203200
"(7, 7)",-2586928595254000
"(7, 9)",-350179691920296*x+750670959433608
"(7, 11)",1065988117477248*x-2383674334014728
"(7, 13)",9333368225711250*x-20870045814006250
"(7, 15)",288958847439360*x-646131625574400
"(8, -16)",-282992741354762360216064*x-632791006808264566411776
"(8, -14)",-278200384546007530524204*x-622074971211454807939388
"(8, -12)",55610026634497795320000*x+124347799785310921368000
"(8, -10)",6278177550627554503680*x+14038431778016343936000
"(8, -8)",-16485231467107608576000*x-36862098185274308608000
"(8, -6)",1116250504565939881992*x+2496012008054229589608
"(8, -4)",1157337659988195000000*x+2587885680936775000000
"(8, -2)",320885119464025777500*x+717520945994817635500
"(8, 0)",-3164556948842741760*x-7076161550765260800
"(8, 2)",-6431516821254913500*x-14381603429310515500
